trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260410,000402.SZ,金 融 街,全国地产,0,,,0
20260410,000534.SZ,万泽股份,生物制药,0,,,0
20260410,000626.SZ,远大控股,商贸代理,0,,,0
20260410,000659.SZ,珠海中富,广告包装,1,9.0,2.0,0
20260410,000670.SZ,盈方微,元器件,1,1.0,6.0,0
20260410,000762.SZ,西藏矿业,小金属,0,,,0
20260410,000889.SZ,中嘉博创,通信设备,1,4.0,3.0,0
20260410,001211.SZ,双枪科技,家居用品,1,7.0,2.0,0
20260410,001269.SZ,欧晶科技,矿物制品,0,,,0
20260410,001299.SZ,美能能源,供气供热,0,,,0
20260410,001309.SZ,德明利,半导体,1,6.0,2.0,0
20260410,002074.SZ,国轩高科,电气设备,1,2.0,6.0,0
20260410,002177.SZ,御银股份,其他商业,0,,,0
20260410,002263.SZ,大东南,塑料,0,,,0
20260410,002328.SZ,新朋股份,汽车配件,1,3.0,5.0,0
20260410,002363.SZ,隆基机械,汽车配件,1,3.0,5.0,0
20260410,002364.SZ,中恒电气,电气设备,1,2.0,6.0,0
20260410,002418.SZ,康盛股份,家用电器,1,8.0,2.0,0
20260410,002580.SZ,圣阳股份,电气设备,1,2.0,6.0,0
20260410,002733.SZ,雄韬股份,电气设备,1,2.0,6.0,0
20260410,002787.SZ,华源控股,广告包装,1,9.0,2.0,0
20260410,002824.SZ,和胜股份,铝,0,,,0
20260410,002950.SZ,奥美医疗,医疗保健,0,,,0
20260410,002962.SZ,五方光电,元器件,1,1.0,6.0,0
20260410,002988.SZ,豪美新材,铝,0,,,0
20260410,003036.SZ,泰坦股份,纺织机械,0,,,0
20260410,300131.SZ,英唐智控,元器件,1,1.0,6.0,0
20260410,600103.SH,青山纸业,造纸,0,,,0
20260410,600105.SH,永鼎股份,通信设备,1,4.0,3.0,0
20260410,600156.SH,华升股份,纺织,0,,,0
20260410,600345.SH,长江通信,通信设备,1,4.0,3.0,0
20260410,600480.SH,凌云股份,汽车配件,1,3.0,5.0,0
20260410,600482.SH,中国动力,船舶,0,,,0
20260410,600537.SH,亿晶光电,电气设备,1,2.0,6.0,0
20260410,600707.SH,彩虹股份,元器件,1,1.0,6.0,0
20260410,600713.SH,南京医药,医药商业,0,,,0
20260410,600743.SH,华远控股,区域地产,0,,,0
20260410,600876.SH,凯盛新能,玻璃,0,,,0
20260410,600983.SH,惠而浦,家用电器,1,8.0,2.0,0
20260410,601010.SH,文峰股份,百货,0,,,0
20260410,601999.SH,出版传媒,出版业,0,,,0
20260410,603026.SH,石大胜华,化工原料,1,5.0,2.0,0
20260410,603088.SH,宁波精达,机床制造,0,,,0
20260410,603093.SH,南华期货,多元金融,0,,,0
20260410,603101.SH,汇嘉时代,百货,0,,,0
20260410,603200.SH,上海洗霸,环境保护,1,10.0,2.0,0
20260410,603272.SH,联翔股份,家居用品,1,7.0,2.0,0
20260410,603773.SH,沃格光电,元器件,1,1.0,6.0,0
20260410,603777.SH,来伊份,食品,0,,,0
20260410,603889.SH,新澳股份,纺织,0,,,0
20260410,603933.SH,睿能科技,元器件,1,1.0,6.0,0
20260410,603950.SH,长源东谷,汽车配件,1,3.0,5.0,0
20260410,605006.SH,山东玻纤,玻璃,0,,,0
20260410,605060.SH,联德股份,机械基件,0,,,0
20260410,605069.SH,正和生态,环境保护,1,10.0,2.0,0
20260410,605117.SH,德业股份,电气设备,1,2.0,6.0,0
20260410,605255.SH,天普股份,汽车配件,1,3.0,5.0,0
20260410,688478.SH,晶升股份,半导体,1,6.0,2.0,0
20260410,688690.SH,纳微科技,化工原料,1,5.0,2.0,0
