ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
605116.SH,20260514,1.0318,3.6615,1.12,885479.4501,
002651.SZ,20260514,2.9084,5.5365,0.97,961117.8,
300971.SZ,20260514,3.0323,3.4428,0.67,292236.0,
300808.SZ,20260514,2.2993,2.5987,0.81,429120.0,
603809.SH,20260514,1.5366,2.251,0.93,1022440.8646,
603010.SH,20260514,2.4,4.7261,0.51,874620.288,
600107.SH,20260514,2.2715,2.8992,0.76,243360.0,
603279.SH,20260514,1.0233,1.8586,0.64,1052457.098,
002737.SZ,20260514,0.7148,1.6504,0.51,788984.0,
002193.SZ,20260514,12.5319,17.0836,2.15,141064.6815,
603393.SH,20260514,2.2929,4.0583,0.98,1283209.8568,
301009.SZ,20260514,2.0291,2.8616,0.82,292793.22,
002313.SZ,20260514,5.0517,8.9273,0.83,379641.6,
002385.SZ,20260514,2.0998,2.3902,1.28,1629729.7761,
300652.SZ,20260514,3.2241,5.9684,0.51,598923.6683,
603609.SH,20260514,0.5115,1.0984,1.34,620362.8438,
002238.SZ,20260514,0.8928,2.5998,1.06,581855.391,
605183.SH,20260514,0.4916,1.5204,0.61,686207.1893,
001400.SZ,20260514,4.8161,9.3538,0.75,1126140.0,
688038.SH,20260514,2.3089,3.8019,0.83,239729.204,
603128.SH,20260514,1.4558,2.7281,1.96,744847.4551,
688163.SH,20260514,4.9597,12.0962,1.68,426062.14,
300920.SZ,20260514,3.9747,5.1018,0.99,471100.0,
600536.SH,20260514,2.9286,4.6079,0.77,3730477.4031,
600268.SH,20260514,4.8486,10.548,1.28,1592885.3799,
300588.SZ,20260514,4.6124,6.33,1.62,397493.8583,
600009.SH,20260514,0.5599,1.1151,1.0,6599006.1821,
920419.BJ,20260514,0.6068,1.1115,0.78,132232.192,
603028.SH,20260514,3.8427,5.4274,0.62,266947.2,
688691.SH,20260514,12.6695,12.6695,0.86,1397640.0,
603112.SH,20260514,1.8142,4.3227,0.83,1203573.9628,
002421.SZ,20260514,2.9165,3.433,0.79,619209.8386,
600736.SH,20260514,12.7981,22.77,0.75,990111.9,
688311.SH,20260514,4.3301,6.6531,1.22,579421.9312,
601007.SH,20260514,2.043,3.6162,0.79,286650.0,
002926.SZ,20260514,0.6609,1.2275,0.84,2252250.0,
000776.SZ,20260514,0.6973,1.4103,0.65,15923560.6149,
600265.SH,20260514,1.0059,2.8179,0.83,280108.4,
600702.SH,20260514,3.2048,4.5962,2.19,1455487.3367,
002201.SZ,20260514,9.9995,15.263,0.83,869934.3817,
603722.SH,20260514,1.5084,2.5937,1.03,385017.2767,
301398.SZ,20260514,3.9273,4.3685,0.66,502320.0,
600824.SH,20260514,1.1041,1.8299,1.15,421610.8292,
600011.SH,20260514,2.4457,6.1466,1.43,11820664.2993,
301208.SZ,20260514,2.4864,3.2773,1.08,402240.2011,
600305.SH,20260514,0.7114,1.2205,1.36,813256.5731,
600292.SH,20260514,4.052,4.052,0.73,6719236.3123,
920781.BJ,20260514,2.1636,2.3572,1.18,112061.1142,
600406.SH,20260514,2.3197,5.4038,1.04,21902599.0374,
000055.SZ,20260514,1.4276,1.8988,0.94,388742.4702,
000997.SZ,20260514,5.0097,7.2248,1.46,2264273.84,
000049.SZ,20260514,3.336,6.1215,0.93,1057371.33,
301213.SZ,20260514,3.0427,5.7945,0.6,582959.9927,
002440.SZ,20260514,2.6522,3.9742,0.68,1143107.9034,
920892.BJ,20260514,0.6402,1.9229,0.68,241217.5158,
605196.SH,20260514,4.1461,6.3828,1.41,2112869.9684,
002534.SZ,20260514,1.4351,4.3554,1.04,1455363.1432,
600881.SH,20260514,1.4952,1.7663,0.76,497751.2522,
688231.SH,20260514,2.5473,6.4957,1.4,1033097.1435,
003037.SZ,20260514,0.9215,2.7905,0.98,410366.1544,
688386.SH,20260514,2.3676,3.446,1.06,799660.7148,
603111.SH,20260514,1.5667,2.0971,1.06,578422.5809,
002984.SZ,20260514,1.7115,1.9776,0.74,1653913.8461,
600372.SH,20260514,1.1685,2.6118,1.05,6266371.1359,
301098.SZ,20260514,11.7572,12.8336,1.46,200489.7811,
603120.SH,20260514,21.5112,25.7591,2.17,473515.2,
301469.SZ,20260514,4.5498,9.0987,1.26,325438.76,
688012.SH,20260514,2.5168,3.2617,0.81,24272376.8498,
600971.SH,20260514,1.1102,2.465,0.72,912003.7118,
605198.SH,20260514,3.7001,21.4101,2.4,1971709.2,
605050.SH,20260514,1.0965,3.0137,0.95,606179.8926,
300166.SZ,20260514,17.1898,18.9255,0.83,2163616.9212,
600571.SH,20260514,2.1179,2.6447,0.96,601550.6186,
002091.SZ,20260514,2.2746,4.1533,0.57,1456805.462,
920914.BJ,20260514,2.1435,3.6936,0.85,241531.909,
300321.SZ,20260514,3.5383,7.4141,0.67,375357.6,
002861.SZ,20260514,4.755,5.5452,0.78,340899.6505,
300668.SZ,20260514,4.4004,7.1088,0.75,753225.6252,
920634.BJ,20260514,2.1254,4.4672,0.79,128328.8021,
688710.SH,20260514,2.2846,3.1837,0.8,891273.126,
301305.SZ,20260514,2.9364,2.9421,0.6,636601.2304,
001260.SZ,20260514,1.2102,1.5616,0.66,252195.0,
603273.SH,20260514,2.8626,2.8626,0.91,374834.1366,
688158.SH,20260514,12.9237,14.6123,1.15,2181138.2872,
600241.SH,20260514,2.6105,5.0823,0.91,269580.7373,
601766.SH,20260514,1.1694,2.9207,0.85,17276716.181,
688420.SH,20260514,2.5138,2.5138,0.64,242475.06,
300960.SZ,20260514,1.2524,4.4366,1.11,307810.7287,
688048.SH,20260514,7.1426,10.8685,0.85,7899104.2458,
601169.SH,20260514,0.4064,0.5874,0.87,11100066.7428,
001358.SZ,20260514,3.7135,4.0456,0.66,361961.6,
001896.SZ,20260514,15.4343,40.4573,1.33,2566364.1971,
603787.SH,20260514,1.9747,5.6035,0.97,267427.084,
300323.SZ,20260514,15.0206,22.7471,1.35,2661718.0271,
688499.SH,20260514,3.6808,5.683,0.87,898479.3158,
601963.SH,20260514,0.9719,2.8644,1.85,3981074.1423,
301459.SZ,20260514,4.2323,4.2323,0.82,390769.1905,
002454.SZ,20260514,6.6387,11.8418,2.52,624810.1104,
603949.SH,20260514,1.389,4.6187,0.68,371950.2861,
300513.SZ,20260514,2.0678,2.1315,0.8,288909.5538,
600258.SH,20260514,1.4137,2.5217,0.89,1569943.9952,
300848.SZ,20260514,4.3867,7.9883,1.46,699168.3825,
300972.SZ,20260514,1.1421,2.3043,1.14,4523097.2158,
600171.SH,20260514,2.3186,3.0971,0.84,2089905.8972,
601579.SH,20260514,4.0861,9.8794,2.32,902829.5991,
600476.SH,20260514,3.5964,5.9284,0.86,197793.96,
300492.SZ,20260514,1.1442,3.2168,0.68,964523.9084,
600352.SH,20260514,1.1079,1.4785,0.81,3969064.8692,
688230.SH,20260514,1.4684,5.8736,0.94,854952.0,
600706.SH,20260514,1.5906,2.5296,0.79,232869.5837,
300260.SZ,20260514,17.409,27.8359,1.95,2565512.2768,
301517.SZ,20260514,6.4621,10.5705,0.77,1023574.5878,
301193.SZ,20260514,5.5485,10.0038,1.08,566517.5624,
300101.SZ,20260514,2.9316,4.1469,0.97,1139786.7399,
000669.SZ,20260514,1.4512,1.8302,0.75,285771.6947,
605389.SH,20260514,3.4056,13.6714,1.01,1746335.2884,
600477.SH,20260514,2.1573,3.5356,1.23,688818.7833,
000928.SZ,20260514,1.3978,2.7222,0.59,939692.2268,
002969.SZ,20260514,5.1598,10.4536,0.92,2271689.1283,
688337.SH,20260514,4.7472,13.0721,1.33,1202021.3854,
688091.SH,20260514,3.0285,5.5883,0.88,1296858.6374,
002662.SZ,20260514,1.9076,3.2904,1.01,552000.0,
600482.SH,20260514,2.4775,5.294,1.29,8855233.8207,
603713.SH,20260514,1.2565,2.3724,1.45,870018.1652,
301210.SZ,20260514,5.8673,5.9589,0.59,473930.2711,
300798.SZ,20260514,9.5176,11.9929,1.01,510831.6261,
688538.SH,20260514,1.4254,1.834,0.99,3189980.0914,
002888.SZ,20260514,12.0596,17.8274,2.34,312265.8164,
301173.SZ,20260514,2.0808,2.0808,0.81,361440.0868,
000791.SZ,20260514,7.2693,18.3048,0.94,3117329.9921,
002625.SZ,20260514,1.5033,2.0883,0.84,8769172.5983,
600373.SH,20260514,0.6481,1.4754,0.69,1107528.867,
300507.SZ,20260514,4.4347,6.8755,0.95,741399.0359,
605338.SH,20260514,0.921,2.6208,0.83,554596.8225,
603489.SH,20260514,2.342,8.7327,0.8,897648.3877,
301303.SZ,20260514,3.324,3.3477,0.99,590716.0,
002158.SZ,20260514,2.3882,6.1982,0.54,1715395.0379,
603258.SH,20260514,0.9155,1.7264,0.71,390966.4101,
300146.SZ,20260514,1.5074,1.7914,0.99,1744119.019,
920505.BJ,20260514,3.0535,6.1773,0.65,257975.7216,
601801.SH,20260514,0.5005,2.2773,0.98,1139515.9799,
920221.BJ,20260514,1.2209,2.0341,0.84,176844.96,
300879.SZ,20260514,1.8431,3.8162,0.91,454992.5766,
603190.SH,20260514,5.8969,5.8969,0.57,348712.0,
688711.SH,20260514,13.302,16.1688,2.4,733891.6996,
920833.BJ,20260514,1.7879,3.0851,0.87,126669.68,
601991.SH,20260514,14.9763,55.2761,3.37,13324831.5629,
002129.SZ,20260514,6.3369,9.0442,1.21,4079503.815,
300645.SZ,20260514,2.7312,3.7408,0.82,225949.3589,
600572.SH,20260514,1.9969,2.9168,0.9,1098518.095,
300386.SZ,20260514,2.3967,3.0484,1.06,518792.604,
600233.SH,20260514,0.3096,0.6452,0.5,6996013.5945,
603319.SH,20260514,7.9353,10.3733,0.75,1068321.4857,
603110.SH,20260514,13.4372,16.5571,1.8,505079.0973,
600667.SH,20260514,14.3857,21.6382,1.19,2647892.3973,
920278.BJ,20260514,1.6687,1.8194,0.96,137680.5,
688416.SH,20260514,6.9091,10.5491,0.89,1015159.5765,
002218.SZ,20260514,12.7752,20.7409,1.44,837938.5887,
603178.SH,20260514,14.8182,37.4431,1.36,491736.7125,
920493.BJ,20260514,5.219,7.1202,0.96,930750.2051,
600731.SH,20260514,2.2761,3.0043,1.14,354242.6917,
603600.SH,20260514,0.9989,2.0691,0.53,401145.8684,
301273.SZ,20260514,3.4725,6.3798,1.04,310925.3773,
002771.SZ,20260514,5.6552,5.9875,0.98,305626.2937,
920427.BJ,20260514,3.844,6.2406,0.7,129074.94,
600594.SH,20260514,5.0223,6.5581,1.0,315187.1052,
603993.SH,20260514,1.3255,3.2594,0.74,42895591.9029,
301037.SZ,20260514,3.8358,6.5898,0.82,241637.0703,
600060.SH,20260514,0.655,1.2556,0.76,3271565.4408,
603156.SH,20260514,1.716,4.2412,1.24,5964893.7199,
601598.SH,20260514,0.3295,1.6475,1.03,4411857.0046,
300377.SZ,20260514,3.428,4.2005,0.84,1278207.2422,
301590.SZ,20260514,15.3424,15.3424,1.24,874789.1687,
000517.SZ,20260514,0.7987,2.6982,0.7,639968.4195,
002546.SZ,20260514,3.9467,6.3917,1.26,704771.4861,
300899.SZ,20260514,12.2745,15.8577,5.32,247479.8481,
301680.SZ,20260514,16.5275,16.5275,0.74,952200.0,
600497.SH,20260514,6.8247,11.4806,1.46,5483933.9655,
002917.SZ,20260514,3.3321,4.9336,1.03,469974.3943,
002641.SZ,20260514,0.741,1.7303,0.76,519906.7074,
600127.SH,20260514,3.0524,3.8803,1.03,422935.1407,
601011.SH,20260514,1.9745,2.8735,1.13,557458.3808,
300129.SZ,20260514,5.8551,6.1642,0.74,1299576.0031,
600185.SH,20260514,1.4282,2.5945,1.07,1098958.3785,
600738.SH,20260514,1.1552,2.3192,0.83,349452.8733,
603999.SH,20260514,1.6332,3.8737,1.26,373824.0,
600751.SH,20260514,1.7227,3.3989,0.66,1090151.0064,
920270.BJ,20260514,6.1499,17.3967,0.85,184124.16,
002622.SZ,20260514,2.2057,2.8951,0.93,230160.0,
002916.SZ,20260514,1.4535,4.0547,0.94,22571136.2919,
600576.SH,20260514,1.4534,2.1638,0.57,598983.5139,
600775.SH,20260514,2.9181,4.4652,0.75,1181593.218,
300092.SZ,20260514,3.2263,4.2155,1.03,452521.2437,
600710.SH,20260514,1.5815,4.1203,0.87,1579860.0657,
688519.SH,20260514,2.5465,6.2285,0.88,4239964.2961,
300818.SZ,20260514,4.7262,5.7593,1.08,568763.6755,
600798.SH,20260514,4.1998,7.7514,1.91,464515.6674,
300464.SZ,20260514,5.6593,8.253,1.23,383652.8776,
601528.SH,20260514,0.6858,0.7132,0.75,971269.8905,
601588.SH,20260514,2.0687,4.1156,0.71,666669.96,
301201.SZ,20260514,4.6151,6.3349,0.76,622413.714,
603967.SH,20260514,1.3913,4.0963,0.79,464533.3914,
000159.SZ,20260514,11.0721,14.3466,2.84,331192.6492,
001396.SZ,20260514,7.9062,7.9062,0.58,550547.4424,
688030.SH,20260514,1.6459,2.8265,1.01,297569.4181,
002418.SZ,20260514,12.1346,15.6842,0.79,689794.8,
600761.SH,20260514,2.0046,3.1242,0.54,1770697.2089,
300070.SZ,20260514,1.3322,2.1524,1.38,1377199.5579,
300981.SZ,20260514,2.4102,7.9178,0.88,627429.435,
300407.SZ,20260514,2.4013,2.9334,0.71,465063.7257,
301307.SZ,20260514,11.6183,11.8066,0.98,1255176.0,
601727.SH,20260514,3.5057,7.1158,1.01,13675307.0397,
600897.SH,20260514,0.5717,1.7865,1.04,644996.898,
002131.SZ,20260514,6.1521,6.4673,0.85,4408427.9357,
002008.SZ,20260514,6.3992,7.8407,1.08,15364771.6576,
002717.SZ,20260514,2.6436,2.8109,0.81,238450.5961,
601211.SH,20260514,0.8888,1.0992,0.8,27695042.4774,
300258.SZ,20260514,5.6343,8.9088,0.72,757636.1797,
001255.SZ,20260514,2.1224,5.5028,0.92,306529.8322,
300978.SZ,20260514,3.1944,5.6655,2.38,469200.0403,
688786.SH,20260514,2.416,3.9215,0.91,485612.6101,
600711.SH,20260514,3.4515,4.2066,0.8,4320674.9483,
603719.SH,20260514,1.1207,2.5692,1.11,432278.0,
300730.SZ,20260514,10.7102,14.7479,1.06,396191.2899,
000100.SZ,20260514,2.4166,2.4937,0.69,8902769.1273,
300272.SZ,20260514,2.2646,2.7918,0.85,441480.9588,
600239.SH,20260514,1.5061,2.4711,0.41,260121.2793,
000759.SZ,20260514,6.5081,10.2232,2.62,357067.875,
000539.SZ,20260514,8.9661,28.0697,1.16,3795955.3219,
002818.SZ,20260514,1.4908,2.9964,0.64,874200.0419,
000548.SZ,20260514,1.5738,2.3251,0.98,256097.711,
301211.SZ,20260514,1.024,3.3105,0.8,466041.6,
920368.BJ,20260514,9.6332,15.3154,1.33,1056042.4191,
002339.SZ,20260514,6.4575,7.7713,1.31,501067.7204,
300522.SZ,20260514,2.4549,3.6933,0.99,432085.0194,
301096.SZ,20260514,5.3064,6.2001,1.29,696985.6802,
920961.BJ,20260514,2.2112,2.8291,0.77,279538.8742,
688353.SH,20260514,3.369,7.4241,0.77,1605527.0,
002989.SZ,20260514,6.333,11.9286,0.77,651619.1661,
301153.SZ,20260514,1.4789,3.4597,0.79,727333.9434,
600894.SH,20260514,1.2495,2.9528,1.01,748625.2802,
002623.SZ,20260514,11.8427,22.0356,1.66,475560.3125,
688036.SH,20260514,1.4013,3.436,1.27,6851850.4118,
920346.BJ,20260514,1.3718,2.1767,0.75,163806.4522,
300939.SZ,20260514,6.5149,11.952,0.95,562800.0,
603236.SH,20260514,2.3707,3.1104,0.97,2115502.1297,
920033.BJ,20260514,1.4083,3.0543,0.79,206342.253,
000576.SZ,20260514,3.1856,4.976,1.24,379683.8462,
301076.SZ,20260514,5.2505,6.1768,0.95,719811.0192,
001257.SZ,20260514,21.3864,21.3864,0.78,4589877.0425,
920957.BJ,20260514,1.6368,3.3109,0.53,123611.1368,
000786.SZ,20260514,0.7778,1.4017,0.92,4357724.2675,
301665.SZ,20260514,2.8022,2.8022,0.81,1170000.0,
301468.SZ,20260514,9.1993,9.5776,0.91,765069.5968,
600467.SH,20260514,1.8923,3.0017,0.86,347716.6444,
920186.BJ,20260514,20.2791,20.2791,0.83,2529605.6691,
603336.SH,20260514,2.0288,3.8369,0.54,754202.7729,
301595.SZ,20260514,7.6665,7.6665,0.53,513030.64,
300962.SZ,20260514,1.763,3.8496,0.76,377522.7127,
001979.SZ,20260514,0.6155,1.5877,0.58,8339829.7582,
688472.SH,20260514,7.2941,7.2941,1.2,5584933.7917,
603626.SH,20260514,6.2796,8.9181,0.77,1412168.8111,
688347.SH,20260514,4.9182,5.5796,0.72,27430269.6917,
688283.SH,20260514,1.5949,3.1767,0.57,552241.2,
002635.SZ,20260514,8.1561,10.4818,1.62,1114210.9647,
002463.SZ,20260514,3.8317,5.6049,1.12,20594538.573,
603959.SH,20260514,6.2802,8.2288,0.97,239756.2071,
688361.SH,20260514,3.5904,3.9826,1.3,7143680.198,
300624.SZ,20260514,6.8274,8.5418,1.14,1256686.106,
000839.SZ,20260514,3.711,5.8388,0.82,1266103.9117,
300274.SZ,20260514,5.1603,5.729,1.37,27994573.8583,
301356.SZ,20260514,1.9155,4.4684,0.72,515160.0,
600152.SH,20260514,14.8177,20.8337,0.68,703675.5688,
300049.SZ,20260514,2.5554,2.7499,0.66,1476975.6666,
001360.SZ,20260514,1.9507,3.0546,0.6,431460.0,
