trade_date,industry,limit_up_count,rank
20260514,化工原料,6,1
20260514,电气设备,6,2
20260514,元器件,3,3
20260514,农业综合,3,4
20260514,专用机械,2,5
20260514,供气供热,2,6
20260514,其他建材,2,7
20260514,半导体,2,8
20260514,家用电器,2,9
20260514,火力发电,2,10
