trade_date,ts_code,name,industry,is_hot_board,board_rank,board_limit_up_count,is_st_like
20260309,000066.SZ,中国长城,IT设备,1,4.0,2.0,0
20260309,000533.SZ,顺钠股份,电气设备,1,2.0,6.0,0
20260309,000534.SZ,万泽股份,生物制药,0,,,0
20260309,000601.SZ,韶能股份,水力发电,0,,,0
20260309,000815.SZ,美利云,通信设备,0,,,0
20260309,000862.SZ,银星能源,新型电力,1,3.0,5.0,0
20260309,000973.SZ,佛塑科技,塑料,1,5.0,2.0,0
20260309,001258.SZ,立新能源,新型电力,1,3.0,5.0,0
20260309,001339.SZ,智微智能,IT设备,1,4.0,2.0,0
20260309,002015.SZ,协鑫能科,新型电力,1,3.0,5.0,0
20260309,002068.SZ,黑猫股份,化工原料,0,,,0
20260309,002082.SZ,万邦德,中成药,1,7.0,1.0,0
20260309,002112.SZ,三变科技,电气设备,1,2.0,6.0,0
20260309,002229.SZ,鸿博股份,广告包装,0,,,0
20260309,002261.SZ,拓维信息,软件服务,1,1.0,8.0,0
20260309,002300.SZ,太阳电缆,电气设备,1,2.0,6.0,0
20260309,002445.SZ,中南文化,钢加工,0,,,0
20260309,002575.SZ,群兴玩具,文教休闲,0,,,0
20260309,002730.SZ,电光科技,专用机械,1,6.0,1.0,0
20260309,002903.SZ,宇环数控,机床制造,0,,,0
20260309,002930.SZ,宏川智慧,仓储物流,1,9.0,1.0,0
20260309,003035.SZ,南网能源,新型电力,1,3.0,5.0,0
20260309,300113.SZ,顺网科技,互联网,1,8.0,1.0,0
20260309,301179.SZ,泽宇智能,软件服务,1,1.0,8.0,0
20260309,301396.SZ,宏景科技,软件服务,1,1.0,8.0,0
20260309,301606.SZ,绿联科技,元器件,1,10.0,1.0,0
20260309,600135.SH,乐凯胶片,塑料,1,5.0,2.0,0
20260309,600227.SH,赤天化,农药化肥,0,,,0
20260309,600268.SH,国电南自,电气设备,1,2.0,6.0,0
20260309,600602.SH,云赛智联,软件服务,1,1.0,8.0,0
20260309,600821.SH,金开新能,新型电力,1,3.0,5.0,0
20260309,600851.SH,海欣股份,化学制药,0,,,0
20260309,601567.SH,三星医疗,电气设备,1,2.0,6.0,0
20260309,601789.SH,宁波建工,建筑工程,0,,,0
20260309,601877.SH,正泰电器,电气设备,1,2.0,6.0,0
20260309,601969.SH,海南矿业,普钢,0,,,0
20260309,603138.SH,海量数据,软件服务,1,1.0,8.0,0
20260309,603165.SH,荣晟环保,造纸,0,,,0
20260309,605268.SH,王力安防,家居用品,0,,,0
20260309,688158.SH,优刻得-W,软件服务,1,1.0,8.0,0
20260309,688229.SH,博睿数据,软件服务,1,1.0,8.0,0
20260309,688316.SH,青云科技-U,软件服务,1,1.0,8.0,0
