trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260910,000048.SZ,京基智农,U,23.2,23.2,18.98,2,22317564.0,142045,143245,1.0,1/1,养殖业,5.39,624024576.0,12279823800.0,12300703846.4,22317564.0
20260910,000532.SZ,华金资本,U,12.43,12.43,10.17,0,30885094.0,144703,144703,1.0,1/1,多元金融,3.63,148934013.0,4270323342.78,4284724616.48,30885094.0
20260910,000565.SZ,渝三峡Ａ,U,7.91,7.91,6.47,0,48895103.0,94139,94139,2.0,2/2,化学制品,7.47,238039702.0,3429714460.2,3429714491.84,48895103.0
20260910,000722.SZ,湖南发展,U,14.74,14.74,12.06,1,69183678.0,95048,95106,1.0,1/1,电力,6.88,455220144.0,6841693076.68,9430494930.56,69183678.0
20260910,000823.SZ,超声电子,U,18.7,18.7,15.3,1,65195025.0,102854,135036,1.0,2/4,元件,25.93,2769778928.0,11125231522.9,11125656854.4,65195025.0
20260910,000978.SZ,桂林旅游,U,9.69,9.69,7.93,1,70007963.0,92500,93803,4.0,4/4,旅游及景,17.27,771858384.0,4536097945.47,4536179700.0,70007963.0
20260910,000993.SZ,闽东电力,U,12.62,12.62,10.32,1,122261941.0,93351,94742,2.0,2/2,电力,12.12,678574304.0,5779347362.1,5779347374.72,122261941.0
20260910,001299.SZ,美能能源,U,11.83,11.83,9.68,5,9034854.0,94903,144409,1.0,1/1,燃气Ⅱ,13.93,455520992.0,3340054730.74,3717165626.72,9034854.0
20260910,002174.SZ,游族网络,U,13.64,13.64,11.16,2,23844084.0,130103,144915,1.0,1/1,游戏Ⅱ,9.97,1298613680.0,13357093332.88,13364621494.4,23844084.0
20260910,002201.SZ,九鼎新材,U,10.08,10.08,8.24,2,73920036.0,93836,135106,1.0,1/1,玻璃玻纤,9.85,589175792.0,6068396073.6,6568493299.2,73920036.0
20260910,002204.SZ,大连重工,U,5.89,5.89,4.82,0,124424989.0,101818,101818,1.0,1/1,专用设备,4.51,497354240.0,11375769488.48,11375769488.48,124424989.0
20260910,002377.SZ,国创高新,U,3.47,3.47,2.84,0,104476148.0,93000,93000,2.0,2/2,炼化及贸,7.03,212451270.0,3027394285.87,3179648444.0,104476148.0
20260910,002531.SZ,天顺风能,U,6.91,6.91,5.65,0,91847837.0,130303,130303,1.0,1/1,风电设备,4.11,486529232.0,12347262019.09,12416431512.96,91847837.0
20260910,002543.SZ,万和电气,U,7.9,7.9,6.46,0,15553599.0,95648,95648,1.0,1/1,厨卫电器,5.14,264650634.0,5223291987.9,5874440000.0,15553599.0
20260910,002636.SZ,金安国纪,U,76.45,76.45,62.55,2,287750919.0,101351,134433,1.0,1/1,元件,8.96,4791046400.0,55444335241.35,55655600000.0,287750919.0
20260910,002661.SZ,克明食品,U,9.6,9.6,7.86,4,21744969.0,94057,105515,1.0,1/1,食品加工,13.39,388581056.0,2960807049.6,3108924825.6,21744969.0
20260910,002790.SZ,瑞尔特,U,8.46,8.46,6.92,0,372712947.0,92500,92500,3.0,3/3,家居用品,2.98,65718092.0,2205500850.0,3535199691.84,372712947.0
20260910,002912.SZ,中新赛克,U,21.37,21.37,17.49,4,10231956.0,93421,143724,1.0,1/1,计算机设,7.1,243382977.0,3466702005.32,3648970240.0,10231956.0
20260910,600192.SH,长城电工,U,8.68,8.68,7.1,3,38523576.0,93045,130406,2.0,2/2,电网设备,11.04,420774928.0,3834372640.0,3834372640.0,38523576.0
20260910,600318.SH,新力金融,U,8.09,8.09,6.62,6,44051668.0,92501,143946,1.0,1/1,多元金融,22.46,920574928.0,4147966542.88,4147966542.88,44051668.0
20260910,600359.SH,新农开发,U,9.64,9.64,7.88,1,43204552.0,92503,132430,2.0,2/2,种植业,10.48,385379648.0,3677783584.8,3677783546.24,43204552.0
20260910,600488.SH,津药药业,U,5.9,5.9,4.82,7,40274869.0,92503,110954,1.0,1/1,化学制药,17.35,1110881584.0,6442131412.0,6442131459.2,40274869.0
20260910,600644.SH,乐山电力,U,10.12,10.12,8.28,0,64907210.0,131742,131742,1.0,1/1,电力,13.56,763723520.0,5852606678.16,5852606657.92,64907210.0
20260910,600667.SH,太极实业,U,19.98,19.98,16.34,0,541973484.0,93622,93622,1.0,1/1,工程咨询,9.13,3743778512.0,41789012716.44,41789012676.48,541973484.0
20260910,600712.SH,南宁百货,U,6.83,6.83,5.59,0,63135837.0,130813,130813,1.0,1/1,一般零售,13.24,464736352.0,3678968373.93,3719996108.8,63135837.0
20260910,600744.SH,华银电力,U,7.0,7.0,5.72,0,143580367.0,100947,100947,1.0,1/1,电力,9.69,1336745376.0,14217869918.0,14217869904.0,143580367.0
20260910,600792.SH,云煤能源,U,5.41,5.41,4.43,1,33286648.0,93042,105415,3.0,4/8,焦炭Ⅱ,14.17,833949008.0,6004686676.0,6004686676.0,33286648.0
20260910,600876.SH,凯盛新能,U,7.91,7.91,6.47,1,14763959.0,94624,94700,1.0,1/1,玻璃玻纤,2.13,65438160.0,3129788957.33,5107288933.6,14763959.0
20260910,601231.SH,环旭电子,U,27.92,27.92,22.84,0,113219257.0,94806,94806,1.0,1/1,消费电子,1.59,1025159552.0,66699084129.76,66699084185.6,113219257.0
20260910,603105.SH,芯能科技,U,8.38,8.38,6.86,2,47569070.0,94819,100137,1.0,1/1,电力,6.19,256112593.0,4190095322.5,4190095330.88,47569070.0
20260910,603316.SH,诚邦股份,U,15.72,15.72,12.86,2,28771844.0,94150,94341,1.0,1/1,半导体,7.11,287249280.0,4154230080.0,4244384405.76,28771844.0
20260910,603318.SH,水发燃气,U,10.35,10.35,8.47,2,42894353.0,93842,111518,1.0,1/1,燃气Ⅱ,23.96,1116347664.0,4751384063.4,5740867785.6,42894353.0
20260910,603421.SH,鼎信通讯,U,7.29,7.29,5.97,0,65399464.0,94136,94136,2.0,2/2,通信设备,7.03,326814896.0,4754468825.19,4754468832.48,65399464.0
20260910,603601.SH,再升科技,U,9.96,9.96,8.15,1,47018371.0,103715,135445,1.0,1/1,专业工程,17.7,1965507856.0,11377716071.16,11377716120.96,47018371.0
20260910,920268.BJ,百迈科,U,34.94,34.94,18.82,1,14478961.0,95315,100727,1.0,1/1,医疗器械,57.1,261700744.0,504817871.84,1893748000.0,14478961.0
