ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000002.SZ,20260918,万科A,3.32,9.9338,4.54,1419831684.0,145416299.4,670668278.79,816084578.19,525251979.39,36.99,57.48,32254175671.28,日涨幅偏离值达到7%的前5只证券
000978.SZ,20260918,桂林旅游,8.36,4.8934,32.66,1252680714.0,91332124.08,184337017.16,275669141.24,93004893.08,7.42,22.01,3913496266.68,日振幅值达到15%的前5只证券
001365.SZ,20260918,天海电子,38.32,2.1594,33.96,744756095.0,118073809.82,94003426.52,212077236.34,-24070383.3,-3.23,28.48,2203616354.72,日换手率达到20%的前5只证券
001399.SZ,20260918,惠科股份,23.17,10.019,15.02,1466416529.0,71412259.9,490092910.67,561505170.57,418680650.77,28.55,38.29,9976231157.27,日涨幅偏离值达到7%的前5只证券
002185.SZ,20260918,华天科技,18.03,10.0061,10.92,6386880067.0,414180801.42,1232232280.46,1646413081.88,818051479.04,12.81,25.78,59968258371.96,日涨幅偏离值达到7%的前5只证券
002360.SZ,20260918,ST同德,5.33,-8.5763,6.11,101549274.0,19934363.6,12190996.0,32125359.6,-7743367.6,-7.63,31.64,1644306620.32,日跌幅偏离值达到7%的前5只证券
002453.SZ,20260918,华软科技,5.34,10.1031,13.44,564644167.0,140908636.2,115931001.18,256839637.38,-24977635.02,-4.42,45.49,3434161892.52,连续三个交易日内，涨幅偏离值累计达到20%的证券
002528.SZ,20260918,*ST英飞,6.46,-10.0279,6.48,448056591.0,102008159.0,30538681.2,132546840.2,-71469477.8,-15.95,29.58,6784418467.42,日跌幅偏离值达到7%的前5只证券
002531.SZ,20260918,天顺风能,7.71,-5.6304,11.05,1533211505.0,216220415.14,122640120.6,338860535.74,-93580294.54,-6.1,22.1,13776756898.29,日跌幅偏离值达到7%的前5只证券
002584.SZ,20260918,西陇科学,9.75,2.416,45.25,2133692279.0,224497634.5,251251535.57,475749170.07,26753901.07,1.25,22.3,4691108545.5,日换手率达到20%的前5只证券
002631.SZ,20260918,德尔未来,13.23,9.9751,12.36,1262099126.0,172652476.15,231519731.44,404172207.59,58867255.29,4.66,32.02,10500516741.96,日涨幅偏离值达到7%的前5只证券
002836.SZ,20260918,新宏泽,11.92,9.9631,5.5,271027272.0,77457907.28,72718960.12,150176867.4,-4738947.16,-1.75,55.41,2746368000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
002902.SZ,20260918,铭普光磁,31.2,6.9959,35.21,2058407385.0,125365703.5,394082915.69,519448619.19,268717212.19,13.05,25.24,5817890395.2,日换手率达到20%的前5只证券
002980.SZ,20260918,华盛昌,128.03,10.0009,16.01,1982778922.0,401020600.0,586239446.2,987260046.2,185218846.2,9.34,49.79,12967751436.57,日涨幅偏离值达到7%的前5只证券
003001.SZ,20260918,中岩大地,20.0,-1.5748,33.25,774694509.0,120048292.83,114204868.24,234253161.07,-5843424.59,-0.75,30.24,2287020040.0,日换手率达到20%的前5只证券
003026.SZ,20260918,中晶科技,37.2,0.5405,39.65,2225844622.0,277377650.6,190973560.41,468351211.01,-86404090.19,-3.88,21.04,5362784736.0,日换手率达到20%的前5只证券
300464.SZ,20260918,星徽股份,11.61,17.3913,18.03,704053684.0,105908163.5,193509059.0,299417222.5,87600895.5,12.44,42.53,4123206456.75,日涨幅达到15%的前5只证券
300464.SZ,20260918,星徽股份,11.61,17.3913,18.03,1949269134.0,312788645.66,453113575.1,765902220.76,140324929.44,7.2,39.29,4123206456.75,连续三个交易日内，涨幅偏离值累计达到30%的证券
300836.SZ,20260918,佰奥智能,62.6,19.4201,13.15,499243050.0,121846197.5,164243831.85,286090029.35,42397634.35,8.49,57.3,3971973881.2,日涨幅达到15%的前5只证券
301390.SZ,20260918,经纬股份,54.0,20.0,9.02,238877748.0,71173188.0,52590600.0,123763788.0,-18582588.0,-7.78,51.81,2649033720.0,日涨幅达到15%的前5只证券
301390.SZ,20260918,经纬股份,54.0,20.0,9.02,265560363.0,71173188.0,54979200.0,126152388.0,-16193988.0,-6.1,47.5,2649033720.0,连续三个交易日内，涨幅偏离值累计达到30%的证券
301520.SZ,20260918,万邦医药,72.08,-3.9318,52.75,1288633754.0,138744604.48,100936898.02,239681502.5,-37807706.46,-2.93,18.6,2356903771.44,日换手率达到30%的前5只证券
301583.SZ,20260918,托伦斯,142.56,20.0,41.16,1675296902.0,206061699.98,385781404.28,591843104.26,179719704.3,10.73,35.33,4395320534.88,日涨幅达到15%的前5只证券
301688.SZ,20260918,格林生物,39.11,7.741,42.04,419372498.0,37184593.12,47729815.23,84914408.35,10545222.11,2.51,20.25,1016271511.83,日换手率达到30%的前5只证券
301689.SZ,20260918,电科思仪,63.0,20.0,49.34,1588249888.0,256218388.6,243016962.53,499235351.13,-13201426.07,-0.83,31.43,3626371476.0,日涨幅达到15%的前5只证券
301699.SZ,20260918,洛轴股份,32.11,12.7458,56.0,1191471767.0,147030437.57,110837704.63,257868142.2,-36192732.94,-3.04,21.64,2245498827.39,日换手率达到30%的前5只证券
600127.SH,20260918,金健米业,14.32,9.9846,47.06,4160809340.0,518736589.39,590715703.61,1109452293.0,71979114.22,1.73,26.66,9190335681.76,有价格涨跌幅限制的日换手率达到20%的前五只证券
600127.SH,20260918,金健米业,14.32,9.9846,47.06,6534284376.0,693184663.72,1029884330.47,1723068994.19,336699666.75,5.15,26.37,9190335681.76,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600371.SH,20260918,万向德农,15.4,-1.5345,30.59,1384581421.0,148063047.55,140339499.75,288402547.3,-7723547.8,-0.56,20.83,4505701200.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
600448.SH,20260918,华纺股份,3.54,9.9379,7.67,399340592.0,122663156.6,66988010.2,189651166.8,-55675146.4,-13.94,47.49,2229561603.48,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600630.SH,20260918,龙头股份,8.29,9.9469,9.33,654675214.0,65665470.7,92278129.86,157943600.56,26612659.16,4.07,24.13,3522102639.13,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600640.SH,20260918,国脉文化,12.06,10.0365,3.02,282017303.0,39550366.2,103194536.87,142744903.07,63644170.67,22.57,50.62,9546109160.4,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600719.SH,20260918,大连热电,8.42,10.0654,10.16,336252647.0,35430659.0,87380831.0,122811490.0,51950172.0,15.45,36.52,3406728632.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600721.SH,20260918,百花医药,11.95,0.674,43.32,2016131505.0,294950584.07,174285051.32,469235635.39,-120665532.75,-5.99,23.27,4595344238.25,有价格涨跌幅限制的日换手率达到20%的前五只证券
600847.SH,20260918,万里股份,13.92,10.0395,6.5,135333040.0,31733545.0,49875400.0,81608945.0,18141855.0,13.41,60.3,2133760608.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600881.SH,20260918,亚泰集团,1.93,10.2857,4.97,294120289.0,34843716.78,157177843.0,192021559.78,122334126.22,41.59,65.29,6238051406.84,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
601086.SH,20260918,国芳集团,16.06,10.0,16.83,1738203709.0,109497081.0,281657073.62,391154154.62,172159992.62,9.9,22.5,10695960000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
603082.SH,20260918,北自科技,51.4,0.4495,32.36,673866807.0,136226404.92,110703172.04,246929576.96,-25523232.88,-3.79,36.64,2084624660.0,有价格涨跌幅限制的日换手率达到20%的前五只证券
603230.SH,20260918,内蒙新华,13.48,10.0408,18.47,867115987.0,148630895.24,73262749.3,221893644.54,-75368145.94,-8.69,25.59,4765490040.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
603248.SH,20260918,锡华科技,24.57,9.9821,33.21,564540096.0,74748762.6,129897071.66,204645834.26,55148309.06,9.77,36.25,1756876646.07,有价格涨跌幅限制的日换手率达到20%的前五只证券
603248.SH,20260918,锡华科技,24.57,9.9821,33.21,1056453338.0,132506375.31,239683485.23,372189860.54,107177109.92,10.14,35.23,1756876646.07,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
603448.SH,20260918,天博智能,64.06,6.589,31.51,467112904.0,31513129.35,33780834.25,65293963.6,2267704.9,0.49,13.98,1506488578.22,有价格涨跌幅限制的日换手率达到20%的前五只证券
603626.SH,20260918,科森科技,23.42,10.0047,12.18,2288164106.0,218441198.22,379621253.74,598062451.96,161180055.52,7.04,26.14,12995282339.8,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
603880.SH,20260918,南卫股份,8.88,-8.5479,9.09,236472511.0,60989453.5,57797025.6,118786479.1,-3192427.9,-1.35,50.23,2566692960.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
688175.SH,20260918,高凌信息,21.74,19.9779,7.15,247409600.0,42018140.69,81947529.81,123965670.5,39929389.12,16.14,50.11,3654757054.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券
