trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260918,000002.SZ,万  科Ａ,U,3.32,3.32,2.72,0,56504046.0,142218,142218,1.0,1/1,房地产开发,4.54,1419831680.0,32254175671.28,39609955553.28,56504046.0
20260918,000410.SZ,沈阳机床,U,5.57,5.57,4.55,0,24466859.0,132812,132812,1.0,1/1,通用设备,3.45,366852656.0,10978572114.81,14755336654.56,24466859.0
20260918,000504.SZ,南华生物,U,10.01,10.01,8.19,1,75129054.0,93009,93139,2.0,2/2,医疗服务,5.75,187856694.0,3294515203.98,3303531271.04,75129054.0
20260918,000509.SZ,华塑控股,U,3.77,3.77,3.09,5,14737684.0,94330,132921,1.0,1/1,光学光电,7.72,308789680.0,4045680526.16,4045692740.96,14737684.0
20260918,000532.SZ,华金资本,U,12.96,12.96,10.6,1,36000288.0,112827,131239,1.0,1/1,多元金融,10.08,436289072.0,4452404708.16,4467420034.56,36000288.0
20260918,000910.SZ,大亚圣象,U,5.69,5.69,4.65,1,45739065.0,93733,93803,1.0,1/1,家居用品,1.95,59706498.0,3113767861.25,3114691797.76,45739065.0
20260918,001211.SZ,双枪科技,U,25.88,25.88,21.18,0,62773466.0,101151,101151,1.0,1/1,家居用品,5.3,124232982.0,2415642357.36,2588000000.0,62773466.0
20260918,001212.SZ,中旗新材,U,37.98,37.98,31.08,0,121903418.0,110936,110936,1.0,1/1,装修建材,4.98,332054128.0,6860192533.02,7632446519.52,121903418.0
20260918,001216.SZ,华瓷股份,U,21.87,21.87,17.89,1,98271095.0,93009,95639,4.0,4/4,家居用品,9.3,496116528.0,5398307672.13,6385128808.32,98271095.0
20260918,001229.SZ,魅视科技,U,39.99,39.99,32.72,0,63216192.0,110239,110239,1.0,1/1,计算机设,7.4,208145241.0,2949310727.94,5735849679.0,63216192.0
20260918,001233.SZ,海安集团,U,45.58,45.58,37.3,3,14361984.0,93239,94148,1.0,1/1,汽车零部件,8.61,147176213.0,1718964328.66,8476664563.72,14361984.0
20260918,001238.SZ,浙江正特,U,26.31,26.31,21.53,2,4305421.0,100851,101754,1.0,1/1,文娱用品,1.11,41566884.0,3826079024.76,4081943880.0,4305421.0
20260918,001317.SZ,三羊马,U,54.51,54.51,44.6,0,113021143.0,93542,93542,1.0,1/1,铁路公路,4.41,201271270.0,4660742201.67,4664191648.98,113021143.0
20260918,001332.SZ,锡装股份,U,28.9,28.9,23.64,0,42940198.0,141518,141518,1.0,1/1,专用设备,7.44,139343133.0,1942221638.9,4470425400.0,42940198.0
20260918,001376.SZ,百通能源,U,12.66,12.66,10.36,0,106626318.0,92500,92500,1.0,1/1,电力,5.41,147380124.0,2721777362.58,6185676000.0,106626318.0
20260918,001399.SZ,惠科股份,U,23.17,23.17,18.95,0,86044112.0,103527,103527,1.0,1/1,光学光电,15.02,1466416528.0,9976231157.27,171627190676.48,86044112.0
20260918,002005.SZ,德豪润达,U,2.66,2.66,2.18,2,8754850.0,104818,132924,1.0,1/1,小家电,3.68,168037975.0,4660301800.28,4661450138.24,8754850.0
20260918,002029.SZ,七 匹 狼,U,9.0,9.0,7.36,1,34491978.0,101303,103445,1.0,1/1,服装家纺,5.97,348954000.0,5988653631.0,6345211824.0,34491978.0
20260918,002134.SZ,天津普林,U,27.1,27.1,22.18,5,39796350.0,93827,102745,1.0,1/1,元件,13.35,883303696.0,6685748318.0,6715862271.6,39796350.0
20260918,002161.SZ,远 望 谷,U,7.25,7.25,5.93,0,82801815.0,94415,94415,1.0,3/6,其他电子,7.33,380926448.0,5362167787.5,5363241208.0,82801815.0
20260918,002185.SZ,华天科技,U,18.03,18.03,14.75,1,716993258.0,100233,100942,1.0,1/1,半导体,10.92,6386880000.0,59968258371.96,59981445009.12,716993258.0
20260918,002285.SZ,世联行,U,2.89,2.89,2.37,1,41009813.0,93515,132506,3.0,3/3,房地产服务,12.89,711357808.0,5719337111.09,5759275925.6,41009813.0
20260918,002298.SZ,中电鑫龙,U,9.0,9.0,7.36,1,79160967.0,93336,93354,1.0,1/1,电网设备,6.95,412507184.0,5987925108.0,6660998064.0,79160967.0
20260918,002300.SZ,太阳电缆,U,8.67,8.67,7.09,0,77512531.0,94509,94509,1.0,2/3,电网设备,10.63,649264240.0,6262269992.7,6262633144.32,77512531.0
20260918,002453.SZ,华软科技,U,5.34,5.34,4.37,1,39242575.0,92500,104115,2.0,2/2,化学制品,13.44,446859296.0,3434161892.52,4338040420.8,39242575.0
20260918,002471.SZ,中超控股,U,5.96,5.96,4.88,0,86731827.0,95000,95000,1.0,1/1,电网设备,7.13,564313232.0,8010553126.48,8157809600.0,86731827.0
