rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260511,20260513,605255.SH,天普股份,113.43,109.3,-0.037089511388458396,0.023396550991151722,0.0,0.02367239737403054,0.02367239737403054,up,high,True,False,-0.060486062379610114,-6.815160034136284,-0.036410120779335364,0.036410120779335364,0.060082518153365905,0,否
2,20260511,20260513,603045.SH,福达合金,68.35,77.11,0.12059141067491085,0.02263132031519803,0.0,0.022889351497006966,0.022889351497006966,up,high,False,False,0.09796009035971281,7.195512825179577,0.12816386247256784,0.12816386247256784,0.10527451097556087,1,是
3,20260511,20260513,601991.SH,大唐发电,6.09,7.37,0.19076962447943954,0.018353996292503387,0.0,0.018523466110847816,0.018523466110847816,up,high,False,False,0.17241562818693615,1.167192091384937,0.2101806239737274,0.2101806239737274,0.19165715786287957,1,是
4,20260511,20260513,300449.SZ,汉邦高科,9.56,12.06,0.23230646423572937,0.018345004395056205,0.0,0.018514307693468835,0.018514307693468835,up,high,False,False,0.21396145984067316,2.323003218450438,0.2615062761506275,0.2615062761506275,0.24299196845715865,1,是
5,20260511,20260513,600545.SH,卓郎智能,6.06,6.28,0.03566018039888433,0.01235028876934641,0.0,0.012426868521644206,0.012426868521644206,up,high,True,True,0.023309891629537918,0.14469317675883708,0.03630363036303641,0.03630363036303641,0.023876761841392202,1,是
6,20260511,20260513,600172.SH,黄河旋风,9.78,11.84,0.19114414540913363,0.011380961164638824,0.0,0.011445970692713981,0.011445970692713981,up,high,False,False,0.1797631842444948,1.9480584066252593,0.21063394683026582,0.21063394683026582,0.19918797613755185,1,是
7,20260511,20260513,603303.SH,得邦照明,20.61,19.4,-0.060503328833085256,0.008727014092183235,0.0,0.008765205497800322,0.008765205497800322,up,high,True,False,-0.06923034292526849,-1.3906508853096646,-0.05870936438622032,0.05870936438622032,0.06747456988402065,0,否
8,20260511,20260513,000672.SZ,上峰水泥,15.62,17.22,0.0975193545880449,0.007563492634839139,0.0,0.0075921680952120195,0.0075921680952120195,up,high,False,False,0.08995586195320575,1.4814103343527876,0.10243277848911658,0.10243277848911658,0.09484061039390457,1,是
9,20260511,20260513,600748.SH,上实发展,6.03,5.76,-0.04580953603129434,0.006679857716963096,0.0,0.006702217726022253,0.006702217726022253,up,high,True,False,-0.05248939374825744,-0.31041437288791496,-0.044776119402985204,0.044776119402985204,0.051478337129007457,0,否
10,20260511,20260513,603459.SH,红板科技,89.16,94.71,0.06038708272034178,0.006194394229150526,0.0,0.006213619164193175,0.006213619164193175,up,high,True,False,0.05419268849119126,4.995993715320523,0.062247644683714576,0.062247644683714576,0.0560340255195214,1,是
