rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,premium_limit_regime,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag.1,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason,exec_p_fill,exec_p_fill_lcb,exec_p_profit_lcb,exec_p_limitup_lcb,exec_p_big_loss_ucb,exec_expected_net_return,exec_profit_edge,execution_profit_score,exec_trade_eligible,exec_model_ready,exec_model_reason,exec_model_version,exec_cost_bps,exec_fill_auc,exec_profit_rank_ic,exec_holdout_top_net,trade_action_raw,trade_action,final_trade_score,decision_support_score,risk_quality_score,t1_weight_mode,market_mode,final_action,final_reason,final_rank
2,20260805,20260805,20260806,20260807,000981.SZ,山子高科,1→2,汽车零部件,3.17,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤3.19,只观察不追,≤3.19,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤3.19,只观察不追,≤3.19,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.262523,0.262523,90.2484,90.2484,0.498905,0.498905,91.541,91.541,0.99,90.2484,0.868019,91.541,0.8530709755914683,0.9775607629973746,0.5295761727394549,0.6567916375163432,0.6698665951389785,0.5260185516446877,0.5259418701708548,0.3158667337072026,0.534163828957177,0.0415637987647496,0.0853421083769783,0.0123176633239888,0.0343065158384273,0.6265754432860653,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.868019,0.498905,validated_platt_v1,32.6519,49.9179,94.149,80.6076,52.4392,52.4392,1,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.262523,0.262523,0.262523,0.522955,0.464133,0.145527,61.758,59.3619,46.8525,48.7608,0.0,0.0,79.6754,18.0,0.12956,50.0,50.0,40.3157,51.1693,40.3352,0.403352,43.3612,0.433612,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,2,2,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,6.392,9.3192,1.71,,,3169198.2753,,,10.0694,0.0345342324838039,0.0346280224641704,0.0366584933317617,-0.1167883211678832,0.1775335684798292,7.0,1.0,1.0,1.0,7.0,0.0,1.0,176177149.0,176177149.0,,,,,,,,,,,,,,,,,0.0,0.4916666666666665,20612330.0,3.17,2.59,1.0,0.0,1.9288557682841008,0,1.0,0.68875,0.0,0.0,0.0,0,0.0,0.5,0.0,0.4916666666666665,0.4685249999999999,0.4876083333333333,0.0,0.0,0.0698242126532159,0.0698242126532159,up,high,0.958085,ehx:coldstart_v1,-0.0544716721236873,0.0174808820921786,0.0674943477372028,0.1175078133822269,0.1894603675980942,3.001943510559298,3.2259015771393944,3.391342754110694,3.565268623619304,3.831253198270979,0.8186519641743442,0.8186519641743442,1,1,1,0.2235009872239205,0.0,0.342329,,,,9.0,,,0.7242249633916737,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,50.3958,80.0,89.92036070482018,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,1
3,20260805,20260805,20260806,20260807,002428.SZ,云南锗业,2→3,小金属,82.71,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤83.12,只观察不追,≤83.12,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤83.12,只观察不追,≤83.12,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.246795,0.246795,73.7262,73.7262,0.478504,0.478504,85.6794,85.6794,0.981553,73.7262,0.804962,85.6794,0.938509148149854,0.972659108971926,0.3976124511296315,0.6385007112966952,0.3804309841208745,0.5697960311439526,0.503749035299988,0.3014456752785265,0.7201682156985286,0.0782385006530309,0.1030410239284964,0.0003784063979928,0.0451335895392508,0.576443590874852,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.981553,0.246795,validated_platt_v1,0.804962,0.478504,validated_platt_v1,29.5842,48.3878,83.3755,82.8407,48.4434,48.4434,4,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.246795,0.246795,0.246795,0.508798,0.480721,0.148659,59.9072,59.3619,66.83,62.13,0.0,0.0,83.4246,18.0,0.125235,50.0,50.0,40.7194,52.0134,41.189,0.41189,43.0026,0.430026,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,3,3,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,4.7655,5.9575,0.52,,,5401955.52,,,10.0013,0.0679332933431866,0.0680069867610036,0.070327841456323,-0.3998834725189357,0.4954291780408999,6.0,4.0,1.0,4.0,6.0,0.0,1.0,985023579.0,985023579.0,,,,,,,,,,,,,,,,,0.0,1.0,627466732.8,82.71,67.67,1.0,0.0,2.75,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.0,0.0492337810325834,0.0492337810325834,up,high,0.970381,ehx:coldstart_v1,-0.062061290695945,0.0029036893177331,0.0480601654352595,0.0932166415527858,0.1581816215664652,77.73294911393509,82.9505131622309,86.78212602920496,90.7907270376948,96.8847507266224,0.7635786099635524,0.7635786099635524,3,3,3,0.2288292636958708,0.0,0.300138,,,,7.0,,,0.7519593009322159,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,47.3791,80.0,88.27663271383682,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,2
5,20260805,20260805,20260806,20260807,002990.SZ,盛视科技,2→3,计算机设,49.29,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤49.54,只观察不追,≤49.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤49.54,只观察不追,≤49.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.241756,0.241756,72.9583,72.9583,0.444373,0.444373,81.9987,81.9987,0.977462,72.9583,0.653307,81.9987,0.9409934799415558,0.9655167876953984,0.6168668037032053,0.7251934182382863,0.6387164112810184,0.7158006930471663,0.6765828096818483,0.1459486274340346,0.5625702198413222,0.0680558545224421,0.098613965744008,0.0144403926788817,0.0588928851897244,0.7213947545164984,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.977462,0.241756,validated_platt_v1,0.653307,0.444373,validated_platt_v1,29.0539,45.828,80.3341,88.2272,47.6966,47.6966,7,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.241756,0.241756,0.241756,0.484976,0.508686,0.160462,56.7422,59.3619,61.7384,58.7226,0.0,0.0,85.5985,18.0,0.132865,50.0,50.0,39.4225,50.2399,39.0006,0.390006,41.1746,0.411746,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,5,5,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,12.8743,20.4841,1.71,,,1290669.4938,,,9.9978,0.0766635718841187,0.0685451301387469,0.0594714194918021,-0.3988218436554689,0.4915970699713806,,,0.0,,,0.0,1.0,63544569.0,63544569.0,,,,,,,,,,,,,,,,,0.0,0.8704418656549885,22699530.0,49.29,40.33,1.0,0.0,1.5645107085299528,0,1.0,0.745566,0.0,0.0,0.0,0,0.0,0.5,0.0,0.8704418656549885,0.6173835916357958,0.5872260931309976,0.0,0.0,0.0297923060052919,0.0297923060052919,up,high,0.947625,ehx:coldstart_v1,-0.1029110741266364,-0.0248808517645589,0.0293571372534712,0.0835951262715013,0.1616253486335803,44.46979286224837,48.07875372128792,50.75846276300084,53.5875276010363,57.93644126123514,0.642473351002163,0.642473351002163,9,13,13,0.2329762088332252,0.0,0.277581,,,,6.0,,,0.847082628765949,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,47.2439,80.0,92.18506839007627,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,3
12,20260805,20260805,20260806,20260807,003032.SZ,传智教育,8→9,教育,11.73,MAIN_BOARD_10PCT,TOP20,0,1,TOP20,只观察不追,≤11.79,只观察不追,≤11.79,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤11.79,只观察不追,≤11.79,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.262523,0.262523,86.9366,86.9366,0.4809,0.4809,89.1589,89.1589,0.99,86.9366,0.813421,89.1589,0.9434415827480752,0.9822446585959644,0.6845218597446331,0.686824733693598,0.7411991226903683,0.7107319501835023,0.5970133231224977,0.2632698851261483,0.4006699525293693,0.0479848301324347,0.087163735113933,0.0260695141285219,0.0328074371567036,0.7255983918665047,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.813421,0.4809,validated_platt_v1,32.3207,48.5675,91.7319,78.2963,51.3486,51.3486,2,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.262523,0.262523,0.262523,0.51264,0.475394,0.150963,61.2145,59.3619,66.83,62.13,0.0,0.0,80.6836,18.0,0.182783,50.0,50.0,42.205,51.0763,35.5393,0.355393,39.4916,0.394916,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,12,12,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,18.7864,21.7996,2.33,,,472070.9175,,,10.0375,0.0002011912249723,0.0384504520980125,0.0531762386397366,-0.0548672566371681,0.1201776079842224,,,0.0,,,0.0,4.0,69475617.0,69475617.0,,,,,,,,,,,,,,,,,0.0,1.0,71787344.0,11.73,9.59,1.0,0.0,1.2705319329213742,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.0,0.0647659546718246,0.0647659546718246,up,high,0.944369,ehx:coldstart_v1,-0.0769877491611823,0.0054520054859935,0.0627550141389036,0.1200580227918137,0.2024977774389911,10.860821036157123,11.794126674999012,12.489704648300505,13.226305473931353,14.362884876056686,0.7699441788708247,0.7699441788708247,2,2,2,0.1716724648399656,0.0,0.230717,,,,22.0,,,0.6960524319145007,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,46.9356,50.0,92.04425219781407,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,4
10,20260805,20260805,20260806,20260807,603988.SH,中电电机,1→2,电机Ⅱ,20.65,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤20.75,只观察不追,≤20.75,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤20.75,只观察不追,≤20.75,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.260561,0.260561,66.1497,66.1497,0.447963,0.447963,81.203,81.203,0.989218,66.1497,0.671838,81.203,0.9203089840255176,0.980505477790754,0.65642574845298,0.6870184405292992,0.6456045365810154,0.7473734512097412,0.5711071734406891,0.2718615725179925,0.4870925605985934,0.045781986522407,0.0833107556991626,0.0170784871823685,0.0427368257883843,0.7029735553096612,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.989218,0.260561,validated_platt_v1,0.671838,0.447963,validated_platt_v1,30.0655,46.0972,75.8189,87.9891,47.3256,47.3256,9,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.260561,0.260561,0.260561,0.488269,0.504523,0.156941,57.4691,59.3619,48.1044,49.5986,0.0,0.0,83.9548,18.0,0.139341,50.0,50.0,37.3688,49.0226,37.2918,0.372918,39.8003,0.398003,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,10,10,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,9.6786,19.2692,1.21,,,485688.0,,,10.016,0.0529465341959266,0.0573669565283133,0.053350484620212,-0.1412708204811845,0.2133326013554286,,,0.0,,,0.0,1.0,34281065.0,34281065.0,,,,,,,,,,,,,,,,,0.0,0.5235215769845503,1271100.0,20.65,16.89,1.0,0.0,1.5348022785757092,0,1.0,0.693528,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5235215769845503,0.4810439277144381,0.4959860753969101,0.0,0.0,0.0325715573180326,0.0325715573180326,up,high,0.962773,ehx:coldstart_v1,-0.0827341849256117,-0.0150170923377716,0.0320523483600827,0.0791217890579372,0.1468388816457785,19.010303743847164,20.342213853841542,21.32260265861737,22.35024109981113,23.91615569448381,0.6769905218286714,0.6769905218286714,10,10,10,0.2693970599365623,0.0,0.28989,,,,2.0,,,0.8352625694165978,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,46.5043,80.0,91.05115080624418,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,5
7,20260805,20260805,20260806,20260807,603928.SH,兴业股份,1→2,塑料,11.94,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤12.00,只观察不追,≤12.00,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤12.00,只观察不追,≤12.00,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,67.7323,67.7323,0.460334,0.460334,83.2682,83.2682,0.99,67.7323,0.731311,83.2682,0.8995100382968608,0.98689534306354,0.4965946009106139,0.5270202459112542,0.6819868127622238,0.695774003126176,0.5132619515593007,0.4322206565641934,0.5846236130961646,0.022457785404382,0.0857922127120502,-0.00698099118337,0.0274715358035064,0.6311609789393823,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.731311,0.460334,validated_platt_v1,30.4003,47.025,78.4888,89.7893,48.3698,48.3698,5,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.262523,0.262523,0.262523,0.496447,0.495095,0.153851,58.388,59.3619,46.0843,48.2468,0.0,0.0,84.7235,18.0,0.136964,50.0,50.0,37.4695,49.5444,38.003,0.38003,40.5947,0.405947,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,7,7,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,10.0324,29.4778,1.07,,,406800.576,,,10.0461,0.0623867341695374,0.0577669235029812,0.0721615427442167,-0.4553191489361702,0.5548952237902274,,,0.0,,,0.0,2.0,57205781.0,57205781.0,,,,,,,,,,,,,,,,,0.0,0.4721198156682032,2370426.0,11.94,9.77,1.0,0.0,1.3914088781421952,0,1.0,0.685818,0.0,0.0,0.0,0,0.0,0.5,0.0,0.4721198156682032,0.4608430936405532,0.4824675231336407,0.0,0.0,0.0355882784233857,0.0355882784233857,up,high,0.964515,ehx:coldstart_v1,-0.0782874435938329,-0.0114726275436159,0.0349696501979194,0.0814119279394548,0.148226743989673,11.040901160456723,11.803799609208085,12.364924044375224,12.952722994712552,13.847723514703048,0.6942279768672426,0.6942279768672426,6,6,6,0.2880581744438821,0.0,0.310764,,,,1.0,,,0.8620196279760975,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,46.4751,80.0,87.67045402057545,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,6
1,20260805,20260805,20260806,20260807,601700.SH,风范股份,3→4,电网设备,6.51,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤6.54,只观察不追,≤6.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤6.54,只观察不追,≤6.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,82.614,82.614,0.453211,0.453211,85.378,85.378,0.99,82.614,0.697936,85.378,0.9032750041771722,0.978336965178518,0.5513421764705815,0.6686354916397159,0.6062381739931187,0.5824604542020068,0.5112808868819653,0.2988583162657257,0.5512049211704623,0.0459586573038215,0.089786892996555,-0.0207685512412031,0.0071108970653979,0.6374867565026607,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.697936,0.453211,validated_platt_v1,31.8885,46.4908,88.2781,80.4409,50.3188,50.3188,3,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.262523,0.262523,0.262523,0.494705,0.495926,0.158881,59.342,59.3619,66.83,62.13,0.0,0.0,81.7704,18.0,0.12422,50.0,50.0,43.4798,51.7515,41.7484,0.417484,43.891,0.43891,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,1,1,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,15.3852,31.2212,5.16,,,741331.0023,,,9.9662,0.0484685494305196,0.0515004042616046,0.044254471861254,-0.0322580645161291,0.0856334290908084,4.0,9.0,1.0,9.0,4.0,0.0,1.0,106112349.0,106112349.0,,,,,,,,,,,,,,,,,0.0,1.0,60441444.0,6.51,5.33,1.0,0.0,1.85772569435112,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.0,0.0438794693673324,0.0438794693673324,up,high,0.932647,ehx:coldstart_v1,-0.1526407071778842,-0.0372575737002669,0.0429440319979163,0.1231456376960997,0.238528771173719,5.588432011835038,6.271915952452179,6.795655345581333,7.363129851552371,8.26366527822607,0.6410086691736998,0.6410086691736998,4,4,4,0.2127212387162607,0.0,0.287575,,,,11.0,,,0.735358212407172,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,46.1668,50.0,90.00507604430949,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,7
11,20260805,20260805,20260806,20260807,000510.SZ,新金路,2→3,化学原料,16.12,MAIN_BOARD_10PCT,TOP20,0,1,TOP20,只观察不追,≤16.20,只观察不追,≤16.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤16.20,只观察不追,≤16.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.226146,0.226146,69.6955,69.6955,0.446694,0.446694,80.3292,80.3292,0.957593,69.6955,0.665349,80.3292,0.9177202882789016,0.9811330424807748,0.5188512766828658,0.6399954525667331,0.6783954600369002,0.6331601933376212,0.5355693343772714,0.3402360154327175,0.4815539894078464,0.0470593106373335,0.0911113687427103,0.0188261698816616,0.0309566908740531,0.6517138124516828,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.957593,0.226146,validated_platt_v1,0.665349,0.446694,validated_platt_v1,27.3227,46.0021,76.2259,84.0515,45.466,45.466,13,0.5669815021667252,0.1252437621489461,0.211595130782976,0.0961796049013527,0.226146,0.226146,0.226146,0.484479,0.510065,0.158675,55.899,59.3619,52.9409,52.8352,0.0,0.0,82.3525,18.0,0.13272,50.0,50.0,36.9314,49.6947,37.5837,0.375837,39.5543,0.395543,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,11,11,5529.0,0.672816060770483,0.0177782659539166,0.0092497430626927,197.0,0.0356303128956411,338.0,0.061132211973232,2678043198.15636,0.5936185208741825,9.4523,10.5384,1.23,,,1045452.2832,,,10.0341,0.0754787679212153,0.0627430334536802,0.0647299913664112,-0.3326488706365503,0.4337002099229308,,,0.0,,,0.0,1.0,57769098.0,57769098.0,,,,,,,,,,,,,,,,,0.0,0.6465870307167243,9554595.0,16.12,13.19,1.0,0.0,1.5586474265505883,0,1.0,0.711988,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6465870307167243,0.5294086910580207,0.5283523661433448,0.0,0.0,0.0254165776365058,0.0254165776365058,up,high,0.9623,ehx:coldstart_v1,-0.0907447206248132,-0.0224039827577306,0.0250989472316157,0.0726018772209621,0.1409426150880459,14.72160314170327,15.762863377569325,16.529715231500475,17.33387387112099,18.5599002367134,0.6392211183151174,0.6392211183151174,14,16,16,0.2200799812883572,0.0,0.279447,,,,10.0,,,0.7749378363008614,,,,,,,,,,0,0,execution_model_error:KeyError,premium_exec_profit_v1_walkforward_guarded,35.0,,,,只观察不追,WATCH_ONLY,45.7595,80.0,90.08091987443078,LOW_IC,NORMAL,WATCH_ONLY,execution_model_guard,8
