rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260331,20260402,002565.SZ,顺灏股份,17.01,0.0,0.020350265756271517,0.020350265756271517,up,high,1.0,ehx:coldstart_v1,-0.0620967151077682,-0.01357852136225525,0.020145966148915874,0.053870453660087,0.10238864740560083,15.985861755207218,16.78059039801454,17.35615802051418,17.951467385122555,18.843915069823154,1,1,0.4289873911677971,0.0,0.0,,,,,,,,
2,20260331,20260402,600495.SH,晋西车轴,4.93,0.0,0.01051103558366617,0.01051103558366617,up,high,1.0,ehx:coldstart_v1,-0.07178650254070973,-0.02326830879519677,0.010456178715974351,0.044180666227145476,0.0926988599726593,4.5884968442003675,4.816611532376574,4.981819405427474,5.152693843268691,5.408857286164021,2,2,0.273618773300506,0.0,0.0,,,,,,,,
3,20260331,20260402,600158.SH,中体产业,11.99,0.0,0.009771159613742631,0.009771159613742631,up,high,1.0,ehx:coldstart_v1,-0.0725189507152863,-0.024000756969773343,0.009723730541397779,0.043448218052568904,0.09196641179808272,11.151276975779304,11.705656799165604,12.107156203768774,12.522426879361898,13.14497269333703,3,3,0.2619355923174756,0.0,0.0,,,,,,,,
4,20260331,20260402,002454.SZ,松芝股份,9.24,0.0,0.008655146613314044,0.008655146613314044,up,high,1.0,ehx:coldstart_v1,-0.07362477569459006,-0.02510658194907711,0.008617905562094014,0.042342393073265136,0.09086058681877897,8.584146827404828,9.010903136340128,9.31997355470702,9.639644966344418,10.118874805721205,4,4,0.2443129333942923,0.0,0.0,,,,,,,,
5,20260331,20260402,000927.SZ,中国铁物,3.34,0.0,0.008401505917304285,0.008401505917304285,up,high,1.0,ehx:coldstart_v1,-0.07387627155320012,-0.02535807780768717,0.008366409703483953,0.042090897214655074,0.0906090909601689,3.102147257547834,3.2563688639605366,3.3680610297637963,3.483584192736906,3.6567687341769126,5,5,0.2403077618836538,0.0,0.0,,,,,,,,
6,20260331,20260402,601908.SH,京运通,5.01,0.0,0.007883111523985764,0.007883111523985764,up,high,1.0,ehx:coldstart_v1,-0.07439047912117605,-0.025872285375663103,0.00785220213550802,0.04157668964667914,0.09009488339219297,4.650828779998836,4.882042267320139,5.049494388735168,5.222690051772951,5.482333319067995,6,6,0.2321219364697612,0.0,0.0,,,,,,,,
7,20260331,20260402,603039.SH,泛微网络,43.45,0.0,0.007188387425755561,0.007188387425755561,up,high,1.0,ehx:coldstart_v1,-0.07508000713655197,-0.02656181339103901,0.0071626741201321125,0.04088716163130324,0.08940535537681706,40.307229485952526,42.311082032360275,43.762335433649085,45.263366253372645,47.51361051184791,7,7,0.221151736459434,0.0,0.0,,,,,,,,
8,20260331,20260402,000070.SZ,特发信息,17.8,0.0,0.004910262523931129,0.004910262523931129,up,high,1.0,ehx:coldstart_v1,-0.07734443475328959,-0.028826241007776632,0.004898246503394492,0.03862273401456562,0.08714092776007944,16.4751637978373,17.294217832307385,17.887402672925976,18.500933519276163,19.42069762155571,8,8,0.1851784833576827,0.0,0.0,,,,,,,,
9,20260331,20260402,002542.SZ,中化岩土,3.28,0.0,0.0048175196448736034,0.0048175196448736034,up,high,1.0,ehx:coldstart_v1,-0.07743672872458879,-0.028918534979075844,0.00480595253209528,0.038530440043266403,0.08704863378878022,3.035592699766715,3.186505581620931,3.2958014644351854,3.4088461528592733,3.578315132266554,9,9,0.1837140056817442,0.0,0.0,,,,,,,,
10,20260331,20260402,000008.SZ,神州高铁,3.27,0.0,0.004796726209431775,0.004796726209431775,up,high,1.0,ehx:coldstart_v1,-0.077457422681636,-0.028939228936123038,0.004785258575048084,0.03850974608621921,0.08702793983173303,3.026275217717385,3.17672488589086,3.285685294704842,3.398383002502957,3.567331811936952,10,10,0.1833856621763443,0.0,0.0,,,,,,,,
