rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260323,20260325,002309.SZ,中利集团,4.19,5.07,0.19064008366904536,0.019133290998705834,0.0,0.01931750541125761,0.01931750541125761,up,high,False,False,0.17150679267033953,0.7990596523268305,0.2100238663484486,0.2100238663484486,0.190706360937191,1,是
2,20260323,20260325,300385.SZ,雪浪环境,15.61,20.9,0.29183742444342464,0.01214185123688618,0.0,0.012215862754897744,0.012215862754897744,up,high,False,False,0.2796955732065385,5.099310382396045,0.33888532991672005,0.33888532991672005,0.3266694671618223,1,是
3,20260323,20260325,600792.SH,云煤能源,4.92,5.03,0.022111453607431185,0.010088210374019234,0.0,0.01013926791693586,0.01013926791693586,up,high,True,True,0.01202324323341195,0.0601148018486759,0.022357723577235866,0.022357723577235866,0.012218455660300007,1,是
4,20260323,20260325,600396.SH,华电辽能,6.89,8.34,0.19099213134508827,0.006209321770263178,0.0,0.006228639571469954,0.006228639571469954,up,high,False,False,0.1847828095748251,1.4070846733525721,0.2104499274310596,0.2104499274310596,0.20422128785958965,1,是
5,20260323,20260325,603727.SH,博迈科,19.75,20.34,0.029435899273283,0.003029904729368672,0.0,0.003034499530134102,0.003034499530134102,up,high,True,True,0.026405994543914325,0.53006863427985,0.02987341772151897,0.02987341772151897,0.026838918191384866,1,是
6,20260323,20260325,002150.SZ,正泰电源,38.37,39.05,0.01756697202683397,0.0008546200280033191,0.0,0.0008549853197539219,0.0008549853197539219,flat,high,True,True,0.01671235199883065,0.6471942132810398,0.017722178785509524,0.017722178785509524,0.016867193465755603,1,是
7,20260323,20260325,600149.SH,廊坊发展,6.36,6.71,0.05357057363155969,0.0005787056498902139,0.0,0.0005788731323109376,0.0005788731323109376,flat,high,True,False,0.05299186798166947,0.3463183668785028,0.055031446540880546,0.055031446540880546,0.054452573408569606,1,是
8,20260323,20260325,603687.SH,大胜达,14.73,15.0,0.01816397062767112,0.0005670532340919851,0.0,0.0005672140391707092,0.0005672140391707092,flat,high,True,True,0.017596917393579135,0.2616449372030143,0.018329938900203624,0.018329938900203624,0.017762724861032916,1,是
9,20260323,20260325,600758.SH,辽宁能源,4.73,5.72,0.19004360288786487,0.00031768538358957157,0.0,0.0003177358509351493,0.0003177358509351493,flat,high,False,False,0.1897259175042753,0.9884971094250758,0.20930232558139528,0.20930232558139528,0.20898458973046014,1,是
10,20260323,20260325,002565.SZ,顺灏股份,16.98,16.22,-0.045791132195934496,-0.0005292586702501726,0.0,-0.0005291186375857453,-0.0005291186375857453,flat,high,True,False,-0.045261873525684324,-0.7510155655337947,-0.0447585394581862,0.0447585394581862,0.044229420820600454,1,否
11,20260323,20260325,600844.SH,金煤科技,4.03,4.13,0.024511031014349784,-0.0007049769340598641,0.0,-0.0007047284962055011,-0.0007047284962055011,flat,high,True,True,0.025216007948409648,0.10284005583970757,0.02481389578163773,0.02481389578163773,0.02551862427784323,0,是
12,20260323,20260325,603616.SH,韩建河山,7.25,6.83,-0.05967679528388469,-0.0013909101122548857,0.0,-0.001389943245111749,-0.001389943245111749,flat,high,True,False,-0.0582858851716298,-0.4099229114729397,-0.0579310344827586,0.0579310344827586,0.056541091237646855,1,否
13,20260323,20260325,600376.SH,首开股份,5.87,5.66,-0.03643074162491354,-0.0015159032287802114,0.0,-0.0015147548278422259,-0.0015147548278422259,flat,high,True,False,-0.03491483839613333,-0.20110838916056561,-0.035775127768313486,0.035775127768313486,0.03426037294047126,1,否
14,20260323,20260325,000703.SZ,恒逸石化,11.84,12.8,0.07796154146971192,-0.0016611611129182375,0.0,-0.0016597821484630993,-0.0016597821484630993,flat,high,True,False,0.07962270258263016,0.9796518206378035,0.08108108108108114,0.08108108108108114,0.08274086322954424,0,是
15,20260323,20260325,300345.SZ,华民股份,8.99,8.63,-0.040868343388192306,-0.0024576269667221265,0.0,-0.002454609474031662,-0.002454609474031662,down,high,True,False,-0.03841071642147018,-0.33793306082845476,-0.04004449388209119,0.04004449388209119,0.03758988440805953,1,否
16,20260323,20260325,002310.SZ,东方新能,3.83,3.8,-0.007863736460214576,-0.0024780897420361198,0.0,-0.0024750218123762457,-0.0024750218123762457,down,high,True,True,-0.005385646718178457,-0.02052066645859929,-0.007832898172323799,0.007832898172323799,0.005357876359947554,1,否
17,20260323,20260325,300868.SZ,杰美特,46.33,51.15,0.09897279296907842,-0.002704537041071949,0.0,-0.00270088307560595,-0.00270088307560595,down,high,False,False,0.10167733001015036,4.945131912892819,0.10403626160155399,0.10403626160155399,0.10673714467715995,0,是
18,20260323,20260325,603787.SH,新日股份,14.82,15.65,0.05449329711822132,-0.003050171406029019,0.0,-0.0030455243591897717,-0.0030455243591897717,down,high,True,False,0.05754346852425034,0.8751346710031935,0.056005398110661186,0.056005398110661186,0.059050922469850955,0,是
19,20260323,20260325,603803.SH,瑞斯康达,14.61,15.4,0.052661283656975366,-0.003149877351287114,0.0,-0.003144921692227959,-0.003144921692227959,down,high,True,False,0.05581116100826248,0.835947305923451,0.054072553045859006,0.054072553045859006,0.057217474738086964,0,是
20,20260323,20260325,600143.SH,金发科技,17.57,17.07,-0.0288703653926566,-0.0034669770095330853,0.0,-0.0034609739841949165,-0.0034609739841949165,down,high,True,True,-0.025403388383123515,-0.43919068709769604,-0.02845759817871374,0.02845759817871374,0.024996624194518823,1,否
21,20260323,20260325,603105.SH,芯能科技,12.74,13.89,0.08642250662223519,-0.0036110951807526515,0.0,-0.0036045830175890463,-0.0036045830175890463,down,high,False,False,0.09003360180298785,1.1959223876440852,0.09026687598116179,0.09026687598116179,0.09387145899875084,0,是
22,20260323,20260325,002218.SZ,拓日新能,6.59,7.3,0.10232099963992969,-0.0036229832130312326,0.0,-0.0036164281280606963,-0.0036164281280606963,down,high,False,False,0.10594398285296092,0.7338322613639203,0.10773899848254942,0.10773899848254942,0.11135542661061011,0,是
23,20260323,20260325,001258.SZ,立新能源,10.62,11.79,0.10451269873548671,-0.003627794211165273,0.0,-0.00362122171603478,-0.00362122171603478,down,high,False,False,0.10814049294665198,1.2084573746242881,0.11016949152542366,0.11016949152542366,0.11379071324145844,0,是
24,20260323,20260325,603529.SH,爱玛科技,31.11,32.39,0.04032042227369222,-0.003772795972290869,0.0,-0.0037656879194540426,-0.0037656879194540426,down,high,True,False,0.04409321824598309,1.3971505511742173,0.041144326583092194,0.041144326583092194,0.04491001450254624,0,是
25,20260323,20260325,600032.SH,浙江新能,10.76,13.02,0.1906510820467848,-0.003806299643384433,0.0,-0.0037990648670498525,-0.0037990648670498525,down,high,False,False,0.19445738169016924,2.3008779379694566,0.21003717472118955,0.21003717472118955,0.21383623958823939,0,是
26,20260323,20260325,002896.SZ,中大力德,77.0,74.44,-0.0338119900796339,-0.003886916785271488,0.0,-0.003879372502055985,-0.003879372502055985,down,high,True,True,-0.02992507329436241,-2.2612883173416947,-0.0332467532467533,0.0332467532467533,0.029367380744697316,1,否
27,20260323,20260325,603272.SH,联翔股份,23.98,26.71,0.10781787752250142,-0.003908235638597399,0.0,-0.0039006084252449585,-0.0039006084252449585,down,high,False,False,0.11172611316109882,2.8235365900373743,0.11384487072560479,0.11384487072560479,0.11774547915084975,0,是
28,20260323,20260325,603016.SH,新宏泰,38.58,38.79,0.0054284739742928865,-0.003995325894333692,0.0,-0.003987355198541805,-0.003987355198541805,down,high,True,True,0.009423799868626579,0.3638321635597421,0.005443234836703059,0.005443234836703059,0.009430590035244865,0,是
