rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260610,20260610,20260611,20260612,603065.SH,宿迁联盛,11.44,TOP10,1,1,TOP10,市价竞价,≤11.97,市价竞价,≤11.97,冲高至12.78附近优先兑现；强势放量再看13.22；弱于11.27止损,冲高至12.78附近优先兑现；强势放量再看13.22；弱于11.27止损,市价竞价,≤11.97,市价竞价,≤11.97,冲高至12.78附近优先兑现；强势放量再看13.22；弱于11.27止损,冲高至12.78附近优先兑现；强势放量再看13.22；弱于11.27止损,0.99,0.99,64.7,64.7,0.875501,0.875501,84.2125,84.2125,0.99,64.7,0.875501,84.2125,,,,,,,,rule_fallback:model_missing,0.0,0.11731666106665156,0.11731666106665156,up,high,1.0,ehx:model_v1,0.028687291103989335,0.07720548484950229,0.11092997236067341,0.14465445987184453,0.19317265361735836,11.772935283521027,12.358220520126016,12.782102602602494,13.220523673079063,13.877774999081923,0.9867430064013702,0.9867430064013702,1,4,4,0.9179402623494288,0.0,0.0,,,,,,,,
2,20260610,20260610,20260611,20260612,002354.SZ,天娱数科,8.87,TOP10,1,1,TOP10,市价竞价,≤9.23,市价竞价,≤9.23,冲高至9.69附近优先兑现；强势放量再看10.02；弱于8.74止损,冲高至9.69附近优先兑现；强势放量再看10.02；弱于8.74止损,市价竞价,≤9.23,市价竞价,≤9.23,冲高至9.69附近优先兑现；强势放量再看10.02；弱于8.74止损,冲高至9.69附近优先兑现；强势放量再看10.02；弱于8.74止损,0.947101,0.947101,63.413,63.413,0.824119,0.824119,80.8903,80.8903,0.947101,63.413,0.824119,80.8903,,,,,,,,rule_fallback:model_missing,0.0,0.09216025676166618,0.09216025676166618,up,high,1.0,ehx:model_v1,0.005914940574778205,0.054433134320291156,0.08815762183146228,0.12188210934263341,0.17040030308814724,8.922620994507321,9.366204367229725,9.687461477475978,10.019737579710583,10.51786352186789,0.9610626083517542,0.9610626083517542,2,19,19,0.5160751956583188,0.0,0.0,,,,,,,,
3,20260610,20260610,20260611,20260612,600058.SH,五矿发展,10.34,TOP10,1,1,TOP10,市价竞价,≤10.80,市价竞价,≤10.80,冲高至11.45附近优先兑现；强势放量再看11.84；弱于10.18止损,冲高至11.45附近优先兑现；强势放量再看11.84；弱于10.18止损,市价竞价,≤10.80,市价竞价,≤10.80,冲高至11.45附近优先兑现；强势放量再看11.84；弱于10.18止损,冲高至11.45附近优先兑现；强势放量再看11.84；弱于10.18止损,0.856464,0.856464,60.6939,60.6939,0.866455,0.866455,77.6434,77.6434,0.856464,60.6939,0.866455,77.6434,,,,,,,,rule_fallback:model_missing,0.0,0.10713186698966923,0.10713186698966923,up,high,1.0,ehx:model_v1,0.019530086414013145,0.0680482801595261,0.10177276767069722,0.13549725518186834,0.18401544892738217,10.543925957488796,11.068111646966964,11.44774350467318,11.840396585148229,12.429035624601344,0.9790974617370898,0.9790974617370898,3,6,6,0.2936421915481814,0.0,0.0,,,,,,,,
4,20260610,20260610,20260611,20260612,600981.SH,苏豪汇鸿,2.71,TOP10,1,1,TOP10,市价竞价,≤2.84,市价竞价,≤2.84,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,市价竞价,≤2.84,市价竞价,≤2.84,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,冲高至3.04附近优先兑现；强势放量再看3.14；弱于2.67止损,0.832804,0.832804,59.9841,59.9841,0.881377,0.881377,76.8926,76.8926,0.832804,59.9841,0.881377,76.8926,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,2.7955661352043584,2.9345462236431543,3.0352,3.139306161128729,3.2953751027344493,0.98829186007614,0.98829186007614,4,1,1,0.1919819655731544,0.0,0.0,,,,,,,,
5,20260610,20260610,20260611,20260612,600500.SH,中化国际,6.55,TOP10,1,1,TOP10,市价竞价,≤6.79,市价竞价,≤6.79,冲高至7.07附近优先兑现；强势放量再看7.31；弱于6.45止损,冲高至7.07附近优先兑现；强势放量再看7.31；弱于6.45止损,市价竞价,≤6.79,市价竞价,≤6.79,冲高至7.07附近优先兑现；强势放量再看7.31；弱于6.45止损,冲高至7.07附近优先兑现；强势放量再看7.31；弱于6.45止损,0.819421,0.819421,59.5826,59.5826,0.789061,0.789061,73.949,73.949,0.819421,59.5826,0.789061,73.949,,,,,,,,rule_fallback:model_missing,0.0,0.07973418957107817,0.07973418957107817,up,high,1.0,ehx:model_v1,-0.0055277911807626035,0.04299040256475035,0.07671489007592147,0.1104393775870926,0.1589575713326064,6.5138928560840625,6.837727586308833,7.072258941690562,7.314834629924528,7.678487755844149,0.9375217968217551,0.9375217968217551,5,27,27,0.4329366682821547,0.0,0.0,,,,,,,,
6,20260610,20260610,20260611,20260612,000029.SZ,深深房Ａ,26.99,TOP10,1,1,TOP10,市价竞价,≤27.81,市价竞价,≤27.81,冲高至28.65附近优先兑现；强势放量再看29.63；弱于26.59止损,冲高至28.65附近优先兑现；强势放量再看29.63；弱于26.59止损,市价竞价,≤27.81,市价竞价,≤27.81,冲高至28.65附近优先兑现；强势放量再看29.63；弱于26.59止损,冲高至28.65附近优先兑现；强势放量再看29.63；弱于26.59止损,0.852883,0.852883,60.5865,60.5865,0.696343,0.696343,73.2205,73.2205,0.852883,60.5865,0.696343,73.2205,,,,,,,,rule_fallback:model_missing,0.0,0.06145844193226624,0.06145844193226624,up,high,1.0,ehx:model_v1,-0.022598830184781073,0.02591936356073188,0.059643851071903,0.09336833858307413,0.14188653232858794,26.38689794097883,27.69870858401148,28.64876334775186,29.631404614627154,31.104514186977042,0.8835412301341352,0.8835412301341352,6,53,53,0.575968158114201,0.0,0.0,,,,,,,,
7,20260610,20260610,20260611,20260612,002119.SZ,康强电子,28.36,TOP10,1,1,TOP10,市价竞价,≤29.34,市价竞价,≤29.34,冲高至30.41附近优先兑现；强势放量再看31.45；弱于27.93止损,冲高至30.41附近优先兑现；强势放量再看31.45；弱于27.93止损,市价竞价,≤29.34,市价竞价,≤29.34,冲高至30.41附近优先兑现；强势放量再看31.45；弱于27.93止损,冲高至30.41附近优先兑现；强势放量再看31.45；弱于27.93止损,0.77738,0.77738,58.3214,58.3214,0.758696,0.758696,71.1929,71.1929,0.77738,58.3214,0.758696,71.1929,,,,,,,,rule_fallback:model_missing,0.0,0.0721123980576837,0.0721123980576837,up,high,1.0,ehx:model_v1,-0.01261177516993274,0.03590641857558021,0.06963090608675133,0.10335539359792245,0.15187358734343628,28.00457603081499,29.39680868252765,30.40510760891591,31.44799079021208,33.01141098128072,0.9181323499549069,0.9181323499549069,7,36,36,0.4499109680852202,0.0,0.0,,,,,,,,
8,20260610,20260610,20260611,20260612,600881.SH,亚泰集团,1.77,TOP10,1,1,TOP10,限价竞价,≤1.85,限价竞价,≤1.85,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,限价竞价,≤1.85,限价竞价,≤1.85,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,0.611589,0.611589,53.3477,53.3477,0.881377,0.881377,66.3849,66.3849,0.611589,53.3477,0.881377,66.3849,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,1.82588636874971,1.9166593416414697,1.9824000000000002,2.0503955369733764,2.1523298641475925,0.98829186007614,0.98829186007614,8,2,2,0.0570094196313804,0.0,0.0,,,,,,,,
9,20260610,20260610,20260611,20260612,002409.SZ,雅克科技,122.55,TOP10,1,1,TOP10,限价竞价,≤127.58,限价竞价,≤127.58,冲高至134.14附近优先兑现；强势放量再看138.74；弱于120.71止损,冲高至134.14附近优先兑现；强势放量再看138.74；弱于120.71止损,限价竞价,≤127.58,限价竞价,≤127.58,冲高至134.14附近优先兑现；强势放量再看138.74；弱于120.71止损,冲高至134.14附近优先兑现；强势放量再看138.74；弱于120.71止损,0.619391,0.619391,53.5817,53.5817,0.828492,0.828492,65.4333,65.4333,0.619391,53.5817,0.828492,65.4333,,,,,,,,rule_fallback:model_missing,0.0,0.09454159643922126,0.09454159643922126,up,high,1.0,ehx:model_v1,0.008092960971520513,0.056611154717033464,0.09033564222820459,0.12406012973937572,0.17257832348488955,123.54581648386734,129.68783125681279,134.13607264362656,138.73688695300066,145.6341177412976,0.9645964680342315,0.9645964680342315,9,18,18,0.2201253786562599,0.0,0.0,,,,,,,,
10,20260610,20260610,20260611,20260612,002636.SZ,金安国纪,77.42,TOP10,1,1,TOP10,限价竞价,≤80.71,限价竞价,≤80.71,冲高至85.12附近优先兑现；强势放量再看88.04；弱于76.26止损,冲高至85.12附近优先兑现；强势放量再看88.04；弱于76.26止损,限价竞价,≤80.71,限价竞价,≤80.71,冲高至85.12附近优先兑现；强势放量再看88.04；弱于76.26止损,冲高至85.12附近优先兑现；强势放量再看88.04；弱于76.26止损,0.606743,0.606743,53.2023,53.2023,0.847037,0.847037,65.2962,65.2962,0.606743,53.2023,0.847037,65.2962,,,,,,,,rule_fallback:model_missing,0.0,0.09942862415887883,0.09942862415887883,up,high,1.0,ehx:model_v1,0.01254793101296503,0.06106612475847798,0.0947906122696491,0.12851509978082024,0.17703329352633407,78.39758130370865,82.29507549845096,85.1177640823804,88.03726976980707,92.41399596649346,0.9710075619688601,0.9710075619688601,10,12,12,0.1833059033423295,0.0,0.0,,,,,,,,
