rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason,trade_action_raw,trade_action,final_trade_score,decision_support_score,risk_quality_score,t1_weight_mode,market_mode,final_action,final_reason,final_rank
13,20260702,20260702,20260703,20260706,600480.SH,凌云股份,1→2,汽车零部件,9.24,TOP20,0,1,TOP20,限价竞价,≤9.57,限价竞价,≤9.57,冲高至9.98附近优先兑现；强势放量再看10.54；弱于9.10止损,冲高至9.98附近优先兑现；强势放量再看10.54；弱于9.10止损,限价竞价,≤9.57,限价竞价,≤9.57,冲高至9.98附近优先兑现；强势放量再看10.54；弱于9.10止损,冲高至9.98附近优先兑现；强势放量再看10.54；弱于9.10止损,0.53039,0.53039,71.3649,71.3649,0.77955,0.77955,70.6682,70.6682,0.634032,63.2976,0.741503,67.8752,0.872913674061316,0.9496734955927928,0.7940648318665091,0.7674309973787383,0.843413481039631,0.7532129064894669,0.6694859999373141,0.2398457104373291,0.2910880974722846,0.0987656109492006,0.1083862519721726,0.0698418889391703,0.0571452647426848,0.7802699848891432,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.746055,0.53039,historical_bin_blend_v1,59.1383,83.936,82.3934,86.1448,69.3979,69.3979,2,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.805692,0.733124,0.767431,0.762737,0.242882,0.139651,68.5372,32.7337,60.65,74.65,0.292,0.0,87.3099,88.0,0.141002,96.3457,69.8234,66.2557,77.1353,56.849,0.56849,1,0,ELIGIBLE,ok,professional_score_rule_guarded,13,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0803764335581088,0.0803764335581088,up,high,0.94737,ehx:model_v1,-0.0550212385964293,0.0230458887276747,0.0773095299976722,0.1315731712676698,0.2096402985917753,8.74533702643402,9.45541671250352,9.982678246076928,10.539341416113222,11.395085708358604,0.8317106020090714,0.8317106020090714,2,45,45,0.6607485497888246,0.0,0.596328,,,,8.0,,,0.8151818254739783,,限价竞价,BUY_LIMIT,69.8943,80.0,84.73143336871722,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,1
5,20260702,20260702,20260703,20260706,000955.SZ,欣龙控股,1→2,纺织制造,4.91,TOP10,1,1,TOP10,限价竞价,≤5.10,限价竞价,≤5.10,冲高至5.38附近优先兑现；强势放量再看5.63；弱于4.84止损,冲高至5.38附近优先兑现；强势放量再看5.63；弱于4.84止损,限价竞价,≤5.10,限价竞价,≤5.10,冲高至5.38附近优先兑现；强势放量再看5.63；弱于4.84止损,冲高至5.38附近优先兑现；强势放量再看5.63；弱于4.84止损,0.520519,0.520519,67.6844,67.6844,0.780262,0.780262,68.0785,68.0785,0.580133,53.021,0.816351,63.3331,0.7072154928791492,0.961963251179122,0.7954696625762582,0.7745997656836124,0.7710262524440129,0.7465534229846711,0.7717094692871895,0.2683617137412826,0.2696732605714749,0.0880358127011002,0.1094250807677348,0.0639176934142946,0.0771705965897328,0.761222338908805,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.730869,0.520519,historical_bin_blend_v1,58.1886,81.8132,78.483,66.2926,65.5681,65.5681,6,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.759809,0.735592,0.7746,0.814075,0.209697,0.124529,85.4787,32.7337,60.65,74.65,0.292,0.0,76.4711,88.0,0.131702,93.2349,92.9514,66.4357,80.3119,61.2493,0.612493,1,0,ELIGIBLE,ok,professional_score_rule_guarded,5,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0947957650580142,0.0947957650580142,up,high,0.965504,ehx:model_v1,-0.0215254475285061,0.0446027874810005,0.090567829943451,0.1365328724059014,0.2026611074154093,4.805439446260262,5.133957115047876,5.37544720643485,5.628296462483945,6.013067689710575,0.9080743339323992,0.9080743339323992,6,22,22,0.6206997266244015,0.0,0.553118,,,,,,,,,限价竞价,BUY_LIMIT,65.5814,50.0,84.517841688166,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,2
9,20260702,20260702,20260703,20260706,000520.SZ,凤凰航运,2→3,航运港口,4.51,TOP10,1,1,TOP10,限价竞价,≤4.69,限价竞价,≤4.69,冲高至4.97附近优先兑现；强势放量再看5.17；弱于4.44止损,冲高至4.97附近优先兑现；强势放量再看5.17；弱于4.44止损,限价竞价,≤4.69,限价竞价,≤4.69,冲高至4.97附近优先兑现；强势放量再看5.17；弱于4.44止损,冲高至4.97附近优先兑现；强势放量再看5.17；弱于4.44止损,0.502984,0.502984,73.025,73.025,0.755837,0.755837,68.4353,68.4353,0.738844,66.7611,0.865003,74.3724,0.6968896991753836,0.9519330173662895,0.6889120721712527,0.7720094208623414,0.7303211247305897,0.686947198380936,0.7246403253806701,0.3003280819356344,0.3776728309944488,0.0803387706702978,0.1076013653259848,0.0313565620253908,0.0596317946800385,0.7163114564921168,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.703892,0.502984,historical_bin_blend_v1,57.4135,71.5184,82.1129,66.846,65.3782,65.3782,7,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.739332,0.725539,0.772009,0.744691,0.239889,0.159583,93.4309,32.7337,60.65,74.65,0.292,0.0,76.9138,88.0,0.136848,62.3017,71.9316,67.0652,71.5235,59.4822,0.594822,1,0,ELIGIBLE,ok,professional_score_rule_guarded,9,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.1011372122728778,0.1011372122728778,up,high,0.981314,ehx:model_v1,-0.0009636420595627,0.0564416551839071,0.0963434751097882,0.1362452950356693,0.1936505922791402,4.505656067645482,4.77187261059697,4.966128827350678,5.168292941239709,5.473661362424249,0.9482973751965178,0.9482973751965178,5,10,10,0.5778869214769561,0.0,0.547871,,,,,,,,,限价竞价,BUY_LIMIT,65.513,50.0,82.958350461021,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,3
8,20260702,20260702,20260703,20260706,002596.SZ,海南瑞泽,1→2,水泥,3.23,TOP10,1,1,TOP10,限价竞价,≤3.35,限价竞价,≤3.35,冲高至3.53附近优先兑现；强势放量再看3.69；弱于3.18止损,冲高至3.53附近优先兑现；强势放量再看3.69；弱于3.18止损,限价竞价,≤3.35,限价竞价,≤3.35,冲高至3.53附近优先兑现；强势放量再看3.69；弱于3.18止损,冲高至3.53附近优先兑现；强势放量再看3.69；弱于3.18止损,0.516352,0.516352,68.7155,68.7155,0.752123,0.752123,68.6363,68.6363,0.877411,64.9074,0.791422,79.432,0.7040224024178744,0.9733808725563164,0.6589046536965983,0.7125429726729147,0.7878300574511646,0.7249909192238302,0.6421296588640938,0.3662745770726803,0.3207071127358791,0.0768496026974397,0.1055210532946542,0.0662901971987735,0.0740653028155208,0.6995546142355895,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.724457,0.516352,historical_bin_blend_v1,56.8747,81.6946,79.9527,88.3001,67.58,67.58,4,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.738655,0.714949,0.712543,0.769358,0.258616,0.148729,84.7872,32.7337,60.65,74.65,0.292,0.0,88.7122,88.0,0.145831,94.6183,87.8967,63.965,78.8457,59.6677,0.596677,1,0,ELIGIBLE,ok,professional_score_rule_guarded,8,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0938061232853063,0.0938061232853063,up,high,0.971578,ehx:model_v1,-0.0160490710939008,0.0463149165117902,0.089663470091229,0.1330120236706678,0.1953760112763601,3.1785752637863074,3.3831155786096527,3.53299377821154,3.689511855817575,3.926930779047496,0.9185124584496592,0.9185124584496592,4,23,23,0.6309829716543015,0.0,0.566677,,,,20.0,,,0.8353060068778784,,限价竞价,BUY_LIMIT,65.0099,50.0,82.53881021655101,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,4
18,20260702,20260702,20260703,20260706,002693.SZ,双成药业,1→2,化学制药,10.67,TOP20,0,1,TOP20,限价竞价,≤11.05,限价竞价,≤11.05,冲高至11.70附近优先兑现；强势放量再看12.31；弱于10.51止损,冲高至11.70附近优先兑现；强势放量再看12.31；弱于10.51止损,限价竞价,≤11.05,限价竞价,≤11.05,冲高至11.70附近优先兑现；强势放量再看12.31；弱于10.51止损,冲高至11.70附近优先兑现；强势放量再看12.31；弱于10.51止损,0.515982,0.515982,69.5834,69.5834,0.708722,0.708722,67.8609,67.8609,0.908082,75.2106,0.792695,83.2512,0.7766343851127665,0.9609048818267228,0.6449482449255747,0.6583196618391662,0.7580537237851459,0.700758964366096,0.5330119671592127,0.2385947910856837,0.3450582937258329,0.0822187115988405,0.1068042359646374,0.0463349023899085,0.0411999984971663,0.6720521890741845,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.723888,0.515982,historical_bin_blend_v1,55.9588,74.5356,79.1968,88.0274,66.3608,66.3608,5,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.727737,0.691802,0.65832,0.692412,0.257972,0.157228,86.516,32.7337,58.39,72.89,0.313,0.0,88.0991,88.0,0.151365,83.2661,49.9599,62.493,69.1872,55.5767,0.555767,1,0,ELIGIBLE,ok,professional_score_rule_guarded,18,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0961707001684002,0.0961707001684002,up,high,0.954725,ehx:model_v1,-0.0319931892668492,0.0410508082753498,0.0918229247271443,0.1425950411789388,0.2156390387211393,10.334035612904293,11.117126793860423,11.69614137079683,12.305312829679565,13.237783194286765,0.8887363478574256,0.8887363478574256,7,20,20,0.668633050792011,0.0,0.582874,,,,13.0,,,0.840184424619393,,限价竞价,BUY_LIMIT,64.8718,50.0,83.58049519645641,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,5
12,20260702,20260702,20260703,20260706,001313.SZ,粤海饲料,2→3,饲料,8.58,TOP20,0,1,TOP20,限价竞价,≤8.90,限价竞价,≤8.90,冲高至9.42附近优先兑现；强势放量再看9.97；弱于8.45止损,冲高至9.42附近优先兑现；强势放量再看9.97；弱于8.45止损,限价竞价,≤8.90,限价竞价,≤8.90,冲高至9.42附近优先兑现；强势放量再看9.97；弱于8.45止损,冲高至9.42附近优先兑现；强势放量再看9.97；弱于8.45止损,0.487663,0.487663,64.761,64.761,0.749519,0.749519,67.093,67.093,0.680218,64.0023,0.766441,70.6368,0.6232917636574145,0.9439030376396458,0.6803654659973156,0.6526675292955545,0.7407302503504865,0.8352631167598786,0.7553167011375032,0.2599427299709878,0.353500793756974,0.0893464974727415,0.1026195403172565,0.021633077168751,0.0471205943075889,0.7107875176480918,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.680321,0.487663,historical_bin_blend_v1,53.3359,64.966,75.8779,87.478,63.3381,63.3381,10,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.714175,0.674812,0.652668,0.715303,0.244994,0.157997,90.3191,32.7337,60.65,74.65,0.292,0.0,88.0153,88.0,0.137418,39.0667,56.5272,62.6914,66.6918,56.9098,0.569098,1,0,ELIGIBLE,ok,professional_score_rule_guarded,12,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0979724603402685,0.0979724603402685,up,high,0.943535,ehx:model_v1,-0.0445876010077529,0.036855214441226,0.0934652611154742,0.1500753077897224,0.2315181232387028,8.20584177730764,8.902117127477402,9.420603709719504,9.96928853942516,10.815194426609994,0.867276151044406,0.867276151044406,8,14,14,0.5862481501562838,0.0,0.538592,,,,30.0,,,0.8377588050675068,,限价竞价,BUY_LIMIT,63.3192,50.0,83.80585111286545,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,6
21,20260702,20260702,20260703,20260706,605055.SH,迎丰股份,1→2,纺织制造,11.14,FULL,0,0,Outside TOP20,限价竞价,≤11.50,限价竞价,≤11.50,冲高至12.17附近优先兑现；强势放量再看12.72；弱于10.97止损,冲高至12.17附近优先兑现；强势放量再看12.72；弱于10.97止损,限价竞价,≤11.50,限价竞价,≤11.50,冲高至12.17附近优先兑现；强势放量再看12.72；弱于10.97止损,冲高至12.17附近优先兑现；强势放量再看12.72；弱于10.97止损,0.4899,0.4899,64.2957,64.2957,0.617141,0.617141,62.0531,62.0531,0.738996,63.2975,0.822717,74.0931,0.7643882710218899,0.9553621062487028,0.660091788009576,0.6496111471708608,0.636045967737685,0.6622299152319926,0.4110888216991175,0.4011619770684435,0.4203784469614173,0.0781042185350541,0.103485766313398,0.0458861696737129,0.037801635962457,0.6243205821285799,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.683763,0.4899,historical_bin_blend_v1,53.3954,64.9436,69.2157,86.1358,61.6071,61.6071,14,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.65837,0.677725,0.649611,0.607747,0.363998,0.199624,80.2926,32.7337,47.18,48.98,0.0,0.0,82.875,88.0,0.123437,81.7523,41.3624,58.2888,60.9932,52.4732,0.524732,1,0,ELIGIBLE,ok,professional_score_rule_guarded,21,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.092141619692501,0.092141619692501,up,high,0.969493,ehx:model_v1,-0.0198764599550386,0.0438470287468884,0.0881405572770007,0.132434085807113,0.1961575745090413,10.920762288767737,11.6393228154726,12.166457643374462,12.71746595010258,13.554245360717164,0.9102312326592537,0.9102312326592537,23,29,29,0.6540176028328487,0.0,0.568293,,,,19.0,,,0.8031320862383031,,限价竞价,BUY_LIMIT,63.2127,50.0,89.77878587435917,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,7
17,20260702,20260702,20260703,20260706,002029.SZ,七 匹 狼,1→2,服装家纺,8.59,TOP20,0,1,TOP20,限价竞价,≤8.91,限价竞价,≤8.91,冲高至9.43附近优先兑现；强势放量再看9.97；弱于8.46止损,冲高至9.43附近优先兑现；强势放量再看9.97；弱于8.46止损,限价竞价,≤8.91,限价竞价,≤8.91,冲高至9.43附近优先兑现；强势放量再看9.97；弱于8.46止损,冲高至9.43附近优先兑现；强势放量再看9.97；弱于8.46止损,0.48521,0.48521,64.3462,64.3462,0.753793,0.753793,67.0204,67.0204,0.667637,62.9653,0.787812,70.3065,0.6232917636574145,0.9439030376396458,0.6803654659973156,0.6526675292955545,0.7407302503504865,0.8352631167598786,0.7553167011375032,0.2599427299709878,0.353500793756974,0.0893464974727415,0.1026195403172565,0.021633077168751,0.0471205943075889,0.7107875176480918,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.676547,0.48521,historical_bin_blend_v1,53.1178,65.0728,75.2035,86.276,62.9223,62.9223,12,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.717253,0.673929,0.652668,0.716438,0.24399,0.157678,90.3191,32.7337,60.65,74.65,0.292,0.0,87.3578,88.0,0.145167,39.0667,56.5272,61.961,66.0752,55.6342,0.556342,1,0,ELIGIBLE,ok,professional_score_rule_guarded,17,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0979724603402685,0.0979724603402685,up,high,0.944485,ehx:model_v1,-0.0422985521108129,0.0377938633247221,0.0934652611154742,0.1491366589062263,0.2292290743417629,8.234232700555017,8.920862184007943,9.431583434322906,9.971543584437365,10.803042531527986,0.8712633366528786,0.8712633366528786,9,15,15,0.5986689522759061,0.0,0.522936,,,,40.0,,,0.8187549056959084,,限价竞价,BUY_LIMIT,63.0916,50.0,83.80585111286545,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,8
20,20260702,20260702,20260703,20260706,002427.SZ,尤夫股份,1→2,化学纤维,5.3,TOP20,0,1,TOP20,限价竞价,≤5.50,限价竞价,≤5.50,冲高至5.87附近优先兑现；强势放量再看6.14；弱于5.22止损,冲高至5.87附近优先兑现；强势放量再看6.14；弱于5.22止损,限价竞价,≤5.50,限价竞价,≤5.50,冲高至5.87附近优先兑现；强势放量再看6.14；弱于5.22止损,冲高至5.87附近优先兑现；强势放量再看6.14；弱于5.22止损,0.488284,0.488284,64.4143,64.4143,0.720533,0.720533,65.2075,65.2075,0.847165,62.7022,0.811614,77.8679,0.5845604728339674,0.9388851364721096,0.6101801120636025,0.6555570565575056,0.7026193005914173,0.6945083397852211,0.6870785305576459,0.3765637973900365,0.3804408220086584,0.0776134391942142,0.1025307562165564,0.0224445046228596,0.0485210631952857,0.652956010095022,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.681276,0.488284,historical_bin_blend_v1,53.3979,63.2294,74.8188,84.6329,62.6886,62.6886,13,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.682461,0.674671,0.655557,0.689299,0.28715,0.172209,94.8138,32.7337,60.65,74.65,0.292,0.0,86.6339,88.0,0.156133,41.7236,59.0101,61.4311,64.639,54.7025,0.547025,1,0,ELIGIBLE,ok,professional_score_rule_guarded,20,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.1068852756671803,0.1068852756671803,up,high,0.966099,ehx:model_v1,-0.0094731347287567,0.0560237886412721,0.1015500130056519,0.1470762373700317,0.2125731607400618,5.2500294485179735,5.605401067093177,5.866491961036055,6.13974406415629,6.555339977876866,0.9337743368387268,0.9337743368387268,10,8,8,0.6084341237590556,0.0,0.536766,,,,33.0,,,0.7818369425398579,,限价竞价,BUY_LIMIT,62.832,50.0,81.78713481906287,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,market_cap_overflow,9
31,20260702,20260702,20260703,20260706,603926.SH,铁流股份,1→2,汽车零部件,19.26,FULL,0,0,Outside TOP20,只观察不追,≤19.45,只观察不追,≤19.45,冲高至20.63附近优先兑现；强势放量再看21.51；弱于18.97止损,冲高至20.63附近优先兑现；强势放量再看21.51；弱于18.97止损,只观察不追,≤19.45,只观察不追,≤19.45,冲高至20.63附近优先兑现；强势放量再看21.51；弱于18.97止损,冲高至20.63附近优先兑现；强势放量再看21.51；弱于18.97止损,0.465844,0.465844,73.6129,73.6129,0.658583,0.658583,64.0033,64.0033,0.756554,65.3775,0.742321,73.3082,0.6977484362863745,0.9313287486874756,0.5996956222993,0.7910321623710026,0.672424987275453,0.609789826329054,0.5611408883639768,0.3023046497711514,0.3811901493347156,0.0772178332706517,0.0952285484772542,0.0382743494578413,0.0384122457506274,0.6518433281022081,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.646753,0.465844,historical_bin_blend_v1,55.1406,66.6071,79.4869,86.2,65.2298,65.2298,8,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.669549,0.713247,0.791032,0.614831,0.365849,0.188413,52.8341,32.7337,47.18,48.98,0.0,0.0,82.9614,18.0,0.121304,74.6917,42.9234,59.558,60.5593,47.4324,0.474324,1,0,ELIGIBLE,ok,professional_score_rule_guarded,34,5511.0,0.4011976047904191,-0.0073967290649395,-0.0049825610363727,110.0,0.0199600798403193,256.0,0.0464525494465614,3454589984.6078005,0.3273367100065912,0.0,0.0712061164509587,0.0712061164509587,up,high,0.975399,ehx:model_v1,-0.0330054490244661,0.0270448749937921,0.0687852252841989,0.1105255755746056,0.1705758995928651,18.63469111652029,19.787991847312227,20.631429802845467,21.51081822724504,22.84212241824508,0.8668261365682157,0.8668261365682157,12,65,65,0.7324201170452481,0.0,0.656031,,,,2.0,,,0.8009396900614528,,只观察不追,WATCH_ONLY,57.5104,80.0,91.65352876008556,FROZEN_NEGATIVE_IC,CAUTION,WATCH_ONLY,premium_watch_only,10
