rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260312,20260316,601991.SH,大唐发电,,,,,,,,,,,,,,,,,,
2,20260312,20260316,601016.SH,节能风电,,,,,,,,,,,,,,,,,,
3,20260312,20260316,002015.SZ,协鑫能科,,,,,,,,,,,,,,,,,,
4,20260312,20260316,000537.SZ,绿发电力,,,,,,,,,,,,,,,,,,
5,20260312,20260316,000420.SZ,吉林化纤,,,,,,,,,,,,,,,,,,
6,20260312,20260316,600821.SH,金开新能,,,,,,,,,,,,,,,,,,
7,20260312,20260316,002498.SZ,汉缆股份,,,,,,,,,,,,,,,,,,
8,20260312,20260316,688295.SH,中复神鹰,,,,,,,,,,,,,,,,,,
9,20260312,20260316,000593.SZ,德龙汇能,,,,,,,,,,,,,,,,,,
10,20260312,20260316,601330.SH,绿色动力,,,,,,,,,,,,,,,,,,
11,20260312,20260316,600844.SH,金煤科技,,,,,,,,,,,,,,,,,,
12,20260312,20260316,600121.SH,郑州煤电,,,,,,,,,,,,,,,,,,
13,20260312,20260316,000553.SZ,安道麦A,,,,,,,,,,,,,,,,,,
14,20260312,20260316,603978.SH,深圳新星,,,,,,,,,,,,,,,,,,
15,20260312,20260316,600726.SH,华电能源,,,,,,,,,,,,,,,,,,
16,20260312,20260316,002445.SZ,中南文化,,,,,,,,,,,,,,,,,,
17,20260312,20260316,601015.SH,陕西黑猫,,,,,,,,,,,,,,,,,,
18,20260312,20260316,301068.SZ,大地海洋,,,,,,,,,,,,,,,,,,
19,20260312,20260316,600703.SH,三安光电,,,,,,,,,,,,,,,,,,
20,20260312,20260316,002254.SZ,泰和新材,,,,,,,,,,,,,,,,,,
21,20260312,20260316,000890.SZ,法尔胜,,,,,,,,,,,,,,,,,,
22,20260312,20260316,300690.SZ,双一科技,,,,,,,,,,,,,,,,,,
23,20260312,20260316,605305.SH,中际联合,,,,,,,,,,,,,,,,,,
24,20260312,20260316,600714.SH,金瑞矿业,,,,,,,,,,,,,,,,,,
25,20260312,20260316,000600.SZ,建投能源,,,,,,,,,,,,,,,,,,
26,20260312,20260316,603281.SH,江瀚新材,,,,,,,,,,,,,,,,,,
27,20260312,20260316,600722.SH,金牛化工,,,,,,,,,,,,,,,,,,
28,20260312,20260316,601868.SH,中国能建,,,,,,,,,,,,,,,,,,
29,20260312,20260316,603507.SH,振江股份,,,,,,,,,,,,,,,,,,
30,20260312,20260316,603077.SH,和邦生物,,,,,,,,,,,,,,,,,,
