rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260526,20260528,001257.SZ,盛龙股份,25.83,0.0,0.018736131359096846,0.018736131359096846,up,high,1.0,ehx:coldstart_v1,-0.06367990916625528,-0.015161715420742333,0.01856277209042879,0.05228725960159991,0.10080545334711374,24.236425754128263,25.441326812390237,26.313954273005468,27.21651251084137,28.56956700242323,1,1,0.6534103266229095,0.0,0.0,,,,,,,,
2,20260526,20260528,600173.SH,卧龙新能,7.41,0.0,0.01649005332925579,0.01649005332925579,up,high,1.0,ehx:coldstart_v1,-0.06588711243299697,-0.01736891868748401,0.016355568823687112,0.050080056334858236,0.09859825008037207,6.93751281914131,7.282407591261971,7.532191295169786,7.790542481459768,8.177845171038367,2,2,0.5949435947275119,0.0,0.0,,,,,,,,
3,20260526,20260528,600162.SH,香江控股,2.1,0.0,0.012555459772644814,0.012555459772644814,up,high,1.0,ehx:coldstart_v1,-0.06976538767413341,-0.021247193928620466,0.012477293582550657,0.04620178109372178,0.09471997483923561,1.958486452968186,2.0558515687535097,2.126366465522554,2.199299995398153,2.3086370287863978,3,3,0.4925238107594491,0.0,0.0,,,,,,,,
4,20260526,20260528,001366.SZ,播恩集团,18.61,0.0,0.01234763092918305,0.01234763092918305,up,high,1.0,ehx:coldstart_v1,-0.06997066055375503,-0.02145246680824208,0.012272020702929041,0.04599650821410017,0.09451470195961399,17.352358089558678,18.21502137322742,18.839789411592093,19.485986746896042,20.45472224819474,4,4,0.4871139037529372,0.0,0.0,,,,,,,,
5,20260526,20260528,603608.SH,天创时尚,19.11,0.0,0.008399686438933974,0.008399686438933974,up,high,1.0,ehx:coldstart_v1,-0.07387807587419835,-0.0253598821286854,0.008364605382485724,0.04208909289365685,0.09060728663917067,17.74907997844811,18.631466080514574,19.27051800784803,19.931489163870403,20.922372581661257,5,5,0.384346587131422,0.0,0.0,,,,,,,,
6,20260526,20260528,002771.SZ,真视通,14.99,0.0,0.005338361858211489,0.005338361858211489,up,high,1.0,ehx:coldstart_v1,-0.07691851794323973,-0.028400324197726774,0.005324163313444349,0.03904865082461547,0.0875668445701293,13.880219848346496,14.57026761998761,15.07002204425459,15.58691784787632,16.36181320581704,6,6,0.3046585081208464,0.0,0.0,,,,,,,,
7,20260526,20260528,002886.SZ,沃特股份,31.59,0.0,0.004995483914025017,0.004995483914025017,up,high,1.0,ehx:coldstart_v1,-0.07725963337362689,-0.028741439628113936,0.004983047883057187,0.03870753539422831,0.08722572913974214,29.241267480849263,30.69498159241109,31.747807336844048,32.83674458845625,34.4692059384047,7,7,0.2957331936085032,0.0,0.0,,,,,,,,
8,20260526,20260528,600726.SH,华电能源,7.61,0.0,0.004388206054980372,0.004388206054980372,up,high,1.0,ehx:coldstart_v1,-0.07786407530332434,-0.02934588155781139,0.004378605953359734,0.038103093464530856,0.08662128721004468,7.039936122148048,7.38992281448151,7.643394248078402,7.905559651729183,8.298580358955343,8,8,0.279925393835275,0.0,0.0,,,,,,,,
9,20260526,20260528,002181.SZ,粤 传 媒,14.49,0.0,0.003769019219133406,0.003769019219133406,up,high,1.0,ehx:coldstart_v1,-0.07848074699384368,-0.029962553248330723,0.0037619342628403994,0.03748642177401152,0.08600461551952535,13.396292764832438,14.062282358053888,14.544613088485242,15.043487572454953,15.791366582333904,9,9,0.2638075963929546,0.0,0.0,,,,,,,,
10,20260526,20260528,600172.SH,黄河旋风,13.3,0.0,0.0032299089008145983,0.0032299089008145983,up,high,1.0,ehx:coldstart_v1,-0.07901797730695616,-0.030499783561443207,0.003224703949727917,0.03694919146089904,0.08546738520641287,12.289510060839055,12.900476538654122,13.342957788380835,13.800615970197851,14.486706277236069,10,10,0.2497742377899061,0.0,0.0,,,,,,,,
11,20260526,20260528,300795.SZ,米奥会展,12.31,0.0,0.001413392399457877,0.001413392399457877,flat,high,1.0,ehx:coldstart_v1,-0.08083028675609251,-0.03231209301057955,0.001412394500591571,0.035136882011762696,0.08365507575727651,11.354131124603118,11.918595734462071,12.327398860437327,12.750223772160705,13.384094387902671,11,11,0.2024892450793435,0.0,0.0,,,,,,,,
12,20260526,20260528,603773.SH,沃格光电,91.54,0.0,0.0012560658082503664,0.0012560658082503664,flat,high,1.0,ehx:coldstart_v1,-0.08098740363914714,-0.032469209893634186,0.001255277617536937,0.03497976512870806,0.08349795887422189,84.41867387622104,88.6155034963314,91.65498026408724,94.79870988441657,99.51157749205667,12,12,0.1983939413962398,0.0,0.0,,,,,,,,
13,20260526,20260528,600520.SH,三佳科技,36.82,0.0,0.0011563362959826863,0.0011563362959826863,flat,high,1.0,ehx:coldstart_v1,-0.08108701300257831,-0.032568819257065354,0.0011556682541057682,0.03488015576527689,0.08339834951079071,33.95221730608417,35.64013379086011,36.862576302418084,38.126948109270884,40.02240912283785,13,13,0.1957979235471957,0.0,0.0,,,,,,,,
14,20260526,20260528,605006.SH,山东玻纤,17.92,0.0,0.0005462065453247107,0.0005462065453247107,flat,high,1.0,ehx:coldstart_v1,-0.08169662382785797,-0.03317843008234502,0.0005460574288261005,0.034270544939997226,0.08278873868551105,16.5142027555737,17.335197591132495,17.92978802129222,18.544772668349616,19.466716210685536,14,14,0.1799158873582526,0.0,0.0,,,,,,,,
15,20260526,20260528,002185.SZ,华天科技,18.67,0.0,0.00014581970083616817,0.00014581970083616817,flat,high,1.0,ehx:coldstart_v1,-0.08209687218650706,-0.0335786784409941,0.00014580907017701933,0.033870296581348144,0.08238849032686196,17.198481333669662,18.05349471599183,18.67272245381461,19.31318945845644,20.273334434162884,15,15,0.1694935823536431,0.0,0.0,,,,,,,,
16,20260526,20260528,600584.SH,长电科技,88.19,0.0,7.247220901743598e-05,7.247220901743598e-05,flat,high,1.0,ehx:coldstart_v1,-0.08217021167365031,-0.03365201792813736,7.246958303376917e-05,0.03379695709420489,0.08231515083971871,81.2331460308785,85.27160882285528,88.19639132411325,91.2214927099068,95.75652086205434,16,16,0.1675843040105086,0.0,0.0,,,,,,,,
17,20260526,20260528,600367.SH,红星发展,29.78,0.0,4.69218030959795e-05,4.69218030959795e-05,flat,high,1.0,ehx:coldstart_v1,-0.08219576055438146,-0.03367756680886851,4.6920702302610616e-05,0.033771408213473735,0.08228960195898756,27.430108671071793,28.793781982528852,29.7813973312962,30.802887496428855,32.334236719226304,17,17,0.1669192119197703,0.0,0.0,,,,,,,,
18,20260526,20260528,000759.SZ,中百集团,5.52,0.0,-0.00015589466381324396,-0.00015589466381324396,flat,high,1.0,ehx:coldstart_v1,-0.08239858807333347,-0.03388039432782053,-0.00015590681664940463,0.03356858069452172,0.08208677444003555,5.083394627673865,5.336112896802479,5.51913946145575,5.70844376498311,5.9922360206248335,18,18,0.1616397800223876,0.0,0.0,,,,,,,,
19,20260526,20260528,003036.SZ,泰坦股份,61.58,0.0,-0.000356316785392652,-0.000356316785392652,flat,high,1.0,ehx:coldstart_v1,-0.08259906153798606,-0.03408086779247311,-0.00035638028130198176,0.03336810722986914,0.08188630097538296,56.697951478744855,59.516660080048794,61.558058012355524,63.66947508741019,66.83476928920639,19,19,0.1564226743419054,0.0,0.0,,,,,,,,
20,20260526,20260528,000509.SZ,华塑控股,4.74,0.0,-0.0004581243025309622,-0.0004581243025309622,flat,high,1.0,ehx:coldstart_v1,-0.08270091053021439,-0.03418271678470144,-0.0004582292735303151,0.03326625823764081,0.08178445198315464,4.363769400139574,4.5807118825657955,4.737828490806003,4.900334136649485,5.143951650510027,20,20,0.1537725648041335,0.0,0.0,,,,,,,,
21,20260526,20260528,002388.SZ,新亚制程,6.44,0.0,-0.0011290210852839117,-0.0011290210852839117,flat,high,1.0,ehx:coldstart_v1,-0.08337234016639684,-0.03485414642088389,-0.0011296589097127675,0.032594828601458355,0.08111302234697218,5.924854915878723,6.219405937164316,6.432729104210772,6.653369171626571,6.984137892939989,21,21,0.1363087270364504,0.0,0.0,,,,,,,,
22,20260526,20260528,603353.SH,和顺石油,55.07,0.0,-0.0012761341767131731,-0.0012761341767131731,flat,high,1.0,ehx:coldstart_v1,-0.08351963038601544,-0.035001436640502495,-0.0012769491293313682,0.03244753838183975,0.08096573212735358,50.657407708756594,53.175813878721335,54.99972329088841,56.88619207546825,59.71425895824909,22,22,0.1324792867584978,0.0,0.0,,,,,,,,
23,20260526,20260528,001331.SZ,胜通能源,67.83,0.0,-0.0013088391931296486,-0.0013088391931296486,flat,high,1.0,ehx:coldstart_v1,-0.08355237772793825,-0.03503418398242529,-0.001309696471254168,0.03241479103991696,0.08093298478543078,62.39294432266025,65.49477647419556,67.74122143753002,70.06471857578529,73.54794891738848,23,23,0.1316279559493932,0.0,0.0,,,,,,,,
24,20260526,20260528,601958.SH,金钼股份,23.23,0.0,-0.001384023973517379,-0.001384023973517379,flat,high,1.0,ehx:coldstart_v1,-0.08362766387600903,-0.03510947013049608,-0.0013849826193249601,0.032339504891846164,0.08085769863735999,21.366342059206982,22.428558428051744,23.197849123095192,23.9935261851171,25.18635162007053,24,24,0.1296708519044127,0.0,0.0,,,,,,,,
25,20260526,20260528,003004.SZ,声迅股份,54.74,0.0,-0.0014368422310375877,-0.0014368422310375877,flat,high,1.0,ehx:coldstart_v1,-0.08368055673538129,-0.03516236298986834,-0.0014378754786972155,0.032286612032473905,0.08080480577798774,50.34574699996128,52.848659123004424,54.661347256273004,56.53620987652043,59.34687757981156,25,25,0.1282959616020332,0.0,0.0,,,,,,,,
