rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260309,20260311,002112.SZ,三变科技,27.63,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,25.448567578972195,26.713729625481136,27.63,28.577698086447942,29.998423197335537,1,0.8782345505747503,0.0,0.0,,,,,,,,
2,20260309,20260311,688158.SH,优刻得-W,45.38,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,41.797176863328204,43.87510135375802,45.38,46.93651607538935,49.26994009030354,2,0.8773363689252828,0.0,0.0,,,,,,,,
3,20260309,20260311,002261.SZ,拓维信息,42.96,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,39.568239710193474,41.535353771649284,42.96,44.43351103126325,46.642499477290436,3,0.8578677662384943,0.0,0.0,,,,,,,,
4,20260309,20260311,002300.SZ,太阳电缆,11.57,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,10.656530108168958,11.186313853304986,11.57,11.966846429974764,12.561771856430408,4,0.8377249382615652,0.0,0.0,,,,,,,,
5,20260309,20260311,600268.SH,国电南自,16.34,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.04993102571139,15.798130368453196,16.34,16.9004555458762,17.740652734146316,5,0.8243739086947157,0.0,0.0,,,,,,,,
6,20260309,20260311,000066.SZ,中国长城,17.26,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.897295563266745,16.687621184792054,17.26,17.852011182486123,18.739514454795927,6,0.8234793960595218,0.0,0.0,,,,,,,,
7,20260309,20260311,000533.SZ,顺钠股份,16.37,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.077562478022978,15.827135503768593,16.37,16.931484534026524,17.773224311993587,7,0.8211197288239441,0.0,0.0,,,,,,,,
8,20260309,20260311,002015.SZ,协鑫能科,17.18,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.823611690435843,16.610274157284326,17.18,17.769267214085257,18.652656913869873,8,0.8152638281626401,0.0,0.0,,,,,,,,
9,20260309,20260311,600821.SH,金开新能,9.46,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.713117962253964,9.146286002788694,9.46,9.78447426340201,10.270904214505762,9,0.7836714600232757,0.0,0.0,,,,,,,,
10,20260309,20260311,600602.SH,云赛智联,22.26,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,20.502537615198015,21.52181040402498,22.26,23.023509207540037,24.168110762674235,10,0.7818088191047446,0.0,0.0,,,,,,,,
11,20260309,20260311,003035.SZ,南网能源,9.58,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.823643771500313,9.262306544050283,9.58,9.908590216003304,10.40119052589484,11,0.7772992679567522,0.0,0.0,,,,,,,,
12,20260309,20260311,300113.SZ,顺网科技,29.36,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,27.041981328940416,28.386359095335727,29.36,30.367036403116597,31.876717519861433,12,0.6169604501192003,0.0,0.0,,,,,,,,
13,20260309,20260311,601789.SH,宁波建工,6.04,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,5.563132398732974,5.839700576833372,6.04,6.247169614265132,6.557744339916998,13,0.4493506877239114,0.0,0.0,,,,,,,,
14,20260309,20260311,601877.SH,正泰电器,39.05,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,35.96694042558322,37.75501780220913,39.05,40.389399575671085,42.397337164529596,14,0.340652714174966,0.0,0.0,,,,,,,,
15,20260309,20260311,000862.SZ,银星能源,8.36,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.699964710829082,8.082764374557447,8.36,8.646744697890147,9.076613026772533,15,0.3314967289593769,0.0,0.0,,,,,,,,
16,20260309,20260311,002068.SZ,黑猫股份,9.52,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.768380866877138,9.204296273419487,9.52,9.846532239702658,10.336047370200301,16,0.3254623506147406,0.0,0.0,,,,,,,,
17,20260309,20260311,605268.SH,王力安防,15.33,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.119672131221273,14.821624146168144,15.33,15.855812944815309,16.6440762799549,17,0.3183215516285884,0.0,0.0,,,,,,,,
