rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260420,20260422,600330.SH,天通股份,23.9,25.87,0.07920553726047291,0.025761772018244665,0.0,0.026096474462125794,0.026096474462125794,up,high,True,False,0.05344376524222825,1.3462942603551973,0.08242677824267797,0.08242677824267797,0.05633030378055218,1,是
2,20260420,20260422,003018.SZ,金富科技,43.14,52.2,0.1906318539275827,0.01767067773491562,0.0,0.01782772785761691,0.01782772785761691,up,high,False,False,0.17296117619266707,8.290911820222412,0.21001390820584143,0.21001390820584143,0.19218618034822452,1,是
3,20260420,20260422,600961.SH,株冶集团,24.3,29.18,0.18300719274813684,0.017655484595425135,0.0,0.017812263976443032,0.017812263976443032,up,high,False,False,0.16535170815271172,4.447161985372432,0.20082304526748973,0.20082304526748973,0.1830107812910467,1,是
4,20260420,20260422,603178.SH,圣龙股份,19.16,21.16,0.09928783444738419,0.012033438315469177,0.0,0.012106131424366387,0.012106131424366387,up,high,False,False,0.08725439613191502,1.7680465219091381,0.10438413361169108,0.10438413361169108,0.0922780021873247,1,是
5,20260420,20260422,603778.SH,国晟科技,26.68,26.1,-0.02197890671877523,0.010120286861194032,0.0,0.01017167015588018,0.01017167015588018,up,high,True,True,-0.032099193579969265,-0.8513801597588824,-0.021739130434782594,0.021739130434782594,0.03191080059066277,0,否
6,20260420,20260422,600156.SH,华升股份,10.19,10.11,-0.007881814202253368,0.0074878177781989835,0.0,0.007515921587347833,0.007515921587347833,up,high,True,True,-0.015369631980452351,-0.1565872409750746,-0.007850834151128527,0.007850834151128527,0.01536675573847636,0,否
7,20260420,20260422,001896.SZ,豫能控股,18.79,17.5,-0.07112393249590558,0.0066363409249700035,0.0,0.006658410228202283,0.006658410228202283,up,high,True,False,-0.07776027342087559,-1.4151115281879214,-0.06865353911655137,0.06865353911655137,0.07531194934475365,0,否
8,20260420,20260422,603773.SH,沃格光电,58.19,64.36,0.10077880345560396,0.006292710628674035,0.0,0.00631255132762828,0.00631255132762828,up,high,False,False,0.09448609282692992,5.802672638245312,0.1060319642550267,0.1060319642550267,0.09971941292739842,1,是
9,20260420,20260422,603108.SH,润达医疗,14.1,13.89,-0.015005640617870162,0.004688725174851187,0.0,0.004699734446491721,0.004699734446491721,up,high,True,True,-0.01969436579272135,-0.2762662556955302,-0.014893617021276562,0.014893617021276562,0.019593351467768284,0,否
10,20260420,20260422,605299.SH,舒华体育,20.53,20.47,-0.0029268313576441296,0.004579987349660453,0.0,0.004590491521924959,0.004590491521924959,up,high,True,True,-0.007506818707304583,-0.15424279094512272,-0.00292255236239658,0.00292255236239658,0.007513043884321539,0,否
11,20260420,20260422,002081.SZ,金 螳 螂,4.08,4.94,0.19126834278376093,0.00353342645327816,0.0,0.003539676363559931,0.003539676363559931,up,high,False,False,0.18773491633048275,0.8455581204366753,0.21078431372549034,0.21078431372549034,0.2072446373619304,1,是
12,20260420,20260422,002309.SZ,中利集团,4.38,4.37,-0.002285715280855951,0.0034536158140728917,0.0,0.003459586416578951,0.003459586416578951,up,high,True,True,-0.005739331094928843,-0.025152988504615337,-0.0022831050228310223,0.0022831050228310223,0.005742691439409973,0,否
13,20260420,20260422,600590.SH,泰豪科技,17.42,17.27,-0.008648079265769614,0.0032163793311065017,0.0,0.003221557429194858,0.003221557429194858,up,high,True,True,-0.011864458596876116,-0.20611953041657927,-0.008610792192881855,0.008610792192881855,0.011832349622076714,0,否
14,20260420,20260422,603025.SH,大豪科技,16.89,16.38,-0.030660652394785406,0.00316903489909324,0.0,0.003174061598715343,0.003174061598715343,up,high,True,False,-0.03382968729387865,-0.5636099004023016,-0.030195381882770933,0.030195381882770933,0.03336944348148627,0,否
15,20260420,20260422,002885.SZ,京泉华,29.3,30.43,0.037841447885858144,0.0028255332288646055,0.0,0.0028295288102080083,0.0028295288102080083,up,high,True,False,0.03501591465699354,1.0470948058609046,0.038566552901023954,0.038566552901023954,0.035737024090815944,1,是
16,20260420,20260422,603699.SH,纽威股份,56.32,59.07,0.047673469469356904,0.002557752492427499,0.0,0.002561026331962462,0.002561026331962462,up,high,True,False,0.045115716976929406,2.605762996983877,0.048828125,0.048828125,0.046267098668037535,1,是
17,20260420,20260422,003006.SZ,百亚股份,18.33,18.93,0.03220890336961786,0.0022198515841509994,0.0,0.002222317278833352,0.002222317278833352,up,high,True,True,0.02998905178546686,0.5592649242789847,0.032733224222585955,0.032733224222585955,0.0305109069437526,1,是
18,20260420,20260422,600979.SH,广安爱众,4.84,5.26,0.0832163060210782,0.0022141895123011517,0.0,0.0022166426401285196,0.0022166426401285196,up,high,True,False,0.08100211650877705,0.4092714496217784,0.08677685950413228,0.08677685950413228,0.08456021686400375,1,是
19,20260420,20260422,600103.SH,青山纸业,4.73,5.5,0.1508228897345835,0.0019097642133554427,0.0,0.0019115889744670135,0.0019115889744670135,flat,high,False,False,0.14891312552122804,0.7609581841507707,0.16279069767441845,0.16279069767441845,0.16087910869995142,1,是
20,20260420,20260422,603318.SH,水发燃气,8.47,9.41,0.10524244493332517,0.0014835485908361575,0.0,0.0014846495934431473,0.0014846495934431473,flat,high,False,False,0.10375889634248901,0.9274250179435359,0.11097992916174726,0.11097992916174726,0.10949527956830411,1,是
21,20260420,20260422,603268.SH,松发股份,133.34,141.27,0.05777069573365898,0.0008064690322917531,0.0,0.0008067943158796123,0.0008067943158796123,flat,high,True,False,0.05696422670136723,7.822422045920632,0.0594720263986801,0.0594720263986801,0.058665232082800486,1,是
22,20260420,20260422,688811.SH,有研复材,23.82,25.07,0.05114634824304789,0.000519455047778858,0.0,0.0005195899879162898,0.0005195899879162898,flat,high,True,False,0.05062689319526903,1.2376233664878349,0.05247691015952971,0.05247691015952971,0.05195732017161342,1,是
23,20260420,20260422,600149.SH,廊坊发展,6.34,6.23,-0.01750243564977267,0.00046567246328408393,0.0,0.00046578090553781834,0.00046578090553781834,flat,high,True,True,-0.017968108113056755,-0.1129530509411083,-0.017350157728706517,0.017350157728706517,0.017815938634244334,0,否
24,20260420,20260422,003023.SZ,彩虹集团,31.74,32.2,0.01438873745209967,0.0004614358020656683,0.0,0.00046154227994232063,0.00046154227994232063,flat,high,True,True,0.013927301650034002,0.4453506480346334,0.01449275362318847,0.01449275362318847,0.01403121134324615,1,是
