rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260304,20260306,600759.SH,洲际油气,8.26,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.607859869790458,7.98608059017279,8.26,8.54331473738907,8.968041100614967,1,0.7765364316270068,0.0,0.0,,,,,,,,
2,20260304,20260306,001309.SZ,德明利,251.57,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,231.7081486008699,243.22739637648533,251.57,260.19875163256273,273.1343946345893,2,0.7063052045703226,0.0,0.0,,,,,,,,
3,20260304,20260306,000525.SZ,红太阳,6.83,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.290760642938115,6.603502473472174,6.83,7.0642663022236505,7.415462556561771,3,0.6570567007888654,0.0,0.0,,,,,,,,
4,20260304,20260306,688525.SH,佰维存储,175.99,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,162.09530974387684,170.15379213856048,175.99,182.02638748584778,191.07573284470075,4,0.6351665077249178,0.0,0.0,,,,,,,,
5,20260304,20260306,002389.SZ,航天彩虹,28.77,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,26.498562766812526,27.815924767466242,28.77,29.756799636160235,31.236143155531792,5,0.59489413711033,0.0,0.0,,,,,,,,
6,20260304,20260306,000533.SZ,顺钠股份,12.3,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.328895447750924,11.892105479312994,12.3,12.721885141632635,13.354346917380642,6,0.4903610855410715,0.0,0.0,,,,,,,,
7,20260304,20260306,603175.SH,超颖电子,79.64,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,73.35229540316126,76.998965883942,79.64,82.37162054305878,86.46668199188571,7,0.3320690853052476,0.0,0.0,,,,,,,,
8,20260304,20260306,300265.SZ,通光线缆,17.88,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.46834557770622,17.287060647976936,17.88,18.493276937592803,19.412660396972832,8,0.3157449060976947,0.0,0.0,,,,,,,,
9,20260304,20260306,002490.SZ,山东墨龙,11.72,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,10.794687369726898,11.331339529881975,11.72,12.12199137072638,12.724629745666759,9,0.2861836815944779,0.0,0.0,,,,,,,,
10,20260304,20260306,002498.SZ,汉缆股份,8.13,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.488123576440246,7.860391670472735,8.13,8.40885578873767,8.826897596610133,10,0.2342687713153616,0.0,0.0,,,,,,,,
11,20260304,20260306,600821.SH,金开新能,7.87,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.248650989739819,7.609013831072622,7.87,8.139937891434865,8.54461058860046,11,0.2302841293981809,0.0,0.0,,,,,,,,
12,20260304,20260306,603530.SH,神马电力,67.21,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,61.903663662060126,64.98117148492895,67.21,69.51527645277474,72.97119157050022,12,0.2164164598082182,0.0,0.0,,,,,,,,
13,20260304,20260306,603045.SH,福达合金,32.41,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,29.85117898061849,31.335214519067808,32.41,33.521650198399485,35.1881612676672,13,0.1719524418393869,0.0,0.0,,,,,,,,
14,20260304,20260306,002162.SZ,悦心健康,6.08,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,5.599974335148424,5.8783740905872355,6.08,6.288541598465563,6.601173110380024,14,0.1405601098119474,0.0,0.0,,,,,,,,
15,20260304,20260306,603318.SH,水发燃气,10.67,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.827586538821329,10.31615979384306,10.67,11.035976785465058,11.584624521012312,15,0.1225177764997444,0.0,0.0,,,,,,,,
16,20260304,20260306,000010.SZ,美丽生态,4.42,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,4.071033973907243,4.273423269801905,4.42,4.571604254147662,4.798879136164426,16,0.081369699298258,0.0,0.0,,,,,,,,
