rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260527,20260529,002484.SZ,江海股份,67.6,77.85,0.14117591523108894,0.02541192966163351,0.0,0.025737565237874543,0.025737565237874543,up,high,False,False,0.11576398556945543,8.510140589919672,0.15162721893491127,0.15162721893491127,0.12588965369703672,1,是
2,20260527,20260529,600726.SH,华电能源,8.37,10.13,0.1908474337592083,0.013160408125796283,0.0,0.0132473874390771,0.0132473874390771,up,high,False,False,0.17768702563341202,1.6491193671349258,0.2102747909199525,0.2102747909199525,0.19702740348087538,1,是
3,20260527,20260529,002579.SZ,中京电子,16.54,17.15,0.03621648401640366,0.01002882873602634,0.0,0.01007928597353666,0.01007928597353666,up,high,True,True,0.026187655280377323,0.4432886099977047,0.03688029020556227,0.03688029020556227,0.02680100423202561,1,是
4,20260527,20260529,605055.SH,迎丰股份,14.82,14.4,-0.028749413285985938,0.008249857003902393,0.0,0.00828398084859257,0.00828398084859257,up,high,True,False,-0.03699927028988833,-0.5427685961761419,-0.028340080971659964,0.028340080971659964,0.03662406182025253,0,否
5,20260527,20260529,600758.SH,辽宁能源,4.64,4.69,0.010718216220024328,0.0033522348223966538,0.0,0.0033578598452584808,0.0033578598452584808,up,high,True,True,0.0073659813976276745,0.03441953031800171,0.010775862068965747,0.010775862068965747,0.007418002223707266,1,是
6,20260527,20260529,000892.SZ,欢瑞世纪,4.5,4.37,-0.029314387668775255,0.003084634992391003,0.0,0.0030893973743868824,0.0030893973743868824,up,high,True,True,-0.03239902266116626,-0.1439022881847407,-0.028888888888888853,0.028888888888888853,0.031978286263275736,0,否
7,20260527,20260529,605167.SH,利柏特,17.47,15.01,-0.15176847850059455,0.002915614713868119,0.0,0.0029198692523081052,0.0029198692523081052,up,high,False,False,-0.15468409321446266,-2.5110101158378217,-0.14081282198053802,0.14081282198053802,0.14373269123284613,0,否
8,20260527,20260529,603533.SH,掌阅科技,25.85,24.04,-0.07259149128743134,0.002244119552258054,0.0,0.002246639473189178,0.002246639473189178,up,high,True,False,-0.07483561083968938,-1.868075630381945,-0.07001934235976792,0.07001934235976792,0.0722659818329571,0,否
9,20260527,20260529,001257.SZ,盛龙股份,28.41,25.2,-0.11989720134871895,0.002224066154750905,0.0,0.0022265412244473768,0.0022265412244473768,up,high,False,False,-0.12212126750346985,-3.273256036186549,-0.11298838437170011,0.11298838437170011,0.11521492559614749,0,否
10,20260527,20260529,605289.SH,罗曼股份,119.15,118.68,-0.003952408122130027,0.0022102730150145374,0.0,0.0022127174690534856,0.0022127174690534856,up,high,True,True,-0.0061626811371445645,-0.7336452864377065,-0.003944607637431763,0.003944607637431763,0.0061573251064852485,0,否
