rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,in_p10,in_p50,err_r_p50,err_close_p50,e_premium,actual_ret,hit_up
1,20260302,20260304,600722.SH,金牛化工,10.32,11.98,0.14915483263388668,0.0,False,False,0.14915483263388668,1.6600000000000001,0.0,0.16085271317829464,是
2,20260302,20260304,002155.SZ,湖南黄金,41.47,38.79,-0.0668077928064141,0.0,True,False,-0.0668077928064141,-2.6799999999999997,0.0,-0.0646250301422715,否
3,20260302,20260304,001337.SZ,四川黄金,55.74,54.47,-0.023047930658219144,0.0,True,True,-0.023047930658219144,-1.2700000000000031,0.0,-0.022784355938284984,否
4,20260302,20260304,600688.SH,上海石化,3.49,3.6,0.03103210924772846,0.0,True,True,0.03103210924772846,0.10999999999999988,0.0,0.03151862464183375,是
5,20260302,20260304,600714.SH,金瑞矿业,19.76,22.81,0.14353934397657478,0.0,False,False,0.14353934397657478,3.049999999999997,0.0,0.15435222672064763,是
6,20260302,20260304,301302.SZ,华如科技,29.72,37.3,0.22717310680021136,0.0,False,False,0.22717310680021136,7.579999999999998,0.0,0.2550471063257065,是
7,20260302,20260304,601975.SH,招商南油,4.52,5.22,0.14398540805040763,0.0,False,False,0.14398540805040763,0.7000000000000002,0.0,0.15486725663716827,是
8,20260302,20260304,600498.SH,烽火通信,56.71,58.44,0.030050024856562118,0.0,True,True,0.030050024856562118,1.7299999999999969,0.0,0.03050608358314233,是
9,20260302,20260304,603619.SH,中曼石油,39.99,47.05,0.1625814431726615,0.0,False,False,0.1625814431726615,7.059999999999995,0.0,0.17654413603400831,是
10,20260302,20260304,601872.SH,招商轮船,17.86,17.71,-0.00843412365361079,0.0,True,True,-0.00843412365361079,-0.14999999999999858,0.0,-0.008398656215005573,否
11,20260302,20260304,600871.SH,石化油服,3.53,4.27,0.19031595629532772,0.0,False,False,0.19031595629532772,0.7399999999999998,0.0,0.2096317280453257,是
12,20260302,20260304,002843.SZ,泰嘉股份,27.8,28.21,0.014640504317313533,0.0,True,True,0.014640504317313533,0.41000000000000014,0.0,0.014748201438848918,是
13,20260302,20260304,002413.SZ,雷科防务,16.36,16.07,-0.01788515142517976,0.0,True,True,-0.01788515142517976,-0.28999999999999915,0.0,-0.01772616136919314,否
14,20260302,20260304,600108.SH,亚盛集团,4.37,5.29,0.19105523676270922,0.0,False,False,0.19105523676270922,0.9199999999999999,0.0,0.21052631578947367,是
15,20260302,20260304,000960.SZ,锡业股份,48.8,42.5,-0.1382262369287303,0.0,False,False,-0.1382262369287303,-6.299999999999997,0.0,-0.12909836065573765,否
16,20260302,20260304,300139.SZ,晓程科技,79.78,77.9,-0.02384689360055798,0.0,True,True,-0.02384689360055798,-1.8799999999999955,0.0,-0.02356480320882426,否
17,20260302,20260304,600259.SH,中稀有色,112.29,97.02,-0.14616766776737686,0.0,False,False,-0.14616766776737686,-15.27000000000001,0.0,-0.1359871760619824,否
18,20260302,20260304,300164.SZ,通源石油,18.08,24.56,0.3063127483149113,0.0,False,False,0.3063127483149113,6.48,0.0,0.3584070796460177,是
19,20260302,20260304,600938.SH,中国海油,39.46,42.85,0.08241814444931958,0.0,False,False,0.08241814444931958,3.3900000000000006,0.0,0.0859097820577801,是
20,20260302,20260304,002980.SZ,华盛昌,31.87,34.02,0.06528345853847065,0.0,True,False,0.06528345853847065,2.150000000000002,0.0,0.06746156259805458,是
21,20260302,20260304,301158.SZ,德石股份,31.2,32.23,0.0324796010119097,0.0,True,True,0.0324796010119097,1.0299999999999976,0.0,0.033012820512820396,是
22,20260302,20260304,002842.SZ,翔鹭钨业,45.72,46.05,0.007191923774705859,0.0,True,True,0.007191923774705859,0.3299999999999983,0.0,0.0072178477690287846,是
23,20260302,20260304,600367.SH,红星发展,23.55,24.99,0.05934992438443425,0.0,True,False,0.05934992438443425,1.4399999999999977,0.0,0.06114649681528661,是
24,20260302,20260304,002490.SZ,山东墨龙,9.68,11.72,0.19123488286038098,0.0,False,False,0.19123488286038098,2.040000000000001,0.0,0.21074380165289264,是
25,20260302,20260304,000554.SZ,泰山石油,9.86,11.62,0.16424158280922102,0.0,False,False,0.16424158280922102,1.7599999999999998,0.0,0.17849898580121693,是
26,20260302,20260304,000096.SZ,广聚能源,12.06,12.15,0.0074349784875179905,0.0,True,True,0.0074349784875179905,0.08999999999999986,0.0,0.00746268656716409,是
27,20260302,20260304,600988.SH,赤峰黄金,43.91,41.58,-0.05452280214375918,0.0,True,False,-0.05452280214375918,-2.3299999999999983,0.0,-0.053063083580050074,否
28,20260302,20260304,603011.SH,合锻智能,28.28,26.06,-0.08175326933167305,0.0,True,False,-0.08175326933167305,-2.2200000000000024,0.0,-0.0785007072135786,否
29,20260302,20260304,002629.SZ,仁智股份,7.37,7.3,-0.009543358046899859,0.0,True,True,-0.009543358046899859,-0.07000000000000028,0.0,-0.009497964721845387,否
30,20260302,20260304,300157.SZ,新锦动力,8.39,9.19,0.09107541588848081,0.0,False,False,0.09107541588848081,0.7999999999999989,0.0,0.09535160905840279,是
