rank,trade_date,target_date,ts_code,name,close_T,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260320,20260324,603687.SH,大胜达,13.39,0.0,0.018763357225345726,0.018763357225345726,up,high,1.0,ehx:coldstart_v1,-0.06365318438285972,-0.015134990637346763,0.01858949687382436,0.05231398438499549,0.1008321781305093,12.564243664103731,13.188868377364566,13.64124135324738,14.109130543520527,14.810558489023126,1,1,0.9751503391099408,0.0,0.0,,,,,,,,
2,20260320,20260324,000020.SZ,深华发Ａ,23.33,0.0,0.018099709503595882,0.018099709503595882,up,high,1.0,ehx:coldstart_v1,-0.06430482145760857,-0.015786627712095623,0.0179378597990755,0.051662347310246624,0.10018054105576045,21.876987047506347,22.9645898612436,23.75226622271889,24.566959572269116,25.788292944078893,2,2,0.945583153185151,0.0,0.0,,,,,,,,
3,20260320,20260324,603165.SH,荣晟环保,14.96,0.0,0.005848028275680635,0.005848028275680635,up,high,1.0,ehx:coldstart_v1,-0.07641168632297861,-0.027893492577465658,0.005830994933705465,0.03955548244487659,0.08807367619039042,13.859463523900613,14.54847940587515,15.047486503004182,15.56360934646232,16.337345934611438,3,3,0.399739741258884,0.0,0.0,,,,,,,,
4,20260320,20260324,002428.SZ,云南锗业,43.46,0.0,0.005387086529846296,0.005387086529846296,up,high,1.0,ehx:coldstart_v1,-0.07687005317478175,-0.028351859429268798,0.005372628081902326,0.03909711559307345,0.08761530933858727,40.244402330281574,42.24513145795079,43.694122780587115,45.19281393325393,47.43955072053535,4,4,0.3792036196797333,0.0,0.0,,,,,,,,
5,20260320,20260324,600683.SH,京投发展,10.86,0.0,0.0012140878093493772,0.0012140878093493772,flat,high,1.0,ehx:coldstart_v1,-0.08102932985595622,-0.03251113611044326,0.00121335140072786,0.034937838911898986,0.0834560326574128,10.014729754199731,10.512606734966484,10.873184993609534,11.246130944099516,11.80522638223731,5,5,0.1932859633853427,0.0,0.0,,,,,,,,
6,20260320,20260324,002150.SZ,正泰电源,34.88,0.0,0.0011706605664597567,0.0011706605664597567,flat,high,1.0,ehx:coldstart_v1,-0.08107270537899858,-0.03255451163348563,0.0011699758776854935,0.034894463388856614,0.08341265713437045,32.163777392950465,33.76278253552465,34.92083264055812,36.118603406776934,37.91422062811403,6,6,0.1913511697853092,0.0,0.0,,,,,,,,
7,20260320,20260324,603778.SH,国晟科技,24.21,0.0,0.0004542703503570559,0.0004542703503570559,flat,high,1.0,ehx:coldstart_v1,-0.08178851405586529,-0.03327032031035234,0.00045416720081878484,0.03417865471198991,0.08269684845750373,22.308711600115835,23.417777371122195,24.220997885182147,25.05176854561091,26.297203938525627,7,7,0.1594341722276905,0.0,0.0,,,,,,,,
8,20260320,20260324,603026.SH,石大胜华,75.41,0.0,-0.00015800588085637234,-0.00015800588085637234,flat,high,1.0,ehx:coldstart_v1,-0.08240069962178471,-0.033882505876271764,-0.00015801836510063826,0.033566469146070484,0.08208466289158431,69.44528612958602,72.89772171549707,75.39808477652461,77.98420930292896,81.86115292778747,8,8,0.1321557162452243,0.0,0.0,,,,,,,,
9,20260320,20260324,600617.SH,国新能源,3.99,0.0,-0.0004971008402480244,-0.0004971008402480244,flat,high,1.0,ehx:coldstart_v1,-0.08273990569251613,-0.03422171194700318,-0.000497224435832055,0.03322726307533907,0.0817454568208529,3.6731563202256923,3.85576533948868,3.988016567647411,4.124803960694177,4.329866402977652,9,9,0.1170481774382557,0.0,0.0,,,,,,,,
10,20260320,20260324,301658.SZ,首航新能,60.35,0.0,-0.001488464374785833,-0.001488464374785833,flat,high,1.0,ehx:coldstart_v1,-0.08373225449503995,-0.035214060749527,-0.001489573238355876,0.032234914272815246,0.08075310801832908,55.50253487032043,58.261813968645406,60.26017117498168,62.32707124416573,65.4256285505241,10,10,0.0728804224922286,0.0,0.0,,,,,,,,
