rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date
1,20260723,20260723,20260724,20260727,002879.SZ,长缆科技,3→4,电网设备,16.41,TOP10,1,1,TOP10,只观察不追,≤16.49,只观察不追,≤16.49,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤16.49,只观察不追,≤16.49,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.23602,0.23602,89.2812,89.2812,0.479658,0.479658,91.0118,91.0118,0.99,89.2812,0.826765,91.0118,0.8471120783282894,0.9527061199494817,0.5371744037189446,0.5578154701339337,0.5269599838219525,0.5932478968490241,0.44848855994387543,0.27647624576804525,0.5481563018668435,0.04622838630920118,0.0789032173584835,0.018194142529060358,0.038133427789374556,0.5849488572726433,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.23602,validated_platt_v1,0.826765,0.479658,validated_platt_v1,30.1699,48.4744,93.5687,89.2696,52.137,52.137,1,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.23602,0.23602,0.23602,0.512329,0.47555,0.152519,61.3772,60.2921,49.6402,50.6264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.6038,84.6038,0.119153,50.0,50.0,40.6241,52.329,42.3375,0.423375,44.7874,0.447874,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,1,1,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,19.1667,21.9016,2.58,,,316889.6372,,,9.9866,0.0604789243425887,0.0520933115878293,0.043758293818815,-0.1217948717948717,0.1816553905204895,29.0,1.0,1.0,1.0,29.0,0.0,2.0,143200224.0,143200224.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626005361930296,27774200.0,16.41,13.43,1.0,0.0,1.709256394976561,0,1.0,0.69939,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5626005361930296,0.4964019930294907,0.5062639072386059,0.0,0.7693269439359834,0.7693269439359834,,0.06617244357521275,0.0,0.0684109418839672,0.0684109418839672,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
2,20260723,20260723,20260724,20260727,000603.SZ,盛达资源,3→4,贵金属,24.83,TOP10,1,1,TOP10,只观察不追,≤24.95,只观察不追,≤24.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤24.95,只观察不追,≤24.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.23602,0.23602,81.7,81.7,0.436313,0.436313,86.7087,86.7087,0.99,81.7,0.741748,86.7087,0.8113864316604883,0.921429864551088,0.5361498375318214,0.6304297312938268,0.4207157536207226,0.681886654665895,0.6235698353703053,0.28601256029666144,0.5725669367189903,0.04978726550032354,0.06366819421964134,0.01675885468887144,0.041017284720423375,0.6225035896958157,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.23602,validated_platt_v1,0.741748,0.436313,validated_platt_v1,29.4118,45.2235,87.9944,85.9511,49.7914,49.7914,3,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.23602,0.23602,0.23602,0.486974,0.503472,0.160377,59.807,60.2921,54.3043,53.7477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3574,83.3574,0.125908,50.0,50.0,40.2709,50.5888,40.5083,0.405083,42.8291,0.428291,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,2,2,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,10.3748,17.5122,2.1,,,1713194.0202,,,10.0133,0.0731806487829016,0.0650596309974509,0.0622960520303277,-0.2660369933097206,0.3564258709781881,,,0.0,,,0.0,1.0,239527561.0,239527561.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812804607886582,50649152.0,24.83,20.31,1.0,0.0,1.710628468214232,0,1.0,0.717192,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6812804607886582,0.543043205883917,0.5374767321577316,0.0,0.708514368776217,0.708514368776217,,0.047629582560144185,0.0,0.04878209618533697,0.04878209618533697,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
3,20260723,20260723,20260724,20260727,001258.SZ,立新能源,6→7,电力,12.11,TOP10,1,1,TOP10,只观察不追,≤12.17,只观察不追,≤12.17,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤12.17,只观察不追,≤12.17,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.23602,0.23602,78.4179,78.4179,0.486018,0.486018,88.7792,88.7792,0.99,78.4179,0.837113,88.7792,0.9216028762471468,0.973652736398912,0.658136544921548,0.5846552525071825,0.5668445217173488,0.7204748155917846,0.4612754332402637,0.26365067173539597,0.5369264364501211,0.04886260665799248,0.08815321452894874,0.021884020692064073,0.05647067406748803,0.6503777300828457,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.23602,validated_platt_v1,0.837113,0.486018,validated_platt_v1,29.0836,48.9514,86.7089,92.1164,50.3254,50.3254,2,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.23602,0.23602,0.23602,0.516791,0.470304,0.145644,61.9784,60.2921,66.83,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5556,88.5556,0.154696,50.0,50.0,40.6119,52.539,39.3684,0.393684,42.1077,0.421077,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,3,3,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,11.3037,29.0054,1.29,,,1130266.7474,,,9.9909,0.0002091846058909,0.0459183430514315,0.0506660340978507,-0.0859154929577463,0.1470935613119877,8.0,2.0,1.0,2.0,8.0,0.0,7.0,195278594.0,195278594.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96585893.68,12.11,9.91,1.0,0.0,1.5467181561801522,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.8574221923707144,0.8574221923707144,,0.07208905180047552,0.0,0.07475104831834799,0.07475104831834799,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
4,20260723,20260723,20260724,20260727,301234.SZ,五洲医疗,2→3,医疗器械,48.96,TOP10,1,1,TOP10,只观察不追,≤49.20,只观察不追,≤49.20,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤49.20,只观察不追,≤49.20,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.23602,0.23602,69.5803,69.5803,0.477503,0.477503,84.0284,84.0284,0.99,69.5803,0.823142,84.0284,0.9077245051964185,0.8870831707943312,0.40150792928404677,0.47644075244596656,0.4065359787453533,0.6211913233792214,0.638027962013911,0.22033896635043582,0.6367661269112344,0.03189810594887974,0.07409682125264166,-0.014707822781776413,0.03255424030387688,0.5833797732980611,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.23602,validated_platt_v1,0.823142,0.477503,validated_platt_v1,28.1998,48.3127,79.6969,66.1665,45.5693,45.5693,10,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.23602,0.23602,0.23602,0.51347,0.473216,0.14768,62.5,60.2921,66.83,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1166,74.1166,0.123668,50.0,50.0,39.8815,51.7092,40.6221,0.406221,41.8589,0.418589,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,4,4,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,1.0814,1.5986,0.35,,,332928.0,,,20.0,0.1072429208403237,0.090574189355223,0.0717035057577129,-0.185689527110671,0.277885211211564,,,0.0,,,0.0,0.0,469991520.0,469991520.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4964544.0,48.96,32.64,1.0,0.0,2.413286861511852,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.85624900887562,0.85624900887562,,0.07696104113612832,0.0,0.08,0.08,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
5,20260723,20260723,20260724,20260727,601678.SH,滨化股份,1→2,化学原料,6.22,TOP10,1,1,TOP10,只观察不追,≤6.25,只观察不追,≤6.25,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤6.25,只观察不追,≤6.25,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.202359,0.202359,76.0204,76.0204,0.452203,0.452203,84.64,84.64,0.947118,76.0204,0.775935,84.64,0.9055170374728226,0.975668073049607,0.5605051504269033,0.6789677642465279,0.4679972454963397,0.7046720451507489,0.5606934378802698,0.26553967253401084,0.41957052152768004,0.052728808073832456,0.09180690980130223,-0.019572412725441753,0.018963225276532717,0.6488312243680415,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.947118,0.202359,validated_platt_v1,0.775935,0.452203,validated_platt_v1,25.8143,46.4152,83.9028,88.6567,47.2156,47.2156,7,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.202359,0.202359,0.202359,0.49302,0.498273,0.153246,58.7578,60.2921,53.9792,53.5301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.1368,85.1368,0.137403,50.0,50.0,35.934,49.631,37.6906,0.376906,40.0718,0.400718,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,5,5,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,6.4679,7.3256,0.83,,,1498374.5506,,,10.0885,0.0492802378590035,0.0525591401154877,0.0591425242506143,-0.3415584415584415,0.4300253696569969,4.0,4.0,1.0,4.0,4.0,0.0,1.0,129200795.0,129200795.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6730088495575223,18730904.0,6.22,5.09,1.0,0.0,1.8636126691613204,0,1.0,0.715951,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6730088495575223,0.539792405840708,0.5353011899115044,0.0,0.7238552443186526,0.7238552443186526,,0.03749027731843934,0.0,0.03820190292625619,0.03820190292625619,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
6,20260723,20260723,20260724,20260727,600722.SH,金牛化工,2→3,化学原料,10.9,TOP10,1,1,TOP10,只观察不追,≤10.95,只观察不追,≤10.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤10.95,只观察不追,≤10.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.205162,0.205162,76.9491,76.9491,0.421571,0.421571,83.5643,83.5643,0.954144,76.9491,0.706853,83.5643,0.9022513636287213,0.9742611674020332,0.6136506225727263,0.6000093873786934,0.6002053150137152,0.6992391727064168,0.4806348921654035,0.13535922015106527,0.4768397990543905,0.044299481443765,0.08576210561008418,0.028796670374862686,0.03306159957870774,0.6469130662107506,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.954144,0.205162,validated_platt_v1,0.706853,0.421571,validated_platt_v1,26.1595,44.1178,83.7763,90.1744,47.3016,47.3016,6,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.205162,0.205162,0.205162,0.476639,0.515622,0.161631,58.4169,60.2921,45.215,47.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7389,84.7389,0.134371,50.0,50.0,35.7349,48.6203,37.4724,0.374724,39.9297,0.399297,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,6,6,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,19.4019,44.1371,1.59,,,741548.473,,,9.9899,0.0557874133315641,0.058656774532214,0.0490032423288195,-0.0817535545023696,0.1454671026559567,4.0,4.0,1.0,4.0,4.0,0.0,2.0,64433584.0,64433584.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,31508845.0,10.9,8.92,1.0,0.0,1.6399929805272238,0,1.0,0.6825,0.0,0.0,0.0,0,0.0,0.5,0.0,0.45,0.45215000000000005,0.47665,0.0,0.685735185294492,0.685735185294492,,0.036656627817827525,0.0,0.03733676708848077,0.03733676708848077,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
7,20260723,20260723,20260724,20260727,000862.SZ,银星能源,1→2,电力,5.92,TOP10,1,1,TOP10,只观察不追,≤5.95,只观察不追,≤5.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤5.95,只观察不追,≤5.95,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.205884,0.205884,84.0927,84.0927,0.437097,0.437097,86.1981,86.1981,0.955795,84.0927,0.743519,86.1981,0.8500009968979091,0.9832167610846362,0.5826857395470496,0.6879689130466419,0.3870270389348232,0.60971443181533,0.45874874035140706,0.5019433427912624,0.6174717097266693,0.04973453112702568,0.0889998162286154,-0.06300551360912376,-0.0007354198573925258,0.5992521926228582,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.955795,0.205884,validated_platt_v1,0.743519,0.437097,validated_platt_v1,26.9388,45.2823,89.0881,88.5735,48.8883,48.8883,5,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.205884,0.205884,0.205884,0.484928,0.50685,0.159217,58.5827,60.2921,39.5172,43.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1535,83.1535,0.140261,50.0,50.0,35.1358,48.2225,36.439,0.36439,39.5513,0.395513,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,7,7,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,13.0545,17.1666,1.82,,,543429.1824,,,10.0372,0.0508556996803751,0.041792978704611,0.035359003609962,-0.065173116089613,0.1136377532663918,8.0,2.0,1.0,2.0,8.0,0.0,1.0,61615940.0,61615940.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3050185873605947,1193325.0,5.92,4.84,1.0,0.0,1.8041819530312009,0,1.0,0.660753,0.0,0.0,0.0,0,0.0,0.5,0.0,0.3050185873605947,0.3951723514498141,0.4385199774721189,0.0,0.685676820971328,0.685676820971328,,0.037011870771987664,0.0,0.037705339128514294,0.037705339128514294,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
8,20260723,20260723,20260724,20260727,300444.SZ,双杰电气,1→2,电网设备,9.54,TOP10,1,1,TOP10,只观察不追,≤9.59,只观察不追,≤9.59,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤9.59,只观察不追,≤9.59,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.23602,0.23602,88.9906,88.9906,0.441023,0.441023,86.9966,86.9966,0.99,88.9906,0.752252,86.9966,0.9188168913942175,0.9807219596085649,0.5784254922345264,0.716313940874334,0.6289461387708082,0.6598530452169695,0.5147090707285443,0.24817578935920181,0.5025650899301091,0.05013102139882855,0.08942157142661684,0.016413588602473377,0.045499263068873926,0.6674875594970652,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.23602,validated_platt_v1,0.752252,0.441023,validated_platt_v1,30.1409,45.5767,92.7106,64.5964,49.1357,49.1357,4,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.23602,0.23602,0.23602,0.488297,0.502658,0.163241,59.2613,60.2921,44.9184,47.4665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2211,70.2211,0.140392,50.0,50.0,38.209,48.0425,36.1274,0.361274,39.3795,0.393795,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,8,8,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,17.0631,18.6709,2.07,,,767607.5754,,,20.0,0.0884719012099498,0.0928145468563565,0.0687858539528601,-0.3588709677419355,0.4765169775106139,29.0,1.0,1.0,1.0,29.0,0.0,0.0,117713935.0,117713935.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4424528301886792,840052.0,9.54,6.36,1.0,0.0,2.3535117032587314,0,1.0,0.681368,0.0,0.0,0.0,0,0.0,0.5,0.0,0.4424528301886792,0.4491839788679245,0.4746651260377358,0.0,0.6692701201021465,0.6692701201021465,,0.042295668672647516,0.0,0.04320287556639879,0.04320287556639879,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
9,20260723,20260723,20260724,20260727,600396.SH,华电辽能,2→3,电力,16.41,TOP10,1,1,TOP10,只观察不追,≤16.49,只观察不追,≤16.49,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤16.49,只观察不追,≤16.49,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.17459,0.17459,75.4832,75.4832,0.423601,0.423601,76.4717,76.4717,0.787046,75.4832,0.711838,76.4717,0.8532423761752956,0.943819819316124,0.5533095772528621,0.49679408330867014,0.48929567851552247,0.5629396630399566,0.3803014978644854,0.5128711593545411,0.656557759036558,0.04015904893422465,0.07337328235792184,-0.003205433098904866,0.028241213627161605,0.5560396523371198,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.787046,0.17459,validated_platt_v1,0.711838,0.423601,validated_platt_v1,23.2614,44.2701,80.5036,88.2206,44.7305,44.7305,13,0.5732546667399548,0.10319263071424588,0.22244248300023706,0.1011102195455623,0.17459,0.17459,0.17459,0.475234,0.518333,0.161941,57.1942,60.2921,51.2206,51.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4092,84.4092,0.134927,50.0,50.0,34.4528,48.8729,36.843,0.36843,38.8149,0.388149,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,9,9,5524.0,0.7690079652425779,0.018213062768697302,0.018181818181818188,157.0,0.02842143374366401,239.0,0.043265749456915276,2209144781.80766,0.6029213121034606,23.2076,50.5552,1.29,,,2416711.8588,,,9.9866,0.0517915472310576,0.0631462855787619,0.0622235792653579,-0.2833333333333333,0.3740736702546249,8.0,2.0,1.0,2.0,8.0,0.0,0.0,105174972.0,105174972.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6028150134048265,101344140.0,16.41,13.43,1.0,0.0,2.342485570989614,0,1.0,0.705422,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6028150134048265,0.5122062448257375,0.5168402426809653,0.0,0.6474325963634373,0.6474325963634373,,0.027796901932406606,0.0,0.02818684045381867,0.02818684045381867,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
