rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
31,20260612,20260612,20260615,20260616,000759.SZ,中百集团,超市连锁,5.83,FULL,0,0,TOP20以外,只观察不追,≤5.89,只观察不追,≤5.89,冲高至6.45附近优先兑现；强势放量再看6.68；弱于5.74止损,冲高至6.45附近优先兑现；强势放量再看6.68；弱于5.74止损,只观察不追,≤5.89,只观察不追,≤5.89,冲高至6.45附近优先兑现；强势放量再看6.68；弱于5.74止损,冲高至6.45附近优先兑现；强势放量再看6.68；弱于5.74止损,0.405044,0.405044,70.2517,70.2517,0.689548,0.689548,63.745,63.745,0.493056,49.7917,0.864466,60.3318,0.6044556585291805,0.8389173409578002,0.6145834986384585,0.8304581766604722,0.020723388308389212,0.06460217322818863,0.6995034168833487,limitup_probability_engine:model_v1,0.571036,0.405044,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.10715135414620218,0.10715135414620218,up,high,1.0,ehx:model_v1,0.01954768773650653,0.06806588148201947,0.1017903689931906,0.13551485650436174,0.18403305024987554,5.945084169645219,6.240640877557973,6.4546923946723584,6.676085794275727,7.007983860441715,0.9791151494509621,0.9791151494509621,31,9,9,0.0547557942220782,0.0,0.0,,,,,,,,
32,20260612,20260612,20260615,20260616,601233.SH,桐昆股份,化纤,22.3,FULL,0,0,TOP20以外,只观察不追,≤22.52,只观察不追,≤22.52,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,只观察不追,≤22.52,只观察不追,≤22.52,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,冲高至23.92附近优先兑现；强势放量再看24.74；弱于21.97止损,0.420772,0.420772,67.9438,67.9438,0.65923,0.65923,63.4564,63.4564,0.085363,37.5609,0.747492,38.042,0.8137486217298388,0.8819912288831877,0.6214027790169983,0.8844540343269078,0.01345387079228705,0.09324609624859155,0.7933286247295261,limitup_probability_engine:model_v1,0.595233,0.420772,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,22.03214505700861,23.127461468936602,23.92072426222324,24.74119565598935,25.971191082336034,0.919717009878865,0.919717009878865,32,57,57,0.0460777650119376,0.0,0.0,,,,,,,,
33,20260612,20260612,20260615,20260616,001378.SZ,德冠新材,塑料,20.8,FULL,0,0,TOP20以外,只观察不追,≤21.01,只观察不追,≤21.01,冲高至22.31附近优先兑现；强势放量再看23.08；弱于20.49止损,冲高至22.31附近优先兑现；强势放量再看23.08；弱于20.49止损,只观察不追,≤21.01,只观察不追,≤21.01,冲高至22.31附近优先兑现；强势放量再看23.08；弱于20.49止损,冲高至22.31附近优先兑现；强势放量再看23.08；弱于20.49止损,0.41625,0.41625,66.9994,66.9994,0.673981,0.673981,63.3704,63.3704,0.070791,37.1237,0.747492,37.3499,0.8100551940005124,0.8691646529738046,0.6424763053391169,0.8862718026853904,0.021078161667632052,0.09076891121556939,0.7943703278812182,limitup_probability_engine:model_v1,0.588276,0.41625,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,20.55016220564032,21.571802625734588,22.311706935167866,23.076989670160472,24.22424997814303,0.919717009878865,0.919717009878865,33,58,58,0.0238440993465704,0.0,0.0,,,,,,,,
34,20260612,20260612,20260615,20260616,002935.SZ,天奥电子,航空,22.2,FULL,0,0,TOP20以外,只观察不追,≤22.42,只观察不追,≤22.42,冲高至23.81附近优先兑现；强势放量再看24.63；弱于21.87止损,冲高至23.81附近优先兑现；强势放量再看24.63；弱于21.87止损,只观察不追,≤22.42,只观察不追,≤22.42,冲高至23.81附近优先兑现；强势放量再看24.63；弱于21.87止损,冲高至23.81附近优先兑现；强势放量再看24.63；弱于21.87止损,0.380762,0.380762,70.5269,70.5269,0.697005,0.697005,63.3474,63.3474,0.141977,39.2593,0.747492,40.7312,0.7015508700304229,0.9137198603327397,0.6753675258376534,0.8751712256225561,0.01456044608029964,0.08795205527609955,0.7740903348966297,limitup_probability_engine:model_v1,0.533679,0.380762,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,21.933346200250725,23.023750879389798,23.813456440419547,24.630248590267424,25.8547283420565,0.919717009878865,0.919717009878865,34,51,51,0.1088026824064437,0.0,0.0,,,,,,,,
35,20260612,20260612,20260615,20260616,001360.SZ,南矿集团,工程机械,18.74,FULL,0,0,TOP20以外,只观察不追,≤18.93,只观察不追,≤18.93,冲高至19.70附近优先兑现；强势放量再看20.37；弱于18.46止损,冲高至19.70附近优先兑现；强势放量再看20.37；弱于18.46止损,只观察不追,≤18.93,只观察不追,≤18.93,冲高至19.70附近优先兑现；强势放量再看20.37；弱于18.46止损,冲高至19.70附近优先兑现；强势放量再看20.37；弱于18.46止损,0.400458,0.400458,68.7765,68.7765,0.675915,0.675915,62.8805,62.8805,0.091405,37.7421,0.641946,35.6904,0.7665123633041759,0.8946615282656939,0.6904733133333334,0.84994180663066,0.012393682133485238,0.06810019901225314,0.7920543085508174,limitup_probability_engine:model_v1,0.56398,0.400458,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.051176413187654285,0.051176413187654285,up,high,1.0,ehx:model_v1,-0.032332750747601745,0.016185442997911206,0.04990993050908233,0.08363441802025345,0.13215261176576729,18.143774988893725,19.045783144170557,19.69904598313664,20.374715479447485,21.38763365855612,0.8409084698711279,0.8409084698711279,35,85,85,0.2090118161180006,0.0,0.0,,,,,,,,
36,20260612,20260612,20260615,20260616,000151.SZ,中成股份,商贸代理,13.94,FULL,0,0,TOP20以外,只观察不追,≤14.08,只观察不追,≤14.08,冲高至15.18附近优先兑现；强势放量再看15.70；弱于13.73止损,冲高至15.18附近优先兑现；强势放量再看15.70；弱于13.73止损,只观察不追,≤14.08,只观察不追,≤14.08,冲高至15.18附近优先兑现；强势放量再看15.70；弱于13.73止损,冲高至15.18附近优先兑现；强势放量再看15.70；弱于13.73止损,0.392292,0.392292,69.6761,69.6761,0.66826,0.66826,62.5899,62.5899,0.312409,44.3723,0.81609,50.5417,0.6538488983551258,0.8654536352818026,0.6049041251504299,0.8437450447229994,0.016774775846846193,0.08245516877189175,0.7229983112408022,limitup_probability_engine:model_v1,0.551417,0.392292,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,13.980406951283166,14.675435471636044,15.178797111674399,15.699423857143646,16.479912391693915,0.9556918602652009,0.9556918602652009,36,26,26,0.1029595547312688,0.0,0.0,,,,,,,,
37,20260612,20260612,20260615,20260616,000506.SZ,招金黄金,黄金,13.73,FULL,0,0,TOP20以外,只观察不追,≤13.87,只观察不追,≤13.87,冲高至14.95附近优先兑现；强势放量再看15.46；弱于13.52止损,冲高至14.95附近优先兑现；强势放量再看15.46；弱于13.52止损,只观察不追,≤13.87,只观察不追,≤13.87,冲高至14.95附近优先兑现；强势放量再看15.46；弱于13.52止损,冲高至14.95附近优先兑现；强势放量再看15.46；弱于13.52止损,0.390197,0.390197,69.3513,69.3513,0.66826,0.66826,62.4022,62.4022,0.301665,44.05,0.81609,50.0314,0.6538488983551258,0.8621875739476466,0.6049041251504299,0.8437450447229994,0.016071423494473654,0.08245516877189175,0.7221817959072631,limitup_probability_engine:model_v1,0.548194,0.390197,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,13.76979823824375,14.454356458074813,14.950135175271845,15.462918906641482,16.231649722952472,0.9556918602652009,0.9556918602652009,37,27,27,0.0974279317185329,0.0,0.0,,,,,,,,
38,20260612,20260612,20260615,20260616,002085.SZ,万丰奥威,汽车配件,13.59,FULL,0,0,TOP20以外,只观察不追,≤13.73,只观察不追,≤13.73,冲高至14.80附近优先兑现；强势放量再看15.31；弱于13.39止损,冲高至14.80附近优先兑现；强势放量再看15.31；弱于13.39止损,只观察不追,≤13.73,只观察不追,≤13.73,冲高至14.80附近优先兑现；强势放量再看15.31；弱于13.39止损,冲高至14.80附近优先兑现；强势放量再看15.31；弱于13.39止损,0.39067,0.39067,69.3803,69.3803,0.664386,0.664386,62.3348,62.3348,0.304089,44.1227,0.81609,50.1465,0.6538488983551258,0.8621875739476466,0.5993705344461165,0.8437450447229994,0.016071423494473654,0.08245516877189175,0.7207983982311847,limitup_probability_engine:model_v1,0.548921,0.39067,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,13.629392429550805,14.306970449033992,14.797693884336805,15.30524893964004,16.066141277124842,0.9556918602652009,0.9556918602652009,38,24,24,0.098685468685708,0.0,0.0,,,,,,,,
39,20260612,20260612,20260615,20260616,600906.SH,财达证券,证券,6.99,FULL,0,0,TOP20以外,只观察不追,≤7.06,只观察不追,≤7.06,冲高至7.62附近优先兑现；强势放量再看7.88；弱于6.89止损,冲高至7.62附近优先兑现；强势放量再看7.88；弱于6.89止损,只观察不追,≤7.06,只观察不追,≤7.06,冲高至7.62附近优先兑现；强势放量再看7.88；弱于6.89止损,冲高至7.62附近优先兑现；强势放量再看7.88；弱于6.89止损,0.387637,0.387637,70.8159,70.8159,0.676807,0.676807,61.9646,61.9646,0.535631,51.0689,0.831815,61.5379,0.5479530455628964,0.8398048587291935,0.6103745603620365,0.7459703127318361,0.012642420620111058,0.05808508906965288,0.6662239676295967,limitup_probability_engine:model_v1,0.544256,0.387637,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.09006443139272666,0.09006443139272666,up,high,1.0,ehx:model_v1,0.0039941246068340985,0.05251231835234705,0.08623680586351817,0.1199612933746893,0.1684794871202031,7.017974761152537,7.366869656066165,7.619550375435159,7.88089794367235,8.272692607156019,0.9577124804965707,0.9577124804965707,39,17,17,0.1963858825930497,0.0,0.0,,,,,,,,
40,20260612,20260612,20260615,20260616,000630.SZ,铜陵有色,铜,7.1,FULL,0,0,TOP20以外,只观察不追,≤7.17,只观察不追,≤7.17,冲高至7.74附近优先兑现；强势放量再看8.00；弱于6.99止损,冲高至7.74附近优先兑现；强势放量再看8.00；弱于6.99止损,只观察不追,≤7.17,只观察不追,≤7.17,冲高至7.74附近优先兑现；强势放量再看8.00；弱于6.99止损,冲高至7.74附近优先兑现；强势放量再看8.00；弱于6.99止损,0.386874,0.386874,70.7689,70.7689,0.677989,0.677989,61.9466,61.9466,0.531716,50.9515,0.831815,61.3519,0.5479530455628964,0.8398048587291935,0.6120640650172001,0.7459703127318361,0.011495307769546801,0.05885154877507603,0.6666463437933876,limitup_probability_engine:model_v1,0.543082,0.386874,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.09006443139272666,0.09006443139272666,up,high,1.0,ehx:model_v1,0.0039941246068340985,0.05251231835234705,0.08623680586351817,0.1199612933746893,0.1684794871202031,7.128414993445352,7.4828003659613405,7.739457462888359,8.004917796863188,8.402878041603394,0.9577124804965707,0.9577124804965707,40,20,20,0.194662458004318,0.0,0.0,,,,,,,,
41,20260612,20260612,20260615,20260616,600500.SH,中化国际,塑料,7.93,FULL,0,0,TOP20以外,只观察不追,≤8.01,只观察不追,≤8.01,冲高至8.70附近优先兑现；强势放量再看9.00；弱于7.81止损,冲高至8.70附近优先兑现；强势放量再看9.00；弱于7.81止损,只观察不追,≤8.01,只观察不追,≤8.01,冲高至8.70附近优先兑现；强势放量再看9.00；弱于7.81止损,冲高至8.70附近优先兑现；强势放量再看9.00；弱于7.81止损,0.361986,0.361986,68.4591,68.4591,0.727266,0.727266,61.8792,61.8792,0.320298,44.6089,0.849299,51.7467,0.583861790485343,0.8435929837805731,0.6749654998092117,0.7935102187228762,0.020980297354905142,0.07434419369953453,0.7030177803757477,limitup_probability_engine:model_v1,0.504793,0.361986,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.09762060659773199,0.09762060659773199,up,high,1.0,ehx:model_v1,0.010902070789193488,0.05942026453470644,0.09314475204587756,0.12686923955704868,0.1753874333025625,8.016926399268312,8.415483645311136,8.704131410320015,9.002679679655941,9.45024312747017,0.9687614826650801,0.9687614826650801,41,14,14,0.0439637005413338,0.0,0.0,,,,,,,,
42,20260612,20260612,20260615,20260616,001299.SZ,美能能源,供气供热,11.24,FULL,0,0,TOP20以外,只观察不追,≤11.35,只观察不追,≤11.35,冲高至12.28附近优先兑现；强势放量再看12.70；弱于11.07止损,冲高至12.28附近优先兑现；强势放量再看12.70；弱于11.07止损,只观察不追,≤11.35,只观察不追,≤11.35,冲高至12.28附近优先兑现；强势放量再看12.70；弱于11.07止损,冲高至12.28附近优先兑现；强势放量再看12.70；弱于11.07止损,0.381984,0.381984,69.6425,69.6425,0.652213,0.652213,61.5819,61.5819,0.353698,45.6109,0.842346,53.1593,0.6134998768607849,0.8566351703433177,0.5707274665616108,0.8281894613043437,0.011345905093743646,0.07264894818539422,0.6957940353231583,limitup_probability_engine:model_v1,0.535559,0.381984,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.09214161969250106,0.09214161969250106,up,high,1.0,ehx:model_v1,0.005897876020316689,0.05441606976582964,0.08814055727700076,0.1218650447881719,0.1703832385336857,11.30648800273518,11.86858406004683,12.275671805343713,12.696722499509011,13.327933327842947,0.9610338265061784,0.9610338265061784,42,15,15,0.0997718940626504,0.0,0.0,,,,,,,,
43,20260612,20260612,20260615,20260616,603993.SH,洛阳钼业,小金属,19.11,FULL,0,0,TOP20以外,只观察不追,≤19.30,只观察不追,≤19.30,冲高至20.47附近优先兑现；强势放量再看21.17；弱于18.82止损,冲高至20.47附近优先兑现；强势放量再看21.17；弱于18.82止损,只观察不追,≤19.30,只观察不追,≤19.30,冲高至20.47附近优先兑现；强势放量再看21.17；弱于18.82止损,冲高至20.47附近优先兑现；强势放量再看21.17；弱于18.82止损,0.363464,0.363464,68.5444,68.5444,0.675219,0.675219,61.4502,61.4502,0.143864,39.3159,0.724778,40.253,0.662724224397984,0.88030043753944,0.6539790535831725,0.8723451652344182,0.006332114206464291,0.07369218448673286,0.7463751261051103,limitup_probability_engine:model_v1,0.507066,0.363464,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.0712061164509587,0.0712061164509587,up,high,1.0,ehx:model_v1,-0.013457455972485155,0.035060737773027796,0.06878522528419892,0.10250971279537005,0.15102790654088388,18.85455072029342,19.791894714263574,20.47074888537782,21.172887486421207,22.22548636373321,0.9155434317846487,0.9155434317846487,43,62,62,0.1210831686577974,0.0,0.0,,,,,,,,
44,20260612,20260612,20260615,20260616,600576.SH,祥源文旅,旅游景点,6.18,FULL,0,0,TOP20以外,只观察不追,≤6.24,只观察不追,≤6.24,冲高至6.72附近优先兑现；强势放量再看6.95；弱于6.09止损,冲高至6.72附近优先兑现；强势放量再看6.95；弱于6.09止损,只观察不追,≤6.24,只观察不追,≤6.24,冲高至6.72附近优先兑现；强势放量再看6.95；弱于6.09止损,冲高至6.72附近优先兑现；强势放量再看6.95；弱于6.09止损,0.360738,0.360738,67.2883,67.2883,0.703462,0.703462,61.4018,61.4018,0.265842,42.9753,0.80199,47.9772,0.6044556585291805,0.8349693368582373,0.6612351871708735,0.8436764402034101,0.021171139459574582,0.06460217322818863,0.7121620775230023,limitup_probability_engine:model_v1,0.502872,0.360738,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08735704985750038,0.08735704985750038,up,high,1.0,ehx:model_v1,0.0015073456770228338,0.050025539422535785,0.08375002693370691,0.11747451444487803,0.16599270819039186,6.189322420574061,6.497021303657264,6.719866568119353,6.950355337131014,7.29588856822552,0.9530329370140552,0.9530329370140552,44,34,34,0.0889617688499031,0.0,0.0,,,,,,,,
45,20260612,20260612,20260615,20260616,001330.SZ,博纳影业,影视音像,7.07,FULL,0,0,TOP20以外,只观察不追,≤7.14,只观察不追,≤7.14,冲高至7.71附近优先兑现；强势放量再看7.97；弱于6.96止损,冲高至7.71附近优先兑现；强势放量再看7.97；弱于6.96止损,只观察不追,≤7.14,只观察不追,≤7.14,冲高至7.71附近优先兑现；强势放量再看7.97；弱于6.96止损,冲高至7.71附近优先兑现；强势放量再看7.97；弱于6.96止损,0.372873,0.372873,69.9073,69.9073,0.677989,0.677989,61.0742,61.0742,0.459914,48.7974,0.831815,57.9413,0.5479530455628964,0.8398048587291935,0.6120640650172001,0.7459703127318361,0.011495307769546801,0.05885154877507603,0.6666463437933876,limitup_probability_engine:model_v1,0.521541,0.372873,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.09006443139272666,0.09006443139272666,up,high,1.0,ehx:model_v1,0.0039941246068340985,0.05251231835234705,0.08623680586351817,0.1199612933746893,0.1684794871202031,7.098294930092767,7.451182899626294,7.7067555299465775,7.971094200538414,8.367372923117747,0.9577124804965707,0.9577124804965707,45,19,19,0.1631472159229208,0.0,0.0,,,,,,,,
46,20260612,20260612,20260615,20260616,000768.SZ,中航西飞,航空,22.86,FULL,0,0,TOP20以外,只观察不追,≤23.09,只观察不追,≤23.09,冲高至24.50附近优先兑现；强势放量再看25.34；弱于22.52止损,冲高至24.50附近优先兑现；强势放量再看25.34；弱于22.52止损,只观察不追,≤23.09,只观察不追,≤23.09,冲高至24.50附近优先兑现；强势放量再看25.34；弱于22.52止损,冲高至24.50附近优先兑现；强势放量再看25.34；弱于22.52止损,0.384079,0.384079,69.3256,69.3256,0.616313,0.616313,61.0249,61.0249,0.200372,41.0112,0.730463,43.0793,0.6838130497334551,0.8820180752638284,0.5673914819598928,0.8644825715912663,0.010297866935589482,0.08529030507126463,0.7313593424513294,limitup_probability_engine:model_v1,0.538781,0.384079,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.0717374637131465,0.0717374637131465,up,high,1.0,ehx:model_v1,-0.0129615518544344,0.03555664189107855,0.06928112940224967,0.1030056169134208,0.1515238106589346,22.565610915778333,23.687448300076554,24.49991842048253,25.340255945101493,26.600033336150247,0.9170689113939658,0.9170689113939658,46,60,60,0.1610284918545332,0.0,0.0,,,,,,,,
47,20260612,20260612,20260615,20260616,603180.SH,金牌家居,家居用品,17.48,FULL,0,0,TOP20以外,只观察不追,≤17.65,只观察不追,≤17.65,冲高至18.28附近优先兑现；强势放量再看18.91；弱于17.22止损,冲高至18.28附近优先兑现；强势放量再看18.91；弱于17.22止损,只观察不追,≤17.65,只观察不追,≤17.65,冲高至18.28附近优先兑现；强势放量再看18.91；弱于17.22止损,冲高至18.28附近优先兑现；强势放量再看18.91；弱于17.22止损,0.403867,0.403867,66.7794,66.7794,0.618087,0.618087,60.9868,60.9868,0.112379,38.3714,0.620273,36.1448,0.7650162025214197,0.8571802355455663,0.6171501127961598,0.8482717850495821,0.013430466960456048,0.06500150631348689,0.7635790257253657,limitup_probability_engine:model_v1,0.569225,0.403867,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.04570245658973817,0.04570245658973817,up,high,1.0,ehx:model_v1,-0.03755381440710714,0.010964379338405814,0.04468886684957694,0.07841335436074806,0.1269315481062619,16.835732392424557,17.672711903431555,18.278878941188623,18.905837268911316,19.84573094645823,0.8142794814214663,0.8142794814214663,47,87,87,0.2735856210404046,0.0,0.0,,,,,,,,
48,20260612,20260612,20260615,20260616,603519.SH,立霸股份,家用电器,13.64,FULL,0,0,TOP20以外,只观察不追,≤13.78,只观察不追,≤13.78,冲高至14.85附近优先兑现；强势放量再看15.36；弱于13.44止损,冲高至14.85附近优先兑现；强势放量再看15.36；弱于13.44止损,只观察不追,≤13.78,只观察不追,≤13.78,冲高至14.85附近优先兑现；强势放量再看15.36；弱于13.44止损,冲高至14.85附近优先兑现；强势放量再看15.36；弱于13.44止损,0.368365,0.368365,68.0077,68.0077,0.664386,0.664386,60.9451,60.9451,0.189707,40.6912,0.81609,44.7133,0.6538488983551258,0.8621875739476466,0.5993705344461165,0.8437450447229994,0.016071423494473654,0.08245516877189175,0.7207983982311847,limitup_probability_engine:model_v1,0.514606,0.368365,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,13.679537361226858,14.359608309405713,14.852137202527892,15.361559642140556,16.125251436348996,0.9556918602652009,0.9556918602652009,48,30,30,0.0303343509590941,0.0,0.0,,,,,,,,
49,20260612,20260612,20260615,20260616,300581.SZ,晨曦航空,航空,13.16,FULL,0,0,TOP20以外,只观察不追,≤13.29,只观察不追,≤13.29,冲高至14.33附近优先兑现；强势放量再看14.82；弱于12.96止损,冲高至14.33附近优先兑现；强势放量再看14.82；弱于12.96止损,只观察不追,≤13.29,只观察不追,≤13.29,冲高至14.33附近优先兑现；强势放量再看14.82；弱于12.96止损,冲高至14.33附近优先兑现；强势放量再看14.82；弱于12.96止损,0.372531,0.372531,68.5864,68.5864,0.662925,0.662925,60.9254,60.9254,0.301732,44.052,0.81609,50.0345,0.614994224904329,0.8494274816155823,0.5972827826350328,0.8095240093151789,0.01101654597066031,0.07403049996975845,0.6983541461764458,limitup_probability_engine:model_v1,0.521016,0.372531,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.08886636382169279,0.08886636382169279,up,high,1.0,ehx:model_v1,0.0028944405834581133,0.051412634328971064,0.08513712184014219,0.11886160935131332,0.16737980309682715,13.198146017136763,13.854284849837184,14.329481347893479,14.820976898135608,15.557793907797127,0.9556918602652009,0.9556918602652009,49,25,25,0.0974628240373607,0.0,0.0,,,,,,,,
50,20260612,20260612,20260615,20260616,920634.BJ,新威凌,铅锌,19.96,FULL,0,0,TOP20以外,只观察不追,≤20.16,只观察不追,≤20.16,冲高至21.41附近优先兑现；强势放量再看22.15；弱于19.66止损,冲高至21.41附近优先兑现；强势放量再看22.15；弱于19.66止损,只观察不追,≤20.16,只观察不追,≤20.16,冲高至21.41附近优先兑现；强势放量再看22.15；弱于19.66止损,冲高至21.41附近优先兑现；强势放量再看22.15；弱于19.66止损,0.353654,0.353654,67.9407,67.9407,0.673981,0.673981,60.9158,60.9158,0.093556,37.8067,0.747492,38.4312,0.662724224397984,0.88030043753944,0.6424763053391169,0.882615161704496,0.014724740993663415,0.08969748104780768,0.745039938514608,limitup_probability_engine:model_v1,0.491974,0.353654,historical_bin_blend_v1,5508.0,0.7076978939724038,0.010574125748734375,0.012759170653907415,131.0,0.023783587509077705,329.0,0.059731299927378356,3235341964.0785704,0.5652099103001914,0.0,0.07267821803691644,0.07267821803691644,up,high,1.0,ehx:model_v1,-0.012084152577673007,0.036434041167839944,0.07015852867901107,0.1038830161901822,0.152401209935696,19.720251808874075,20.70063367354146,21.410657232016856,22.1450343180963,23.245962959794944,0.919717009878865,0.919717009878865,50,55,55,0.0571019529330856,0.0,0.0,,,,,,,,
