rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260514,20260518,001259.SZ,利仁科技,55.0,66.55,0.1906203596086497,0.02010994639707123,0.0,0.02031351365480912,0.02031351365480912,up,high,False,False,0.17051041321157848,10.432756748985497,0.20999999999999996,0.20999999999999996,0.18968648634519084,1,是
2,20260514,20260518,603779.SH,威龙股份,9.02,10.91,0.1902354657704473,0.01969063278697518,0.0,0.019885771997185327,0.019885771997185327,up,high,False,False,0.17054483298347212,1.7106303365853908,0.2095343680709536,0.2095343680709536,0.18964859607376827,1,是
3,20260514,20260518,003018.SZ,金富科技,53.76,65.05,0.19062650874362017,0.014958294309139954,0.0,0.015070729506871739,0.015070729506871739,up,high,False,False,0.17566821443448022,10.479797581710578,0.21000744047619047,0.21000744047619047,0.19493671096931872,1,是
4,20260514,20260518,603007.SH,花王股份,9.26,8.1,-0.133839986979695,0.013228294182933524,0.0,0.013316175143951564,0.013316175143951564,up,high,False,False,-0.14706828116262854,-1.2833077818329919,-0.12526997840172793,0.12526997840172793,0.1385861535456795,0,否
5,20260514,20260518,605399.SH,晨光新材,15.22,15.13,-0.0059308246332752486,0.008955023994597166,0.0,0.008995240177960336,0.008995240177960336,up,high,True,True,-0.014885848627872414,-0.22690755550855535,-0.005913272010512505,0.005913272010512505,0.01490851218847284,0,否
6,20260514,20260518,600156.SH,华升股份,14.19,13.49,-0.05058882095228674,0.005551846686177888,0.0,0.0055672867473842615,0.0055672867473842615,up,high,True,False,-0.056140667638464634,-0.7789997989453799,-0.04933051444679348,0.04933051444679348,0.054897801194177746,0,否
7,20260514,20260518,002990.SZ,盛视科技,69.41,63.7,-0.08584638677337458,0.0034007833163415316,0.0,0.003406572540696156,0.003406572540696156,up,high,False,False,-0.08924717008971611,-5.946450200049711,-0.08226480334245778,0.08226480334245778,0.08567137588315393,0,否
8,20260514,20260518,603610.SH,麒盛科技,18.84,18.92,0.0042372944755152174,0.0024034208087110507,0.0,0.002406311339759868,0.002406311339759868,up,high,True,True,0.0018338736668041668,0.03466509435892462,0.00424628450106157,0.00424628450106157,0.001839973161301702,1,是
9,20260514,20260518,600509.SH,天富能源,10.33,9.59,-0.07433139423620036,0.002356895787153502,0.0,0.002359675449391678,0.002359675449391678,up,high,True,False,-0.07668829002335387,-0.7643754473922169,-0.07163601161665056,0.07163601161665056,0.07399568706604225,0,否
10,20260514,20260518,603118.SH,共进股份,17.7,15.63,-0.12437249514639814,0.0018911853083069684,0.0,0.0018929747271051933,0.0018929747271051933,flat,high,False,False,-0.12626368045470512,-2.103505652669762,-0.11694915254237281,0.11694915254237281,0.118842127269478,0,否
11,20260514,20260518,001223.SZ,欧克科技,70.77,67.0,-0.05474256269672728,0.0012802475771550804,0.0,0.0012810674439246372,0.0012810674439246372,flat,high,True,False,-0.05602281027388236,-3.8606611430065385,-0.0532711600960859,0.0532711600960859,0.05455222754001054,0,否
12,20260514,20260518,920580.BJ,科创新材,18.83,15.28,-0.20890655893068655,0.0010454620796440483,0.0,0.0010460087656205888,0.0010460087656205888,flat,high,False,False,-0.2099520210103306,-3.5696963450566326,-0.18852894317578328,0.18852894317578328,0.18957495194140386,0,否
13,20260514,20260518,002840.SZ,华统股份,11.18,10.18,-0.09370145660457645,0.0007469349925265977,0.0,0.000747214017935084,0.000747214017935084,flat,high,False,False,-0.09444839159710304,-1.0083538527205125,-0.08944543828264762,0.08944543828264762,0.0901926523005827,0,否
14,20260514,20260518,002124.SZ,天邦食品,3.07,2.87,-0.06736553182757596,0.0007343630377252958,0.0,0.0007346327482786642,0.0007346327482786642,flat,high,True,False,-0.06809989486530126,-0.20225532253721523,-0.06514657980456018,0.06514657980456018,0.06588121255283884,0,否
15,20260514,20260518,688478.SH,晶升股份,68.65,72.02,0.047922726006749024,0.0004922973215263678,0.0,0.0004924185197404615,0.0004924185197404615,flat,high,True,False,0.04743042868522265,3.3361954686198203,0.049089584850691814,0.049089584850691814,0.048597166330951354,1,是
16,20260514,20260518,002208.SZ,合肥城建,19.8,22.84,0.14283144708731982,0.0004789946825113795,0.0,0.00047910941878294,0.00047910941878294,flat,high,False,False,0.14235245240480843,3.0305136335080967,0.1535353535353534,0.1535353535353534,0.15305624411657048,1,是
17,20260514,20260518,001267.SZ,汇绿生态,69.78,66.82,-0.04334499883001771,-8.586814730916806e-05,0.0,-8.586446074532713e-05,-8.586446074532713e-05,flat,high,True,False,-0.04325913068270854,-2.954008377929199,-0.0424190312410434,0.0424190312410434,0.042333166780298075,1,否
