rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260728,20260728,20260729,20260730,002173.SZ,创新医疗,2→3,医疗服务,22.76,TOP10,1,1,TOP10,只观察不追,≤22.87,只观察不追,≤22.87,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤22.87,只观察不追,≤22.87,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.261177,0.261177,74.3721,74.3721,0.481446,0.481446,86.969,86.969,0.99,74.3721,0.821106,86.969,0.6786196643324303,0.9820748204411816,0.5199766532148075,0.7226950452075763,0.5987595307670368,0.6418228150486732,0.5984211490628557,0.38649693626725073,0.2980117718577788,0.06791728532396453,0.08096984953428878,0.05242950116498943,0.03947930583103489,0.6247443026184856,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.261177,validated_platt_v1,0.821106,0.481446,validated_platt_v1,30.9431,48.6085,84.6233,87.4324,50.438,50.438,1,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.261177,0.261177,0.261177,0.512292,0.476077,0.146649,60.9005,32.2294,87.945,93.311,0.069362,0.0,91.6157,91.6157,0.136442,50.0,50.0,43.1067,54.8035,41.4222,0.414222,43.6762,0.436762,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,1,1,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,8.8146,10.9856,0.64,,,1004363.0668,,,10.0048,0.052996671524074,0.0648405499722925,0.0608825348838686,-0.1821465428276574,0.2685254216046027,,,0.0,,,0.0,1.0,248764524.0,248764524.0,09:30:00,15:00:00,1.0,,2.4605,1.0,1.0,0.025837,0.0,31.0,,,,,,,0.0,1.0,142246650.0,22.76,18.62,1.0,0.0,1.7098191646749954,1,1.0,0.865388,1.0,0.103525,0.1035253999999999,0,0.0,0.732373,1.0,1.0,0.8794498000000001,0.9331104600000001,0.06936184999999997,0.0,0.0580643475328127,0.0580643475328127,up,high,0.974495,ehx:coldstart_v1,-0.04869499030038179,0.01332895666413076,0.05644115156095111,0.09955334645777145,0.16157729342228513,21.678253581279655,23.06539784959751,24.081544549846818,25.142457619319867,26.751268764890295,0.8113875671934032,0.8113875671934032,1,1,1,0.2679485960202793,0.0,0.314577,,,,2.0,,,0.8203859413383053,
2,20260728,20260728,20260729,20260730,301421.SZ,波长光电,1→2,光学光电,82.12,TOP10,1,1,TOP10,只观察不追,≤82.53,只观察不追,≤82.53,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤82.53,只观察不追,≤82.53,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.261177,0.261177,78.5852,78.5852,0.493608,0.493608,86.9096,86.9096,0.99,78.5852,0.847269,86.9096,0.8213210978030675,0.9788550216275644,0.3076713209781561,0.6791311343145463,0.4710424818898642,0.640002941669531,0.5985941460336749,0.35910161837170074,0.5180905959686548,0.08502280609309185,0.10236047340572628,0.0030538470948019425,0.046147012324769233,0.587144805375998,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.261177,validated_platt_v1,0.847269,0.493608,validated_platt_v1,31.3644,49.5206,86.4954,66.5421,49.0832,49.0832,3,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.261177,0.261177,0.261177,0.51617,0.473259,0.146083,59.7228,32.2294,87.076,93.336,0.0469,0.0,80.0342,80.0342,0.139767,50.0,50.0,42.663,53.932,39.2579,0.392579,41.7142,0.417142,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,2,2,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,9.7426,9.7711,0.67,,,950276.216,,,20.0058,0.0849749934548443,0.1136447431193739,0.0949899070533954,-0.5162809917355371,0.6520547888246558,4.0,3.0,1.0,3.0,4.0,0.0,0.0,219416510.0,219416510.0,09:30:00,15:00:00,1.0,,0.0,0.0,,0.044795,0.0,31.0,,,,,,,0.0,1.0,47200194.52,82.12,54.74,1.0,0.0,2.4350657324599174,1,1.0,0.858,1.0,0.07,0.07,0,0.0,0.65,0.0,1.0,0.8707600000000001,0.93336,0.046900000000000004,0.0,0.04556663652121791,0.04556663652121791,up,high,0.972632,ehx:coldstart_v1,-0.061026264929785204,0.00126262228201892,0.04455897436547851,0.08785532644893809,0.15014421366074335,77.25837523795654,82.22375202782688,85.86193219112242,89.6610920540079,95.4235884056097,0.7562088869903114,0.7562088869903114,2,2,2,0.2559985414751152,0.0,0.348097,,,,,,,,
3,20260728,20260728,20260729,20260730,600775.SH,南京熊猫,2→3,通信设备,10.35,TOP10,1,1,TOP10,只观察不追,≤10.40,只观察不追,≤10.40,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤10.40,只观察不追,≤10.40,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,0.248553,0.248553,76.8734,76.8734,0.438522,0.438522,84.6375,84.6375,0.983757,76.8734,0.700743,84.6375,0.6345504667335874,0.9747022735778572,0.6240884873666422,0.6633035494874086,0.5735704085210992,0.5826505251009304,0.36978079510110173,0.44343096836513707,0.3747198163435557,0.06809132832359019,0.09280246115575046,0.03845692487428505,0.027166388959181238,0.5685106693833312,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.983757,0.248553,validated_platt_v1,0.700743,0.438522,validated_platt_v1,30.0571,45.3892,84.8126,90.7952,49.9711,49.9711,2,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.248553,0.248553,0.248553,0.485456,0.506406,0.161412,58.4815,32.2294,74.6359,85.1644,0.04923,0.0,91.6865,91.6865,0.141525,50.0,50.0,40.7134,52.2914,38.8399,0.388399,41.6227,0.416227,0,0,WATCH,t_attack<0.55;t1_high_profit<0.50,professional_score_rule_guarded,3,3,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,8.4407,12.9158,2.63,,,945822.8475,,,9.9894,0.0531320084562123,0.0473045710385728,0.0427250507715212,-0.1424180327868853,0.209648876163745,,,0.0,,,0.0,1.0,114157229.0,114157229.0,09:53:00,15:00:00,1.0,,0.2899,0.0,,0.01336,0.0,31.0,,,,,,,0.0,0.6986716259298624,25888660.0,10.35,8.47,1.0,0.0,1.596285330581913,1,1.0,0.807757,1.0,0.073478,0.0734782,0,0.0,0.632609,0.0,0.6986716259298624,0.7463588453347505,0.8516444651859725,0.04923031,0.0,0.03584959704578211,0.03584959704578211,up,high,0.936733,ehx:coldstart_v1,-0.11391732442306275,-0.02593419417856107,0.035221956701413745,0.09637810758138857,0.18436123782589187,9.235633373137365,10.085031809417348,10.721043329423845,11.397164852177504,12.445358691445985,0.6511629639742004,0.6511629639742004,3,4,4,0.2099665050078206,0.0,0.270058,,,,5.0,,,0.8924546697910282,
4,20260728,20260728,20260729,20260730,002309.SZ,中利集团,2→3,电网设备,3.37,TOP10,1,1,TOP10,只观察不追,≤3.39,只观察不追,≤3.39,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤3.39,只观察不追,≤3.39,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,0.214482,0.214482,71.5454,71.5454,0.443125,0.443125,81.2638,81.2638,0.936212,71.5454,0.715759,81.2638,0.7105477811110857,0.9816739107507546,0.5475512559220701,0.7275011686781949,0.44111895859696254,0.4493296769069202,0.3384099918209347,0.562354302792403,0.43881846104106487,0.07371194016263277,0.09389715802841712,0.005200652224057383,0.04103181580101452,0.5352028209892097,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.936212,0.214482,validated_platt_v1,0.715759,0.443125,validated_platt_v1,26.4579,45.7344,79.6486,84.8834,46.2109,46.2109,6,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.214482,0.214482,0.214482,0.48448,0.509126,0.157317,56.8143,32.2294,74.8884,86.1229,0.061215,0.0,88.8669,88.8669,0.143271,50.0,50.0,38.0165,52.2759,37.2354,0.372354,39.4793,0.394793,0,0,WATCH,t_attack<0.55;t1_high_profit<0.50,professional_score_rule_guarded,4,4,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,6.7865,6.7865,0.64,,,1013583.2398,,,10.1307,0.058941945272657,0.0668309010765532,0.0563595148046954,-0.1330935251798559,0.2173517560018908,,,0.0,,,0.0,0.0,136028321.0,136028321.0,09:32:00,15:00:00,1.0,,1.7804,0.0,,0.021848,0.0,31.0,,,,,,,0.0,0.7833333333333334,48456460.0,3.37,2.75,1.0,0.0,2.114732391200452,1,1.0,0.794521,1.0,0.091365,0.091365,0,0.0,0.5431750000000001,0.0,0.7833333333333334,0.7488836200000001,0.8612289866666667,0.06121455,0.0,0.027598011767315817,0.027598011767315817,up,high,0.969473,ehx:coldstart_v1,-0.08197781105576074,-0.017555335523232136,0.027224051420380452,0.07200343836399303,0.1364259138965228,3.1047553912866426,3.311354793571376,3.4630052996558542,3.621600961855989,3.8625927630565355,0.6591199193517034,0.6591199193517034,6,8,8,0.1781916616715505,0.0,0.258486,,,,11.0,,,0.7838752107718251,
5,20260728,20260728,20260729,20260730,002388.SZ,新亚制程,3→4,其他电子,5.28,TOP10,1,1,TOP10,只观察不追,≤5.31,只观察不追,≤5.31,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤5.31,只观察不追,≤5.31,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.188362,0.188362,68.573,68.573,0.413924,0.413924,73.8276,73.8276,0.815276,68.573,0.61284,73.8276,0.5699096613777975,0.9750259950752733,0.5628745083165496,0.6338359406594609,0.3731103716381659,0.4651681824071107,0.323617235744742,0.5232076831019288,0.5031729493617726,0.05645202146606088,0.08100643575721202,-0.014579940999752706,0.00522423332621205,0.48739734576578336,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.815276,0.188362,validated_platt_v1,0.61284,0.413924,validated_platt_v1,23.8099,43.5443,73.9307,93.1721,44.0336,44.0336,10,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.188362,0.188362,0.188362,0.466547,0.529257,0.168539,55.3305,32.2294,71.0001,84.1828,0.071264,0.0,92.8106,92.8106,0.145172,50.0,50.0,36.4243,51.9264,36.5429,0.365429,38.4156,0.384156,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,5,5,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,21.6498,24.3445,2.21,,,269648.3328,,,10.0,0.054999440391545,0.0637367351486825,0.0584820155815247,-0.3186003683241252,0.4006540212433001,,,0.0,,,0.0,5.0,31686336.0,31686336.0,09:35:00,15:00:00,3.0,,3.0303,0.0,,0.006967,0.0,31.0,,,,,,,0.0,0.7500000000000003,29425032.0,5.28,4.32,1.0,0.0,1.1933923446059025,1,1.0,0.767773,1.0,0.106364,0.106364,0,0.0,0.468182,0.0,0.7500000000000003,0.7100010200000001,0.8418282600000002,0.07126388,0.0,0.02186221622207574,0.02186221622207574,up,high,0.934918,ehx:coldstart_v1,-0.1252891499541548,-0.03861772994748626,0.021626664906159356,0.08187105975980496,0.1685424797664751,4.658236522018899,5.079985299417161,5.39543250165256,5.730467740374907,6.249294500673435,0.5956602094190593,0.5956602094190593,12,12,12,0.1348865273262289,0.0,0.230091,,,,26.0,,,0.93,
6,20260728,20260728,20260729,20260730,603221.SH,爱丽家居,6→7,家居用品,16.94,TOP10,1,1,TOP10,只观察不追,≤17.02,只观察不追,≤17.02,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤17.02,只观察不追,≤17.02,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_high_profit<0.50；若竞价弱于预期不追,0.247888,0.247888,76.336,76.336,0.44978,0.44978,83.266,83.266,0.983331,76.336,0.736594,83.266,0.6405636067624224,0.961110228466143,0.5014513922539376,0.5963995224797718,0.47576952937687583,0.3742012666666186,0.3027436809289522,0.49364927171843426,0.40593743887438594,0.06114884484912867,0.08751228115762416,0.007475194694105082,0.030010508853342006,0.48053127105158794,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.983331,0.247888,validated_platt_v1,0.736594,0.44978,validated_platt_v1,29.9435,46.2335,83.1786,65.8702,47.1185,47.1185,5,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.247888,0.247888,0.247888,0.492293,0.498764,0.156714,59.0152,32.2294,87.076,93.336,0.0469,0.0,79.4909,79.4909,0.170697,50.0,50.0,42.0749,52.556,35.311,0.35311,38.2629,0.382629,0,0,WATCH,t_attack<0.55;t1_high_profit<0.50,professional_score_rule_guarded,6,6,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,0.3274,1.2255,1.87,,,410405.38,,,10.0,0.0001751394790628,0.0747289683917343,0.060094563343497,-0.2066390041493776,0.291109403021663,2.0,9.0,1.0,9.0,2.0,0.0,0.0,354483052.0,354483052.0,09:30:00,15:00:00,1.0,,0.0,0.0,,0.018661,0.0,31.0,,,,,,,0.0,1.0,4101174.0,16.94,13.86,1.0,0.0,2.5489869160848797,1,1.0,0.858,1.0,0.07,0.07,0,0.0,0.65,0.0,1.0,0.8707600000000001,0.93336,0.046900000000000004,0.0,0.039514995514783116,0.039514995514783116,up,high,0.952765,ehx:coldstart_v1,-0.09083040632021806,-0.01438331637251096,0.038754253911528216,0.09189182419556739,0.1683389141432759,15.469143269114348,16.698090521432334,17.60938402402043,18.570411108229326,20.04573881764687,0.6886114748328502,0.6886114748328502,5,3,3,0.1853331613516218,0.0,0.239427,,,,7.0,,,0.500360145347654,
7,20260728,20260728,20260729,20260730,300067.SZ,安诺其,1→2,化学制品,5.62,TOP10,1,1,TOP10,只观察不追,≤5.65,只观察不追,≤5.65,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤5.65,只观察不追,≤5.65,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.245554,0.245554,87.1243,87.1243,0.426836,0.426836,83.929,83.929,0.981739,87.1243,0.660502,83.929,0.5292791582121003,0.9859842233651244,0.5352062658307047,0.6856691638138981,0.29459420991065144,0.4676837844944506,0.2621332205010885,0.6193425099797114,0.583369061954246,0.0564641035318635,0.08257202374668582,-0.01982228624231669,0.0026951816216348842,0.4604600058548606,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.981739,0.245554,validated_platt_v1,0.660502,0.426836,validated_platt_v1,30.8123,44.5127,90.3074,64.9217,48.918,48.918,4,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.245554,0.245554,0.245554,0.472606,0.523256,0.168026,55.0511,32.2294,79.6945,87.1201,0.090815,0.0,77.619,77.619,0.161498,50.0,50.0,41.3472,50.2791,34.2356,0.342356,37.9062,0.379062,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,7,7,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,16.5217,20.398,4.26,,,648758.5252,,,20.0855,0.0842342264418055,0.0687981725915504,0.0562732989056874,-0.2243816254416961,0.2962087941156558,3.0,6.0,1.0,6.0,3.0,0.0,1.0,65452363.0,65452363.0,13:13:00,15:00:00,3.0,,1.6014,1.0,9.0,0.012675,0.0,31.0,,,,,,,0.0,0.8602564102564102,9954900.0,5.62,3.74,1.0,0.0,1.805205460609265,1,1.0,0.787074,1.0,0.114217,0.171375,0,0.0,0.6789149999999999,1.0,0.8602564102564102,0.7969447876923077,0.8712006620512821,0.09081489,0.0,0.021684933052855796,0.021684933052855796,up,high,0.926335,ehx:coldstart_v1,-0.17372865853754166,-0.05858322405338884,0.021453159567926674,0.10148954318924219,0.2166349776733971,4.72375014023159,5.300220586849217,5.741869323757049,6.220319096322955,6.979425742760802,0.5717345706551262,0.5717345706551262,4,13,13,0.164937888281925,0.0,0.263489,,,,,,,,
8,20260728,20260728,20260729,20260730,002969.SZ,嘉美包装,2→3,包装印刷,12.61,TOP10,1,1,TOP10,只观察不追,≤12.67,只观察不追,≤12.67,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤12.67,只观察不追,≤12.67,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.177,0.177,68.6932,68.6932,0.436765,0.436765,71.3614,71.3614,0.715456,68.6932,0.694885,71.3614,0.5620515104765185,0.979166418106477,0.5517367845267783,0.49863313363630957,0.49042167686372956,0.6058267542182645,0.3593914240280175,0.5073356163936369,0.3892102311798189,0.0441031689566898,0.07922980524090391,0.05164996646126423,0.04116303210540381,0.5056162596394856,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.715456,0.177,validated_platt_v1,0.694885,0.436765,validated_platt_v1,22.7993,45.2574,73.3471,86.7621,42.8628,42.8628,13,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.177,0.177,0.177,0.478791,0.516275,0.160707,55.5995,32.2294,72.1552,84.4849,0.064115,0.0,89.541,89.541,0.145826,50.0,50.0,35.0389,51.8399,35.7585,0.357585,37.5346,0.375346,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,8,8,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,3.0096,5.7195,1.22,,,1385203.0903,,,10.0349,0.0559305439924793,0.0561819445829562,0.0491303592931806,-0.2638691322901849,0.3398487104112215,3.0,5.0,1.0,5.0,3.0,0.0,1.0,161155131.0,161155131.0,09:32:00,15:00:00,1.0,,2.1412,0.0,,0.009511,0.0,31.0,,,,,,,0.0,0.7327225130890053,29269200.0,12.61,10.31,1.0,0.0,1.8859254705044253,1,1.0,0.780652,1.0,0.095694,0.095694,0,0.0,0.521531,0.0,0.7327225130890053,0.7215522247120418,0.8448489426178011,0.06411498,0.0,0.02189887358313611,0.02189887358313611,up,high,0.961167,ehx:coldstart_v1,-0.09743407298538787,-0.027174296348726146,0.021662537358421177,0.0704993710655685,0.1407591477022315,11.439314662024328,12.271946113805598,12.886144795883345,13.5310835103543,14.515968185727534,0.6175998604374744,0.6175998604374744,13,11,11,0.1449928195445645,0.0,0.245336,,,,16.0,,,0.8172502201320404,
9,20260728,20260728,20260729,20260730,600895.SH,张江高科,1→2,房地产开发,31.04,TOP10,1,1,TOP10,只观察不追,≤31.20,只观察不追,≤31.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤31.20,只观察不追,≤31.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.229121,0.229121,50.8645,50.8645,0.433286,0.433286,75.5178,75.5178,0.964883,50.8645,0.68308,75.5178,0.6902028819909,0.9298799704910676,0.3899661215146119,0.6747497440045522,0.5358593788922557,0.6738392098423537,0.5762365145617693,0.41179868569546624,0.3407356655255544,0.049090105447861854,0.07676697421604803,0.018752176053717387,0.02686917248581186,0.5869954850069197,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.964883,0.229121,validated_platt_v1,0.68308,0.433286,validated_platt_v1,25.7073,44.9964,65.2728,74.2779,41.4428,41.4428,17,0.5707320138467877,0.10639413624025683,0.22197577181515685,0.10089807809779858,0.229121,0.229121,0.229121,0.481661,0.510914,0.155155,57.9258,32.2294,87.076,93.336,0.0469,0.0,84.4464,84.4464,0.148541,50.0,50.0,37.5786,51.5438,36.1011,0.361011,37.4365,0.374365,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,9,9,5523.0,0.470034401593337,-0.007475012622938343,-0.0006067961165049374,82.0,0.014847003440159334,151.0,0.027340213652000723,2039129397.02345,0.3222942734047857,0.9998,1.9509,0.76,,,4807132.5184,,,9.9929,0.0459304014395948,0.0563318818980394,0.0451236008545614,-0.2739798622151563,0.3474752772473528,,,0.0,,,0.0,0.0,1185613928.0,1185613928.0,09:30:00,15:00:00,1.0,,0.0,0.0,,0.037199,0.0,31.0,,,,,,,0.0,1.0,131580609.0,31.04,25.4,1.0,0.0,3.0,1,1.0,0.858,1.0,0.07,0.07,0,0.0,0.65,0.0,1.0,0.8707600000000001,0.93336,0.046900000000000004,0.0,0.03188111065694836,0.03188111065694836,up,high,0.98746,ehx:coldstart_v1,-0.06116054296748899,-0.00656519564280595,0.03138345757121855,0.06933211078524304,0.12392745810992707,29.19846537806801,30.8368838055801,32.02958967479167,33.26842690083621,35.135223767825416,0.7115100737887516,0.7115100737887516,9,5,5,0.2690824969902574,0.0,0.279207,,,,1.0,,,0.6110281095779659,
