rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
60,20260605,20260605,20260608,20260609,002354.SZ,天娱数科,6.66,放弃,不建议买入,冲高至7.14附近优先兑现；强势放量再看7.38；弱于6.56止损,冲高至7.14附近优先兑现；强势放量再看7.38；弱于6.56止损,放弃,不建议买入,冲高至7.14附近优先兑现；强势放量再看7.38；弱于6.56止损,冲高至7.14附近优先兑现；强势放量再看7.38；弱于6.56止损,0.105615,0.105615,38.1684,38.1684,0.695143,0.695143,37.6953,37.6953,0.105615,38.1684,0.695143,37.6953,,,,,,,,rule_fallback:model_missing,0.0,0.07163403127610411,0.07163403127610411,up,high,1.0,ehx:model_v1,-0.013058065629451443,0.03546012811606151,0.06918461562723263,0.10290910313840376,0.1514272968839176,6.573598628010975,6.900401599036138,7.137082648298853,7.381881764064819,7.7488681027155,0.9167736557709358,0.9167736557709358,60,65,65,0.1566008082783645,0.0,0.0,,,,,,,,
61,20260605,20260605,20260608,20260609,002903.SZ,宇环数控,47.91,放弃,不建议买入,冲高至51.76附近优先兑现；强势放量再看53.54；弱于47.19止损,冲高至51.76附近优先兑现；强势放量再看53.54；弱于47.19止损,放弃,不建议买入,冲高至51.76附近优先兑现；强势放量再看53.54；弱于47.19止损,冲高至51.76附近优先兑现；强势放量再看53.54；弱于47.19止损,0.075581,0.075581,37.2674,37.2674,0.731581,0.731581,37.1796,37.1796,0.075581,37.2674,0.731581,37.1796,,,,,,,,rule_fallback:model_missing,0.0,0.08039965619212762,0.08039965619212762,up,high,1.0,ehx:model_v1,-0.004911656543173548,0.0436065372023394,0.07733102471351053,0.11105551222468166,0.1595737059701955,47.6752594893129,50.04540974143095,51.76194752816483,53.537361882969776,56.19894344799728,0.9390226075721707,0.9390226075721707,61,55,55,0.0633324696671523,0.0,0.0,,,,,,,,
62,20260605,20260605,20260608,20260609,603124.SH,江南新材,168.0,放弃,不建议买入,冲高至180.02附近优先兑现；强势放量再看186.20；弱于165.48止损,冲高至180.02附近优先兑现；强势放量再看186.20；弱于165.48止损,放弃,不建议买入,冲高至180.02附近优先兑现；强势放量再看186.20；弱于165.48止损,冲高至180.02附近优先兑现；强势放量再看186.20；弱于165.48止损,0.095804,0.095804,37.8741,37.8741,0.692669,0.692669,37.1674,37.1674,0.095804,37.8741,0.692669,37.1674,,,,,,,,rule_fallback:model_missing,0.0,0.07156271037319975,0.07156271037319975,up,high,1.0,ehx:model_v1,-0.013124621257821614,0.03539357248769134,0.06911805999886246,0.10284254751003358,0.1513607412555474,165.80947001109482,174.0525999145293,180.02253534269755,186.19723719799185,195.4539341392521,0.9165695883532111,0.9165695883532111,62,66,66,0.1447632592827777,0.0,0.0,,,,,,,,
63,20260605,20260605,20260608,20260609,600819.SH,耀皮玻璃,7.04,放弃,不建议买入,冲高至7.53附近优先兑现；强势放量再看7.79；弱于6.93止损,冲高至7.53附近优先兑现；强势放量再看7.79；弱于6.93止损,放弃,不建议买入,冲高至7.53附近优先兑现；强势放量再看7.79；弱于6.93止损,冲高至7.53附近优先兑现；强势放量再看7.79；弱于6.93止损,0.097842,0.097842,37.9353,37.9353,0.685578,0.685578,37.087,37.087,0.097842,37.9353,0.685578,37.087,,,,,,,,rule_fallback:model_missing,0.0,0.06925885949446482,0.06925885949446482,up,high,1.0,ehx:model_v1,-0.01527692745702039,0.03324126628849256,0.06696575379966369,0.10069024131083482,0.14920843505634862,6.933267776714722,7.2779515088015065,7.527582370841032,7.785775472847015,8.172841173119496,0.9097659385760435,0.9097659385760435,63,67,67,0.1609868803256565,0.0,0.0,,,,,,,,
64,20260605,20260605,20260608,20260609,300353.SZ,东土科技,21.94,放弃,不建议买入,冲高至23.73附近优先兑现；强势放量再看24.54；弱于21.61止损,冲高至23.73附近优先兑现；强势放量再看24.54；弱于21.61止损,放弃,不建议买入,冲高至23.73附近优先兑现；强势放量再看24.54；弱于21.61止损,冲高至23.73附近优先兑现；强势放量再看24.54；弱于21.61止损,0.061392,0.061392,36.8418,36.8418,0.744657,0.744657,36.8325,36.8325,0.061392,36.8418,0.744657,36.8325,,,,,,,,rule_fallback:model_missing,0.0,0.0814787625547038,0.0814787625547038,up,high,1.0,ehx:model_v1,-0.003913352066067424,0.04460484167944553,0.07832932919061665,0.11205381670178777,0.1605720104473016,21.854308834878015,22.94078421329652,23.727644050450202,24.5414928692171,25.761560177384943,0.941394322105441,0.941394322105441,64,51,51,0.031734691792102,0.0,0.0,,,,,,,,
65,20260605,20260605,20260608,20260609,003009.SZ,中天火箭,55.4,放弃,不建议买入,冲高至59.78附近优先兑现；强势放量再看61.83；弱于54.57止损,冲高至59.78附近优先兑现；强势放量再看61.83；弱于54.57止损,放弃,不建议买入,冲高至59.78附近优先兑现；强势放量再看61.83；弱于54.57止损,冲高至59.78附近优先兑现；强势放量再看61.83；弱于54.57止损,0.063029,0.063029,36.8909,36.8909,0.722871,0.722871,36.3657,36.3657,0.063029,36.8909,0.722871,36.3657,,,,,,,,rule_fallback:model_missing,0.0,0.07904459701057695,0.07904459701057695,up,high,1.0,ehx:model_v1,-0.006166664036325931,0.04235152970918702,0.07607601722035814,0.10980050473152927,0.1583186984770431,55.05941801901072,57.796667797975935,59.779070674385956,61.829469186429094,64.90328847027364,0.9359353450502181,0.9359353450502181,65,58,58,0.0492644503028117,0.0,0.0,,,,,,,,
66,20260605,20260605,20260608,20260609,600207.SH,安彩高科,7.19,放弃,不建议买入,冲高至7.68附近优先兑现；强势放量再看7.94；弱于7.08止损,冲高至7.68附近优先兑现；强势放量再看7.94；弱于7.08止损,放弃,不建议买入,冲高至7.68附近优先兑现；强势放量再看7.94；弱于7.08止损,冲高至7.68附近优先兑现；强势放量再看7.94；弱于7.08止损,0.07952,0.07952,37.3856,37.3856,0.680469,0.680469,36.0889,36.0889,0.07952,37.3856,0.680469,36.0889,,,,,,,,rule_fallback:model_missing,0.0,0.06828739433100636,0.06828739433100636,up,high,1.0,ehx:model_v1,-0.016185881102916924,0.03233231264259603,0.06605680015376715,0.09978128766493827,0.1482994814104521,7.074560281902734,7.426268295983597,7.680986365239936,7.944441163660878,8.339394844641031,0.9067719898440205,0.9067719898440205,66,69,69,0.1409964140457293,0.0,0.0,,,,,,,,
67,20260605,20260605,20260608,20260609,603859.SH,能科科技,45.34,放弃,不建议买入,冲高至48.92附近优先兑现；强势放量再看50.60；弱于44.66止损,冲高至48.92附近优先兑现；强势放量再看50.60；弱于44.66止损,放弃,不建议买入,冲高至48.92附近优先兑现；强势放量再看50.60；弱于44.66止损,冲高至48.92附近优先兑现；强势放量再看50.60；弱于44.66止损,0.053892,0.053892,36.6167,36.6167,0.719222,0.719222,35.8404,35.8404,0.053892,36.6167,0.719222,35.8404,,,,,,,,rule_fallback:model_missing,0.0,0.07896517884434477,0.07896517884434477,up,high,1.0,ehx:model_v1,-0.006240267193416887,0.042277926552096064,0.07600241406326719,0.10972690157443832,0.15824509531995212,45.05794724301616,47.297979204287294,48.9202812088026,50.59822753128097,53.11369159009488,0.9357505792061103,0.9357505792061103,67,59,59,0.0309241163759625,0.0,0.0,,,,,,,,
68,20260605,20260605,20260608,20260609,002361.SZ,神剑股份,16.81,放弃,不建议买入,冲高至17.87附近优先兑现；强势放量再看18.48；弱于16.56止损,冲高至17.87附近优先兑现；强势放量再看18.48；弱于16.56止损,放弃,不建议买入,冲高至17.87附近优先兑现；强势放量再看18.48；弱于16.56止损,冲高至17.87附近优先兑现；强势放量再看18.48；弱于16.56止损,0.077906,0.077906,37.3372,37.3372,0.667724,0.667724,35.6936,35.6936,0.077906,37.3372,0.667724,35.6936,,,,,,,,rule_fallback:model_missing,0.0,0.06299075463973876,0.06299075463973876,up,high,1.0,ehx:model_v1,-0.02115627935733122,0.02736191438818173,0.061086401899352855,0.09481088941052399,0.14332908315603782,16.458098532360587,17.27630417620406,17.86887458549401,18.481769925763675,19.400581320150664,0.8890947551506687,0.8890947551506687,68,71,71,0.1697178810345216,0.0,0.0,,,,,,,,
69,20260605,20260605,20260608,20260609,603070.SH,万控智造,16.73,放弃,不建议买入,冲高至17.78附近优先兑现；强势放量再看18.39；弱于16.48止损,冲高至17.78附近优先兑现；强势放量再看18.39；弱于16.48止损,放弃,不建议买入,冲高至17.78附近优先兑现；强势放量再看18.39；弱于16.48止损,冲高至17.78附近优先兑现；强势放量再看18.39；弱于16.48止损,0.070318,0.070318,37.1095,37.1095,0.667724,0.667724,35.3332,35.3332,0.070318,37.1095,0.667724,35.3332,,,,,,,,rule_fallback:model_missing,0.0,0.06299075463973876,0.06299075463973876,up,high,1.0,ehx:model_v1,-0.02115627935733122,0.02736191438818173,0.061086401899352855,0.09481088941052399,0.14332908315603782,16.37977325677529,17.194085001064483,17.78383532512283,18.393813852351357,19.30825255717553,0.8890947551506687,0.8890947551506687,69,70,70,0.1572023965170342,0.0,0.0,,,,,,,,
70,20260605,20260605,20260608,20260609,603078.SH,江化微,41.56,放弃,不建议买入,冲高至44.57附近优先兑现；强势放量再看46.10；弱于40.94止损,冲高至44.57附近优先兑现；强势放量再看46.10；弱于40.94止损,放弃,不建议买入,冲高至44.57附近优先兑现；强势放量再看46.10；弱于40.94止损,冲高至44.57附近优先兑现；强势放量再看46.10；弱于40.94止损,0.052696,0.052696,36.5809,36.5809,0.699833,0.699833,35.2989,35.2989,0.052696,36.5809,0.699833,35.2989,,,,,,,,rule_fallback:model_missing,0.0,0.07240678835896017,0.07240678835896017,up,high,1.0,ehx:model_v1,-0.01233722383461211,0.03618096991090084,0.06990545742207196,0.1036299449332431,0.15214813867875693,41.05041487383843,43.09121448783085,44.56922612419838,46.09793297589467,48.38966727656337,0.9189598534661523,0.9189598534661523,70,64,64,0.0669242699058846,0.0,0.0,,,,,,,,
71,20260605,20260605,20260608,20260609,000759.SZ,中百集团,5.7,放弃,不建议买入,冲高至6.12附近优先兑现；强势放量再看6.33；弱于5.61止损,冲高至6.12附近优先兑现；强势放量再看6.33；弱于5.61止损,放弃,不建议买入,冲高至6.12附近优先兑现；强势放量再看6.33；弱于5.61止损,冲高至6.12附近优先兑现；强势放量再看6.33；弱于5.61止损,0.045979,0.045979,36.3794,36.3794,0.704331,0.704331,35.0923,35.0923,0.045979,36.3794,0.704331,35.0923,,,,,,,,rule_fallback:model_missing,0.0,0.07306229569711448,0.07306229569711448,up,high,1.0,ehx:model_v1,-0.011726161793753354,0.0367920319517596,0.07051651946293072,0.10424100697410185,0.15275920071961568,5.633551233674335,5.913620246823728,6.116455085473553,6.326247078971492,6.640753098861048,0.920778925361756,0.920778925361756,71,62,62,0.0468394282182819,0.0,0.0,,,,,,,,
72,20260605,20260605,20260608,20260609,002983.SZ,芯瑞达,24.84,放弃,不建议买入,冲高至26.40附近优先兑现；强势放量再看27.31；弱于24.47止损,冲高至26.40附近优先兑现；强势放量再看27.31；弱于24.47止损,放弃,不建议买入,冲高至26.40附近优先兑现；强势放量再看27.31；弱于24.47止损,冲高至26.40附近优先兑现；强势放量再看27.31；弱于24.47止损,0.051286,0.051286,36.5386,36.5386,0.662847,0.662847,34.3073,34.3073,0.051286,36.5386,0.662847,34.3073,,,,,,,,rule_fallback:model_missing,0.0,0.06291517927830763,0.06291517927830763,up,high,1.0,ehx:model_v1,-0.021227378798051706,0.027290814947461245,0.06101530245863237,0.09473978996980349,0.1432579837153173,24.318268992442682,25.52723884391109,26.40281305327316,27.308419112173983,28.666042691719984,0.8888255612495244,0.8888255612495244,72,72,72,0.1196682400428876,0.0,0.0,,,,,,,,
73,20260605,20260605,20260608,20260609,002183.SZ,怡 亚 通,7.01,放弃,不建议买入,冲高至7.50附近优先兑现；强势放量再看7.75；弱于6.90止损,冲高至7.50附近优先兑现；强势放量再看7.75；弱于6.90止损,放弃,不建议买入,冲高至7.50附近优先兑现；强势放量再看7.75；弱于6.90止损,冲高至7.50附近优先兑现；强势放量再看7.75；弱于6.90止损,0.039135,0.039135,36.1741,36.1741,0.685578,0.685578,34.2984,34.2984,0.039135,36.1741,0.685578,34.2984,,,,,,,,rule_fallback:model_missing,0.0,0.06925885949446482,0.06925885949446482,up,high,1.0,ehx:model_v1,-0.01527692745702039,0.03324126628849256,0.06696575379966369,0.10069024131083482,0.14920843505634862,6.903722601529858,7.246937510894682,7.4955046050561975,7.752597452366133,8.138013724938588,0.9097659385760435,0.9097659385760435,73,68,68,0.0502401097905993,0.0,0.0,,,,,,,,
74,20260605,20260605,20260608,20260609,001256.SZ,炜冈科技,24.82,放弃,不建议买入,冲高至26.38附近优先兑现；强势放量再看27.29；弱于24.45止损,冲高至26.38附近优先兑现；强势放量再看27.29；弱于24.45止损,放弃,不建议买入,冲高至26.38附近优先兑现；强势放量再看27.29；弱于24.45止损,冲高至26.38附近优先兑现；强势放量再看27.29；弱于24.45止损,0.03868,0.03868,36.1604,36.1604,0.662847,0.662847,33.7085,33.7085,0.03868,36.1604,0.662847,33.7085,,,,,,,,rule_fallback:model_missing,0.0,0.06291517927830763,0.06291517927830763,up,high,1.0,ehx:model_v1,-0.021227378798051706,0.027290814947461245,0.06101530245863237,0.09473978996980349,0.1432579837153173,24.29868906571769,25.506685511508586,26.381554749687595,27.286431657172233,28.642962142048713,0.8888255612495244,0.8888255612495244,74,73,73,0.0862757621471714,0.0,0.0,,,,,,,,
75,20260605,20260605,20260608,20260609,301151.SZ,冠龙节能,18.22,放弃,不建议买入,冲高至19.25附近优先兑现；强势放量再看19.91；弱于17.95止损,冲高至19.25附近优先兑现；强势放量再看19.91；弱于17.95止损,放弃,不建议买入,冲高至19.25附近优先兑现；强势放量再看19.91；弱于17.95止损,冲高至19.25附近优先兑现；强势放量再看19.91；弱于17.95止损,0.019087,0.019087,35.5726,35.5726,0.64686,0.64686,32.3781,32.3781,0.019087,35.5726,0.64686,32.3781,,,,,,,,rule_fallback:model_missing,0.0,0.0566811703217796,0.0566811703217796,up,high,1.0,ehx:model_v1,-0.027109656273229477,0.021408537472283475,0.0551330249834546,0.08885751249462573,0.13737570624013956,17.7326972124655,18.614268854005896,19.25273092326282,19.91309198930963,20.903060801319825,0.8649126867352948,0.8649126867352948,75,74,74,0.0408939732644682,0.0,0.0,,,,,,,,
76,20260605,20260605,20260608,20260609,603159.SH,上海亚虹,27.08,放弃,不建议买入,冲高至28.46附近优先兑现；强势放量再看29.44；弱于26.67止损,冲高至28.46附近优先兑现；强势放量再看29.44；弱于26.67止损,放弃,不建议买入,冲高至28.46附近优先兑现；强势放量再看29.44；弱于26.67止损,冲高至28.46附近优先兑现；强势放量再看29.44；弱于26.67止损,0.016404,0.016404,35.4921,35.4921,0.630635,0.630635,31.8451,31.8451,0.016404,35.4921,0.630635,31.8451,,,,,,,,rule_fallback:model_missing,0.0,0.05109712846928509,0.05109712846928509,up,high,1.0,ehx:model_v1,-0.0324081783423802,0.016110015403132748,0.04983450291430387,0.08355899042547499,0.13207718417098882,26.21645506927822,27.519792235298674,28.46371023894824,29.44000425728555,30.903598462334486,0.8405425115952856,0.8405425115952856,76,76,76,0.0563883522729664,0.0,0.0,,,,,,,,
