rank,trade_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+2卖出计划,t1_buy_method,t1_max_buy_price,t2_sell_plan,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
42,20260609,20260611,603150.SH,万朗磁塑,74.58,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08432270157676158,0.08432270157676158,up,high,1.0,ehx:model_v1,-0.0012871273601335886,0.04723106638537936,0.08095555389655049,0.11468004140772162,0.16319823515323545,74.48406779320949,78.18700373839143,80.86878708359488,83.64255453826331,87.80079979692006,42,42,0.2086174086269855,0.0,0.0,,,,,,,,
43,20260609,20260611,603688.SH,石英股份,74.72,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08432270157676158,0.08432270157676158,up,high,1.0,ehx:model_v1,-0.0012871273601335886,0.04723106638537936,0.08095555389655049,0.11468004140772162,0.16319823515323545,74.62388771129811,78.33377472958712,81.02059226181562,83.79956657413561,87.96561760292124,43,43,0.0869958120328401,0.0,0.0,,,,,,,,
44,20260609,20260611,300260.SZ,新莱应材,73.9,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08432270157676158,0.08432270157676158,up,high,1.0,ehx:model_v1,-0.0012871273601335886,0.04723106638537936,0.08095555389655049,0.11468004140772162,0.16319823515323545,73.80494247677905,77.4741160668695,80.13144764652269,82.87992464974067,87.00025616777143,44,44,0.0548380541382017,0.0,0.0,,,,,,,,
45,20260609,20260611,003043.SZ,华亚智能,73.29,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08432270157676158,0.08432270157676158,up,high,1.0,ehx:model_v1,-0.0012871273601335886,0.04723106638537936,0.08095555389655049,0.11468004140772162,0.16319823515323545,73.19572711939291,76.8346138909454,79.47001079856086,82.19580077915417,86.28212144162337,45,45,0.0651836754327811,0.0,0.0,,,,,,,,
46,20260609,20260611,002636.SZ,金安国纪,70.38,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08397610813278643,0.08397610813278643,up,high,1.0,ehx:model_v1,-0.0016068189500334923,0.04691137479547946,0.08063586230665058,0.1143603498178217,0.16287854356333553,70.26700288955777,73.76028968858606,76.29023849038549,78.90696353678418,82.8297813992125,46,46,0.4724052355548801,0.0,0.0,,,,,,,,
47,20260609,20260611,603663.SH,三祥新材,69.8,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08397610813278643,0.08397610813278643,up,high,1.0,ehx:model_v1,-0.0016068189500334923,0.04691137479547946,0.08063586230665058,0.1143603498178217,0.16287854356333553,69.6879340962082,73.15243279714844,75.66153234766848,78.25669302170411,82.14718303019369,47,47,0.1333502014390489,0.0,0.0,,,,,,,,
48,20260609,20260611,002362.SZ,汉王科技,19.68,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08300393239602523,0.08300393239602523,up,high,1.0,ehx:model_v1,-0.002504082223162063,0.04601411152235089,0.07973859903352201,0.11346308654469314,0.16198128029020697,19.630781311388287,20.606715197702865,21.313517389553777,22.04456261740593,23.140496361766356,48,48,0.1991916725428083,0.0,0.0,,,,,,,,
49,20260609,20260611,605006.SH,山东玻纤,19.15,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08300393239602523,0.08300393239602523,up,high,1.0,ehx:model_v1,-0.002504082223162063,0.04601411152235089,0.07973859903352201,0.11346308654469314,0.16198128029020697,19.10210681468931,20.051757928659036,20.739525305383882,21.45088283146969,22.517302099991145,49,49,0.3792046352782237,0.0,0.0,,,,,,,,
50,20260609,20260611,605018.SH,长华集团,19.77,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08300393239602523,0.08300393239602523,up,high,1.0,ehx:model_v1,-0.002504082223162063,0.04601411152235089,0.07973859903352201,0.11346308654469314,0.16198128029020697,19.720556225922074,20.700953224521626,21.41098774346942,22.145376165961142,23.246321802445166,50,50,0.2126660570204241,0.0,0.0,,,,,,,,
51,20260609,20260611,002741.SZ,光华科技,28.31,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0829099858904114,0.0829099858904114,up,high,1.0,ehx:model_v1,-0.0025908322134359785,0.04592736153207697,0.0796518490432481,0.11337633655441923,0.16189453029993306,28.236748472221084,29.640523453780034,30.657181700557548,31.708710923630477,33.28509267792023,51,51,0.1004830422179955,0.0,0.0,,,,,,,,
52,20260609,20260611,001269.SZ,欧晶科技,28.41,只观察不追,≤28.69,冲高至30.77附近优先兑现；强势放量再看31.82；弱于27.98止损,只观察不追,≤28.69,冲高至30.77附近优先兑现；强势放量再看31.82；弱于27.98止损,0.0,0.0829099858904114,0.0829099858904114,up,high,1.0,ehx:model_v1,-0.0025908322134359785,0.04592736153207697,0.0796518490432481,0.11337633655441923,0.16189453029993306,28.33648972433066,29.745223289363857,30.76547269914659,31.82071626069735,33.402666300943615,52,52,0.5032802697543121,0.0,0.0,,,,,,,,
53,20260609,20260611,002048.SZ,宁波华翔,29.25,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0829099858904114,0.0829099858904114,up,high,1.0,ehx:model_v1,-0.0025908322134359785,0.04592736153207697,0.0796518490432481,0.11337633655441923,0.16189453029993306,29.174316242051102,30.624701908267962,31.675117087294534,32.76156109205905,34.39028473434005,53,53,0.2109147065786724,0.0,0.0,,,,,,,,
54,20260609,20260611,002134.SZ,天津普林,28.59,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0829099858904114,0.0829099858904114,up,high,1.0,ehx:model_v1,-0.0025908322134359785,0.04592736153207697,0.0796518490432481,0.11337633655441923,0.16189453029993306,28.516023978127897,29.933682993414738,30.96039649660686,32.02232586741771,33.61429882238571,54,54,0.0436468191006913,0.0,0.0,,,,,,,,
55,20260609,20260611,603303.SH,得邦照明,29.37,限价竞价,≤30.27,冲高至31.81附近优先兑现；强势放量再看32.90；弱于28.93止损,限价竞价,≤30.27,冲高至31.81附近优先兑现；强势放量再看32.90；弱于28.93止损,0.0,0.0829099858904114,0.0829099858904114,up,high,1.0,ehx:model_v1,-0.0025908322134359785,0.04592736153207697,0.0796518490432481,0.11337633655441923,0.16189453029993306,29.294005744582595,30.750341710968552,31.805066285601384,32.895967496539285,34.53137308196811,55,55,0.5926939936135583,0.0,0.0,,,,,,,,
56,20260609,20260611,002141.SZ,贤丰控股,3.33,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0828920805384162,0.0828920805384162,up,high,1.0,ehx:model_v1,-0.0026073668287391605,0.04591082691677379,0.07963531442794491,0.11335980193911604,0.16187799568462985,3.3213287779012393,3.4864468774067943,3.6060306281929257,3.72971605439673,3.915136910860844,56,56,0.186761112225066,0.0,0.0,,,,,,,,
57,20260609,20260611,002995.SZ,天地在线,23.54,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08283372867394236,0.08283372867394236,up,high,1.0,ehx:model_v1,-0.002661253488111956,0.045856940257400995,0.07958142776857212,0.11330591527974324,0.16182410902525707,23.477437377312548,24.644605730772614,25.489905972984605,26.36419967961998,27.674881890621894,57,57,0.075710507676607,0.0,0.0,,,,,,,,
58,20260609,20260611,920394.BJ,民士达,76.71,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08233963269669468,0.08233963269669468,up,high,1.0,ehx:model_v1,-0.0031176566516089715,0.04540053709390398,0.0791250246050751,0.11284951211624622,0.16136770586176005,76.47121697341053,80.27294298666763,83.02627322416345,85.87404160126961,90.14322405631788,58,58,0.1510223290787912,0.0,0.0,,,,,,,,
59,20260609,20260611,000608.SZ,阳光股份,6.4,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,6.378782387111879,6.695900171995847,6.92556690308694,7.163111112338576,7.519221384012396,59,59,0.0668521675649314,0.0,0.0,,,,,,,,
60,20260609,20260611,600682.SH,南京新百,6.15,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,6.1296112001153205,6.434341571527259,6.655036945935107,6.88330208451285,7.225501798699412,60,60,0.1065759104896028,0.0,0.0,,,,,,,,
61,20260609,20260611,002676.SZ,顺威股份,5.82,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,5.8007052332798645,6.089084218908723,6.297937402494687,6.513954167782892,6.837791946086273,61,61,0.1202447666446323,0.0,0.0,,,,,,,,
62,20260609,20260611,002575.SZ,群兴玩具,6.17,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,6.149544895075045,6.455266259564746,6.676679342507253,6.905686806738907,7.24899936552445,62,62,0.1243779201096442,0.0,0.0,,,,,,,,
63,20260609,20260611,600500.SH,中化国际,5.95,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,5.9302742505180746,6.225094691152389,6.43861298021364,6.659454862252269,6.990526130449024,63,63,0.2241213207466523,0.0,0.0,,,,,,,,
64,20260609,20260611,002513.SZ,蓝丰生化,5.97,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,5.950207945477799,6.2460193791898755,6.460255376785786,6.681839584478327,7.014023697274062,64,64,0.2268683108790799,0.0,0.0,,,,,,,,
65,20260609,20260611,000571.SZ,新大洲A,5.73,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08211982860733437,0.08211982860733437,up,high,1.0,ehx:model_v1,-0.0033207596378700133,0.04519743410764294,0.07892192161881406,0.11264640912998519,0.161164602875499,5.711003605961104,5.9949231227400315,6.200546617920026,6.413222917765631,6.732052895373599,65,65,0.0450074431920606,0.0,0.0,,,,,,,,
66,20260609,20260611,600596.SH,新安股份,14.94,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08196199733356468,0.08196199733356468,up,high,1.0,ehx:model_v1,-0.003466624061439952,0.045051569684073,0.07877605719524412,0.11250054470641524,0.16101873845192907,14.888298303471696,15.628462161111367,16.164512240163457,16.718948625193033,17.550122293121014,66,66,0.111846048839911,0.0,0.0,,,,,,,,
67,20260609,20260611,001369.SZ,双欣材料,14.88,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.08196199733356468,0.08196199733356468,up,high,1.0,ehx:model_v1,-0.003466624061439952,0.045051569684073,0.07877605719524412,0.11250054470641524,0.16101873845192907,14.828505940807151,15.565697252833811,16.099594520323446,16.651804253204308,17.47963987427314,67,67,0.0821126341632111,0.0,0.0,,,,,,,,
68,20260609,20260611,000509.SZ,华塑控股,4.8,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07975151661858823,0.07975151661858823,up,high,1.0,ehx:model_v1,-0.005511743797387239,0.04300644994812571,0.07673093745929684,0.11045542497046795,0.15897361871598178,4.773616406369748,5.010934215444459,5.182807279769223,5.3605755223123195,5.627073692680006,68,68,0.141276042988394,0.0,0.0,,,,,,,,
69,20260609,20260611,600641.SH,先导基电,27.03,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07819611312615425,0.07819611312615425,up,high,1.0,ehx:model_v1,-0.006953302193291155,0.041564891552221796,0.07528937906339292,0.10901386657456405,0.15753206032007788,26.8427041586284,28.177174966141564,29.143640937799947,30.14325631054258,31.64181231861439,69,69,0.0456821820234907,0.0,0.0,,,,,,,,
70,20260609,20260611,600396.SH,华电辽能,21.23,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07746775796619738,0.07746775796619738,up,high,1.0,ehx:model_v1,-0.0076290617098291325,0.04088913203568382,0.07461361954685494,0.10833810705802607,0.1568563008035399,21.068651272176307,22.116068101354333,22.87464050162237,23.65923163559168,24.83543779423017,70,70,0.1118146751004136,0.0,0.0,,,,,,,,
71,20260609,20260611,688207.SH,格灵深瞳,20.93,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07746775796619738,0.07746775796619738,up,high,1.0,ehx:model_v1,-0.0076290617098291325,0.04088913203568382,0.07461361954685494,0.10833810705802607,0.1568563008035399,20.770931282461145,21.803547120176457,22.55140017423251,23.324904292648792,24.484489544664974,71,71,0.0159040581393569,0.0,0.0,,,,,,,,
72,20260609,20260611,001896.SZ,豫能控股,21.56,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07746775796619738,0.07746775796619738,up,high,1.0,ehx:model_v1,-0.0076290617098291325,0.04088913203568382,0.07461361954685494,0.10833810705802607,0.1568563008035399,21.396143260862985,22.459841180649995,23.23020486175121,24.026991712828856,25.22148086875188,72,72,0.388476066764951,0.0,0.0,,,,,,,,
73,20260609,20260611,002871.SZ,伟隆股份,21.58,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07746775796619738,0.07746775796619738,up,high,1.0,ehx:model_v1,-0.0076290617098291325,0.04088913203568382,0.07461361954685494,0.10833810705802607,0.1568563008035399,21.41599126017733,22.48067591272852,23.251754216910538,24.049280202358382,25.244877418722893,73,73,0.2261113743839675,0.0,0.0,,,,,,,,
74,20260609,20260611,605177.SH,东亚药业,22.48,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07746775796619738,0.07746775796619738,up,high,1.0,ehx:model_v1,-0.0076290617098291325,0.04088913203568382,0.07461361954685494,0.10833810705802607,0.1568563008035399,22.309151229322815,23.41823885626215,24.221475199080118,25.052262231187047,26.297722167418474,74,74,0.1811038825148481,0.0,0.0,,,,,,,,
75,20260609,20260611,003026.SZ,中晶科技,32.85,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07626319176968288,0.07626319176968288,up,high,1.0,ehx:model_v1,-0.008747647410853418,0.03977054633465953,0.07349503384583066,0.10721952135700177,0.1557377151025156,32.56389298862068,34.18278966592614,35.35524584963409,36.567916817335664,38.3858714166907,75,75,0.1190396776070127,0.0,0.0,,,,,,,,
76,20260609,20260611,300656.SZ,民德电子,34.88,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07626319176968288,0.07626319176968288,up,high,1.0,ehx:model_v1,-0.008747647410853418,0.03977054633465953,0.07349503384583066,0.10721952135700177,0.1557377151025156,34.57621270755218,36.29515079292249,37.54006012892655,38.82766936342978,40.75796636268407,76,76,0.0692792062496116,0.0,0.0,,,,,,,,
77,20260609,20260611,600673.SH,东阳光,34.71,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07626319176968288,0.07626319176968288,up,high,1.0,ehx:model_v1,-0.008747647410853418,0.03977054633465953,0.07349503384583066,0.10721952135700177,0.1557377151025156,34.40769332222294,36.11825355568634,37.357095386325696,38.63842900242682,40.559318017453094,77,77,0.0738022594708377,0.0,0.0,,,,,,,,
78,20260609,20260611,600611.SH,大众交通,4.48,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07459263772485633,0.07459263772485633,up,high,1.0,ehx:model_v1,-0.010301033144885355,0.038217160600627596,0.07194164811179872,0.10566613562296984,0.15418432936848367,4.434088246735843,4.654526593343488,4.814175017007356,4.9792993185434895,5.226842544561228,78,78,0.1197437392465639,0.0,0.0,,,,,,,,
79,20260609,20260611,301630.SZ,同宇新材,276.67,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07451396361944536,0.07451396361944536,up,high,1.0,ehx:model_v1,-0.010374248782859669,0.03814394496265328,0.0718684324738244,0.10559291998499554,0.15411111373050934,273.8145935470952,287.42714091193386,297.285778314592,307.48256308610576,322.7688957086647,79,79,0.0646658096402346,0.0,0.0,,,,,,,,
80,20260609,20260611,603256.SH,XD宏和科,207.34,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07451396361944536,0.07451396361944536,up,high,1.0,ehx:model_v1,-0.010374248782859669,0.03814394496265328,0.0718684324738244,0.10559291998499554,0.15411111373050934,205.20012226137538,215.40153755983795,222.7897252168558,230.4313247922549,241.8870959490893,80,80,0.0714281282101102,0.0,0.0,,,,,,,,
81,20260609,20260611,601869.SH,长飞光纤,484.33,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07451396361944536,0.07451396361944536,up,high,1.0,ehx:model_v1,-0.010374248782859669,0.03814394496265328,0.0718684324738244,0.10559291998499554,0.15411111373050934,479.33141320947203,503.16112031617786,520.419347999806,538.2695260761686,565.0293102200367,81,81,0.1795297985971573,0.0,0.0,,,,,,,,
82,20260609,20260611,603929.SH,亚翔集成,205.81,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07451396361944536,0.07451396361944536,up,high,1.0,ehx:model_v1,-0.010374248782859669,0.03814394496265328,0.0718684324738244,0.10559291998499554,0.15411111373050934,203.6859128128372,213.81204999127158,221.14571885251806,228.73092965898516,240.1021665731748,82,82,0.1659922705360907,0.0,0.0,,,,,,,,
83,20260609,20260611,605376.SH,博迁新材,190.3,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,188.0308695132188,197.37872451299347,204.14873680132135,211.150957837057,221.64821577153478,83,83,0.0824526458310137,0.0,0.0,,,,,,,,
84,20260609,20260611,603186.SH,华正新材,149.63,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,147.84581715850197,155.19589358318032,160.51905143237892,166.0247914932151,174.27862598998817,84,84,0.108905140463045,0.0,0.0,,,,,,,,
85,20260609,20260611,688368.SH,DR晶丰明,172.43,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,170.37395076281825,178.8440014071228,184.97828001393503,191.32296195398706,200.83448158426557,85,85,0.0863796186659464,0.0,0.0,,,,,,,,
86,20260609,20260611,688409.SH,富创精密,164.59,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,162.62743464624634,170.71237134836363,176.56773825606663,182.62394193589705,191.70299439746142,86,86,0.0386603496942578,0.0,0.0,,,,,,,,
87,20260609,20260611,603124.SH,江南新材,166.32,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,164.33680618727558,172.50672338939083,178.42363586335136,184.54349609805212,193.71797817720264,87,87,0.0961276372160509,0.0,0.0,,,,,,,,
88,20260609,20260611,603773.SH,沃格光电,150.15,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.0727731834015835,0.0727731834015835,up,high,1.0,ehx:model_v1,-0.01199562541302561,0.03652256833248734,0.07024705584365847,0.10397154335482958,0.15248973710034341,148.35961669684602,155.73523639320007,161.07689348774775,166.6017673107415,174.88428585441906,88,88,0.0190009495675823,0.0,0.0,,,,,,,,
89,20260609,20260611,000636.SZ,风华高科,61.08,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07194431509585793,0.07194431509585793,up,high,1.0,ehx:model_v1,-0.012768564830522341,0.03574962891499061,0.06947411642616173,0.10319860393733285,0.15171679768284668,60.30505406253425,63.303087856610354,65.47435876605499,67.720103410065,71.0867724516212,89,89,0.4112922377015149,0.0,0.0,,,,,,,,
90,20260609,20260611,002138.SZ,顺络电子,61.23,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07194431509585793,0.07194431509585793,up,high,1.0,ehx:model_v1,-0.012768564830522341,0.03574962891499061,0.06947411642616173,0.10319860393733285,0.15171679768284668,60.4531509536505,63.458547306159986,65.63515041331938,67.88641014731958,71.26134704015661,90,90,0.024440634762257,0.0,0.0,,,,,,,,
91,20260609,20260611,301013.SZ,利和兴,60.97,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07194431509585793,0.07194431509585793,up,high,1.0,ehx:model_v1,-0.012768564830522341,0.03574962891499061,0.06947411642616173,0.10319860393733285,0.15171679768284668,60.19644967571568,63.18908426027396,65.35644489139445,67.5981451360783,70.95875108669523,91,91,0.1254566053577304,0.0,0.0,,,,,,,,
92,20260609,20260611,605111.SH,新洁能,61.99,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07194431509585793,0.07194431509585793,up,high,1.0,ehx:model_v1,-0.012768564830522341,0.03574962891499061,0.06947411642616173,0.10319860393733285,0.15171679768284668,61.203508535306135,64.24620851721147,66.44982809279223,68.72903094940945,72.14585828873605,92,92,0.0607982017766112,0.0,0.0,,,,,,,,
93,20260609,20260611,600345.SH,长江通信,58.85,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07165605874880286,0.07165605874880286,up,high,1.0,ehx:model_v1,-0.013037510807869385,0.035480682937643566,0.06920517044881469,0.10292965795998582,0.15144785170549963,58.08772238768288,60.975522712985594,63.06695905736705,65.23013084226598,68.47301221758705,93,93,0.2461867025632667,0.0,0.0,,,,,,,,
94,20260609,20260611,601208.SH,东材科技,59.62,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07165605874880286,0.07165605874880286,up,high,1.0,ehx:model_v1,-0.013037510807869385,0.035480682937643566,0.06920517044881469,0.10292965795998582,0.15144785170549963,58.847748661914245,61.77333329053867,63.89213422260362,66.08360918973487,69.36892078865829,94,94,0.1317495235000148,0.0,0.0,,,,,,,,
95,20260609,20260611,003018.SZ,金富科技,54.68,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,放弃,不建议买入,未建议买入；若误买，弱于T日收盘价立即减仓,0.0,0.07130823395884747,0.07130823395884747,up,high,1.0,ehx:model_v1,-0.013362131049273737,0.035156062696239214,0.06888055020741034,0.10260503771858145,0.1511232314640953,53.954218466987705,56.63652383610748,58.579134232869784,60.58837539893086,63.60049436305295,95,95,0.0478445980258114,0.0,0.0,,,,,,,,
