rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date
1,20260709,20260709,20260710,20260713,600992.SH,贵绳股份,1→2,通用设备,9.68,TOP10,1,1,TOP10,限价竞价,≤10.01,限价竞价,≤10.01,冲高至10.63附近优先兑现；强势放量再看11.11；弱于9.53止损,冲高至10.63附近优先兑现；强势放量再看11.11；弱于9.53止损,限价竞价,≤10.01,限价竞价,≤10.01,冲高至10.63附近优先兑现；强势放量再看11.11；弱于9.53止损,冲高至10.63附近优先兑现；强势放量再看11.11；弱于9.53止损,0.52846,0.52846,67.5412,67.5412,0.634292,0.634292,63.6737,63.6737,0.963941,75.9182,0.878473,87.6809,0.6425735181559585,0.9766874637979147,0.648432461495874,0.619566095517281,0.6433897008378452,0.6414196686578593,0.4189306635096786,0.44917231906208693,0.5281539475388021,0.04993819431654431,0.10040828725423315,0.015814326921413168,0.03248627052974181,0.5951710960514293,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.743085,0.52846,historical_bin_blend_v1,55.9554,70.8781,80.5247,86.6372,66.2857,66.2857,1,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.636611,0.686762,0.619566,0.636179,0.350389,0.22651,89.4595,40.7904,47.18,48.98,0.0,0.0,83.1807,83.1807,0.126902,78.644,72.9662,59.2956,65.9338,56.4248,0.564248,1,0,ELIGIBLE,ok,professional_score_rule_guarded,1,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.9226677009188867,0.9226677009188867,,0.09352981295999559,0.0,0.0980433387754594,0.0980433387754594,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
2,20260709,20260709,20260710,20260713,605319.SH,无锡振华,1→2,汽车零部件,24.23,TOP10,1,1,TOP10,只观察不追,≤24.35,只观察不追,≤24.35,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤24.35,只观察不追,≤24.35,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.47391,0.47391,60.3001,60.3001,0.555791,0.555791,57.1485,57.1485,0.765605,73.7925,0.735564,75.548,0.5327002190885138,0.9250813184144019,0.6135455334941592,0.5130509790983386,0.47800775227253606,0.525765712524357,0.5830938016614913,0.3937622023270943,0.6110213377783442,0.0532502734496279,0.07755304582360281,0.021472550586909427,0.03432490935940605,0.5455594375244786,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.659163,0.47391,historical_bin_blend_v1,49.3864,61.8898,73.4774,85.3323,60.0211,60.0211,4,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.549326,0.614329,0.513051,0.629286,0.37888,0.259387,73.6486,40.7904,47.18,48.98,0.0,0.0,82.1772,82.1772,0.139264,82.0511,80.5294,52.4836,63.5816,49.0592,0.490592,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,2,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.8204461614387482,0.8204461614387482,,0.07848762195069196,0.0,0.0816499663627956,0.0816499663627956,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
3,20260709,20260709,20260710,20260713,002156.SZ,通富微电,1→2,半导体,72.17,TOP10,1,1,TOP10,只观察不追,≤72.53,只观察不追,≤72.53,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤72.53,只观察不追,≤72.53,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.256287,0.256287,70.4445,70.4445,0.531259,0.531259,57.857,57.857,0.664375,62.8367,0.801152,70.8475,0.8179160729393163,0.9703750762552927,0.16198594861927712,0.7551629349383395,0.4328415119438776,0.5345391533417975,0.5318635613281407,0.3583662738888854,0.7986384705178953,0.06247867448769525,0.10181773479655191,-0.019529642900850668,0.03129700068731856,0.5390144388763038,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.312703,0.256287,historical_bin_blend_v1,39.09,50.7749,80.6451,90.7306,55.6375,55.6375,7,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.611523,0.635827,0.755163,0.564493,0.379845,0.310086,87.7027,40.7904,47.18,48.98,0.0,0.0,85.33,85.33,0.150591,43.7408,70.8625,54.9199,55.25,48.8674,0.488674,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,3,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.9005259777541526,0.9005259777541526,,0.09297969728581769,0.0,0.09743945404233027,0.09743945404233027,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
4,20260709,20260709,20260710,20260713,603005.SH,晶方科技,1→2,半导体,45.19,TOP10,1,1,TOP10,只观察不追,≤45.42,只观察不追,≤45.42,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤45.42,只观察不追,≤45.42,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.327344,0.327344,53.7486,53.7486,0.560593,0.560593,54.5621,54.5621,0.154163,36.706,0.696759,41.3882,0.7864329370667615,0.9564756658465376,0.5166145244772008,0.6511026971705791,0.48758870838122836,0.6832076898265833,0.6122703133030893,0.26632573329725395,0.5948527829114979,0.06758963252754832,0.0983066437652887,0.005704736615209491,0.043601883075316095,0.6250905330349174,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.407879,0.327344,historical_bin_blend_v1,40.6635,62.0834,66.8438,91.8738,54.0779,54.0779,8,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.623828,0.620054,0.651103,0.617433,0.37038,0.24978,57.2643,40.7904,47.18,48.98,0.0,0.0,86.0589,86.0589,0.13562,73.9387,88.5055,51.8318,63.9485,46.4678,0.464678,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,4,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.8534792515096901,0.8534792515096901,,0.06813006304648188,0.0,0.07050453250539788,0.07050453250539788,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
5,20260709,20260709,20260710,20260713,002916.SZ,深南电路,1→2,元件,442.56,TOP10,1,1,TOP10,只观察不追,≤444.77,只观察不追,≤444.77,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤444.77,只观察不追,≤444.77,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.253535,0.253535,68.0157,68.0157,0.512866,0.512866,57.6269,57.6269,0.786963,70.9602,0.889421,80.0711,0.8126724617246665,0.9744837873283231,0.10340026776198569,0.6605263420663581,0.4140601554523092,0.5816426115268899,0.4289947771512926,0.33859604433665424,0.6613550450866728,0.06331642450286312,0.10215149894780658,-0.039748505378770005,0.025312688096525926,0.49577464884556105,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.308469,0.253535,historical_bin_blend_v1,36.9456,40.5111,78.6473,91.8025,53.346,53.346,9,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.596812,0.601918,0.660526,0.482884,0.404265,0.274988,91.6554,40.7904,47.18,48.98,0.0,0.0,86.0778,86.0778,0.147265,10.6139,56.8198,52.3454,46.8014,46.336,0.46336,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,5,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.940058197636255,0.940058197636255,,0.09482559540455404,0.0,0.0994670862915152,0.0994670862915152,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
6,20260709,20260709,20260710,20260713,603726.SH,朗迪集团,1→2,家电零部,33.5,TOP10,1,1,TOP10,只观察不追,≤33.67,只观察不追,≤33.67,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤33.67,只观察不追,≤33.67,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.270796,0.270796,36.3536,36.3536,0.610525,0.610525,45.4536,45.4536,0.089856,33.5876,0.725685,38.2258,0.5579353849909929,0.8276855174081316,0.4400955052577962,0.3819766427397883,0.5801817425315556,0.46318986014460517,0.585151272760657,0.3511067149810912,0.6858592790176009,0.052790923188665996,0.07374230553051965,-0.0029523682473322583,0.03255225402287013,0.5038641020099421,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.335024,0.270796,historical_bin_blend_v1,30.0083,64.2249,41.2716,85.4866,41.1214,41.1214,39,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.5958,0.46675,0.381977,0.621007,0.35481,0.273493,75.8446,40.7904,47.18,48.98,0.0,0.0,82.3942,82.3942,0.138034,62.1907,74.303,43.9717,61.3564,46.3107,0.463107,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,6,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.8563613432448156,0.8563613432448156,,0.0801854082849922,0.0,0.08348793669314505,0.08348793669314505,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
7,20260709,20260709,20260710,20260713,300626.SZ,华瑞股份,1→2,电机Ⅱ,33.35,TOP10,1,1,TOP10,只观察不追,≤33.52,只观察不追,≤33.52,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤33.52,只观察不追,≤33.52,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.26881,0.26881,35.3774,35.3774,0.600915,0.600915,44.861,44.861,0.079672,31.1469,0.677636,36.1789,0.5579353849909929,0.8276855174081316,0.4400955052577962,0.3819766427397883,0.5801817425315556,0.46318986014460517,0.585151272760657,0.3511067149810912,0.6858592790176009,0.052790923188665996,0.07374230553051965,-0.0029523682473322583,0.03255225402287013,0.5038641020099421,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.331968,0.26881,historical_bin_blend_v1,29.7676,63.9847,39.6048,87.5299,40.7867,40.7867,41,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.588881,0.466035,0.381977,0.618454,0.357066,0.273749,75.8446,40.7904,47.18,48.98,0.0,0.0,83.5444,83.5444,0.138497,62.1907,74.303,43.7167,61.1526,46.2316,0.462316,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,7,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.8732889692484663,0.8732889692484663,,0.0801854082849922,0.0,0.08348793669314505,0.08348793669314505,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
8,20260709,20260709,20260710,20260713,002384.SZ,东山精密,1→2,元件,261.32,TOP10,1,1,TOP10,只观察不追,≤262.63,只观察不追,≤262.63,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤262.63,只观察不追,≤262.63,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.245268,0.245268,66.4394,66.4394,0.489791,0.489791,55.9403,55.9403,0.725073,61.4279,0.786534,71.9504,0.8165406852180067,0.9740937419428349,0.11175487726091236,0.6978039357113741,0.3915054886246865,0.5566701497136065,0.4686240582480077,0.33063506561711964,0.6519934949855982,0.06344674104985343,0.10150640396182922,-0.03892183443298869,0.02556373609611931,0.5052112319769879,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.29575,0.245268,historical_bin_blend_v1,36.8637,39.4282,76.6204,83.5897,51.8296,51.8296,12,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.581281,0.612252,0.697804,0.488011,0.404133,0.273525,91.6554,40.7904,47.18,48.98,0.0,0.0,81.4345,81.4345,0.146919,11.7334,60.4065,52.6149,46.5649,45.9043,0.459043,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,8,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.9196277435247656,0.9196277435247656,,0.09482559540455404,0.0,0.0994670862915152,0.0994670862915152,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
9,20260709,20260709,20260710,20260713,000417.SZ,合百集团,1→2,一般零售,8.24,TOP10,1,1,TOP10,只观察不追,≤8.28,只观察不追,≤8.28,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤8.28,只观察不追,≤8.28,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.379402,0.379402,41.1837,41.1837,0.549315,0.549315,49.1664,49.1664,0.223451,32.3387,0.787425,44.8871,0.5722961997589034,0.9552877673563498,0.6013340374391185,0.470803940058492,0.4590961442111943,0.5621819357940009,0.5573099443935878,0.3463663902465101,0.6888900934701057,0.056139604716557885,0.09565122057676459,-0.02430720037299625,0.011643447932863852,0.5410229931844476,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.487969,0.379402,historical_bin_blend_v1,39.9098,46.5525,52.8183,86.5946,48.6282,48.6282,22,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.55575,0.573555,0.470804,0.548637,0.377836,0.277543,88.5811,40.7904,47.18,48.98,0.0,0.0,83.1493,83.1493,0.14307,32.6852,34.387,49.2966,49.0992,45.7374,0.457374,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,9,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.9217553645961896,0.9217553645961896,,0.09314475204587756,0.0,0.09762060659773199,0.09762060659773199,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
10,20260709,20260709,20260710,20260713,002490.SZ,山东墨龙,2→3,专用设备,7.67,TOP10,1,1,TOP10,只观察不追,≤7.71,只观察不追,≤7.71,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤7.71,只观察不追,≤7.71,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.446445,0.446445,61.1023,61.1023,0.490259,0.490259,54.5712,54.5712,0.630484,57.4686,0.693042,65.2,0.6211497213935074,0.9493309916374099,0.6110902238183157,0.6352479512683503,0.431837869915442,0.5260870367706071,0.4565608683808916,0.57737083382053,0.6073727326214293,0.046131168737279356,0.0930725115681863,-0.01707275936156246,-0.012809984084042,0.5488645229532895,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.616908,0.446445,historical_bin_blend_v1,49.6887,45.024,71.7965,87.6899,58.9331,58.9331,5,0.5810016180667515,0.06615763925261817,0.2425780105929333,0.11026273208769696,0.526908,0.655222,0.635248,0.505399,0.472461,0.278912,85.9459,40.7904,47.18,48.98,0.0,0.0,83.4564,83.4564,0.152404,45.3358,12.3223,56.011,46.0384,45.2507,0.452507,0,0,WATCH,t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,10,5517.0,0.44825086097516764,0.0052030862514497525,-0.0019607843137254832,163.0,0.02954504259561356,247.0,0.044770708718506434,2931202837.1126604,0.40790392336508996,0.8147033795439167,0.8147033795439167,,0.08883315388521229,0.0,0.09289829527921169,0.09289829527921169,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
