rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260313,20260317,600691.SH,潞化科技,,,,,,,,,,,,,,,,,,
2,20260313,20260317,002637.SZ,赞宇科技,,,,,,,,,,,,,,,,,,
3,20260313,20260317,600121.SH,郑州煤电,,,,,,,,,,,,,,,,,,
4,20260313,20260317,603929.SH,亚翔集成,,,,,,,,,,,,,,,,,,
5,20260313,20260317,002470.SZ,金正大,,,,,,,,,,,,,,,,,,
6,20260313,20260317,002950.SZ,奥美医疗,,,,,,,,,,,,,,,,,,
7,20260313,20260317,002382.SZ,蓝帆医疗,,,,,,,,,,,,,,,,,,
8,20260313,20260317,600307.SH,酒钢宏兴,,,,,,,,,,,,,,,,,,
9,20260313,20260317,000890.SZ,法尔胜,,,,,,,,,,,,,,,,,,
10,20260313,20260317,001366.SZ,播恩集团,,,,,,,,,,,,,,,,,,
11,20260313,20260317,002438.SZ,江苏神通,,,,,,,,,,,,,,,,,,
12,20260313,20260317,603558.SH,健盛集团,,,,,,,,,,,,,,,,,,
13,20260313,20260317,002931.SZ,锋龙股份,,,,,,,,,,,,,,,,,,
14,20260313,20260317,003027.SZ,同兴科技,,,,,,,,,,,,,,,,,,
15,20260313,20260317,601218.SH,吉鑫科技,,,,,,,,,,,,,,,,,,
16,20260313,20260317,603169.SH,兰石重装,,,,,,,,,,,,,,,,,,
17,20260313,20260317,601669.SH,中国电建,,,,,,,,,,,,,,,,,,
18,20260313,20260317,002056.SZ,横店东磁,,,,,,,,,,,,,,,,,,
19,20260313,20260317,603538.SH,美诺华,,,,,,,,,,,,,,,,,,
20,20260313,20260317,600722.SH,金牛化工,,,,,,,,,,,,,,,,,,
21,20260313,20260317,000677.SZ,恒天海龙,,,,,,,,,,,,,,,,,,
22,20260313,20260317,600726.SH,华电能源,,,,,,,,,,,,,,,,,,
23,20260313,20260317,002445.SZ,中南文化,,,,,,,,,,,,,,,,,,
24,20260313,20260317,600227.SH,赤天化,,,,,,,,,,,,,,,,,,
25,20260313,20260317,002969.SZ,嘉美包装,,,,,,,,,,,,,,,,,,
26,20260313,20260317,603803.SH,瑞斯康达,,,,,,,,,,,,,,,,,,
27,20260313,20260317,600683.SH,京投发展,,,,,,,,,,,,,,,,,,
28,20260313,20260317,603607.SH,京华激光,,,,,,,,,,,,,,,,,,
29,20260313,20260317,603280.SH,南方路机,,,,,,,,,,,,,,,,,,
30,20260313,20260317,600232.SH,金鹰股份,,,,,,,,,,,,,,,,,,
