rank,trade_date,base_date,buy_date,target_date,ts_code,name,close_T,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
11,20260610,20260610,20260611,20260612,002256.SZ,兆新股份,4.37,限价竞价,≤4.57,冲高至4.88附近优先兑现；强势放量再看5.04；弱于4.30止损,冲高至4.88附近优先兑现；强势放量再看5.04；弱于4.30止损,限价竞价,≤4.57,冲高至4.88附近优先兑现；强势放量再看5.04；弱于4.30止损,冲高至4.88附近优先兑现；强势放量再看5.04；弱于4.30止损,0.569085,0.569085,52.0725,52.0725,0.859758,0.859758,63.8255,63.8255,0.569085,52.0725,0.859758,63.8255,,,,,,,,rule_fallback:model_missing,0.0,0.11569524161859465,0.11569524161859465,up,high,1.0,ehx:model_v1,0.02723506442211049,0.07575325816762343,0.10947774567879456,0.1432022331899657,0.19172042693547953,4.490652766717533,4.713903188450341,4.8755882058732585,5.0428189555299445,5.2935200266277205,0.9857217340557627,0.9857217340557627,11,10,10,0.1187817197049448,0.0,0.0,,,,,,,,
12,20260610,20260610,20260611,20260612,603636.SH,南威软件,9.66,限价竞价,≤10.09,冲高至10.73附近优先兑现；强势放量再看11.10；弱于9.52止损,冲高至10.73附近优先兑现；强势放量再看11.10；弱于9.52止损,限价竞价,≤10.09,冲高至10.73附近优先兑现；强势放量再看11.10；弱于9.52止损,冲高至10.73附近优先兑现；强势放量再看11.10；弱于9.52止损,0.563895,0.563895,51.9169,51.9169,0.842888,0.842888,63.1572,63.1572,0.563895,51.9169,0.842888,63.1572,,,,,,,,rule_fallback:model_missing,0.0,0.11121586300162961,0.11121586300162961,up,high,1.0,ehx:model_v1,0.02321210665883995,0.07173030040435291,0.10545478791552403,0.13917927542669514,0.18769746917220897,9.886851616703765,10.378371203655087,10.734345236595741,11.102529038260357,11.654485383774954,0.9825318415383173,0.9825318415383173,12,14,14,0.1482173726327192,0.0,0.0,,,,,,,,
13,20260610,20260610,20260611,20260612,603886.SH,元祖股份,12.25,限价竞价,≤12.82,冲高至13.70附近优先兑现；强势放量再看14.17；弱于12.07止损,冲高至13.70附近优先兑现；强势放量再看14.17；弱于12.07止损,限价竞价,≤12.82,冲高至13.70附近优先兑现；强势放量再看14.17；弱于12.07止损,冲高至13.70附近优先兑现；强势放量再看14.17；弱于12.07止损,0.537092,0.537092,51.1128,51.1128,0.868146,0.868146,62.5155,62.5155,0.537092,51.1128,0.868146,62.5155,,,,,,,,rule_fallback:model_missing,0.0,0.11812078102574569,0.11812078102574569,up,high,1.0,ehx:model_v1,0.029406720758906837,0.0779249145044198,0.11164940201559091,0.14537388952676203,0.19389208327227586,12.615581257799098,13.242758192315645,13.696979567565384,14.166780556573645,14.871074541914018,0.987225133469822,0.987225133469822,13,7,7,0.086326516791419,0.0,0.0,,,,,,,,
14,20260610,20260610,20260611,20260612,000558.SZ,天府文旅,3.89,限价竞价,≤4.07,冲高至4.36附近优先兑现；强势放量再看4.51；弱于3.83止损,冲高至4.36附近优先兑现；强势放量再看4.51；弱于3.83止损,限价竞价,≤4.07,冲高至4.36附近优先兑现；强势放量再看4.51；弱于3.83止损,冲高至4.36附近优先兑现；强势放量再看4.51；弱于3.83止损,0.512201,0.512201,50.366,50.366,0.880109,0.880109,61.6323,61.6323,0.512201,50.366,0.880109,61.6323,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,4.012823714370832,4.212319118070801,4.356800000000001,4.50623651911098,4.730261678832845,0.98829186007614,0.98829186007614,14,2,2,0.0612388087366311,0.0,0.0,,,,,,,,
15,20260610,20260610,20260611,20260612,600732.SH,爱旭股份,12.07,限价竞价,≤12.63,冲高至13.50附近优先兑现；强势放量再看13.96；弱于11.89止损,冲高至13.50附近优先兑现；强势放量再看13.96；弱于11.89止损,限价竞价,≤12.63,冲高至13.50附近优先兑现；强势放量再看13.96；弱于11.89止损,冲高至13.50附近优先兑现；强势放量再看13.96；弱于11.89止损,0.513337,0.513337,50.4001,50.4001,0.868146,0.868146,61.3871,61.3871,0.513337,50.4001,0.868146,61.3871,,,,,,,,rule_fallback:model_missing,0.0,0.11812078102574569,0.11812078102574569,up,high,1.0,ehx:model_v1,0.029406720758906837,0.0779249145044198,0.11164940201559091,0.14537388952676203,0.19389208327227586,12.430209451562051,13.048170724999986,13.49571782698075,13.958615617783176,14.652560793543037,0.987225133469822,0.987225133469822,15,8,8,0.0751596931531262,0.0,0.0,,,,,,,,
16,20260610,20260610,20260611,20260612,600881.SH,亚泰集团,1.77,限价竞价,≤1.85,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,限价竞价,≤1.85,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,冲高至1.98附近优先兑现；强势放量再看2.05；弱于1.74止损,0.503182,0.503182,50.0955,50.0955,0.880109,0.880109,61.2039,61.2039,0.503182,50.0955,0.880109,61.2039,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,1.82588636874971,1.9166593416414697,1.9824000000000002,2.0503955369733764,2.1523298641475925,0.98829186007614,0.98829186007614,16,3,3,0.0570094196313804,0.0,0.0,,,,,,,,
17,20260610,20260610,20260611,20260612,600843.SH,上工申贝,8.45,只观察不追,≤8.53,冲高至9.39附近优先兑现；强势放量再看9.71；弱于8.32止损,冲高至9.39附近优先兑现；强势放量再看9.71；弱于8.32止损,只观察不追,≤8.53,冲高至9.39附近优先兑现；强势放量再看9.71；弱于8.32止损,冲高至9.39附近优先兑现；强势放量再看9.71；弱于8.32止损,0.46909,0.46909,49.0727,49.0727,0.850611,0.850611,58.8471,58.8471,0.46909,49.0727,0.850611,58.8471,,,,,,,,rule_fallback:model_missing,0.0,0.11150792713447964,0.11150792713447964,up,high,1.0,ehx:model_v1,0.02347490506485607,0.07199309881036903,0.10571758632154014,0.13944207383271126,0.1879602675782251,8.65070954958998,9.080774988972786,9.392241984286352,9.714392174513069,10.197338031719308,0.9827573812754755,0.9827573812754755,17,13,13,0.1015086505270604,0.0,0.0,,,,,,,,
18,20260610,20260610,20260611,20260612,688662.SH,富信科技,112.24,只观察不追,≤113.36,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,只观察不追,≤113.36,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,冲高至125.71附近优先兑现；强势放量再看130.02；弱于110.56止损,0.450344,0.450344,48.5103,48.5103,0.880109,0.880109,58.6941,58.6941,0.450344,48.5103,0.880109,58.6941,,,,,,,,rule_fallback:model_missing,0.0,0.12,0.12,up,high,1.0,ehx:model_v1,0.031086004050319097,0.07960419779583205,0.11332868530700317,0.1470531728181743,0.19557136656368812,115.78389041156353,121.54002514454156,125.70880000000001,130.02056218637952,136.48446550956257,0.98829186007614,0.98829186007614,18,4,4,0.0321621001152161,0.0,0.0,,,,,,,,
19,20260610,20260610,20260611,20260612,600665.SH,天地源,3.7,只观察不追,≤3.74,冲高至4.12附近优先兑现；强势放量再看4.26；弱于3.64止损,冲高至4.12附近优先兑现；强势放量再看4.26；弱于3.64止损,只观察不追,≤3.74,冲高至4.12附近优先兑现；强势放量再看4.26；弱于3.64止损,冲高至4.12附近优先兑现；强势放量再看4.26；弱于3.64止损,0.452472,0.452472,48.5741,48.5741,0.853966,0.853966,58.1415,58.1415,0.452472,48.5741,0.853966,58.1415,,,,,,,,rule_fallback:model_missing,0.0,0.11364770765668122,0.11364770765668122,up,high,1.0,ehx:model_v1,0.025398169351023625,0.07391636309653657,0.1076408506077077,0.14136533811887883,0.18988353186439266,3.7951767682096835,3.983851969359267,4.120496518329721,4.261827921356738,4.47370243720603,0.9843334686996912,0.9843334686996912,19,12,12,0.0784244549906573,0.0,0.0,,,,,,,,
20,20260610,20260610,20260611,20260612,605589.SH,圣泉集团,60.1,限价竞价,≤62.16,冲高至64.69附近优先兑现；强势放量再看66.91；弱于59.20止损,冲高至64.69附近优先兑现；强势放量再看66.91；弱于59.20止损,限价竞价,≤62.16,冲高至64.69附近优先兑现；强势放量再看66.91；弱于59.20止损,冲高至64.69附近优先兑现；强势放量再看66.91；弱于59.20止损,0.513082,0.513082,50.3925,50.3925,0.729087,0.729087,57.8986,57.8986,0.513082,50.3925,0.729087,57.8986,,,,,,,,rule_fallback:model_missing,0.0,0.07635911756472136,0.07635911756472136,up,high,1.0,ehx:model_v1,-0.008658522816458944,0.03985967092905401,0.07358415844022513,0.10730864595139625,0.15582683969691008,59.58186913968803,62.54395017869636,64.68918296563976,66.90799638983148,70.23429196138729,0.9294467726094868,0.9294467726094868,20,48,48,0.3725624312058946,0.0,0.0,,,,,,,,
21,20260610,20260610,20260611,20260612,002636.SZ,金安国纪,77.42,只观察不追,≤78.19,冲高至85.11附近优先兑现；强势放量再看88.03；弱于76.26止损,冲高至85.11附近优先兑现；强势放量再看88.03；弱于76.26止损,只观察不追,≤78.19,冲高至85.11附近优先兑现；强势放量再看88.03；弱于76.26止损,冲高至85.11附近优先兑现；强势放量再看88.03；弱于76.26止损,0.458783,0.458783,48.7635,48.7635,0.819097,0.819097,57.5696,57.5696,0.458783,48.7635,0.819097,57.5696,,,,,,,,rule_fallback:model_missing,0.0,0.09934469098303,0.09934469098303,up,high,1.0,ehx:model_v1,0.012471585556785805,0.060989779302298756,0.09471426681346988,0.128438754324641,0.17695694807015483,78.39159623307005,82.28879288319834,85.11126597590618,88.03054878084748,92.40694084713061,0.9709064268382845,0.9709064268382845,21,23,23,0.1833059033423295,0.0,0.0,,,,,,,,
22,20260610,20260610,20260611,20260612,002459.SZ,晶澳科技,9.15,只观察不追,≤9.24,冲高至10.17附近优先兑现；强势放量再看10.52；弱于9.01止损,冲高至10.17附近优先兑现；强势放量再看10.52；弱于9.01止损,只观察不追,≤9.24,冲高至10.17附近优先兑现；强势放量再看10.52；弱于9.01止损,冲高至10.17附近优先兑现；强势放量再看10.52；弱于9.01止损,0.423975,0.423975,47.7192,47.7192,0.842888,0.842888,56.511,56.511,0.423975,47.7192,0.842888,56.511,,,,,,,,rule_fallback:model_missing,0.0,0.11121586300162961,0.11121586300162961,up,high,1.0,ehx:model_v1,0.02321210665883995,0.07173030040435291,0.10545478791552403,0.13917927542669514,0.18769746917220897,9.364874978554809,9.830444773648452,10.16762514646491,10.516370672886364,11.039186465998016,0.9825318415383173,0.9825318415383173,22,17,17,0.0821791928980248,0.0,0.0,,,,,,,,
23,20260610,20260610,20260611,20260612,002830.SZ,名雕股份,15.97,只观察不追,≤16.13,冲高至17.49附近优先兑现；强势放量再看18.08；弱于15.73止损,冲高至17.49附近优先兑现；强势放量再看18.08；弱于15.73止损,只观察不追,≤16.13,冲高至17.49附近优先兑现；强势放量再看18.08；弱于15.73止损,冲高至17.49附近优先兑现；强势放量再看18.08；弱于15.73止损,0.439522,0.439522,48.1857,48.1857,0.809723,0.809723,56.4204,56.4204,0.439522,48.1857,0.809723,56.4204,,,,,,,,rule_fallback:model_missing,0.0,0.09487526402717232,0.09487526402717232,up,high,1.0,ehx:model_v1,0.008397761392636496,0.05691595513814945,0.09064044264932057,0.12436493016049169,0.17288312390600552,16.104676950410212,16.905312427661276,17.485157966513945,18.08489197831652,18.98397279593732,0.9650693459759381,0.9650693459759381,23,25,25,0.2060221876824957,0.0,0.0,,,,,,,,
24,20260610,20260610,20260611,20260612,300264.SZ,佳创视讯,9.34,只观察不追,≤9.43,冲高至10.38附近优先兑现；强势放量再看10.73；弱于9.20止损,冲高至10.38附近优先兑现；强势放量再看10.73；弱于9.20止损,只观察不追,≤9.43,冲高至10.38附近优先兑现；强势放量再看10.73；弱于9.20止损,冲高至10.38附近优先兑现；强势放量再看10.73；弱于9.20止损,0.376815,0.376815,46.3044,46.3044,0.842888,0.842888,54.2709,54.2709,0.376815,46.3044,0.842888,54.2709,,,,,,,,rule_fallback:model_missing,0.0,0.11121586300162961,0.11121586300162961,up,high,1.0,ehx:model_v1,0.02321210665883995,0.07173030040435291,0.10545478791552403,0.13917927542669514,0.18769746917220897,9.559336863355401,10.034574227964649,10.37875616043522,10.734743397241381,11.26841547458158,0.9825318415383173,0.9825318415383173,24,18,18,0.059136136919426,0.0,0.0,,,,,,,,
25,20260610,20260610,20260611,20260612,002585.SZ,双星新材,13.42,只观察不追,≤13.55,冲高至14.72附近优先兑现；强势放量再看15.23；弱于13.22止损,冲高至14.72附近优先兑现；强势放量再看15.23；弱于13.22止损,只观察不追,≤13.55,冲高至14.72附近优先兑现；强势放量再看15.23；弱于13.22止损,冲高至14.72附近优先兑现；强势放量再看15.23；弱于13.22止损,0.35553,0.35553,45.6659,45.6659,0.81517,0.81517,52.5669,52.5669,0.35553,45.6659,0.81517,52.5669,,,,,,,,rule_fallback:model_missing,0.0,0.09720955314748678,0.09720955314748678,up,high,1.0,ehx:model_v1,0.010527505629127715,0.059045699374640666,0.09277018688581179,0.12649467439698292,0.17501286814249672,13.562025400442945,14.236254303786339,14.724552203239273,15.229598527771037,15.986729945133227,0.968230702975285,0.968230702975285,25,24,24,0.1481706485852963,0.0,0.0,,,,,,,,
26,20260610,20260610,20260611,20260612,002960.SZ,青鸟智控,9.28,放弃,不建议买入,冲高至10.31附近优先兑现；强势放量再看10.67；弱于9.14止损,冲高至10.31附近优先兑现；强势放量再看10.67；弱于9.14止损,放弃,不建议买入,冲高至10.31附近优先兑现；强势放量再看10.67；弱于9.14止损,冲高至10.31附近优先兑现；强势放量再看10.67；弱于9.14止损,0.33354,0.33354,45.0062,45.0062,0.842888,0.842888,52.2154,52.2154,0.33354,45.0062,0.842888,52.2154,,,,,,,,rule_fallback:model_missing,0.0,0.11121586300162961,0.11121586300162961,up,high,1.0,ehx:model_v1,0.02321210665883995,0.07173030040435291,0.10545478791552403,0.13917927542669514,0.18769746917220897,9.497927847102583,9.970112295022691,10.312083208655121,10.665783589550323,11.196027366607822,0.9825318415383173,0.9825318415383173,26,15,15,0.0369706510162192,0.0,0.0,,,,,,,,
27,20260610,20260610,20260611,20260612,003043.SZ,华亚智能,80.62,放弃,不建议买入,冲高至88.84附近优先兑现；强势放量再看91.89；弱于79.41止损,冲高至88.84附近优先兑现；强势放量再看91.89；弱于79.41止损,放弃,不建议买入,冲高至88.84附近优先兑现；强势放量再看91.89；弱于79.41止损,冲高至88.84附近优先兑现；强势放量再看91.89；弱于79.41止损,0.342202,0.342202,45.2661,45.2661,0.823205,0.823205,52.1347,52.1347,0.342202,45.2661,0.823205,52.1347,,,,,,,,rule_fallback:model_missing,0.0,0.10197055347430836,0.10197055347430836,up,high,1.0,ehx:model_v1,0.014857308131825661,0.06337550187733862,0.09709998938850974,0.13082447689968085,0.17934267064519469,81.82673842607116,85.89471134930243,88.84086602109873,91.88807263443834,96.45623945416965,0.9739314370062315,0.9739314370062315,27,22,22,0.1073748510840522,0.0,0.0,,,,,,,,
28,20260610,20260610,20260611,20260612,600229.SH,城市传媒,6.13,放弃,不建议买入,冲高至6.66附近优先兑现；强势放量再看6.89；弱于6.04止损,冲高至6.66附近优先兑现；强势放量再看6.89；弱于6.04止损,放弃,不建议买入,冲高至6.66附近优先兑现；强势放量再看6.89；弱于6.04止损,冲高至6.66附近优先兑现；强势放量再看6.89；弱于6.04止损,0.347386,0.347386,45.4216,45.4216,0.787301,0.787301,51.4834,51.4834,0.347386,45.4216,0.787301,51.4834,,,,,,,,rule_fallback:model_missing,0.0,0.08635808946543158,0.08635808946543158,up,high,1.0,ehx:model_v1,0.0005882183780278466,0.0491064121235408,0.08283089963471192,0.11655538714588304,0.16507358089139687,6.1336068393579115,6.4385358518566465,6.659375088423096,6.8877890235746575,7.230211803558082,0.951201633843616,0.951201633843616,28,31,31,0.2212920752109923,0.0,0.0,,,,,,,,
29,20260610,20260610,20260611,20260612,600178.SH,东安动力,9.61,放弃,不建议买入,冲高至10.68附近优先兑现；强势放量再看11.05；弱于9.47止损,冲高至10.68附近优先兑现；强势放量再看11.05；弱于9.47止损,放弃,不建议买入,冲高至10.68附近优先兑现；强势放量再看11.05；弱于9.47止损,冲高至10.68附近优先兑现；强势放量再看11.05；弱于9.47止损,0.312013,0.312013,44.3604,44.3604,0.842888,0.842888,51.1928,51.1928,0.312013,44.3604,0.842888,51.1928,,,,,,,,rule_fallback:model_missing,0.0,0.11121586300162961,0.11121586300162961,up,high,1.0,ehx:model_v1,0.02321210665883995,0.07173030040435291,0.10545478791552403,0.13917927542669514,0.18769746917220897,9.835677436493084,10.324652926203454,10.67878444344566,11.045062531851142,11.594161960463488,0.9825318415383173,0.9825318415383173,29,16,16,0.0254250145159876,0.0,0.0,,,,,,,,
