rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260429,20260501,603013.SH,亚普股份,,,,,,,,,,,,,,,,,,
2,20260429,20260501,605099.SH,共创草坪,,,,,,,,,,,,,,,,,,
3,20260429,20260501,603399.SH,永杉锂业,,,,,,,,,,,,,,,,,,
4,20260429,20260501,920125.BJ,鸿仕达,,,,,,,,,,,,,,,,,,
5,20260429,20260501,001266.SZ,宏英智能,,,,,,,,,,,,,,,,,,
6,20260429,20260501,600156.SH,华升股份,,,,,,,,,,,,,,,,,,
7,20260429,20260501,002842.SZ,翔鹭钨业,,,,,,,,,,,,,,,,,,
8,20260429,20260501,000402.SZ,金 融 街,,,,,,,,,,,,,,,,,,
9,20260429,20260501,605168.SH,三人行,,,,,,,,,,,,,,,,,,
10,20260429,20260501,000716.SZ,黑芝麻,,,,,,,,,,,,,,,,,,
11,20260429,20260501,600186.SH,莲花控股,,,,,,,,,,,,,,,,,,
12,20260429,20260501,603139.SH,康惠股份,,,,,,,,,,,,,,,,,,
13,20260429,20260501,688531.SH,日联科技,,,,,,,,,,,,,,,,,,
14,20260429,20260501,000980.SZ,众泰汽车,,,,,,,,,,,,,,,,,,
15,20260429,20260501,300209.SZ,行云科技,,,,,,,,,,,,,,,,,,
16,20260429,20260501,002847.SZ,盐津铺子,,,,,,,,,,,,,,,,,,
17,20260429,20260501,002786.SZ,银宝山新,,,,,,,,,,,,,,,,,,
18,20260429,20260501,603026.SH,石大胜华,,,,,,,,,,,,,,,,,,
19,20260429,20260501,002832.SZ,比音勒芬,,,,,,,,,,,,,,,,,,
20,20260429,20260501,603317.SH,天味食品,,,,,,,,,,,,,,,,,,
21,20260429,20260501,605006.SH,山东玻纤,,,,,,,,,,,,,,,,,,
22,20260429,20260501,300632.SZ,光莆股份,,,,,,,,,,,,,,,,,,
23,20260429,20260501,002378.SZ,章源钨业,,,,,,,,,,,,,,,,,,
24,20260429,20260501,002709.SZ,天赐材料,,,,,,,,,,,,,,,,,,
25,20260429,20260501,600881.SH,亚泰集团,,,,,,,,,,,,,,,,,,
26,20260429,20260501,603353.SH,和顺石油,,,,,,,,,,,,,,,,,,
27,20260429,20260501,000551.SZ,创元科技,,,,,,,,,,,,,,,,,,
28,20260429,20260501,600654.SH,中安科,,,,,,,,,,,,,,,,,,
29,20260429,20260501,002903.SZ,宇环数控,,,,,,,,,,,,,,,,,,
30,20260429,20260501,603933.SH,睿能科技,,,,,,,,,,,,,,,,,,
