rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260403,20260407,002980.SZ,华盛昌,46.09,50.7,0.09532990386472062,0.015543497187182388,0.0,0.015664925664889202,0.015664925664889202,up,high,True,False,0.07978640667753824,3.8880035761052625,0.10002169668040795,0.10002169668040795,0.08435677101551875,1,是
2,20260403,20260407,002792.SZ,通宇通讯,45.34,47.53,0.04717144554653503,0.01476549406589991,0.0,0.01487504248817554,0.01487504248817554,up,high,True,True,0.032405951480635124,1.515565573586116,0.04830172033524471,0.04830172033524471,0.033426677847069174,1,是
3,20260403,20260407,603585.SH,苏利股份,24.51,25.6,0.04351115394549564,0.011967750273911544,0.0,0.012039650338274727,0.012039650338274727,up,high,True,True,0.03154340367158409,0.7949081702088883,0.04447164422684624,0.04447164422684624,0.032431993888571514,1,是
4,20260403,20260407,000950.SZ,重药控股,7.14,7.14,0.0,0.00779196599315346,0.0,0.00782240236186447,0.00782240236186447,up,high,True,True,-0.00779196599315346,-0.05585195286371203,0.0,0.0,0.00782240236186447,0,否
5,20260403,20260407,603123.SH,翠微股份,11.96,13.16,0.0956141773746854,0.0069384957222827365,0.0,0.0069626228534455156,0.0069626228534455156,up,high,False,False,0.08867568165240267,1.1167270306727897,0.10033444816053505,0.10033444816053505,0.09337182530708954,1,是
6,20260403,20260407,002678.SZ,珠江钢琴,6.07,5.91,-0.02671277365340006,0.005730457517765681,0.0,0.005746907997360586,0.005746907997360586,up,high,True,True,-0.03244323117116574,-0.1948837315439791,-0.02635914332784184,0.02635914332784184,0.032106051325202424,0,否
7,20260403,20260407,000720.SZ,新能泰山,5.94,6.53,0.09469780991378608,0.003926579965925468,0.0,0.003934299080973909,0.003934299080973909,up,high,False,False,0.09077122994786062,0.5666302634590155,0.09932659932659926,0.09932659932659926,0.09539230024562535,1,是
8,20260403,20260407,600869.SH,远东股份,15.61,14.39,-0.08137821362806412,0.0035057886252375784,0.0,0.0035119410898258228,0.0035119410898258228,up,high,False,False,-0.0848840022533017,-1.274821400412181,-0.07815502882767444,0.07815502882767444,0.08166696991750026,0,否
9,20260403,20260407,603067.SH,振华股份,34.68,36.33,0.04648069432076937,0.0026649732287916325,0.0,0.0026685274265260276,0.0026685274265260276,up,high,True,False,0.04381572109197774,1.557455468848076,0.04757785467128017,0.04757785467128017,0.044909327244754146,1,是
10,20260403,20260407,600106.SH,重庆路桥,5.87,6.0,0.02190483538804983,0.0019252267358748018,0.0,0.0019270811747478772,0.0019270811747478772,flat,high,True,True,0.01997960865217503,0.11868803350423018,0.022146507666098714,0.022146507666098714,0.020219426491350837,1,是
11,20260403,20260407,600654.SH,中安科,3.64,4.0,0.09431067947124121,0.0012488054685063903,0.0,0.0012495855507453355,0.0012495855507453355,flat,high,False,False,0.09306187400273482,0.3554515085952872,0.09890109890109877,0.09890109890109877,0.09765151335035344,1,是
12,20260403,20260407,000586.SZ,汇源通信,18.87,20.76,0.09545469891722913,0.0005463611525847954,0.0,0.0005465104350254598,0.0005465104350254598,flat,high,False,False,0.09490833776464433,1.8796873480910676,0.10015898251192379,0.10015898251192379,0.09961247207689833,1,是
13,20260403,20260407,605303.SH,园林股份,17.77,18.3,0.02938941768081536,-0.0007261223095075493,0.0,-0.0007258587465002202,-0.0007258587465002202,flat,high,True,True,0.03011553999032291,0.5428985099253083,0.0298255486775465,0.0298255486775465,0.030551407424046717,0,是
14,20260403,20260407,002796.SZ,世嘉科技,50.59,48.59,-0.040336179886033094,-0.0007443120357190469,0.0,-0.0007440351042278642,-0.0007440351042278642,flat,high,True,False,-0.039591867850314044,-1.962359264077115,-0.03953350464518679,0.03953350464518679,0.038789469540958924,1,否
15,20260403,20260407,600488.SH,津药药业,6.97,7.67,0.09570139060673223,-0.0011552877003785807,0.0,-0.00115462061246081,-0.00115462061246081,flat,high,False,False,0.09685667830711081,0.7080477056688528,0.10043041606886649,0.10043041606886649,0.1015850366813273,0,是
16,20260403,20260407,600302.SH,标准股份,12.27,11.86,-0.03398586515324066,-0.0016131932942162113,0.0,-0.0016118927973255814,-0.0016118927973255814,flat,high,True,True,-0.03237267185902445,-0.3902220753768155,-0.03341483292583536,0.03341483292583536,0.031802940128509774,1,否
17,20260403,20260407,600056.SH,中国医药,11.59,11.28,-0.027111411281747516,-0.001685104185473618,0.0,-0.0016836851945767474,-0.0016836851945767474,flat,high,True,True,-0.025426307096273897,-0.2904860885948555,-0.026747195858498718,0.026747195858498718,0.02506351066392197,1,否
18,20260403,20260407,688146.SH,中船特气,51.22,53.27,0.03924324015752877,-0.0019793470062680635,0.0,-0.0019773893907955764,-0.0019773893907955764,flat,high,True,False,0.041222587163796835,2.151281884596557,0.04002342834830164,0.04002342834830164,0.04200081773909722,0,是
19,20260403,20260407,603966.SH,法兰泰克,13.68,13.58,-0.0073367900638543196,-0.0023650964938110603,0.0,-0.0023623018567281596,-0.0023623018567281596,down,high,True,True,-0.004971693570043259,-0.06768371059995815,-0.007309941520467822,0.007309941520467822,0.004947639663739662,1,否
20,20260403,20260407,600602.SH,云赛智联,24.39,24.05,-0.014038215676058763,-0.0024441875611924393,0.0,-0.002441202966906572,-0.002441202966906572,down,high,True,True,-0.011594028114866324,-0.280459059637149,-0.013940139401394047,0.013940139401394047,0.011498936434487475,1,否
21,20260403,20260407,605589.SH,圣泉集团,32.43,35.67,0.09522607905157356,-0.002841215073966078,0.0,-0.0028371826423237135,-0.0028371826423237135,down,high,False,False,0.09806729412553963,3.3320098330905594,0.09990749306197966,0.09990749306197966,0.10274467570430337,0,是
22,20260403,20260407,003031.SZ,中瓷电子,88.57,91.65,0.034183774464222626,-0.0029104801673010736,0.0,-0.0029062488259727387,-0.0029062488259727387,down,high,True,False,0.0370942546315237,3.3374064585164263,0.034774754431523336,0.034774754431523336,0.03768100325749608,0,是
23,20260403,20260407,002952.SZ,亚世光电,25.18,25.49,0.012236189771822887,-0.002918233628497493,0.0,-0.0029139797237110123,-0.0029139797237110123,down,high,True,True,0.01515442340032038,0.3833740094430418,0.012311358220810087,0.012311358220810087,0.015225337944521099,0,是
24,20260403,20260407,688226.SH,威腾电气,50.28,47.85,-0.04953626582308338,-0.003007100913310178,0.0,-0.003002584113983547,-0.003002584113983547,down,high,True,False,-0.046529164909773206,-2.2790300707489024,-0.04832935560859186,0.04832935560859186,0.045326771494608314,1,否
