rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260305,20260309,002195.SZ,岩山科技,10.69,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.846007507029054,10.335496550719991,10.69,11.05666277756527,11.606338906243826,1,0.9596130943074548,0.0,0.0,,,,,,,,
2,20260305,20260309,300323.SZ,华灿光电,10.25,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.440746206459103,9.910087899427493,10.25,10.601570951360527,11.128622431150534,2,0.9259621251568328,0.0,0.0,,,,,,,,
3,20260305,20260309,601179.SH,中国西电,18.11,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.680186712095058,17.50943335206165,18.11,18.73116584674528,19.662375827135236,3,0.8889574211127131,0.0,0.0,,,,,,,,
4,20260305,20260309,600875.SH,东方电气,42.21,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,38.87745340240378,40.810225388764344,42.21,43.65778632750516,45.82821003110869,4,0.876874160880969,0.0,0.0,,,,,,,,
5,20260305,20260309,601727.SH,上海电气,9.46,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.713117962253964,9.146286002788694,9.46,9.784474263402009,10.270904214505762,5,0.8596614675492508,0.0,0.0,,,,,,,,
6,20260305,20260309,600545.SH,卓郎智能,3.77,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.4723525071561774,3.6449786713016246,3.77,3.899309510890652,4.093161616140246,6,0.8486736291457009,0.0,0.0,,,,,,,,
7,20260305,20260309,300303.SZ,聚飞光电,12.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.540736582139761,12.114478183397706,12.53,12.959774050785112,13.604062347543042,7,0.8469602030622525,0.0,0.0,,,,,,,,
8,20260305,20260309,002429.SZ,兆驰股份,10.22,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.413114754147516,9.881082764112097,10.22,10.570541963210204,11.096050853303264,8,0.8340829798034433,0.0,0.0,,,,,,,,
9,20260305,20260309,000533.SZ,顺钠股份,13.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,12.461784992526015,13.081316027244291,13.53,13.994073655795894,14.689781609118706,9,0.8322075665294668,0.0,0.0,,,,,,,,
10,20260305,20260309,002498.SZ,汉缆股份,8.94,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.23417278885311,8.643530323988468,8.94,9.2466384687964,9.706330198486416,10,0.7997681982686866,0.0,0.0,,,,,,,,
