rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason,trade_action_raw,trade_action,final_trade_score,decision_support_score,risk_quality_score,t1_weight_mode,market_mode,final_action,final_reason,final_rank
55,20260706,20260706,20260707,20260708,600241.SH,时代万恒,1→2,电池,7.41,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,0.527257,0.527257,72.9775,72.9775,0.469681,0.469681,60.6639,60.6639,0.867412,69.4011,0.728791,78.4849,0.7909230949952647,0.9532491397590044,0.6871582023525459,0.7536177417473886,0.4204063109436718,0.5124979374299476,0.3707967278699741,0.6360161533896762,0.4506040786012562,0.0717209267507961,0.0916063874523899,-0.010762895518756,0.0137152090203862,0.5913994125484897,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.741234,0.527257,historical_bin_blend_v1,58.8254,34.5502,75.3017,86.8544,64.3067,64.3067,7,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.559629,0.728025,0.753618,0.426783,0.528547,0.247524,82.2727,27.2257,60.65,74.65,0.292,0.0,87.5829,0.0,0.216154,13.4517,19.6063,62.1074,41.4516,38.099,0.38099,0,1,EXCLUDED,t1_accept<0.45,professional_score_rule_guarded,38,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0928982952792116,0.0928982952792116,up,high,0.933441,ehx:model_v1,-0.0740748012260884,0.0220310115708774,0.0888331538852122,0.1556352961995471,0.2517411089965147,6.880942529175427,7.575061353835525,8.09837636801896,8.657844040415668,9.53120877263703,0.8151226885377736,0.8151226885377736,15,19,19,0.6128458456193691,0.0,0.545885,,,,14.0,,,0.8335988413873123,,放弃,REJECT,51.3764,50.0,77.1937169131423,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:t1_accept<0.45;t1_fail_risk;t1_drawdown_risk,1
20,20260706,20260706,20260707,20260708,603757.SH,大元泵业,1→2,通用设备,79.19,TOP20,0,1,TOP20,放弃,不建议买入,放弃,不建议买入,冲高至86.73附近优先兑现；强势放量再看90.80；弱于78.00止损,冲高至86.73附近优先兑现；强势放量再看90.80；弱于78.00止损,放弃,不建议买入,放弃,不建议买入,冲高至86.73附近优先兑现；强势放量再看90.80；弱于78.00止损,冲高至86.73附近优先兑现；强势放量再看90.80；弱于78.00止损,0.324185,0.324185,69.6997,69.6997,0.577452,0.577452,60.0082,60.0082,0.574025,52.0238,0.780134,63.8358,0.9136070982703338,0.9726560064471008,0.3297324086088686,0.8148360805348791,0.5620732904083307,0.5964922326086839,0.4491391968031724,0.3282933470791813,0.6522984487182145,0.1012194871089264,0.1260496386687371,0.0038272885629397,0.0694439948490806,0.6062018967068536,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.40302,0.324185,historical_bin_blend_v1,44.9783,49.6006,72.1229,88.7636,56.6967,56.6967,23,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.671575,0.682391,0.814836,0.532164,0.37671,0.267829,84.2424,27.2257,58.39,72.89,0.313,0.0,88.5926,0.0,0.19707,20.6617,77.2242,59.6272,55.982,44.8439,0.448439,1,0,ELIGIBLE,ok,professional_score_rule_guarded,25,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0951723505535162,0.0951723505535162,up,high,0.964666,ehx:model_v1,-0.0211496713560734,0.0449597696799031,0.0909117486485036,0.1368637276171042,0.202973168653082,77.53274450477659,82.8316138168018,86.72669844033295,90.80494603178626,97.01088579286753,0.9089661728722312,0.9089661728722312,17,17,17,0.6444785808181831,0.0,0.563294,,,,9.0,,,0.8461585790877394,,放弃,REJECT,48.0086,80.0,79.16261530663013,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;t1_drawdown_risk,2
54,20260706,20260706,20260707,20260708,603815.SH,交建股份,1→2,基础建设,6.11,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,0.465065,0.465065,51.2326,51.2326,0.522036,0.522036,54.6756,54.6756,0.649965,59.5444,0.784533,68.8141,0.6374740135983329,0.9373208832806909,0.6436654386604569,0.4569140014964342,0.4533380992013397,0.5565589449325661,0.4631723505022416,0.5355460346195029,0.4379008793072073,0.0665838799176578,0.0910116779458471,-0.0322282809564821,0.0145859954092786,0.5377313979252067,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.645555,0.465065,historical_bin_blend_v1,46.8324,37.339,49.5274,88.1042,51.4088,51.4088,32,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.554359,0.594362,0.456914,0.473433,0.460733,0.227433,91.1364,27.2257,60.65,74.65,0.292,0.0,88.4256,0.0,0.199527,6.2061,20.8452,52.9081,43.4175,39.5469,0.395469,0,1,EXCLUDED,t1_accept<0.45,professional_score_rule_guarded,34,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.1071513541462021,0.1071513541462021,up,high,0.950907,ehx:model_v1,-0.0260784542232769,0.0493563959546299,0.1017903689931906,0.1542243420317512,0.2296591922096595,5.952720363136814,6.419133688675864,6.764694773833296,7.128858441421101,7.687425679612058,0.904798992528119,0.904798992528119,36,10,10,0.5734354465205153,0.0,0.500701,,,,40.0,,,0.8434221011932796,,放弃,REJECT,45.3937,50.0,78.82780068763539,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:t1_accept<0.45,3
17,20260706,20260706,20260707,20260708,603090.SH,宏盛股份,1→2,通用设备,54.8,TOP20,0,1,TOP20,放弃,不建议买入,放弃,不建议买入,冲高至58.66附近优先兑现；强势放量再看62.30；弱于53.98止损,冲高至58.66附近优先兑现；强势放量再看62.30；弱于53.98止损,放弃,不建议买入,放弃,不建议买入,冲高至58.66附近优先兑现；强势放量再看62.30；弱于53.98止损,冲高至58.66附近优先兑现；强势放量再看62.30；弱于53.98止损,0.33339,0.33339,61.1394,61.1394,0.752777,0.752777,61.0235,61.0235,0.215137,48.8026,0.660289,45.8188,0.8176851442995562,0.9478748583362216,0.5037706553818471,0.6936390862806104,0.8292220410767858,0.733470988417656,0.6585869228454933,0.2793430331616086,0.4522276281910312,0.0834327354391156,0.1032583528783981,0.0377754895361641,0.0779610474002457,0.6993387064458708,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.417181,0.33339,historical_bin_blend_v1,42.6035,80.9926,69.4109,90.2497,56.8997,56.8997,22,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.770951,0.635135,0.693639,0.70955,0.300979,0.198762,53.4047,27.2257,56.13,71.13,0.334,0.0,88.8347,0.0,0.172024,74.8815,92.5114,56.2315,74.6805,46.7309,0.467309,1,0,ELIGIBLE,ok,professional_score_rule_guarded,19,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0705045325053978,0.0705045325053978,up,high,0.934009,ehx:model_v1,-0.0787296334816067,0.0079086801127465,0.0681300630464818,0.1283514459802172,0.214989759574572,50.65108036476095,55.2351139909334,58.6636483812958,62.30499754140464,67.94373617741405,0.7772886724402099,0.7772886724402099,13,46,46,0.5862841454784636,0.0,0.526139,,,,24.0,,,0.8855297239493832,,放弃,REJECT,43.9661,50.0,81.26757822066556,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;t1_drawdown_risk,4
56,20260706,20260706,20260707,20260708,601368.SH,绿城水务,1→2,环境治理,4.75,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：intraday_hard_risk=1,风控排除：intraday_hard_risk=1,放弃,不建议买入,放弃,不建议买入,风控排除：intraday_hard_risk=1,风控排除：intraday_hard_risk=1,0.56151,0.56151,59.1066,59.1066,0.576014,0.576014,60.3051,60.3051,0.89713,71.4442,0.744044,79.6161,0.6348192870626583,0.9520846578481202,0.7497023704147399,0.5088147472753064,0.5389535102543074,0.5428039289927421,0.5231242601499596,0.4750968874375091,0.4425982016416741,0.0729692834382232,0.0980759561852133,0.0162097079327821,0.0740574028806201,0.5866951514345595,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.793931,0.56151,historical_bin_blend_v1,55.498,54.8404,66.3731,75.6383,60.3133,60.3133,12,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.592479,0.651901,0.508815,0.592019,0.389082,0.215017,88.6742,27.2257,38.25,63.25,0.748,1.0,79.3302,0.0,0.265978,43.4778,88.9107,54.485,60.5874,37.9824,0.379824,0,1,EXCLUDED,intraday_hard_risk=1,professional_score_rule_guarded,39,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.1011372122728778,0.1011372122728778,up,high,0.934746,ehx:model_v1,-0.0861852560508697,0.0214956245728478,0.0963434751097882,0.1711913256467287,0.2788722062704483,4.357765221136789,4.853209519191403,5.2304017582961695,5.636909440032923,6.277782570868103,0.8073567780728137,0.8073567780728137,16,13,13,0.5883215921542931,0.0,0.395557,,,,59.0,,,0.6603410707249933,,放弃,REJECT,43.4943,50.0,21.007564672020617,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:intraday_hard_risk=1;minute_hard_risk;minute_risk_penalty,5
21,20260706,20260706,20260707,20260708,301317.SZ,鑫磊股份,1→2,通用设备,62.21,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,冲高至66.60附近优先兑现；强势放量再看70.79；弱于61.28止损,冲高至66.60附近优先兑现；强势放量再看70.79；弱于61.28止损,放弃,不建议买入,放弃,不建议买入,冲高至66.60附近优先兑现；强势放量再看70.79；弱于61.28止损,冲高至66.60附近优先兑现；强势放量再看70.79；弱于61.28止损,0.265855,0.265855,58.9523,58.9523,0.667415,0.667415,55.2397,55.2397,0.09751,33.8344,0.574841,34.8628,0.8688508056234774,0.9412677982000554,0.4259563841354215,0.7569752740190017,0.7677842117078131,0.6536680218672293,0.5206625010836718,0.2848776243301348,0.4933518841952605,0.0918914444558124,0.1115289713716172,0.039690183518427,0.0703789040185424,0.6573171509168825,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.327422,0.265855,historical_bin_blend_v1,38.6623,74.7867,55.3714,85.8069,50.3038,50.3038,35,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.723817,0.631774,0.756975,0.635134,0.346157,0.220794,53.4047,27.2257,60.65,74.65,0.292,0.0,86.9472,0.0,0.177443,76.4248,78.4817,55.6286,68.9671,43.8198,0.438198,1,0,ELIGIBLE,ok,professional_score_rule_guarded,29,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0705045325053978,0.0705045325053978,up,high,0.926989,ehx:model_v1,-0.0807237482344375,0.0070909721167269,0.0681300630464818,0.1291691539762368,0.2169838743274028,57.38552020655639,62.65269709679752,66.5960869671608,70.7876756284821,77.28498031165257,0.7742287388424853,0.7742287388424853,34,43,43,0.6412943895776522,0.0,0.546093,,,,13.0,,,0.8209589793500202,,放弃,REJECT,41.2216,50.0,82.03331679309538,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;t1_drawdown_risk,6
58,20260706,20260706,20260707,20260708,600215.SH,派斯林,1→2,自动化设,6.88,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,0.391985,0.391985,44.8283,44.8283,0.465565,0.465565,45.608,45.608,0.222417,43.2634,0.681474,45.0674,0.6296313202760927,0.9315272976332508,0.6294331040163693,0.4587163066284557,0.4302450453749923,0.4070203468798624,0.3705425351345022,0.6113607210889725,0.5086006253788555,0.0670258906132425,0.0916883236296043,-0.0335271723163147,-8.881700347437122e-05,0.4913518673757762,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.507328,0.391985,historical_bin_blend_v1,40.9626,33.9923,33.5636,88.0362,43.8971,43.8971,47,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.511504,0.56708,0.458716,0.403068,0.533199,0.26468,80.7955,27.2257,58.39,72.89,0.313,0.0,87.9276,0.0,0.224545,4.35,13.118,49.2032,38.1223,31.9623,0.319623,0,1,EXCLUDED,t1_accept<0.45,professional_score_rule_guarded,50,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0900644313927266,0.0900644313927266,up,high,0.93425,ehx:model_v1,-0.0620559818275457,0.0254277686328942,0.0862368058635181,0.1470458430941421,0.2345295935545836,6.466032270686861,7.057186226521176,7.499643287981959,7.969840619424681,8.698479545478405,0.830598451802125,0.830598451802125,56,20,20,0.5504417134001836,0.0,0.460842,,,,51.0,,,0.8513455290028568,,放弃,REJECT,41.1678,50.0,76.35358292987686,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:t1_accept<0.45;t1_fail_risk;t1_drawdown_risk,7
57,20260706,20260706,20260707,20260708,600470.SH,六国化工,1→2,农化制品,6.69,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,0.370543,0.370543,37.5815,37.5815,0.466869,0.466869,43.2781,43.2781,0.112452,25.1463,0.687994,36.5311,0.6296313202760927,0.9315272976332508,0.6294331040163693,0.4587163066284557,0.4302450453749923,0.4070203468798624,0.3705425351345022,0.6061403773914009,0.5046777069995014,0.0670258906132425,0.0916883236296043,-0.0335271723163147,-8.881700347437122e-05,0.4913518673757762,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.474339,0.370543,historical_bin_blend_v1,38.6941,34.0249,26.7913,90.9239,41.2569,41.2569,56,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.512442,0.559361,0.458716,0.403414,0.531431,0.259509,80.7955,27.2257,58.39,72.89,0.313,0.0,89.8214,0.0,0.22309,4.35,13.118,48.0978,38.2524,32.0113,0.320113,0,1,EXCLUDED,t1_accept<0.45,professional_score_rule_guarded,49,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0900644313927266,0.0900644313927266,up,high,0.968429,ehx:model_v1,-0.0222929285722027,0.0417330321824926,0.0862368058635181,0.1307405795445437,0.1947665402992402,6.542510403536975,6.975101686582247,7.292531046017341,7.624406273449631,8.128532593295752,0.9043913908740236,0.9043913908740236,60,21,21,0.5504782883488867,0.0,0.460549,,,,52.0,,,0.8773667764536341,,放弃,REJECT,39.2952,50.0,76.47111726913397,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:t1_accept<0.45;t1_fail_risk;t1_drawdown_risk,8
64,20260706,20260706,20260707,20260708,002815.SZ,崇达技术,1→2,元件,16.36,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,放弃,不建议买入,放弃,不建议买入,风控排除：t1_accept<0.45,风控排除：t1_accept<0.45,0.379918,0.379918,35.9454,35.9454,0.50931,0.50931,41.8073,41.8073,0.01,26.0879,0.522641,28.4649,0.5954580918784704,0.903062271738707,0.6939473124321124,0.4251699482166581,0.6048737801806966,0.4562120556434577,0.2884038200191487,0.5407180828846233,0.5315982499346988,0.0628156977927566,0.0917156331258691,0.0099609953638521,0.03222178193038,0.5063529455097816,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.488763,0.379918,historical_bin_blend_v1,38.6017,47.7946,23.3854,90.0422,41.1907,41.1907,57,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.533431,0.542689,0.42517,0.380264,0.583366,0.279421,28.4435,27.2257,58.39,72.89,0.313,0.0,89.2408,0.0,0.236818,27.375,32.8829,43.9031,44.4974,21.0373,0.210373,0,1,EXCLUDED,t1_accept<0.45,professional_score_rule_guarded,63,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0457024565897381,0.0457024565897381,up,high,0.95772,ehx:model_v1,-0.0761978297951874,-0.0048820108135555,0.0446888668495769,0.0942597445127094,0.1655755634943426,15.159713799565823,16.28032494856962,17.107692189808116,17.977106291538465,19.30598004228841,0.7284269275297319,0.7284269275297319,64,65,65,0.5408866707173834,0.0,0.455766,,,,53.0,,,0.8695687928399414,,放弃,REJECT,39.1153,50.0,77.18324625738366,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:t1_accept<0.45;t1_drawdown_risk,9
59,20260706,20260706,20260707,20260708,002919.SZ,名臣健康,1→2,游戏Ⅱ,22.06,FULL,0,0,Outside TOP20,放弃,不建议买入,放弃,不建议买入,风控排除：intraday_hard_risk=1,风控排除：intraday_hard_risk=1,放弃,不建议买入,放弃,不建议买入,风控排除：intraday_hard_risk=1,风控排除：intraday_hard_risk=1,0.401974,0.401974,42.8645,42.8645,0.636597,0.636597,49.4144,49.4144,0.10668,35.1549,0.626321,35.9502,0.576314822652936,0.913486414556544,0.7009878229040992,0.4800416446432494,0.7011392215175399,0.5778088972268078,0.5028247765245641,0.4350837707591178,0.5303145901333889,0.0698623486737516,0.0864491885483755,0.0293714521129605,0.0580189270050147,0.5863388312723078,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.522695,0.401974,historical_bin_blend_v1,41.8693,65.8355,39.052,75.3974,46.4684,46.4684,45,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.619718,0.573302,0.480042,0.594785,0.398578,0.238803,62.4099,27.2257,38.25,63.25,0.748,1.0,79.4222,0.0,0.272921,60.1197,64.0434,47.7574,61.4954,30.3441,0.303441,0,1,EXCLUDED,intraday_hard_risk=1,professional_score_rule_guarded,52,5515.0,0.3383499546690843,-0.0123496836720662,-0.0128369704749679,102.0,0.0184950135992747,240.0,0.0435176790571169,3112000682.70337,0.2722570977248072,0.0,0.0726782180369164,0.0726782180369164,up,high,0.960909,ehx:model_v1,-0.0478310664953414,0.0217756383341976,0.070158528679011,0.1185414190238245,0.1881481238533648,21.02968366103125,22.54563894081313,23.663281489894377,24.8363283178606,26.626691104611684,0.8359768510072996,0.8359768510072996,45,38,38,0.56035024960769,0.0,0.347032,,,,61.0,,,0.6425480575094711,,放弃,REJECT,35.1665,50.0,20.73059753727935,FROZEN_NEGATIVE_IC,DEFENSIVE,REJECT,premium_reject;premium_excluded;premium_gate:intraday_hard_risk=1;minute_hard_risk;minute_risk_penalty;t1_drawdown_risk,10
