rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260318,20260320,000020.SZ,深华发Ａ,,,,,,,,,,,,,,,,,,
2,20260318,20260320,000539.SZ,粤电力Ａ,,,,,,,,,,,,,,,,,,
3,20260318,20260320,605286.SH,同力天启,,,,,,,,,,,,,,,,,,
4,20260318,20260320,000601.SZ,韶能股份,,,,,,,,,,,,,,,,,,
5,20260318,20260320,600513.SH,联环药业,,,,,,,,,,,,,,,,,,
6,20260318,20260320,600666.SH,奥瑞德,,,,,,,,,,,,,,,,,,
7,20260318,20260320,600307.SH,酒钢宏兴,,,,,,,,,,,,,,,,,,
8,20260318,20260320,603489.SH,八方股份,,,,,,,,,,,,,,,,,,
9,20260318,20260320,000048.SZ,京基智农,,,,,,,,,,,,,,,,,,
10,20260318,20260320,002913.SZ,奥士康,,,,,,,,,,,,,,,,,,
11,20260318,20260320,603601.SH,再升科技,,,,,,,,,,,,,,,,,,
12,20260318,20260320,600602.SH,云赛智联,,,,,,,,,,,,,,,,,,
13,20260318,20260320,603316.SH,诚邦股份,,,,,,,,,,,,,,,,,,
14,20260318,20260320,003018.SZ,金富科技,,,,,,,,,,,,,,,,,,
15,20260318,20260320,002432.SZ,九安医疗,,,,,,,,,,,,,,,,,,
16,20260318,20260320,600396.SH,华电辽能,,,,,,,,,,,,,,,,,,
17,20260318,20260320,603098.SH,森特股份,,,,,,,,,,,,,,,,,,
18,20260318,20260320,001389.SZ,广合科技,,,,,,,,,,,,,,,,,,
19,20260318,20260320,688328.SH,深科达,,,,,,,,,,,,,,,,,,
20,20260318,20260320,603052.SH,可川科技,,,,,,,,,,,,,,,,,,
21,20260318,20260320,603757.SH,大元泵业,,,,,,,,,,,,,,,,,,
22,20260318,20260320,603387.SH,基蛋生物,,,,,,,,,,,,,,,,,,
23,20260318,20260320,605058.SH,澳弘电子,,,,,,,,,,,,,,,,,,
24,20260318,20260320,603189.SH,网达软件,,,,,,,,,,,,,,,,,,
25,20260318,20260320,603088.SH,宁波精达,,,,,,,,,,,,,,,,,,
26,20260318,20260320,002323.SZ,雅博股份,,,,,,,,,,,,,,,,,,
27,20260318,20260320,001400.SZ,江顺科技,,,,,,,,,,,,,,,,,,
28,20260318,20260320,300571.SZ,平治信息,,,,,,,,,,,,,,,,,,
29,20260318,20260320,600590.SH,泰豪科技,,,,,,,,,,,,,,,,,,
30,20260318,20260320,603168.SH,莎普爱思,,,,,,,,,,,,,,,,,,
