rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,intraday_hard_risk_flag.1,intraday_hard_risk_flag.2,intraday_hard_risk_flag.3,intraday_hard_risk_flag.4,intraday_hard_risk_flag.5,intraday_hard_risk_flag.6,intraday_hard_risk_flag.7,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag.8,intraday_hard_risk_flag.9,intraday_hard_risk_flag.10,intraday_hard_risk_flag.11,intraday_hard_risk_flag.12,intraday_hard_risk_flag.13,intraday_hard_risk_flag.14,intraday_hard_risk_flag.15,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date,low_T_actual,entry_price_proxy,entry_price_proxy_type,t_fill_proxy,t1_verify_ready,label_matured,t1_verify_reason
1,20260714,20260714,20260715,20260716,600664.SH,哈药股份,3→4,化学制药,4.08,TOP10,1,1,TOP10,只观察不追,≤4.10,只观察不追,≤4.10,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤4.10,只观察不追,≤4.10,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.26839,0.26839,85.8341,85.8341,0.486443,0.486443,86.697,86.697,0.99,85.8341,0.714973,86.697,0.8924630424015932,0.9805291718641548,0.627445783005539,0.734002665575666,0.5845380119220127,0.6794157277162373,0.5802042606753742,0.2989729343454972,0.3905465212231604,0.0547625505084071,0.0878863646679756,0.0347827798947051,0.0763981688391485,0.6840183907498202,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.26839,validated_platt_v1,0.714973,0.486443,validated_base_rate_v1,32.7385,48.9832,90.5249,81.4718,52.7523,52.7523,2,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.26839,0.26839,0.26839,0.512009,0.477827,0.153738,59.4786,57.4174,50.9352,51.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4102,80.4102,0.119831,50.0,50.0,42.0275,52.3095,41.7411,0.417411,44.4939,0.444939,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,1,1,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,17.4819,32.7282,5.17,,,1027552.0392,,,9.973,0.0503517061995708,0.0474136455064041,0.0430931692372638,-0.0815047021943573,0.1333405474933323,3.0,6.0,1.0,6.0,3.0,0.0,1.0,113639460.0,113639460.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5955525606468995,47650480.0,4.08,3.34,1.0,0.0,1.8463856814322028,0,1.0,0.704333,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5955525606468995,0.5093521818328839,0.5149303721293799,0.0,0.643697081721383,0.643697081721383,,0.043059120924796,0.0,0.0439996152488513,0.0439996152488513,up,high,,,,,,,,,,4.32,4.49,4.49,4.49,1,1,1,1,0.05882352941176472,0.10049019607843146,0.10049019607843146,1,4.94,4.94,4.81,4.94,0.1435185185185186,0.11342592592592582,0.1435185185185186,0.1435185185185186,1,1,1,0,0,0,ok,20260715,20260714,4.32,4.32,t_open_daily_proxy,0,1,1,ok
2,20260714,20260714,20260715,20260716,002379.SZ,宏桥控股,2→3,工业金属,17.49,TOP10,1,1,TOP10,只观察不追,≤17.58,只观察不追,≤17.58,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤17.58,只观察不追,≤17.58,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.26839,0.26839,84.8707,84.8707,0.486443,0.486443,87.391,87.391,0.99,84.8707,0.723146,87.391,0.8461384605228108,0.9421267487219148,0.6300994886016021,0.5810992068577149,0.479740781136294,0.4914713573951647,0.3912705483165919,0.3648229410430323,0.647037391247672,0.0467673719965866,0.0765307351463287,0.016326883945451,0.0338005560407647,0.5729225129973514,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.26839,validated_platt_v1,0.723146,0.486443,validated_base_rate_v1,32.6422,48.9832,90.9224,90.0833,53.7183,53.7183,1,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.26839,0.26839,0.26839,0.512759,0.476665,0.153984,59.8533,57.4174,43.2871,46.3748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2242,84.2242,0.125676,50.0,50.0,40.0572,51.2712,40.6584,0.406584,43.9234,0.439234,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,2,2,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,9.7384,12.6434,3.4,,,22791425.7318,,,10.0,0.0514237912705468,0.0473347898320379,0.0448290148824579,-0.1849078341013824,0.2476607243821031,4.0,3.0,1.0,3.0,4.0,0.0,5.0,96701475.0,96701475.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009433962264151,14935767.0,17.49,14.31,1.0,0.0,1.49868604236041,0,1.0,0.675142,0.0,0.0,0.0,0,0.0,0.5,0.0,0.4009433962264151,0.4328708626415095,0.463748319245283,0.0,0.6679217629052512,0.6679217629052512,,0.0453752492167889,0.0,0.0464204546997241,0.0464204546997241,up,high,,,,,,,,,,18.1,18.86,18.66,19.24,1,0,0,1,0.034877072612921944,0.0783304745568898,0.0668953687821614,1,18.19,19.21,18.11,18.54,0.004972375690607711,0.0005524861878452025,0.024309392265193353,0.061325966850828584,1,1,1,0,0,0,ok,20260715,20260714,17.62,18.1,t_open_daily_proxy,0,1,1,ok
3,20260714,20260714,20260715,20260716,002384.SZ,东山精密,1→2,元件,260.37,TOP10,1,1,TOP10,只观察不追,≤261.67,只观察不追,≤261.67,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤261.67,只观察不追,≤261.67,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.26839,0.26839,75.5049,75.5049,0.486443,0.486443,87.3204,87.3204,0.99,75.5049,0.839558,87.3204,0.8071159616926389,0.951422816978976,0.2111572148514724,0.3483962649638703,0.3742643498001942,0.5059299681441588,0.4845028007344852,0.3052568950984113,0.5190501775906297,0.0287085641069023,0.0756513269505009,-0.0073388576691831,0.0479693178948184,0.4591603388312658,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.26839,validated_platt_v1,0.839558,0.486443,validated_base_rate_v1,31.7056,48.9832,84.8151,82.7626,50.9274,50.9274,4,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.26839,0.26839,0.26839,0.51539,0.472587,0.146238,61.169,57.4174,50.0167,50.8783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.355,81.355,0.131238,50.0,50.0,39.3071,50.8456,39.7045,0.397045,42.5102,0.425102,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,3,3,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,6.8865,7.8165,0.93,,,47689564.4775,,,10.0,0.0686328318510689,0.068088908405095,0.0584948286971518,-0.1962291515591008,0.28037805569654,11.0,1.0,1.0,1.0,11.0,0.0,0.0,1179007694.0,1179007694.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5721799746514578,195621780.72,260.37,213.03,1.0,0.0,3.25,0,1.0,0.700827,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5721799746514578,0.5001667308745248,0.5087833349302915,0.0,0.8230264802737624,0.8230264802737624,,0.0599154824206178,0.0,0.0617468064831059,0.0617468064831059,up,high,,,,,,,,,,261.0,280.08,262.49,286.41,1,0,0,1,0.0024196335983408535,0.07569996543380575,0.008142259092829507,1,250.01,276.0,246.8,268.8,-0.0421072796934866,-0.05440613026819918,0.029885057471264354,0.05747126436781613,1,1,1,0,1,0,ok,20260715,20260714,255.88,261.0,t_open_daily_proxy,1,1,1,ok
4,20260714,20260714,20260715,20260716,002463.SZ,沪电股份,1→2,元件,137.13,TOP10,1,1,TOP10,只观察不追,≤137.82,只观察不追,≤137.82,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤137.82,只观察不追,≤137.82,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.25372,0.25372,75.0236,75.0236,0.486443,0.486443,85.7746,85.7746,0.983714,75.0236,0.776782,85.7746,0.9277366160229172,0.948487935006002,0.2743880398020368,0.600621164289478,0.4704872123749415,0.5786277512333635,0.6513623225935872,0.2582027480957869,0.6008658358087955,0.0624562870987885,0.0887473600588964,0.0142975903065449,0.0684279900768243,0.5896303837586884,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.983714,0.25372,validated_platt_v1,0.776782,0.486443,validated_base_rate_v1,30.3372,48.9832,83.5507,87.3885,50.3185,50.3185,5,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.25372,0.25372,0.25372,0.511004,0.479386,0.149565,58.9758,57.4174,52.5731,52.5891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.151,84.151,0.133194,50.0,50.0,38.5455,50.9341,39.1524,0.391524,41.9439,0.419439,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,4,4,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,4.8897,7.1526,1.52,,,26388798.0468,,,10.0032,0.0616035897325015,0.0594591649266268,0.0556751616490299,-0.1956900445190013,0.27405794210458,11.0,1.0,1.0,1.0,11.0,0.0,2.0,252705495.0,252705495.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.637229263596985,68972217.0,137.13,112.19,1.0,0.0,1.7976707768343594,0,1.0,0.710584,0.0,0.0,0.0,0,0.0,0.5,0.0,0.637229263596985,0.5257310148949146,0.5258911327193969,0.0,0.7201011281088872,0.7201011281088872,,0.041659846462051,0.0,0.0425397948310236,0.0425397948310236,up,high,,,,,,,,,,140.98,142.89,137.23,150.84,1,0,0,1,0.0280755487493618,0.04200393786917522,0.0007292350324508146,1,133.81,142.99,133.16,136.72,-0.050858277769896376,-0.05546886083132352,-0.030217052064122507,0.014257341466874962,0,0,0,1,1,0,ok,20260715,20260714,137.15,140.98,t_open_daily_proxy,0,1,1,ok
5,20260714,20260714,20260715,20260716,300532.SZ,今天国际,,IT服务Ⅱ,7.3,TOP10,1,1,TOP10,只观察不追,≤7.34,只观察不追,≤7.34,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤7.34,只观察不追,≤7.34,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.240945,0.240945,81.2438,81.2438,0.486443,0.486443,84.1384,84.1384,0.974795,81.2438,0.651562,84.1384,0.9023193005787544,0.9714190317842256,0.4456318810964731,0.6897246870960416,0.4499731312731035,0.5384818922741318,0.4164153740426015,0.3812625115133182,0.5471945007833828,0.039454177187889,0.0770724909554698,-0.0198283858658044,0.0103238096413539,0.5746539407420409,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.974795,0.240945,validated_platt_v1,0.651562,0.486443,validated_base_rate_v1,29.8094,48.9832,86.3073,90.7229,51.0204,51.0204,3,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.240945,0.240945,0.240945,0.505557,0.487828,0.156606,56.2525,57.4174,66.83,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4562,87.4562,0.142262,50.0,50.0,40.1115,51.5548,38.7184,0.387184,41.7939,0.417939,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,5,5,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,9.2831,14.3086,7.37,,,464017.419,,,20.0658,0.0858226619183999,0.0642444283385863,0.0481338747221508,-0.1058823529411764,0.1630713214951283,2.0,9.0,1.0,9.0,2.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4831948.8,7.3,4.86,1.0,0.0,1.5,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.5721606713952687,0.5721606713952687,,0.0239265154495064,0.0,0.0242150511425419,0.0242150511425419,up,high,,,,,,,,,,7.0,7.49,7.32,8.76,1,0,0,1,-0.041095890410958846,0.026027397260274032,0.00273972602739736,1,7.2,7.57,7.16,7.51,0.028571428571428692,0.02285714285714291,0.07285714285714273,0.0814285714285714,1,1,1,0,0,0,ok,20260715,20260714,7.0,7.0,t_open_daily_proxy,1,1,1,ok
6,20260714,20260714,20260715,20260716,001389.SZ,广合科技,1→2,元件,186.01,TOP10,1,1,TOP10,只观察不追,≤186.94,只观察不追,≤186.94,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤186.94,只观察不追,≤186.94,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.262804,0.262804,71.2857,71.2857,0.486443,0.486443,85.2173,85.2173,0.98798,71.2857,0.7895,85.2173,0.887829201672664,0.951422816978976,0.27511902788377,0.5170458782607882,0.4201988580896464,0.5675691801558226,0.5264268677136504,0.2153819347032442,0.4942437934570893,0.059113487594559,0.082418584574864,0.0073298698355101,0.0650863355125267,0.53563092073898,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.98798,0.262804,validated_platt_v1,0.7895,0.486443,validated_base_rate_v1,30.7809,48.9832,80.8202,86.1303,49.797,49.797,7,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.262804,0.262804,0.262804,0.511583,0.478488,0.147704,59.2655,57.4174,47.2091,48.9994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8994,82.8994,0.132623,50.0,50.0,37.9962,50.6428,38.8755,0.388755,41.6059,0.416059,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,6,6,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,8.9539,8.9539,1.19,,,8792863.1596,,,10.0,0.051892610042768,0.0546823783301407,0.0580097080102737,-0.2872497365648051,0.3713298368239454,11.0,1.0,1.0,1.0,11.0,0.0,1.0,285373751.0,285373751.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007392075694861,2711427.0,186.01,152.19,1.0,0.0,1.992045707124961,0,1.0,0.690111,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5007392075694861,0.472090534725015,0.4899944615138972,0.0,0.7497885860706562,0.7497885860706562,,0.0428628557429361,0.0,0.0437947345806312,0.0437947345806312,up,high,,,,,,,,,,197.0,204.61,196.5,204.61,1,0,1,1,0.05908284500833294,0.0999946239449494,0.05639481748293118,1,192.57,206.19,186.78,195.63,-0.02248730964467005,-0.05187817258883243,-0.006954314720812205,0.046649746192893415,0,1,1,0,1,0,ok,20260715,20260714,193.27,197.0,t_open_daily_proxy,0,1,1,ok
7,20260714,20260714,20260715,20260716,603619.SH,中曼石油,1→2,油服工程,20.66,TOP10,1,1,TOP10,只观察不追,≤20.76,只观察不追,≤20.76,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤20.76,只观察不追,≤20.76,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.224615,0.224615,73.1455,73.1455,0.486443,0.486443,82.5868,82.5868,0.955256,73.1455,0.71163,82.5868,0.8206317628197224,0.966893663601183,0.6943748265058074,0.6207986283824803,0.5939534175673574,0.753029495215314,0.581886619639823,0.1930129266330643,0.388313059531679,0.047144451511345,0.0685592260105532,0.0332787892690328,0.0707116603030019,0.676983898337331,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.955256,0.224615,validated_platt_v1,0.71163,0.486443,validated_base_rate_v1,27.5299,48.9832,80.4727,88.0223,47.9996,47.9996,8,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.224615,0.224615,0.224615,0.508594,0.48312,0.149145,57.7711,57.4174,54.2553,53.7148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7931,84.7931,0.133773,50.0,50.0,36.744,50.951,38.3831,0.383831,40.7873,0.407873,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,7,7,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,13.4157,16.7096,1.49,,,955191.341,,,10.0106,0.0405714126528467,0.0352582342770702,0.032650764501709,-0.2011343804537523,0.2503400661625443,,,0.0,,,0.0,0.0,85075772.0,85075772.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800319488817881,14260350.0,20.66,16.9,1.0,0.0,2.07215879288401,0,1.0,0.717005,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6800319488817881,0.5425526015974437,0.5371484897763575,0.0,0.6820480048320243,0.6820480048320243,,0.0309692173487124,0.0,0.0314537525166466,0.0314537525166466,up,high,,,,,,,,,,19.8,20.26,19.42,22.73,0,0,0,1,-0.04162633107454017,-0.01936108422071625,-0.06001936108422068,0,19.2,19.37,18.18,18.36,-0.030303030303030387,-0.0818181818181819,-0.07272727272727275,-0.02171717171717169,0,0,0,1,1,1,ok,20260715,20260714,19.23,19.8,t_open_daily_proxy,1,1,1,ok
8,20260714,20260714,20260715,20260716,300209.SZ,行云科技,1→2,软件开发,30.36,TOP10,1,1,TOP10,只观察不追,≤30.51,只观察不追,≤30.51,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤30.51,只观察不追,≤30.51,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.26839,0.26839,84.578,84.578,0.486443,0.486443,83.6897,83.6897,0.99,84.578,0.663566,83.6897,0.8255639108581477,0.8707637104159762,0.5989753921923476,0.5988373124987423,0.5065513075974872,0.714317697849232,0.695709435246232,0.15296579292273,0.6188591873255951,0.0587076963843606,0.0681440604431646,0.0178492149649001,0.0637289437302146,0.662294592360675,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.26839,validated_platt_v1,0.663566,0.486443,validated_base_rate_v1,32.6129,48.9832,87.82,64.7852,50.2373,50.2373,6,0.5902568489484672,0.0646962870081367,0.2372197190298347,0.1078271450135612,0.26839,0.26839,0.26839,0.506315,0.486652,0.157631,56.6317,57.4174,50.8071,51.4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0815,71.0815,0.136276,50.0,50.0,40.0449,50.015,37.1965,0.371965,40.4567,0.404567,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,8,8,5521.0,0.7609128781017932,0.0154269104032958,0.0153846153846155,135.0,0.0244520920123166,206.0,0.0373120811447201,2719323935.38558,0.5741743436700754,17.7899,19.1008,2.49,,,2819339.1996,,,20.0,0.0841830633315564,0.0743804184557126,0.0654492102353782,-0.22090112640801,0.3139536370421759,,,0.0,,,0.0,5.0,94847676.0,94847676.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5922924901185762,18591020.0,30.36,20.24,1.0,0.0,1.2471137040207758,0,1.0,0.703844,0.0,0.0,0.0,0,0.0,0.5,0.0,0.5922924901185762,0.5080709764426874,0.5140729780237152,0.0,0.6098551337757616,0.6098551337757616,,0.0263474890423115,0.0,0.0266976526785243,0.0266976526785243,up,high,,,,,,,,,,32.0,32.5,28.69,36.43,0,0,0,1,0.05401844532279321,0.0704874835309619,-0.05500658761528321,1,27.27,29.01,26.16,26.65,-0.1478125,-0.1825,-0.16718750000000004,-0.09343749999999995,0,0,0,1,1,1,ok,20260715,20260714,27.5,32.0,t_open_daily_proxy,0,1,1,ok
