rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260305,20260309,002195.SZ,岩山科技,10.69,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.846007507029054,10.335496550719991,10.69,11.056662777565274,11.606338906243826,1,0.9596130943074548,0.0,0.0,,,,,,,,
2,20260305,20260309,300323.SZ,华灿光电,10.25,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.440746206459103,9.910087899427493,10.25,10.601570951360529,11.128622431150534,2,0.9259621251568328,0.0,0.0,,,,,,,,
3,20260305,20260309,601179.SH,中国西电,18.11,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.680186712095058,17.50943335206165,18.11,18.731165846745284,19.662375827135236,3,0.8889574211127131,0.0,0.0,,,,,,,,
4,20260305,20260309,600875.SH,东方电气,42.21,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,38.87745340240378,40.810225388764344,42.21,43.657786327505164,45.82821003110869,4,0.876874160880969,0.0,0.0,,,,,,,,
5,20260305,20260309,601727.SH,上海电气,9.46,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.713117962253964,9.146286002788694,9.46,9.78447426340201,10.270904214505762,5,0.8596614675492508,0.0,0.0,,,,,,,,
6,20260305,20260309,600545.SH,卓郎智能,3.77,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.4723525071561774,3.6449786713016246,3.77,3.899309510890653,4.093161616140246,6,0.8486736291457009,0.0,0.0,,,,,,,,
7,20260305,20260309,300303.SZ,聚飞光电,12.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.540736582139761,12.114478183397706,12.53,12.959774050785114,13.604062347543042,7,0.8469602030622525,0.0,0.0,,,,,,,,
8,20260305,20260309,002429.SZ,兆驰股份,10.22,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.413114754147516,9.881082764112097,10.22,10.570541963210207,11.096050853303264,8,0.8340829798034433,0.0,0.0,,,,,,,,
9,20260305,20260309,000533.SZ,顺钠股份,13.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,12.461784992526015,13.081316027244291,13.53,13.994073655795898,14.689781609118706,9,0.8322075665294668,0.0,0.0,,,,,,,,
10,20260305,20260309,002498.SZ,汉缆股份,8.94,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.23417278885311,8.643530323988468,8.94,9.246638468796402,9.706330198486416,10,0.7997681982686866,0.0,0.0,,,,,,,,
11,20260305,20260309,600703.SH,三安光电,16.13,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.856510859530275,15.595094421245411,16.13,16.683252628823933,17.512651689215424,11,0.7501774674056684,0.0,0.0,,,,,,,,
12,20260305,20260309,300895.SZ,铜牛信息,61.54,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,56.68131917517007,59.49920091031883,61.54,63.650797692363604,66.81516335736623,12,0.6916099756730268,0.0,0.0,,,,,,,,
13,20260305,20260309,605268.SH,王力安防,12.67,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.669683359593838,12.249835481536229,12.67,13.104575995486625,13.756063044163636,13,0.6782167206403199,0.0,0.0,,,,,,,,
14,20260305,20260309,000509.SZ,华塑控股,3.63,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.3434057297021016,3.5096213731631027,3.63,3.7545075661891434,3.9411609195196524,14,0.616240231221874,0.0,0.0,,,,,,,,
15,20260305,20260309,000920.SZ,沃顿科技,13.63,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,12.553889833564643,13.17799981162895,13.63,14.097503616296978,14.798353535276272,15,0.6097694354060755,0.0,0.0,,,,,,,,
16,20260305,20260309,002520.SZ,日发精机,6.77,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.235497738314939,6.545492202841379,6.77,7.002208325923003,7.350319400867231,16,0.5041382332051333,0.0,0.0,,,,,,,,
17,20260305,20260309,600744.SH,华银电力,9.04,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.326277629891734,8.740214108373126,9.04,9.35006842929748,9.814902124643982,17,0.4986446427186189,0.0,0.0,,,,,,,,
18,20260305,20260309,300269.SZ,联建光电,8.64,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.957858265737235,8.353478970834493,8.64,8.93634858729317,9.38061442001372,18,0.4966390706828272,0.0,0.0,,,,,,,,
19,20260305,20260309,600828.SH,茂业商业,6.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.014446119822239,6.313451120318199,6.53,6.753976420720416,7.089746778089072,19,0.3091440831701945,0.0,0.0,,,,,,,,
20,20260305,20260309,603773.SH,沃格光电,39.67,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,36.537990440022696,38.35445726539402,39.67,41.03066533077778,43.07048310670651,20,0.2650117382446532,0.0,0.0,,,,,,,,
21,20260305,20260309,300389.SZ,艾比森,20.64,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,19.01043919037228,19.95553309699351,20.64,21.34794384742257,22.40924555892166,21,0.2649146469354392,0.0,0.0,,,,,,,,
22,20260305,20260309,002456.SZ,欧菲光,9.78,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.007853453577564,9.4556741128196,9.78,10.11545013700546,10.618334378209973,22,0.2378789687496726,0.0,0.0,,,,,,,,
23,20260305,20260309,002845.SZ,同兴达,15.7,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.460460043064186,15.179354148391381,15.7,16.2385037986693,17.045792406737892,23,0.2250089875583727,0.0,0.0,,,,,,,,
24,20260305,20260309,600844.SH,金煤科技,3.65,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.361826697909827,3.5289581300400346,3.65,3.775193558289359,3.962875304751166,24,0.2212621597162275,0.0,0.0,,,,,,,,
25,20260305,20260309,600468.SH,百利电气,8.55,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.874963908802472,8.266463564888301,8.55,8.843261622842197,9.28289968647191,25,0.2143559136058405,0.0,0.0,,,,,,,,
26,20260305,20260309,688031.SH,星环科技-U,223.21,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,205.58721568231576,215.8078751249962,223.21,230.86601483445696,242.3433963763035,26,0.1731349907909972,0.0,0.0,,,,,,,,
27,20260305,20260309,603688.SH,石英股份,53.04,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,48.852407686886906,51.281079237622855,53.04,54.85925104977195,57.58654963397311,27,0.1658369581287772,0.0,0.0,,,,,,,,
28,20260305,20260309,300072.SZ,海新能科,5.88,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,5.415764653071173,5.685006521817918,5.88,6.081681677463406,6.384029258064892,28,0.1536175598068094,0.0,0.0,,,,,,,,
29,20260305,20260309,600516.SH,方大炭素,6.88,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.336813063457427,6.651844365664503,6.88,7.1159812824741895,7.469748519640554,29,0.1182718776363793,0.0,0.0,,,,,,,,
30,20260305,20260309,600800.SH,渤海化学,4.81,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,4.430242853957881,4.650490028902072,4.81,4.974981100101868,5.222309648178934,30,0.1171391495994511,0.0,0.0,,,,,,,,
31,20260305,20260309,002986.SZ,宇新股份,16.01,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,14.745985050283927,15.479073879983824,16.01,16.559136676222643,17.38236537782635,31,0.0986864667125312,0.0,0.0,,,,,,,,
32,20260305,20260309,000555.SZ,神州信息,18.02,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.597292355160295,17.422417946115456,18.02,18.638078882294316,19.564661093593426,32,0.0932722179814145,0.0,0.0,,,,,,,,
33,20260305,20260309,603067.SH,振华股份,45.87,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,42.24849058441747,44.34885189724284,45.87,47.44332288184463,49.80194252847561,33,0.0813974144545046,0.0,0.0,,,,,,,,
34,20260305,20260309,002559.SZ,亚威股份,10.47,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.64337685674408,10.122792225073743,10.47,10.829116864462902,11.36748066869718,34,0.0708363671836938,0.0,0.0,,,,,,,,
