rank,trade_date,base_date,buy_date,target_date,ts_code,name,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date,low_T_actual,entry_price_proxy,entry_price_proxy_type,t_fill_proxy,t1_verify_ready,label_matured,t1_verify_reason
1,20260625,20260625,20260626,20260629,603956.SH,威派格,专用机械,5.3,TOP10,1,1,TOP10,市价竞价,≤5.51,市价竞价,≤5.51,冲高至5.87附近优先兑现；强势放量再看6.13；弱于5.22止损,冲高至5.87附近优先兑现；强势放量再看6.13；弱于5.22止损,市价竞价,≤5.51,市价竞价,≤5.51,冲高至5.87附近优先兑现；强势放量再看6.13；弱于5.22止损,冲高至5.87附近优先兑现；强势放量再看6.13；弱于5.22止损,0.641442,0.641442,82.4001,82.4001,0.762326,0.762326,76.4871,76.4871,0.967703,77.123,0.876829,86.3861,0.8946571763553572,0.9421028035995216,0.790706386214056,0.8591809816950498,0.7719080102915911,0.7245403996349069,0.6496412226558261,0.3741343892889284,0.7427557852338796,0.091770975544143,0.1111325399465947,0.0282406046647025,0.047418936357538,0.7802654202545773,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.843805,0.641442,historical_bin_blend_v1,69.8891,75.8604,89.4401,66.4703,74.6749,74.6749,1,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.799379,0.804013,0.859181,0.739653,0.260374,0.26739,92.9023,21.8252,60.65,74.65,0.292,0.0,76.6132,76.6132,0.174648,75.1909,52.3937,74.6179,72.5342,57.6406,0.576406,1,0,ELIGIBLE,ok,professional_score_rule_guarded,1,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9407941823230944,0.9407941823230944,,0.1015500130056519,0.0,0.1068852756671803,0.1068852756671803,up,high,,,,,,,,,,5.83,5.83,5.83,5.83,1,1,1,1,0.10000000000000009,0.10000000000000009,0.10000000000000009,1,6.13,6.41,5.56,6.41,0.05145797598627788,-0.046312178387650116,0.09948542024013718,0.09948542024013718,1,1,1,0,1,0,ok,20260626,20260625,5.83,5.83,t_open_daily_proxy,0,1,1,ok
2,20260625,20260625,20260626,20260629,603459.SH,红板科技,元器件,94.96,TOP10,1,1,TOP10,只观察不追,≤95.91,只观察不追,≤95.91,冲高至106.36附近优先兑现；强势放量再看110.96；弱于93.54止损,冲高至106.36附近优先兑现；强势放量再看110.96；弱于93.54止损,只观察不追,≤95.91,只观察不追,≤95.91,冲高至106.36附近优先兑现；强势放量再看110.96；弱于93.54止损,冲高至106.36附近优先兑现；强势放量再看110.96；弱于93.54止损,0.422778,0.422778,68.184,68.184,0.656257,0.656257,63.857,63.857,0.917467,61.455,0.877861,82.5649,0.9426123261202836,0.9703235891240614,0.3911856056458502,0.7267007728491417,0.6526645211415045,0.3526587669158889,0.4868775346648432,0.3699474370866005,0.6509397611584314,0.1101903525257058,0.128051769338647,0.0259464931899656,0.0679355365652906,0.5944765186347705,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.54907,0.422778,historical_bin_blend_v1,50.339,69.4649,77.692,91.0743,62.7965,62.7965,9,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.736436,0.685503,0.726701,0.654412,0.305182,0.250805,98.1322,21.8252,60.65,74.65,0.292,0.0,90.2843,90.2843,0.17963,70.039,90.5042,63.3582,70.8129,55.5751,0.555751,1,0,ELIGIBLE,ok,professional_score_rule_guarded,2,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9643450576804388,0.9643450576804388,,0.1133286853070031,0.0,0.12,0.12,up,high,,,,,,,,,,98.6,101.5,92.74,104.46,0,0,0,1,0.038331929233361484,0.06887110362257798,-0.023378264532434745,1,91.2,102.01,84.98,102.01,-0.07505070993914797,-0.13813387423935086,0.034584178498985985,0.034584178498985985,1,1,1,0,1,1,ok,20260626,20260625,90.5,98.6,t_open_daily_proxy,0,1,1,ok
3,20260625,20260625,20260626,20260629,600903.SH,贵州燃气,供气供热,7.99,TOP10,1,1,TOP10,只观察不追,≤8.07,只观察不追,≤8.07,冲高至8.77附近优先兑现；强势放量再看9.19；弱于7.87止损,冲高至8.77附近优先兑现；强势放量再看9.19；弱于7.87止损,只观察不追,≤8.07,只观察不追,≤8.07,冲高至8.77附近优先兑现；强势放量再看9.19；弱于7.87止损,冲高至8.77附近优先兑现；强势放量再看9.19；弱于7.87止损,0.455486,0.455486,47.4114,47.4114,0.727792,0.727792,63.3329,63.3329,0.489028,48.1881,0.772247,59.2094,0.8860903080453004,0.9433148120795896,0.6466880590159617,0.4689365622773297,0.735565069353959,0.7370168203979313,0.6751276793270784,0.2480191389161119,0.6963023373354407,0.0874628545676899,0.1007191244911276,0.0273879796859179,0.0766527440648128,0.6921169564660802,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.59939,0.455486,historical_bin_blend_v1,45.977,76.6052,64.3089,87.9247,57.134,57.134,22,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.772116,0.59692,0.468937,0.741732,0.24238,0.251248,84.6839,21.8252,60.65,74.65,0.292,0.0,88.4357,88.4357,0.167176,73.0744,97.5295,56.853,77.829,54.4501,0.544501,1,0,ELIGIBLE,ok,professional_score_rule_guarded,4,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9115236716682952,0.9115236716682952,,0.0931447520458775,0.0,0.0976206065977319,0.0976206065977319,up,high,,,,,,,,,,8.14,8.14,7.26,8.79,0,0,0,1,0.018773466833541974,0.018773466833541974,-0.09136420525657074,0,7.26,7.3,6.77,6.8,-0.10810810810810823,-0.1683046683046684,-0.1646191646191647,-0.10319410319410327,0,0,0,1,1,1,ok,20260626,20260625,7.19,8.14,t_open_daily_proxy,0,1,1,ok
4,20260625,20260625,20260626,20260629,688669.SH,聚石化学,化工原料,88.73,TOP10,1,1,TOP10,只观察不追,≤89.62,只观察不追,≤89.62,冲高至97.49附近优先兑现；强势放量再看102.91；弱于87.40止损,冲高至97.49附近优先兑现；强势放量再看102.91；弱于87.40止损,只观察不追,≤89.62,只观察不追,≤89.62,冲高至97.49附近优先兑现；强势放量再看102.91；弱于87.40止损,冲高至97.49附近优先兑现；强势放量再看102.91；弱于87.40止损,0.404415,0.404415,71.5446,71.5446,0.622204,0.622204,62.3513,62.3513,0.831308,68.491,0.736661,76.9363,0.9370527305886354,0.9710110805507334,0.3877531892913363,0.7358025483642776,0.6409459626932148,0.360416848121543,0.4894040976805857,0.3747628173648487,0.7094873640781844,0.1066811950455676,0.1232968328287511,0.0228976083451276,0.0642975698818426,0.5942650863668626,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.52082,0.404415,historical_bin_blend_v1,49.5168,65.5679,76.9497,86.0359,61.3219,61.3219,15,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.710362,0.682361,0.735803,0.618254,0.340378,0.278317,88.046,21.8252,47.18,48.98,0.0,0.0,82.5927,82.5927,0.134872,63.1727,81.9718,60.6224,64.3665,54.1875,0.541875,1,0,ELIGIBLE,ok,professional_score_rule_guarded,5,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.8800346797381716,0.8800346797381716,,0.0941810439938597,0.0,0.0987586515658613,0.0987586515658613,up,high,,,,,,,,,,92.48,98.0,94.0,106.48,1,0,0,1,0.042263045193283055,0.10447424771779557,0.05939366617829367,1,98.7,100.88,90.5,97.97,0.0672577854671279,-0.021410034602076133,0.05936418685121092,0.09083044982698962,1,1,1,0,0,0,ok,20260626,20260625,91.5,92.48,t_open_daily_proxy,0,1,1,ok
5,20260625,20260625,20260626,20260629,002303.SZ,美盈森,造纸,4.25,TOP10,1,1,TOP10,只观察不追,≤4.29,只观察不追,≤4.29,冲高至4.67附近优先兑现；强势放量再看4.97；弱于4.19止损,冲高至4.67附近优先兑现；强势放量再看4.97；弱于4.19止损,只观察不追,≤4.29,只观察不追,≤4.29,冲高至4.67附近优先兑现；强势放量再看4.97；弱于4.19止损,冲高至4.67附近优先兑现；强势放量再看4.97；弱于4.19止损,0.395586,0.395586,46.1984,46.1984,0.706226,0.706226,59.3406,59.3406,0.369694,39.2288,0.667713,49.4414,0.8010731595282095,0.949543076572192,0.5661830111410388,0.5084480376453081,0.7505735560683165,0.7664197730359942,0.6394734148511657,0.3554921090704881,0.6444429944889372,0.0768386834512919,0.0996441837132399,0.0447451873915351,0.075201819916304,0.6677315457885507,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.507236,0.395586,historical_bin_blend_v1,42.2541,79.8625,57.6041,86.0924,53.3577,53.3577,30,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.732783,0.591324,0.508448,0.754309,0.266841,0.24519,86.5517,21.8252,58.39,72.89,0.313,0.0,86.8505,86.8505,0.174814,89.7173,95.612,55.2796,79.779,54.1118,0.541118,1,0,ELIGIBLE,ok,professional_score_rule_guarded,6,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.8394146319879698,0.8394146319879698,,0.0934107908759327,0.0,0.0979126551461602,0.0979126551461602,up,high,,,,,,,,,,4.2,4.56,4.13,4.68,0,0,0,1,-0.0117647058823529,0.07294117647058806,-0.028235294117647136,1,4.06,4.33,3.99,4.26,-0.03333333333333344,-0.050000000000000044,0.014285714285714235,0.030952380952380842,1,1,1,0,1,0,ok,20260626,20260625,4.03,4.2,t_open_daily_proxy,1,1,1,ok
6,20260625,20260625,20260626,20260629,600579.SH,中化装备,化工机械,7.89,TOP10,1,1,TOP10,只观察不追,≤7.97,只观察不追,≤7.97,冲高至8.66附近优先兑现；强势放量再看9.04；弱于7.77止损,冲高至8.66附近优先兑现；强势放量再看9.04；弱于7.77止损,只观察不追,≤7.97,只观察不追,≤7.97,冲高至8.66附近优先兑现；强势放量再看9.04；弱于7.77止损,冲高至8.66附近优先兑现；强势放量再看9.04；弱于7.77止损,0.455564,0.455564,49.417,49.417,0.735532,0.735532,64.5271,64.5271,0.566889,53.2021,0.810948,64.587,0.8860903080453004,0.9433148120795896,0.6134908937365094,0.4689365622773297,0.735565069353959,0.7370168203979313,0.6751276793270784,0.2480191389161119,0.6963023373354407,0.0743273794515553,0.0979111173608581,0.0273879796859179,0.0766527440648128,0.6861414667157788,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.59951,0.455564,historical_bin_blend_v1,46.1832,76.7987,66.8916,88.4712,57.9566,57.9566,21,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.777688,0.596948,0.468937,0.743789,0.240563,0.24991,84.6839,21.8252,58.39,72.89,0.313,0.0,88.497,88.497,0.170691,73.0744,97.5295,56.6969,77.9118,54.0869,0.540869,1,0,ELIGIBLE,ok,professional_score_rule_guarded,7,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9273546492305428,0.9273546492305428,,0.0931447520458775,0.0,0.0976206065977319,0.0976206065977319,up,high,,,,,,,,,,7.87,7.95,7.74,8.68,0,0,0,1,-0.0025348542458808465,0.0076045627376426506,-0.019011406844106404,0,7.72,8.25,7.55,8.15,-0.019059720457433316,-0.0406607369758577,0.03557814485387545,0.04828462515883092,1,1,1,0,1,0,ok,20260626,20260625,7.55,7.87,t_open_daily_proxy,1,1,1,ok
7,20260625,20260625,20260626,20260629,601798.SH,蓝科高新,化工机械,7.83,TOP10,1,1,TOP10,限价竞价,≤8.12,限价竞价,≤8.12,冲高至8.59附近优先兑现；强势放量再看9.19；弱于7.71止损,冲高至8.59附近优先兑现；强势放量再看9.19；弱于7.71止损,限价竞价,≤8.12,限价竞价,≤8.12,冲高至8.59附近优先兑现；强势放量再看9.19；弱于7.71止损,冲高至8.59附近优先兑现；强势放量再看9.19；弱于7.71止损,0.498373,0.498373,69.1448,69.1448,0.728433,0.728433,69.9635,69.9635,0.882327,74.1825,0.768164,79.4312,0.885803564951061,0.957417498566211,0.619677035148314,0.6578639422076761,0.7416999093206061,0.7332561110540109,0.6674590338669477,0.254353640159427,0.7685978715113484,0.0810852624619312,0.101347002606033,0.0236023997574845,0.0703326901227186,0.7162303883969516,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.698472,0.498373,historical_bin_blend_v1,54.6389,75.0544,80.5673,65.2377,63.4943,63.4943,6,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.772497,0.684322,0.657864,0.72821,0.249116,0.275997,84.6839,21.8252,60.65,74.65,0.292,0.0,75.6272,75.6272,0.174463,66.3668,92.6976,64.1372,75.3193,53.7474,0.537474,1,0,ELIGIBLE,ok,professional_score_rule_guarded,8,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.8251338183896311,0.8251338183896311,,0.0931447520458775,0.0,0.0976206065977319,0.0976206065977319,up,high,,,,,,,,,,7.9,8.1,7.61,8.61,0,0,0,1,0.008939974457215838,0.0344827586206895,-0.02809706257982114,1,7.69,7.81,7.2,7.38,-0.02658227848101269,-0.08860759493670889,-0.0658227848101266,-0.0113924050632912,0,0,0,1,1,1,ok,20260626,20260625,7.61,7.9,t_open_daily_proxy,1,1,1,ok
8,20260625,20260625,20260626,20260629,002928.SZ,华夏航空,空运,7.9,TOP10,1,1,TOP10,只观察不追,≤7.98,只观察不追,≤7.98,冲高至8.67附近优先兑现；强势放量再看9.19；弱于7.78止损,冲高至8.67附近优先兑现；强势放量再看9.19；弱于7.78止损,只观察不追,≤7.98,只观察不追,≤7.98,冲高至8.67附近优先兑现；强势放量再看9.19；弱于7.78止损,冲高至8.67附近优先兑现；强势放量再看9.19；弱于7.78止损,0.415586,0.415586,44.3223,44.3223,0.713589,0.713589,60.6438,60.6438,0.361872,40.4653,0.70123,50.2077,0.8860903080453004,0.9433148120795896,0.6134908937365094,0.4689365622773297,0.735565069353959,0.7370168203979313,0.6751276793270784,0.2480191389161119,0.6963023373354407,0.0743273794515553,0.0979111173608581,0.0273879796859179,0.0766527440648128,0.6861414667157788,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.538005,0.415586,historical_bin_blend_v1,42.7953,76.2502,59.2371,85.3279,53.7442,53.7442,28,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.761889,0.582556,0.468937,0.737959,0.245715,0.254399,84.6839,21.8252,60.65,74.65,0.292,0.0,86.8036,86.8036,0.168599,73.0744,97.5295,55.4617,77.3425,53.5569,0.535569,1,0,ELIGIBLE,ok,professional_score_rule_guarded,9,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.8622799894361937,0.8622799894361937,,0.0931447520458775,0.0,0.0976206065977319,0.0976206065977319,up,high,,,,,,,,,,7.77,7.96,7.64,8.69,0,0,0,1,-0.016455696202531733,0.0075949367088608,-0.032911392405063356,0,7.64,7.7,7.3,7.44,-0.016731016731016735,-0.06048906048906044,-0.042471042471042386,-0.009009009009008917,0,0,0,1,1,0,ok,20260626,20260625,7.64,7.77,t_open_daily_proxy,1,1,1,ok
9,20260625,20260625,20260626,20260629,002141.SZ,贤丰控股,农业综合,5.24,TOP10,1,1,TOP10,只观察不追,≤5.29,只观察不追,≤5.29,冲高至5.85附近优先兑现；强势放量再看6.13；弱于5.16止损,冲高至5.85附近优先兑现；强势放量再看6.13；弱于5.16止损,只观察不追,≤5.29,只观察不追,≤5.29,冲高至5.85附近优先兑现；强势放量再看6.13；弱于5.16止损,冲高至5.85附近优先兑现；强势放量再看6.13；弱于5.16止损,0.471789,0.471789,56.4874,56.4874,0.682602,0.682602,64.551,64.551,0.696038,54.3179,0.760069,68.7906,0.8626876916874158,0.9456370530324396,0.6410883833263299,0.5793377598666746,0.6997615838992375,0.7321877851434271,0.5828772226188933,0.3433236687761933,0.755840065395084,0.0834700135190116,0.1004481231393879,0.0160693845945018,0.0599217142088628,0.6804220912708939,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.657573,0.471789,historical_bin_blend_v1,50.0456,66.9439,71.5936,88.763,60.7157,60.7157,17,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.733026,0.643184,0.579338,0.674801,0.287631,0.278129,95.5172,21.8252,60.65,74.65,0.292,0.0,88.8652,88.8652,0.182677,51.0949,78.0806,60.7578,69.6153,53.4062,0.534062,1,0,ELIGIBLE,ok,professional_score_rule_guarded,10,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9420431443117754,0.9420431443117754,,0.1099541514584507,0.0,0.1162268919106172,0.1162268919106172,up,high,,,,,,,,,,5.31,5.76,5.76,5.76,1,1,1,1,0.013358778625954137,0.09923664122137388,0.09923664122137388,1,5.73,5.95,5.18,5.18,0.07909604519774027,-0.024482109227871973,-0.024482109227871973,0.12052730696798508,0,1,0,0,0,0,ok,20260626,20260625,5.31,5.31,t_open_daily_proxy,0,1,1,ok
10,20260625,20260625,20260626,20260629,603267.SH,鸿远电子,元器件,83.6,TOP10,1,1,TOP10,只观察不追,≤84.44,只观察不追,≤84.44,冲高至91.56附近优先兑现；强势放量再看95.66；弱于82.35止损,冲高至91.56附近优先兑现；强势放量再看95.66；弱于82.35止损,只观察不追,≤84.44,只观察不追,≤84.44,冲高至91.56附近优先兑现；强势放量再看95.66；弱于82.35止损,冲高至91.56附近优先兑现；强势放量再看95.66；弱于82.35止损,0.408394,0.408394,66.4841,66.4841,0.702278,0.702278,65.6835,65.6835,0.586353,59.2228,0.804222,64.8412,0.9206032237013564,0.965688089228554,0.5014782016372388,0.713250205641066,0.7077212874991333,0.7385016491267243,0.6087467517929503,0.2438226240619874,0.672940652129704,0.1086503104322555,0.1245476053209706,0.0353912407785957,0.1063984995085807,0.6943152509497279,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.43071645679548415;t1_accept_brier=0.2832975581485154;t1_ret_spearman_ic=0.0008683850338727877,degraded,0.526941,0.408394,historical_bin_blend_v1,48.8913,77.7361,78.0514,66.4619,59.8681,59.8681,19,0.5787931803288419,0.0665063399480776,0.2438565798096178,0.1108438999134626,0.763409,0.674185,0.71325,0.725274,0.262116,0.248244,77.9598,21.8252,58.39,72.89,0.313,0.0,76.2897,76.2897,0.174602,86.242,100.0,61.8878,77.9628,52.7053,0.527053,1,0,ELIGIBLE,ok,professional_score_rule_guarded,11,5509.0,0.222726447631149,-0.0143800311477022,-0.0200514138817481,134.0,0.0243238337266291,242.0,0.0439281176257033,3618685178.20899,0.2182522602463454,0.9188172236022576,0.9188172236022576,,0.0909117486485036,0.0,0.0951723505535162,0.0951723505535162,up,high,,,,,,,,,,84.3,84.4,78.03,91.96,0,0,0,1,0.00837320574162681,0.009569377990430672,-0.06662679425837315,0,80.34,82.37,73.78,76.05,-0.04697508896797142,-0.12479240806642933,-0.09786476868327398,-0.022894424673783997,0,0,0,1,1,1,ok,20260626,20260625,77.0,84.3,t_open_daily_proxy,1,1,1,ok
