rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,premium_limit_regime,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,intraday_hard_risk_flag,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date
1,20260806,20260806,20260807,20260810,002425.SZ,凯撒文化,3→4,游戏Ⅱ,3.82,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤3.84,只观察不追,≤3.84,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤3.84,只观察不追,≤3.84,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.262523,0.262523,80.2507,80.2507,0.466765,0.466765,86.6112,86.6112,0.99,80.2507,0.759303,86.6112,0.7218248522592452,0.990809720145835,0.5689526350864433,0.8088339230661783,0.4913770063551602,0.6698096542639055,0.46690660441640314,0.6073453176094104,0.43565528591807673,0.0771642845554698,0.10355417389620676,0.036548716618853144,0.06798357373529315,0.6177008287827623,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.759303,0.466765,validated_platt_v1,31.6521,47.5074,86.991,83.9077,50.4447,50.4447,3,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.504054,0.484992,0.154472,60.5435,40.8895,66.83,62.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7553,83.7553,0.121282,50.0,50.0,42.3923,52.4991,41.4928,0.414928,43.7308,0.437308,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,1,1,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.9629,14.8622,2.19,,,365446.03,,,10.0865,0.0453975567082311,0.0447687799812566,0.0453067974303762,-0.1054545454545454,0.1732161655850144,,,0.0,,,0.0,3.0,81872092.0,81872092.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25425920.0,3.82,3.12,1.0,0.0,1.389968698827122,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.7074596916576106,0.7074596916576106,,0.051802543663193035,0.0,0.05316776733165125,0.05316776733165125,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
2,20260806,20260806,20260807,20260810,002428.SZ,云南锗业,3→4,小金属,90.98,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤91.43,只观察不追,≤91.43,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤91.43,只观察不追,≤91.43,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.262523,0.262523,76.9754,76.9754,0.467725,0.467725,85.4331,85.4331,0.99,76.9754,0.763301,85.4331,0.8250587655667198,0.9781839222047072,0.0857560015517947,0.4638167722967313,0.21538752108672737,0.39185680782971055,0.26610708815847367,0.5582576644779396,0.7462817133251828,0.04835922876343406,0.09702386425405077,-0.04379875120683629,0.02229524962634478,0.3763929653288057,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.763301,0.467725,validated_platt_v1,31.3246,47.5794,84.4461,78.5424,49.2055,49.2055,5,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.503483,0.48613,0.153103,60.0117,40.8895,63.1473,59.6655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.4384,80.4384,0.121186,50.0,50.0,41.5107,52.1586,40.6808,0.406808,42.812,0.42812,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,2,2,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.9683,14.9619,1.47,,,5942085.76,,,9.9988,0.0306654713038979,0.0730096823182921,0.0734489906367759,-0.3836026331538001,0.4822694878562172,,,0.0,,,0.0,5.0,584931436.0,584931436.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906293072179906,603544600.0,90.98,74.44,1.0,0.0,2.166666666666667,0,1.0,0.750944,0.0,0.0,0.0,0,0.0,0.5,0.0,0.906293072179906,0.6314731859847661,0.5966550944359812,0.0,0.7289874483158686,0.7289874483158686,,0.04793761977973082,0.0,0.0491052098691636,0.0491052098691636,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
3,20260806,20260806,20260807,20260810,001267.SZ,汇绿生态,3→4,通信设备,38.81,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤39.00,只观察不追,≤39.00,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤39.00,只观察不追,≤39.00,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.238423,0.238423,87.2708,87.2708,0.465944,0.465944,88.3172,88.3172,0.974242,87.2708,0.755845,88.3172,0.5565110283539838,0.9592458040489165,0.5054566800520724,0.618504728960983,0.4727725258651597,0.6479945617360304,0.5821289407652567,0.3572121029624543,0.40421289077244377,0.0776411165421015,0.08882327427283296,0.0157600729934764,0.049041823013025676,0.5634481245640652,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.974242,0.238423,validated_platt_v1,0.755845,0.465944,validated_platt_v1,30.1852,47.4458,92.3625,91.7225,51.5058,51.5058,1,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.238423,0.238423,0.238423,0.49963,0.491633,0.158586,58.5421,40.8895,59.5454,75.5404,0.117393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3755,90.3755,0.144514,50.0,50.0,40.6355,53.5791,39.2824,0.392824,42.3383,0.423383,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,3,3,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,12.2078,19.2,2.31,,,3046598.5835,,,10.0057,0.0490157901466688,0.0800998067705471,0.0712510263066606,-0.3752016593685181,0.4802746975689924,8.0,1.0,1.0,1.0,8.0,0.0,3.0,82715753.0,82715753.0,13:04:00,15:00:00,2.0,,2.7828,0.0,,0.083622,0.0,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5401360544217695,38302376.0,38.81,31.75,1.0,0.0,1.641411023428052,1,1.0,0.6698,1.0,0.139393,0.1393934,0,0.12,0.483033,0.0,0.5401360544217695,0.5954542195918371,0.7554039108843538,0.11739341,0.6520251114092849,0.6520251114092849,,0.03791122918430586,0.0,0.03863902795228193,0.03863902795228193,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
4,20260806,20260806,20260807,20260810,603738.SH,泰晶科技,1→2,元件,36.47,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤36.65,只观察不追,≤36.65,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤36.65,只观察不追,≤36.65,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.262523,0.262523,82.0623,82.0623,0.471301,0.471301,87.3326,87.3326,0.99,82.0623,0.777783,87.3326,0.47941016960370914,0.9078723232946759,0.5203852615408903,0.6154949714521378,0.5185680877504928,0.6289322863335606,0.603351576180402,0.38528755572903894,0.4238547207096195,0.0725824751936146,0.08076696266662987,0.009252043134983018,0.03937366327765753,0.5597627406462178,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.777783,0.471301,validated_platt_v1,31.8333,47.8476,88.6577,81.6707,50.7276,50.7276,2,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.503807,0.486566,0.153583,59.2576,40.8895,49.8385,50.7591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5478,80.5478,0.13537,50.0,50.0,38.6798,50.0281,37.5276,0.375276,40.8276,0.408276,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,4,4,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,15.841,22.0457,1.68,,,1407331.7125,,,10.0151,0.0526087367678691,0.0678076510052881,0.0683336888382181,-0.4159330040798797,0.5109674142540411,6.0,4.0,1.0,4.0,6.0,0.0,0.0,189266316.0,189266316.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567647058823529,36240360.0,36.47,29.84,1.0,0.0,2.573570087623056,0,1.0,0.700147,0.0,0.0,0.0,0,0.0,0.5,0.0,0.567647058823529,0.4983852811764704,0.5075911517647057,0.0,0.6983065198753122,0.6983065198753122,,0.041135212745310616,0.0,0.04199298675313078,0.04199298675313078,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
5,20260806,20260806,20260807,20260810,601700.SH,风范股份,4→5,电网设备,7.16,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤7.20,只观察不追,≤7.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤7.20,只观察不追,≤7.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.212073,0.212073,70.1607,70.1607,0.442721,0.442721,78.975,78.975,0.924198,70.1607,0.644609,78.975,0.6473841023939834,0.9793666891501887,0.6083031403716305,0.7446489850088834,0.4012800263118557,0.5699133749587153,0.3704590224836136,0.5492976375587217,0.42583043214729127,0.06983652328972112,0.10148556015615132,-0.00574583060183367,0.014155195404564625,0.5552264219738345,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.924198,0.212073,validated_platt_v1,0.644609,0.442721,validated_platt_v1,26.1026,45.7041,76.879,88.4624,45.3595,45.3595,10,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.212073,0.212073,0.212073,0.484735,0.508626,0.161652,57.045,40.8895,66.5855,61.9664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2433,86.2433,0.129116,50.0,50.0,37.9942,51.3552,38.5388,0.385388,40.2439,0.402439,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,5,5,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,15.8451,32.1543,2.84,,,815350.2268,,,9.9846,0.0325094517331982,0.0514821927560506,0.0473311314147262,-0.0322580645161291,0.0887100886442807,,,0.0,,,0.0,5.0,64873896.0,64873896.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993778801843318,99347460.0,7.16,5.86,1.0,0.0,1.277575214245566,0,1.0,0.764067,0.0,0.0,0.0,0,0.0,0.5,0.0,0.993778801843318,0.6658551086635944,0.6196639003686636,0.0,0.6315093237305466,0.6315093237305466,,0.030555702966624475,0.0,0.03102731972964402,0.03102731972964402,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
6,20260806,20260806,20260807,20260810,002649.SZ,博彦科技,2→3,IT服务Ⅱ,11.29,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤11.35,只观察不追,≤11.35,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤11.35,只观察不追,≤11.35,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,77.2362,77.2362,0.452464,0.452464,82.9276,82.9276,0.99,77.2362,0.694294,82.9276,0.763852751327415,0.9824191209189037,0.6355191082151381,0.643788114533401,0.5993145695657418,0.7650345504074266,0.4533457743005631,0.4000410156757324,0.3465565228819397,0.0750738338654959,0.10097761630783228,0.03669431754880281,0.04848047005681527,0.63657106469936,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.694294,0.452464,validated_platt_v1,31.3507,46.4348,83.4432,68.4873,47.8927,47.8927,6,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.49187,0.500124,0.159018,58.1159,40.8895,57.1659,55.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0503,74.0503,0.131006,50.0,50.0,39.7102,49.8865,37.3454,0.373454,39.9822,0.399822,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,6,6,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,10.4697,10.4697,3.28,,,667729.6634,,,10.039,0.040932288180047,0.0421037471475807,0.0364979377971655,-0.0497737556561085,0.100276802130367,,,0.0,,,0.0,1.0,113513306.0,113513306.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7540935672514613,50844948.0,11.29,9.23,1.0,0.0,1.6940625841145591,0,1.0,0.728114,0.0,0.0,0.0,0,0.0,0.5,0.0,0.7540935672514613,0.5716587642105261,0.5566265934502923,0.0,0.6415578600485654,0.6415578600485654,,0.03539087382927351,0.0,0.03602458456338814,0.03602458456338814,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
7,20260806,20260806,20260807,20260810,002975.SZ,博杰股份,3→4,自动化设,93.07,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤93.54,只观察不追,≤93.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤93.54,只观察不追,≤93.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.217256,0.217256,72.8608,72.8608,0.443382,0.443382,80.249,80.249,0.938838,72.8608,0.648102,80.249,0.7965356916593848,0.9810067200740368,0.08014306600789345,0.6365952997383687,0.2638635590992133,0.5482824787179115,0.33302258524536543,0.3845937116688214,0.7116827804191577,0.0739466664561175,0.09328032053507418,-0.020459483611208272,0.048079895678358846,0.4399623866817196,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.938838,0.217256,validated_platt_v1,0.648102,0.443382,validated_platt_v1,26.8391,45.7536,79.6585,87.5922,46.2918,46.2918,7,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.217256,0.217256,0.217256,0.482017,0.513011,0.162884,55.5171,40.8895,53.4642,53.1855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1855,84.1855,0.128176,50.0,50.0,36.769,50.5455,37.4704,0.374704,39.6758,0.396758,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,7,7,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.4568,13.9296,1.78,,,1937072.4249,,,9.9988,0.0570588123744351,0.0756373312409494,0.0761530177170173,-0.4431416639897204,0.5546570807186555,,,0.0,,,0.0,3.0,142846628.0,142846628.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599042666351493,33075189.0,93.07,76.15,1.0,0.0,1.4942108924369726,0,1.0,0.713986,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6599042666351493,0.5346424559886538,0.5318549733270298,0.0,0.6051575343352793,0.6051575343352793,,0.022731964303137793,0.0,0.022992304341268248,0.022992304341268248,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
8,20260806,20260806,20260807,20260810,600330.SH,天通股份,1→2,电子化学,21.65,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤21.76,只观察不追,≤21.76,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤21.76,只观察不追,≤21.76,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,78.1638,78.1638,0.452944,0.452944,84.4104,84.4104,0.99,78.1638,0.696637,84.4104,0.5319952883632578,0.9759128249893758,0.6263501267474619,0.6749393339229762,0.5438756510471312,0.7416899701879497,0.538326760130652,0.3980046004741323,0.3965233640528265,0.06746339096261782,0.08609980813527911,0.026134815761126223,0.05390882741838119,0.6041370071466475,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.696637,0.452944,validated_platt_v1,31.4434,46.4708,84.5794,82.6117,49.56,49.56,4,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.489372,0.50412,0.159327,56.7443,40.8895,42.8187,46.0614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1959,80.1959,0.139794,50.0,50.0,37.1373,48.7344,35.6318,0.356318,39.1139,0.391139,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,8,8,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,13.0474,16.0874,1.61,,,2670385.476,,,10.0102,0.0463478093611599,0.0664528243264782,0.0708917051337258,-0.3142259414225941,0.421694752167977,3.0,9.0,1.0,9.0,3.0,0.0,0.0,165612735.0,165612735.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3890243902439026,18163152.0,21.65,17.71,1.0,0.0,2.533131876331571,0,1.0,0.673354,0.0,0.0,0.0,0,0.0,0.5,0.0,0.3890243902439026,0.42818666048780496,0.46061355804878046,0.0,0.6441588853995568,0.6441588853995568,,0.02968852827558279,0.0,0.030133626482288938,0.030133626482288938,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
9,20260806,20260806,20260807,20260810,002792.SZ,通宇通讯,1→2,通信设备,33.81,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤33.98,只观察不追,≤33.98,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤33.98,只观察不追,≤33.98,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.227566,0.227566,71.9736,71.9736,0.467427,0.467427,82.4844,82.4844,0.959989,71.9736,0.762063,82.4844,0.5778110985493176,0.9080808756749074,0.5361225611858002,0.6317008782437679,0.5749153151462955,0.6584774623533659,0.6438159648129467,0.32038742119712293,0.40428994208009883,0.07176673352319075,0.08341808984458186,0.007624590001144052,0.04472361884511702,0.603018381083866,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.959989,0.227566,validated_platt_v1,0.762063,0.467427,validated_platt_v1,27.6783,47.557,79.7059,73.1343,45.5983,45.5983,9,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.227566,0.227566,0.227566,0.501331,0.489387,0.151069,59.0121,40.8895,60.0963,57.6238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2485,77.2485,0.135325,50.0,50.0,36.8215,50.166,36.6438,0.366438,38.8824,0.388824,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,9,9,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,6.9425,8.4746,0.8,,,1771089.516,,,9.987,0.0195038477283774,0.0601950948103609,0.0621260485274694,-0.3444767441860464,0.4338313757090845,8.0,1.0,1.0,1.0,8.0,0.0,0.0,362430656.0,362430656.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8286597267404037,89281760.0,33.81,27.67,1.0,0.0,2.869612203574574,0,1.0,0.739299,0.0,0.0,0.0,0,0.0,0.5,0.0,0.8286597267404037,0.6009632816265453,0.5762375253480807,0.0,0.7369878810671624,0.7369878810671624,,0.041003325775647616,0.0,0.04185557051760245,0.04185557051760245,up,high,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,t_daily_not_ready,,
