rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260326,20260330,000720.SZ,新能泰山,5.01,4.96,-0.010030174359937244,0.018604429947075053,0.0,0.018778570606775277,0.018778570606775277,up,high,True,True,-0.0286346043070123,-0.14408063873994426,-0.009980039920159611,0.009980039920159611,0.02875861052693489,0,否
2,20260326,20260330,000722.SZ,湖南发展,18.28,15.71,-0.15151011375847415,0.013814712755456015,0.0,0.01391057683595539,0.01391057683595539,up,high,False,False,-0.16532482651393016,-2.8242853445612646,-0.14059080962800874,0.14059080962800874,0.15450138646396414,0,否
3,20260326,20260330,000692.SZ,惠天热电,4.9,5.07,0.03410561248651084,0.012582199281270972,0.0,0.012661688182530693,0.012661688182530693,up,high,True,True,0.021523413205239865,0.10795772790559877,0.03469387755102038,0.03469387755102038,0.022032189368489687,1,是
4,20260326,20260330,600163.SH,中闽能源,8.29,7.26,-0.1326701403104988,0.010510054228297816,0.0,0.010565478849983018,0.010565478849983018,up,high,False,False,-0.14318019453879663,-1.1175878196663582,-0.1242460796139927,0.1242460796139927,0.13481155846397572,0,否
5,20260326,20260330,002902.SZ,铭普光磁,28.55,28.78,0.008023765357202551,0.007608140271209334,0.0,0.007637155708230411,0.007637155708230411,up,high,True,True,0.0004156250859932171,0.011959204530022305,0.008056042031523658,0.008056042031523658,0.00041888632329324747,1,是
6,20260326,20260330,603538.SH,美诺华,35.62,43.1,0.19061571924818663,0.00565806070495562,0.0,0.005674097762374283,0.005674097762374283,up,high,False,False,0.184957658543231,7.27788863770423,0.20999438517686708,0.20999438517686708,0.2043202874144928,1,是
7,20260326,20260330,600726.SH,华电能源,6.77,6.01,-0.11907633837706738,0.003090465676574604,0.0,0.0030952460889218784,0.0030952460889218784,up,high,False,False,-0.12216680405364198,-0.7809548160220015,-0.11225997045790248,0.11225997045790248,0.11535521654682436,0,否
8,20260326,20260330,600844.SH,金煤科技,4.54,5.2,0.13573161353412508,0.0027384579234944685,0.0,0.002742210924423624,0.002742210924423624,up,high,False,False,0.1329931556106306,0.6475503624031163,0.14537444933920707,0.14537444933920707,0.14263223841478345,1,是
9,20260326,20260330,002361.SZ,神剑股份,12.4,15.0,0.19035372849121893,0.002678370195169453,0.0,0.0026819602330552875,0.0026819602330552875,up,high,False,False,0.18767535829604948,2.566743693110114,0.20967741935483875,0.20967741935483875,0.20699545912178346,1,是
10,20260326,20260330,000965.SZ,天保基建,4.18,3.86,-0.0796440630599254,0.00039454635129407484,0.0,0.00039462419494304055,0.00039462419494304055,flat,high,True,False,-0.08003860941121947,-0.32164952913486156,-0.07655502392344493,0.07655502392344493,0.07694964811838798,0,否
11,20260326,20260330,603520.SH,司太立,10.3,10.78,0.0455486702452609,5.3559438892973376e-05,0.0,5.356087322532787e-05,5.356087322532787e-05,flat,high,True,False,0.04549511080636793,0.4794483230057782,0.046601941747572706,0.046601941747572706,0.04654838087434738,1,是
12,20260326,20260330,600310.SH,广西能源,6.0,6.32,0.051959738930711166,1.611877113833737e-05,0.0,1.611890104642686e-05,1.611890104642686e-05,flat,high,True,False,0.05194362015957283,0.31990328659372214,0.053333333333333455,0.053333333333333455,0.05331721443228703,1,是
13,20260326,20260330,603026.SH,石大胜华,85.32,93.06,0.08683555281335274,-0.0005153784537803803,0.0,-0.0005152456691175009,-0.0005152456691175009,flat,high,False,False,0.08735093126713313,7.783960760489123,0.09071729957805919,0.09071729957805919,0.09123254524717668,0,是
14,20260326,20260330,603687.SH,大胜达,16.5,16.12,-0.023299643828052618,-0.0016406433744148969,0.0,-0.0016392982547949852,-0.0016392982547949852,flat,high,True,True,-0.021659000453637722,-0.35295157879588146,-0.023030303030302957,0.023030303030302957,0.021391004775507972,1,否
15,20260326,20260330,002149.SZ,西部材料,46.74,53.15,0.128517775677245,-0.0018051666881919697,0.0,-0.0018035383547576897,-0.0018035383547576897,flat,high,False,False,0.13032294236543698,6.494297382701369,0.13714163457424045,0.13714163457424045,0.13894517292899813,0,是
16,20260326,20260330,603937.SH,丽岛新材,14.32,14.58,0.017993565048012472,-0.0020387309305977502,0.0,-0.002036654130279491,-0.002036654130279491,down,high,True,True,0.020032295978610223,0.28916488714560273,0.018156424581005526,0.018156424581005526,0.020193078711285017,0,是
17,20260326,20260330,601908.SH,京运通,5.03,4.55,-0.10029275114878891,-0.0020460908003014254,0.0,-0.0020439989834455216,-0.0020439989834455216,down,high,False,False,-0.09824666034848749,-0.46971868511326953,-0.09542743538767406,0.09542743538767406,0.09338343640422854,1,否
18,20260326,20260330,000767.SZ,晋控电力,4.63,4.58,-0.010857869972049069,-0.002068392595069727,0.0,-0.0020662549451931195,-0.0020662549451931195,down,high,True,True,-0.008789477376979342,-0.040433239603755666,-0.010799136069114423,0.010799136069114423,0.008732881123921303,1,否
19,20260326,20260330,002192.SZ,融捷股份,70.91,81.98,0.14506384776028633,-0.002254720063108605,0.0,-0.0022521800911609793,-0.0022521800911609793,down,high,False,False,0.14731856782339495,11.22970209026424,0.1561133831617545,0.1561133831617545,0.15836556325291548,0,是
20,20260326,20260330,605555.SH,德昌股份,16.81,,,-0.002265969128957596,0.0,-0.0022634037589598136,-0.0022634037589598136,down,high,False,False,,,,,,0,
21,20260326,20260330,002263.SZ,大东南,3.7,4.1,0.10265415406008316,-0.0026164666463911832,0.0,-0.0026130466809274407,-0.0026130466809274407,down,high,False,False,0.10527062070647435,0.40966827271943096,0.10810810810810789,0.10810810810810789,0.11072115478903534,0,是
22,20260326,20260330,001367.SZ,海森药业,24.12,25.99,0.0746704767944141,-0.0026821649073727415,0.0,-0.002678571116841884,-0.002678571116841884,down,high,True,False,0.07735264170178685,1.9346071353382222,0.0775290215588722,0.0775290215588722,0.08020759267571409,0,是
23,20260326,20260330,002109.SZ,兴化股份,4.94,4.8,-0.028749413285986052,-0.0027085173516395774,0.0,-0.0027048526279201,-0.0027048526279201,down,high,True,True,-0.026040895934346477,-0.12663802801807567,-0.028340080971660075,0.028340080971660075,0.025635228343739977,1,否
24,20260326,20260330,002705.SZ,新宝股份,14.77,15.15,0.025402435412089697,-0.0027110291477048442,0.0,-0.0027073576268011545,-0.0027073576268011545,down,high,True,True,0.028113464559794542,0.4199876721478546,0.025727826675693954,0.025727826675693954,0.028435184302495108,0,是
25,20260326,20260330,002082.SZ,万邦德,23.67,27.45,0.1481577444296469,-0.0027895641959697665,0.0,-0.002785676977156951,-0.002785676977156951,down,high,False,False,0.15094730862561667,3.8459369740493017,0.1596958174904941,0.1596958174904941,0.16248149446765106,0,是
26,20260326,20260330,000927.SZ,中国铁物,3.34,3.04,-0.09411329157047864,-0.0030265119463318436,0.0,-0.0030219366759186087,-0.0030219366759186087,down,high,False,False,-0.0910867796241468,-0.2899067315024313,-0.08982035928143706,0.08982035928143706,0.08679842260551845,1,否
27,20260326,20260330,003018.SZ,金富科技,28.22,29.61,0.04808119568883195,-0.0030441554546835337,0.0,-0.0030395267115298926,-0.0030395267115298926,down,high,True,False,0.051125351143515484,1.4757754437993746,0.04925584691708007,0.04925584691708007,0.05229537362860996,0,是
28,20260326,20260330,000037.SZ,深南电A,11.99,11.84,-0.01258933958356332,-0.0031517755859933653,0.0,-0.0031468139553387253,-0.0031468139553387253,down,high,True,True,-0.009437563997569955,-0.11226970067548869,-0.012510425354462118,0.012510425354462118,0.009363611399123393,1,否
29,20260326,20260330,603601.SH,再升科技,13.44,14.5,0.07591331433152528,-0.003160407544637408,0.0,-0.0031554187136768326,-0.0031554187136768326,down,high,True,False,0.07907372187616268,1.1024088275118178,0.07886904761904767,0.07886904761904767,0.0820244663327245,0,是
30,20260326,20260330,000968.SZ,蓝焰控股,10.93,10.95,0.0018281540740626235,-0.0034185712743822314,0.0,-0.0034127346125124,-0.0034127346125124,down,high,True,True,0.005246725348444855,0.05730118931476014,0.0018298261665141702,0.0018298261665141702,0.00524256077902657,0,是
