rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,t1_up_rate,T+1上涨率,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up,open_T_actual,high_T_actual,close_T_actual,t_limit_price_est,t_up_actual,t_limitup_actual,t_touch_limitup_actual,t_limitup_verify_ready,t_open_ret,t_intraday_ret,t_close_ret,t_high_profit_hit,open_T2_actual,high_T2_actual,low_T2_actual,close_T2_actual,t1_open_ret,t1_low_ret,t1_close_ret,t1_high_ret,t1_up_hit,t1_high_profit_hit,t1_accept_hit,t1_fail_hit,t1_big_drawdown_hit,t1_limitdown_risk_hit,t_limitup_verify_reason,t_limitup_verify_trade_date,d_analysis_trade_date
1,20260708,20260708,20260709,20260710,603380.SH,易德龙,1→2,消费电子,47.29,TOP10,1,1,TOP10,限价竞价,≤49.01,限价竞价,≤49.01,冲高至50.62附近优先兑现；强势放量再看52.77；弱于46.58止损,冲高至50.62附近优先兑现；强势放量再看52.77；弱于46.58止损,限价竞价,≤49.01,限价竞价,≤49.01,冲高至50.62附近优先兑现；强势放量再看52.77；弱于46.58止损,冲高至50.62附近优先兑现；强势放量再看52.77；弱于46.58止损,0.483215,0.483215,70.3836,70.3836,0.833506,0.833506,74.0636,74.0636,0.638403,57.0896,0.757152,66.9201,0.8929609769349564,0.9685562853596924,0.6885100154452737,0.7924626612927899,0.8504172342660811,0.8829900845862958,0.8573828117326698,0.1249221881315484,0.2347178140317691,0.0864238845707475,0.0973230017954994,0.0756958760735329,0.1043775908749235,0.8256123914211546,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.673478,0.483215,historical_bin_blend_v1,56.0942,88.3585,81.3968,86.6709,67.738,67.738,2,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.850153,0.73044,0.792463,0.837045,0.192088,0.109688,55.9284,20.4759,47.18,48.98,0.0,0.0,83.2366,83.2366,0.072707,98.7446,100.0,62.7226,82.6181,60.9955,0.609955,1,0,ELIGIBLE,ok,professional_score_rule_guarded,1,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.8655789839675418,0.8655789839675418,,0.0681300630464818,0.0,0.0705045325053978,0.0705045325053978,up,high,,,,,,,,,,47.24,47.26,42.56,52.02,0,0,0,1,-0.0010573059843518307,-0.0006343835906111872,-0.10002114611968693,0,,,,,,,,,,,,,,,ok,20260709,20260708
2,20260708,20260708,20260709,20260710,002841.SZ,视源股份,2→3,消费电子,47.39,TOP10,1,1,TOP10,限价竞价,≤49.06,限价竞价,≤49.06,冲高至50.73附近优先兑现；强势放量再看54.23；弱于46.68止损,冲高至50.73附近优先兑现；强势放量再看54.23；弱于46.68止损,限价竞价,≤49.06,限价竞价,≤49.06,冲高至50.73附近优先兑现；强势放量再看54.23；弱于46.68止损,冲高至50.73附近优先兑现；强势放量再看54.23；弱于46.68止损,0.49108,0.49108,77.1973,77.1973,0.828521,0.828521,74.7429,74.7429,0.693547,76.1398,0.693371,72.512,0.8057284759468791,0.9556956388241034,0.6821606952123609,0.7790237269306453,0.8537394684502086,0.8881516226916496,0.8811598555434549,0.1217083800857717,0.2166736790609859,0.0842877975404876,0.0981995161879197,0.0756169364881853,0.1015132126696042,0.8125605709861176,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.685577,0.49108,historical_bin_blend_v1,57.0999,87.8792,86.3184,89.0387,69.7456,69.7456,1,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.822139,0.724832,0.779024,0.840309,0.190374,0.108442,55.9284,20.4759,60.65,74.65,0.292,0.0,88.8355,88.8355,0.116685,97.3674,98.6458,65.2464,85.0327,58.7599,0.587599,1,0,ELIGIBLE,ok,professional_score_rule_guarded,2,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.7544784992930871,0.7544784992930871,,0.0681300630464818,0.0,0.0705045325053978,0.0705045325053978,up,high,,,,,,,,,,45.11,52.13,52.13,52.13,1,1,1,1,-0.0481114159105297,0.10002110149820642,0.10002110149820642,1,,,,,,,,,,,,,,,ok,20260709,20260708
3,20260708,20260708,20260709,20260710,000977.SZ,浪潮信息,1→2,计算机设,78.17,TOP10,1,1,TOP10,只观察不追,≤78.95,只观察不追,≤78.95,冲高至85.61附近优先兑现；强势放量再看89.71；弱于77.00止损,冲高至85.61附近优先兑现；强势放量再看89.71；弱于77.00止损,只观察不追,≤78.95,只观察不追,≤78.95,冲高至85.61附近优先兑现；强势放量再看89.71；弱于77.00止损,冲高至85.61附近优先兑现；强势放量再看89.71；弱于77.00止损,0.395893,0.395893,69.6258,69.6258,0.738844,0.738844,67.1399,67.1399,0.657388,59.9925,0.855927,70.2539,0.8372930487409456,0.984136366318898,0.4516052018695329,0.7604798795439156,0.7215090488709229,0.7161101867913651,0.6833164870853402,0.2381710074386171,0.50559583932579,0.0967728734924254,0.1128148709942555,0.0350390834144036,0.087437133083883,0.6916084562467009,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.51334,0.395893,historical_bin_blend_v1,49.1555,73.3382,78.4421,79.2871,61.1821,61.1821,10,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.76641,0.691852,0.76048,0.744614,0.226427,0.193928,92.5521,20.4759,60.65,74.65,0.292,0.0,83.6898,83.6898,0.149981,66.5739,94.5833,62.5117,74.468,57.7224,0.577224,1,0,ELIGIBLE,ok,professional_score_rule_guarded,3,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.9049369543527412,0.9049369543527412,,0.0909117486485036,0.0,0.0951723505535162,0.0951723505535162,up,high,,,,,,,,,,83.0,85.99,85.99,85.99,1,1,1,1,0.06178840987591139,0.10003837789433279,0.10003837789433279,1,,,,,,,,,,,,,,,ok,20260709,20260708
4,20260708,20260708,20260709,20260710,603296.SH,华勤技术,1→2,消费电子,78.29,TOP10,1,1,TOP10,只观察不追,≤79.07,只观察不追,≤79.07,冲高至85.74附近优先兑现；强势放量再看91.00；弱于77.12止损,冲高至85.74附近优先兑现；强势放量再看91.00；弱于77.12止损,只观察不追,≤79.07,只观察不追,≤79.07,冲高至85.74附近优先兑现；强势放量再看91.00；弱于77.12止损,冲高至85.74附近优先兑现；强势放量再看91.00；弱于77.12止损,0.409101,0.409101,71.7363,71.7363,0.694898,0.694898,67.8581,67.8581,0.775504,63.286,0.803311,75.1576,0.8759443124122741,0.9835881246252904,0.430011583387855,0.7736989066468055,0.6712206167404516,0.7000001187023562,0.6602580075859881,0.3249839027485002,0.5337045204766155,0.0932641074873818,0.1132526892125038,0.0196835303007685,0.0685453547689719,0.6828863907867029,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.533659,0.409101,historical_bin_blend_v1,50.5555,63.8293,80.5418,87.0549,62.7322,62.7322,5,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.745591,0.701213,0.773699,0.684001,0.282968,0.217232,92.5521,20.4759,47.18,48.98,0.0,0.0,83.1144,83.1144,0.112725,44.491,81.7632,60.9892,65.1896,57.6862,0.576862,1,0,ELIGIBLE,ok,professional_score_rule_guarded,4,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.8485254517120973,0.8485254517120973,,0.0909117486485036,0.0,0.0951723505535162,0.0951723505535162,up,high,,,,,,,,,,76.72,82.4,82.14,86.12,1,0,0,1,-0.020053646698173555,0.05249712606974066,0.049176139992336054,1,,,,,,,,,,,,,,,ok,20260709,20260708
5,20260708,20260708,20260709,20260710,600756.SH,浪潮软件,1→2,IT服务Ⅱ,13.23,TOP10,1,1,TOP10,只观察不追,≤13.36,只观察不追,≤13.36,冲高至14.41附近优先兑现；强势放量再看14.99；弱于13.03止损,冲高至14.41附近优先兑现；强势放量再看14.99；弱于13.03止损,只观察不追,≤13.36,只观察不追,≤13.36,冲高至14.41附近优先兑现；强势放量再看14.99；弱于13.03止损,冲高至14.41附近优先兑现；强势放量再看14.99；弱于13.03止损,0.474268,0.474268,64.9994,64.9994,0.656654,0.656654,64.4991,64.4991,0.732978,60.906,0.844392,73.727,0.826809655520565,0.9794532935512748,0.6283134878011682,0.6772832273619258,0.6435600753365935,0.6499064696623292,0.5352684494014129,0.3429599995724448,0.3260214624577599,0.0738261989077476,0.0962758204597588,0.0435641968331093,0.0607101041477491,0.6584264883559519,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.659713,0.474268,historical_bin_blend_v1,52.8383,67.3027,74.833,85.3921,62.7201,62.7201,6,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.704298,0.688805,0.677283,0.657374,0.323421,0.162934,79.6875,20.4759,47.18,48.98,0.0,0.0,82.5832,82.5832,0.108061,77.1854,67.2904,58.6436,65.6917,54.9987,0.549987,1,0,ELIGIBLE,ok,professional_score_rule_guarded,5,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.9259444106014928,0.9259444106014928,,0.0851371218401421,0.0,0.0888663638216927,0.0888663638216927,up,high,,,,,,,,,,13.98,14.51,13.72,14.55,1,0,0,1,0.05668934240362811,0.09674981103552538,0.03703703703703698,1,,,,,,,,,,,,,,,ok,20260709,20260708
6,20260708,20260708,20260709,20260710,300454.SZ,深信服,1→2,软件开发,106.56,TOP10,1,1,TOP10,只观察不追,≤107.63,只观察不追,≤107.63,冲高至119.35附近优先兑现；强势放量再看128.14；弱于104.96止损,冲高至119.35附近优先兑现；强势放量再看128.14；弱于104.96止损,只观察不追,≤107.63,只观察不追,≤107.63,冲高至119.35附近优先兑现；强势放量再看128.14；弱于104.96止损,冲高至119.35附近优先兑现；强势放量再看128.14；弱于104.96止损,0.407175,0.407175,68.8015,68.8015,0.659847,0.659847,63.2535,63.2535,0.629864,53.1667,0.738236,65.1423,0.8223299511845757,0.9676250517244588,0.4881947621030748,0.7922473175354274,0.6590246622873961,0.6073198108306964,0.5989466762352332,0.4245050206177458,0.2883956442342157,0.0866749846921944,0.1015248260335511,0.0129522293862778,0.0462813489786301,0.6597315806810251,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.530696,0.407175,historical_bin_blend_v1,50.4572,58.0724,76.2809,86.5606,61.2061,61.2061,9,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.705342,0.702727,0.792247,0.636597,0.324038,0.159478,100.0,20.4759,58.39,72.89,0.313,0.0,86.98,86.98,0.163752,37.1111,49.5404,62.7377,59.6178,53.0341,0.530341,1,0,ELIGIBLE,ok,professional_score_rule_guarded,6,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.8589642367703002,0.8589642367703002,,0.1133286853070031,0.0,0.12,0.12,up,high,,,,,,,,,,104.49,108.0,107.28,127.87,1,0,0,1,-0.01942567567567577,0.013513513513513598,0.006756756756756799,0,,,,,,,,,,,,,,,ok,20260709,20260708
7,20260708,20260708,20260709,20260710,603661.SH,恒林股份,1→2,家居用品,42.67,TOP10,1,1,TOP10,只观察不追,≤43.10,只观察不追,≤43.10,冲高至45.52附近优先兑现；强势放量再看48.16；弱于42.03止损,冲高至45.52附近优先兑现；强势放量再看48.16；弱于42.03止损,只观察不追,≤43.10,只观察不追,≤43.10,冲高至45.52附近优先兑现；强势放量再看48.16；弱于42.03止损,冲高至45.52附近优先兑现；强势放量再看48.16；弱于42.03止损,0.382537,0.382537,57.793,57.793,0.785369,0.785369,62.8115,62.8115,0.184733,39.5003,0.612176,40.8865,0.7788220144328167,0.9649003019415118,0.6248170031916302,0.6998812797437856,0.8377709681409928,0.7852041635179129,0.8086405983435291,0.1741432635955545,0.2531576576395651,0.078464584883875,0.1034116132174293,0.0587985866337245,0.0949843451688525,0.7535806660323588,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.492792,0.382537,historical_bin_blend_v1,45.9198,85.1061,68.8425,88.0756,58.721,58.721,14,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.783536,0.659843,0.699881,0.773643,0.255962,0.132402,43.3526,20.4759,47.18,48.98,0.0,0.0,83.7152,83.7152,0.089202,89.7538,97.2917,55.3581,77.7498,52.9656,0.529656,1,0,ELIGIBLE,ok,professional_score_rule_guarded,7,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.7810507238370753,0.7810507238370753,,0.0647121672658402,0.0,0.066851905286006,0.066851905286006,up,high,,,,,,,,,,41.25,41.97,40.3,46.94,0,0,0,1,-0.033278650105460494,-0.016404968361846795,-0.05554253573939549,0,,,,,,,,,,,,,,,ok,20260709,20260708
8,20260708,20260708,20260709,20260710,000506.SZ,招金黄金,1→2,贵金属,13.42,TOP10,1,1,TOP10,只观察不追,≤13.55,只观察不追,≤13.55,冲高至14.61附近优先兑现；强势放量再看15.32；弱于13.22止损,冲高至14.61附近优先兑现；强势放量再看15.32；弱于13.22止损,只观察不追,≤13.55,只观察不追,≤13.55,冲高至14.61附近优先兑现；强势放量再看15.32；弱于13.22止损,冲高至14.61附近优先兑现；强势放量再看15.32；弱于13.22止损,0.445839,0.445839,57.37,57.37,0.65129,0.65129,60.1586,60.1586,0.490024,46.6591,0.704686,57.1274,0.78607730690827,0.9799331632007784,0.6699557066453927,0.645105570410966,0.6852877647390998,0.6799139407880959,0.5337765693364752,0.351378289206971,0.3598824108482016,0.0746009246623267,0.0952051381217694,0.0511618125614239,0.0677768319296713,0.6631863863465164,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.615976,0.445839,historical_bin_blend_v1,49.4493,71.63,66.0887,87.3136,59.1281,59.1281,13,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.68903,0.667121,0.645106,0.67602,0.316986,0.173447,79.6875,20.4759,60.65,74.65,0.292,0.0,88.0748,88.0748,0.161776,84.818,77.4766,58.4352,70.8805,51.9299,0.519299,1,0,ELIGIBLE,ok,professional_score_rule_guarded,9,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.886813844613913,0.886813844613913,,0.0851371218401421,0.0,0.0888663638216927,0.0888663638216927,up,high,,,,,,,,,,12.6,13.52,13.41,14.76,0,0,0,1,-0.06110283159463492,0.007451564828613977,-0.0007451564828613311,0,,,,,,,,,,,,,,,ok,20260709,20260708
9,20260708,20260708,20260709,20260710,600094.SH,大名城,2→3,房地产开发,4.22,TOP10,1,1,TOP10,只观察不追,≤4.26,只观察不追,≤4.26,冲高至4.63附近优先兑现；强势放量再看4.82；弱于4.16止损,冲高至4.63附近优先兑现；强势放量再看4.82；弱于4.16止损,只观察不追,≤4.26,只观察不追,≤4.26,冲高至4.63附近优先兑现；强势放量再看4.82；弱于4.16止损,冲高至4.63附近优先兑现；强势放量再看4.82；弱于4.16止损,0.464011,0.464011,72.1514,72.1514,0.599086,0.599086,61.9837,61.9837,0.931644,72.6785,0.863704,85.319,0.5877857306474675,0.9465093603109204,0.5206285726448717,0.7180004057946978,0.5508926701717162,0.5787971018025336,0.4934156025171809,0.5200260673111822,0.4678788308148509,0.0734743456663647,0.0920950302740412,0.0216700192903473,0.0569186776913624,0.5712343280996038,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.643933,0.464011,historical_bin_blend_v1,53.5479,54.4176,75.7908,87.9939,62.7992,62.7992,4,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.595922,0.690547,0.718,0.594563,0.388554,0.216549,94.5833,20.4759,60.65,74.65,0.292,0.0,88.6586,88.6586,0.176141,47.7788,62.1221,61.2974,60.5334,50.7682,0.507682,1,0,ELIGIBLE,ok,professional_score_rule_guarded,10,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.9488072824111752,0.9488072824111752,,0.0934107908759327,0.0,0.0979126551461602,0.0979126551461602,up,high,,,,,,,,,,4.3,4.55,4.07,4.64,0,0,0,1,0.018957345971563955,0.0781990521327014,-0.03554502369668233,1,,,,,,,,,,,,,,,ok,20260709,20260708
10,20260708,20260708,20260709,20260710,002674.SZ,兴业科技,1→2,纺织制造,29.15,TOP10,1,1,TOP10,只观察不追,≤29.44,只观察不追,≤29.44,冲高至31.26附近优先兑现；强势放量再看32.84；弱于28.71止损,冲高至31.26附近优先兑现；强势放量再看32.84；弱于28.71止损,只观察不追,≤29.44,只观察不追,≤29.44,冲高至31.26附近优先兑现；强势放量再看32.84；弱于28.71止损,冲高至31.26附近优先兑现；强势放量再看32.84；弱于28.71止损,0.428172,0.428172,56.8338,56.8338,0.64072,0.64072,57.6967,57.6967,0.280818,42.2787,0.657836,46.6477,0.6476192347757798,0.9455185495670824,0.6839343379636577,0.665372161906763,0.6308874478177285,0.7046161001841295,0.6486606141308338,0.219583270707773,0.3831186488459154,0.0779068208631345,0.0872549901602288,0.0601698499551135,0.0908901440166574,0.6628418085446076,limitup_probability_engine:model_v1,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.562999,0.428172,historical_bin_blend_v1,48.4885,71.3749,62.4336,89.1127,57.8647,57.8647,16,0.5810016180667515,0.0661576392526181,0.2425780105929333,0.1102627320876969,0.642652,0.658421,0.665372,0.700074,0.296359,0.176125,64.6257,20.4759,60.65,74.65,0.292,0.0,89.0212,89.0212,0.158652,91.5079,95.9375,56.6235,74.034,49.8848,0.498848,1,0,ELIGIBLE,ok,professional_score_rule_guarded,12,5516.0,0.2864394488759971,-0.0153421863551349,-0.0141152751423149,81.0,0.0146845540246555,144.0,0.0261058738216098,2581003635.30677,0.2047592609870344,0.8309372304267787,0.8309372304267787,,0.0699611941166217,0.0,0.0724665624343452,0.0724665624343452,up,high,,,,,,,,,,28.5,31.33,30.81,32.06,1,0,0,1,-0.022298456260720356,0.07478559176672395,0.05694682675814744,1,,,,,,,,,,,,,,,ok,20260709,20260708
