rank,trade_date,target_date,ts_code,name,close_T,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260302,,600722.SH,金牛化工,10.32,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.50521959518614,9.977766548496755,10.32,10.673971923711285,11.20462277946083,1,0.804485360021381,0.0,0.0,,,,,,,,
2,20260302,,002155.SZ,湖南黄金,41.47,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,38.19587757871795,40.09476538431787,41.47,42.89240461979718,45.024777777542695,2,0.7343885825868297,0.0,0.0,,,,,,,,
3,20260302,,001337.SZ,四川黄金,55.74,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,51.3392383949298,53.891541416008636,55.74,57.651859983301065,60.51799164022739,3,0.5820767915278823,0.0,0.0,,,,,,,,
4,20260302,,600688.SH,上海石化,3.49,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.2144589522480267,3.374264075024581,3.49,3.609705621487634,3.7891602228990604,4,0.5223429904210167,0.0,0.0,,,,,,,,
5,20260302,,600714.SH,金瑞矿业,19.76,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,18.19991658923238,19.104715794408516,19.76,20.43776019501308,21.45381260873508,5,0.5088698643880643,0.0,0.0,,,,,,,,
6,20260302,,301302.SZ,华如科技,29.72,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,27.373558756679465,28.7344207191205,29.72,30.73938426092048,32.26757645402867,6,0.5060736251594722,0.0,0.0,,,,,,,,
7,20260302,,601975.SH,招商南油,4.52,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,4.163138814945867,4.370107054186563,4.52,4.67503421464874,4.907451062321991,7,0.4971140800833189,0.0,0.0,,,,,,,,
8,20260302,,600498.SH,烽火通信,56.71,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,52.23265535300446,54.829374124539825,56.71,58.65513060016152,61.57113932395579,8,0.4881976383864154,0.0,0.0,,,,,,,,
9,20260302,,603619.SH,中曼石油,39.99,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,36.832725931346296,38.66384537542493,39.99,41.36164120438123,43.41791327041072,9,0.4861607278434753,0.0,0.0,,,,,,,,
10,20260302,,601872.SH,招商轮船,17.86,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.449924609498495,17.267723891100005,17.86,18.47259094549259,19.39094601174132,10,0.4859316275603164,0.0,0.0,,,,,,,,
11,20260302,,600871.SH,石化油服,3.53,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,3.251300888663476,3.412937588778444,3.53,3.651077605688065,3.8325889933620862,11,0.4579664021650628,0.0,0.0,,,,,,,,
12,20260302,,002843.SZ,泰嘉股份,27.8,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,25.60514580873786,26.878092058935056,27.8,28.753529019299776,30.1829954718034,12,0.4535692307733335,0.0,0.0,,,,,,,,
13,20260302,,002413.SZ,雷科防务,16.36,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,15.068351993919114,15.817467125330126,16.36,16.921141537976414,17.762367119377828,13,0.4365582711638484,0.0,0.0,,,,,,,,
14,20260302,,600108.SH,亚盛集团,4.37,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,4.02498155338793,4.225081377609576,4.37,4.519889273897124,4.744593173085643,14,0.4340831628717648,0.0,0.0,,,,,,,,
15,20260302,,000960.SZ,锡业股份,48.8,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,44.94716242684919,47.18168677971333,48.8,50.47382072452622,52.9830999648923,15,0.4290947546100492,0.0,0.0,,,,,,,,
16,20260302,,300139.SZ,晓程科技,79.78,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,73.48124218061534,77.13432318208054,79.78,82.5164224877603,86.61868268850631,16,0.4250306398104031,0.0,0.0,,,,,,,,
17,20260302,,600259.SH,中稀有色,112.29,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,103.42452600227246,108.566221485533,112.29,116.14150264666087,121.91541588233108,17,0.4245173165612186,0.0,0.0,,,,,,,,
18,20260302,,300164.SZ,通源石油,18.08,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,16.65255525978347,17.48042821674625,18.08,18.70013685859496,19.629804249287965,18,0.4116571655805195,0.0,0.0,,,,,,,,
19,20260302,,600938.SH,中国海油,39.46,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,36.34457027384158,38.15142131818624,39.46,40.81346241372551,42.84248206177562,19,0.3879625049326849,0.0,0.0,,,,,,,,
20,20260302,,002980.SZ,华盛昌,31.87,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,29.353812839009915,30.813122083390656,31.87,32.96312841169367,34.60187286641634,20,0.3607675837466646,0.0,0.0,,,,,,,,
21,20260302,,301158.SZ,德石股份,31.2,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,28.736710404051124,30.165340728013444,31.2,32.27014767633644,33.87444096116065,21,0.3361436984441895,0.0,0.0,,,,,,,,
22,20260302,,002842.SZ,翔鹭钨业,45.72,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,42.11033332285953,44.20382622066585,45.72,47.28817794109301,49.63908463923926,22,0.3301978054469404,0.0,0.0,,,,,,,,
23,20260302,,600367.SH,红星发展,23.55,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,21.690690064596282,22.76903122258707,23.55,24.35775569800395,25.56868861010684,23,0.3244062486288036,0.0,0.0,,,,,,,,
24,20260302,,002490.SZ,山东墨龙,9.68,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,8.915748612538938,9.35899032843494,9.68,10.012020176504382,10.509762452052406,24,0.283738344037176,0.0,0.0,,,,,,,,
25,20260302,,000554.SZ,泰山石油,9.86,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,9.081537326408464,9.533021140327325,9.86,10.198194105406323,10.705191919136025,25,0.2832962007404437,0.0,0.0,,,,,,,,
26,20260302,,000096.SZ,广聚能源,12.06,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,11.107843829258224,11.660064396789814,12.06,12.473653236430048,13.093774294602483,26,0.2522247063379397,0.0,0.0,,,,,,,,
27,20260302,,600988.SH,赤峰黄金,43.91,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,40.443235700060406,42.453849723303534,43.91,45.416095656023494,47.67393277578731,27,0.2497854815118595,0.0,0.0,,,,,,,,
28,20260302,,603011.SH,合锻智能,28.28,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,26.047249045723262,27.34217422398142,28.28,29.249992829704954,30.70414071735972,28,0.2413590205066559,0.0,0.0,,,,,,,,
29,20260302,,002629.SZ,仁智股份,7.37,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,6.788126784546692,7.12559490914933,7.37,7.6227880889294735,8.001750957812629,29,0.2331556768436546,0.0,0.0,,,,,,,,
30,20260302,,300157.SZ,新锦动力,8.39,-0.08224268125668407,-0.033724487511171124,0.0,0.033724487511171124,0.08224268125668495,7.727596163140671,8.111769509872847,8.39,8.677773686040473,9.109184604619804,30,0.2289380952659873,0.0,0.0,,,,,,,,
