rank,trade_date,base_date,buy_date,target_date,ts_code,name,晋阶,sector,close_T,premium_limit_regime,rank_group,is_top10,is_top20,榜单分组,T日建议买入方式,T日可接受买入价,T+1建议买入方式,T+1可接受买入价,T+1卖出计划,T+2卖出计划,t_buy_method,t_max_buy_price,t1_buy_method,t1_max_buy_price,t1_sell_plan,t2_sell_plan,t_limitup_prob,T日涨停概率,t_limitup_strength,T日涨停强度,t1_continue_up_rate,T+1延续上涨率,limitup_continuation_score,涨停接力评分,t_limitup_prob_rule,t_limitup_strength_rule,t1_continue_up_rate_rule,limitup_continuation_score_rule,t_up_prob_model,t_high_profit_prob_model,t_limitup_prob_model,t_touch_limitup_prob_model,t1_up_prob_model,t1_high_profit_prob_model,t1_accept_prob_model,t1_fail_prob_model,t1_big_drawdown_prob_model,t_close_ret_pred,t_intraday_ret_pred,t1_close_ret_pred,t1_high_ret_pred,limitup_model_score,limitup_model_src,model_can_rank,model_rank_mode,model_quality_flag,t_limitup_prob_raw_before_calibration,t_limitup_prob_calibrated,limitup_calibration_src,t1_continue_up_rate_raw_before_calibration,t1_continue_up_rate_calibrated,t1_calibration_src,limitup_alpha_score,t1_alpha_score,strength_alpha_score,execution_alpha_score,premium_adaptive_score,自适应排序评分,rank_adaptive_score,adaptive_weight_limitup,adaptive_weight_t1,adaptive_weight_strength,adaptive_weight_execution,t_up_prob_model_blend,t_high_profit_prob_model_blend,t_touch_limitup_prob_blend,t1_accept_prob_blend,t1_fail_prob_blend,t1_big_drawdown_prob_blend,eret_plus_score,market_score,intraday_attack_edge,intraday_execution_edge,intraday_risk_penalty,intraday_hard_risk_flag,execution_safety_score,execution_score,risk_penalty_score,t1_close_ret_pred_score,t1_high_ret_pred_score,t_up_attack_score,t1_accept_score,premium_final_score,premium_final_score_raw,premium_rank_score,premium_rank_score_raw,premium_eligible,premium_force_excluded,premium_bucket,premium_exclude_reason,premium_rank_mode,rank_premium_final,rank_premium_score,mkt_stock_count,mkt_up_ratio,mkt_avg_ret,mkt_median_ret,mkt_strong_count,mkt_strong_ratio,mkt_touch_strong_count,mkt_touch_strong_ratio,mkt_amount_sum,mkt_emotion_score,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,float_mv,total_mv,pe_ttm,pb,returns_1d,volatility_5d,volatility_10d,volatility_20d,max_drawdown_20d,tail_risk_score,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,open_times,fd_amount,seal_amount,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,auction_strength_score,auction_amount,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,factor_intraday_available,factor_auction_available,factor_intraday_quality,factor_intraday_confidence,factor_intraday_soft_risk,factor_intraday_risk,factor_intraday_hard_risk,factor_late_withdraw,factor_reseal,factor_open_board_count,factor_auction_strength,factor_intraday_attack_edge,factor_intraday_execution_edge,factor_intraday_risk_penalty,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,eret_plus_conf_score,eret_plus_src,r_p05,r_p25,r_p50,r_p75,r_p95,close_T2_p05,close_T2_p25,close_T2_p50,close_T2_p75,close_T2_p95,t1_up_rate,T+1上涨率,rank_limitup_continuation,rank_eret_plus,rank_r_p50,p_premium,e_premium,score_ev,risk_flags,confidence,data_quality,dec_rank,dec_weight,dec_can_buy,dec_p_fill,dec_reason
1,20260806,20260806,20260807,20260810,002425.SZ,凯撒文化,3→4,游戏Ⅱ,3.82,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤3.84,只观察不追,≤3.84,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤3.84,只观察不追,≤3.84,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.262523,0.262523,80.2507,80.2507,0.466499,0.466499,86.3381,86.3381,0.99,80.2507,0.758184,86.3381,0.7218248522592452,0.990809720145835,0.5689526350864433,0.8088339230661783,0.4913770063551602,0.6698096542639055,0.46690660441640314,0.6073453176094104,0.43565528591807673,0.0771642845554698,0.10355417389620676,0.036548716618853144,0.06798357373529315,0.6177008287827623,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.758184,0.466499,validated_platt_v1,31.6521,47.4874,86.991,81.0109,50.1616,50.1616,3,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.503827,0.485275,0.154557,60.498,40.8895,66.83,62.13,0.0,0.0,82.1509,82.1509,0.121352,50.0,50.0,42.3886,52.4045,41.2821,0.412821,43.502,0.43502,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,1,1,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.9629,14.8622,2.19,,,365446.03,,,10.0865,0.0453975567082311,0.0447687799812566,0.0453067974303762,-0.1054545454545454,0.1732161655850144,,,0.0,,,0.0,3.0,81872092.0,81872092.0,,,,,,,,,,,,,,,,,0.0,1.0,25425920.0,3.82,3.12,1.0,0.0,1.389968698827122,0,1.0,0.765,0.0,0.0,0.0,0,0.0,0.5,0.0,1.0,0.6683,0.6213,0.0,0.0,0.052543841438909826,0.052543841438909826,up,high,0.940171,ehx:coldstart_v1,-0.10485404233536452,-0.01278575820892567,0.05120994028065782,0.11520563877024131,0.2072739228966818,3.4397416963067498,3.771469315570466,4.020717474296635,4.286437898718273,4.699820636378584,0.7053093541362921,0.7053093541362921,3,1,1,0.2735191075994622,0.0,0.339068,,,,2,,,0.7400759729476267,
2,20260806,20260806,20260807,20260810,002428.SZ,云南锗业,3→4,小金属,90.98,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤91.43,只观察不追,≤91.43,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤91.43,只观察不追,≤91.43,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.262523,0.262523,76.9754,76.9754,0.468206,0.468206,85.8573,85.8573,0.99,76.9754,0.765285,85.8573,0.8250587655667198,0.9781839222047072,0.0857560015517947,0.4638167722967313,0.21538752108672737,0.39185680782971055,0.26610708815847367,0.5582576644779396,0.7462817133251828,0.04835922876343406,0.09702386425405077,-0.04379875120683629,0.02229524962634478,0.3763929653288057,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.765285,0.468206,validated_platt_v1,31.3246,47.6154,84.4461,82.9702,49.6388,49.6388,5,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.503868,0.485658,0.152961,60.0813,40.8895,63.1473,59.6655,0.0,0.0,82.8907,82.8907,0.12107,50.0,50.0,41.5163,52.3063,41.0049,0.410049,43.1634,0.431634,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,2,2,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.9683,14.9619,1.47,,,5942085.76,,,9.9988,0.0306654713038979,0.0730096823182921,0.0734489906367759,-0.3836026331538001,0.4822694878562172,,,0.0,,,0.0,5.0,584931436.0,584931436.0,,,,,,,,,,,,,,,,,0.0,0.906293072179906,603544600.0,90.98,74.44,1.0,0.0,2.166666666666667,0,1.0,0.750944,0.0,0.0,0.0,0,0.0,0.5,0.0,0.906293072179906,0.6314731859847661,0.5966550944359812,0.0,0.0,0.05005890105564882,0.05005890105564882,up,high,0.951576,ehx:coldstart_v1,-0.0804688933300238,-0.004180796792740665,0.048846258839571645,0.10187331447188396,0.17816141100916846,83.94575436031339,90.60042512339405,95.53435881804295,100.73698553118524,108.72275535937561,0.7328025406243922,0.7328025406243922,4,2,2,0.2907559865583378,0.0,0.340048,,,,1,,,0.7640780372134609,
3,20260806,20260806,20260807,20260810,001267.SZ,汇绿生态,3→4,通信设备,38.81,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤39.00,只观察不追,≤39.00,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,只观察不追,≤39.00,只观察不追,≤39.00,观察池：t_attack<0.55；若竞价弱于预期不追,观察池：t_attack<0.55；若竞价弱于预期不追,0.238163,0.238163,87.2626,87.2626,0.465935,0.465935,88.2956,88.2956,0.973971,87.2626,0.755807,88.2956,0.5565110283539838,0.9592458040489165,0.5054566800520724,0.618504728960983,0.4727725258651597,0.6479945617360304,0.5821289407652567,0.3572121029624543,0.40421289077244377,0.0776411165421015,0.08882327427283296,0.0157600729934764,0.049041823013025676,0.5634481245640652,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.973971,0.238163,validated_platt_v1,0.755807,0.465935,validated_platt_v1,30.1609,47.4451,92.3576,91.6296,51.482,51.482,1,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.238163,0.238163,0.238163,0.499623,0.491642,0.158589,58.5406,40.8895,59.5454,75.5404,0.117393,0.0,90.3241,90.3241,0.144516,50.0,50.0,40.6191,53.5761,39.2708,0.392708,42.3236,0.423236,0,0,WATCH,t_attack<0.55,professional_score_rule_guarded,3,3,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,12.2078,19.2,2.31,,,3046598.5835,,,10.0057,0.0490157901466688,0.0800998067705471,0.0712510263066606,-0.3752016593685181,0.4802746975689924,8.0,1.0,1.0,1.0,8.0,0.0,3.0,82715753.0,82715753.0,13:04:00,15:00:00,2.0,,2.7828,0.0,,0.083622,0.0,4.0,,,,,,,0.0,0.5401360544217695,38302376.0,38.81,31.75,1.0,0.0,1.641411023428052,1,1.0,0.6698,1.0,0.139393,0.1393934,0,0.12,0.483033,0.0,0.5401360544217695,0.5954542195918371,0.7554039108843538,0.11739341,0.0,0.038619027952281934,0.038619027952281934,up,high,0.926027,ehx:coldstart_v1,-0.121676700902025,-0.027540861465758487,0.037891973030797374,0.10332480752735324,0.19746064696362142,34.36371614432557,37.75572364417065,40.308804474828065,43.034527254804246,47.28242170799745,0.6519517422719847,0.6519517422719847,1,5,5,0.2107641911527242,0.0,0.349808,,,,14,,,0.9110564062218184,
4,20260806,20260806,20260807,20260810,603738.SH,泰晶科技,1→2,元件,36.47,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤36.65,只观察不追,≤36.65,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤36.65,只观察不追,≤36.65,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.262523,0.262523,82.0623,82.0623,0.471599,0.471599,87.5726,87.5726,0.99,82.0623,0.778958,87.5726,0.47941016960370914,0.9078723232946759,0.5203852615408903,0.6154949714521378,0.5185680877504928,0.6289322863335606,0.603351576180402,0.38528755572903894,0.4238547207096195,0.0725824751936146,0.08076696266662987,0.009252043134983018,0.03937366327765753,0.5597627406462178,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.778958,0.471599,validated_platt_v1,31.8333,47.8699,88.6577,84.1588,50.9714,50.9714,2,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.504038,0.486286,0.153499,59.2967,40.8895,49.8385,50.7591,0.0,0.0,81.9258,81.9258,0.135301,50.0,50.0,38.6829,50.1123,37.7104,0.377104,41.0257,0.410257,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,4,4,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,15.841,22.0457,1.68,,,1407331.7125,,,10.0151,0.0526087367678691,0.0678076510052881,0.0683336888382181,-0.4159330040798797,0.5109674142540411,6.0,4.0,1.0,4.0,6.0,0.0,0.0,189266316.0,189266316.0,,,,,,,,,,,,,,,,,0.0,0.567647058823529,36240360.0,36.47,29.84,1.0,0.0,2.573570087623056,0,1.0,0.700147,0.0,0.0,0.0,0,0.0,0.5,0.0,0.567647058823529,0.4983852811764704,0.5075911517647057,0.0,0.0,0.04252888848942718,0.04252888848942718,up,high,0.949245,ehx:coldstart_v1,-0.08858488847215559,-0.011754566061072218,0.04164938508810797,0.09505333623728815,0.17188365864837293,33.37827089785593,36.04382065944131,38.02102856320941,40.106697529739435,43.30957159009836,0.7005663374584992,0.7005663374584992,2,3,3,0.2505968780549686,0.0,0.332458,,,,4,,,0.7836196011714308,
5,20260806,20260806,20260807,20260810,601700.SH,风范股份,4→5,电网设备,7.16,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤7.20,只观察不追,≤7.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤7.20,只观察不追,≤7.20,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.212228,0.212228,70.1753,70.1753,0.442825,0.442825,79.1149,79.1149,0.924684,70.1753,0.645157,79.1149,0.6473841023939834,0.9793666891501887,0.6083031403716305,0.7446489850088834,0.4012800263118557,0.5699133749587153,0.3704590224836136,0.5492976375587217,0.42583043214729127,0.06983652328972112,0.10148556015615132,-0.00574583060183367,0.014155195404564625,0.5552264219738345,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.924684,0.212228,validated_platt_v1,0.645157,0.442825,validated_platt_v1,26.118,45.7119,77.4675,89.681,45.6127,45.6127,8,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.212228,0.212228,0.212228,0.484826,0.508511,0.161618,57.0642,40.8895,66.5855,61.9664,0.0,0.0,86.9182,86.9182,0.129088,50.0,50.0,38.0065,51.3947,38.6304,0.386304,40.376,0.40376,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,5,5,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,15.8451,32.1543,2.84,,,815350.2268,,,9.9846,0.0325094517331982,0.0514821927560506,0.0473311314147262,-0.0322580645161291,0.0887100886442807,,,0.0,,,0.0,5.0,64873896.0,64873896.0,,,,,,,,,,,,,,,,,0.0,0.993778801843318,99347460.0,7.16,5.86,1.0,0.0,1.277575214245566,0,1.0,0.764067,0.0,0.0,0.0,0,0.0,0.5,0.0,0.993778801843318,0.6658551086635944,0.6196639003686636,0.0,0.0,0.03128979168261073,0.03128979168261073,up,high,0.939569,ehx:coldstart_v1,-0.11883732730004058,-0.030554336800971724,0.030810243796384768,0.09217482439374126,0.18045781489281174,6.357737999745651,6.944539339297288,7.384034908447493,7.851344612685054,8.576001642620781,0.6325637757742213,0.6325637757742213,9,9,9,0.2004498055520309,0.0,0.264952,,,,17,,,0.8737864351939821,
6,20260806,20260806,20260807,20260810,002649.SZ,博彦科技,2→3,IT服务Ⅱ,11.29,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤11.35,只观察不追,≤11.35,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤11.35,只观察不追,≤11.35,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,77.2362,77.2362,0.452873,0.452873,83.3873,83.3873,0.99,77.2362,0.696293,83.3873,0.763852751327415,0.9824191209189037,0.6355191082151381,0.643788114533401,0.5993145695657418,0.7650345504074266,0.4533457743005631,0.4000410156757324,0.3465565228819397,0.0750738338654959,0.10097761630783228,0.03669431754880281,0.04848047005681527,0.63657106469936,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.696293,0.452873,validated_platt_v1,31.3507,46.4655,83.4432,73.3302,48.3655,48.3655,6,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.492231,0.499671,0.158882,58.192,40.8895,57.1659,55.6627,0.0,0.0,76.7325,76.7325,0.130895,50.0,50.0,39.7162,50.0433,37.6967,0.376967,40.3639,0.403639,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,6,6,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,10.4697,10.4697,3.28,,,667729.6634,,,10.039,0.040932288180047,0.0421037471475807,0.0364979377971655,-0.0497737556561085,0.100276802130367,,,0.0,,,0.0,1.0,113513306.0,113513306.0,,,,,,,,,,,,,,,,,0.0,0.7540935672514613,50844948.0,11.29,9.23,1.0,0.0,1.6940625841145591,0,1.0,0.728114,0.0,0.0,0.0,0,0.0,0.5,0.0,0.7540935672514613,0.5716587642105261,0.5566265934502923,0.0,0.0,0.03706767584214068,0.03706767584214068,up,high,0.940129,ehx:coldstart_v1,-0.12413406418477618,-0.029430361787381988,0.0363971882965071,0.1022247383803962,0.1969284407777921,9.972021423025007,10.96257299597744,11.708494060257767,12.505169471564221,13.747346434952386,0.6454023412431973,0.6454023412431973,6,6,6,0.2399076907305572,0.0,0.301337,,,,5,,,0.6219339935301991,
7,20260806,20260806,20260807,20260810,002975.SZ,博杰股份,3→4,自动化设,93.07,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤93.54,只观察不追,≤93.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤93.54,只观察不追,≤93.54,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.217705,0.217705,72.8945,72.8945,0.443578,0.443578,80.5047,80.5047,0.939962,72.8945,0.649133,80.5047,0.8126619915437295,0.9810067200740368,0.08150858532397343,0.6365952997383687,0.25467974057485404,0.4946821425125449,0.32658787503144526,0.39557686935765346,0.7116827804191577,0.07573632500076788,0.09898990412019812,-0.030415417730787413,0.04782855507389772,0.4330341904328504,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.939962,0.217705,validated_platt_v1,0.649133,0.443578,validated_platt_v1,26.8829,45.7684,79.6787,89.6785,46.5248,46.5248,7,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.217705,0.217705,0.217705,0.482183,0.512805,0.162822,55.5499,40.8895,53.4642,53.1855,0.0,0.0,85.341,85.341,0.128126,50.0,50.0,36.8018,50.6139,37.6314,0.376314,39.8547,0.398547,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,7,7,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,11.4568,13.9296,1.78,,,1937072.4249,,,9.9988,0.0570588123744351,0.0756373312409494,0.0761530177170173,-0.4431416639897204,0.5546570807186555,,,0.0,,,0.0,3.0,142846628.0,142846628.0,,,,,,,,,,,,,,,,,0.0,0.6599042666351493,33075189.0,93.07,76.15,1.0,0.0,1.4942108924369726,0,1.0,0.713986,0.0,0.0,0.0,0,0.0,0.5,0.0,0.6599042666351493,0.5346424559886538,0.5318549733270298,0.0,0.0,0.023441664056295823,0.023441664056295823,up,high,0.940127,ehx:coldstart_v1,-0.11701628282808763,-0.034314213126223826,0.023171127969485235,0.0806564690651943,0.16335853876705958,82.79234582320923,89.93054813805774,95.25171567371945,100.88773533170017,109.58608852756646,0.6071400044652833,0.6071400044652833,8,13,13,0.2334938200001924,0.0,0.297136,,,,6,,,0.8734471706047161,
8,20260806,20260806,20260807,20260810,600330.SH,天通股份,1→2,电子化学,21.65,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤21.76,只观察不追,≤21.76,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,只观察不追,≤21.76,只观察不追,≤21.76,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50；若竞价弱于预期不追,0.262523,0.262523,78.1638,78.1638,0.45328,0.45328,84.7257,84.7257,0.99,78.1638,0.698269,84.7257,0.5319952883632578,0.9759128249893758,0.6263501267474619,0.6749393339229762,0.5438756510471312,0.7416899701879497,0.538326760130652,0.3980046004741323,0.3965233640528265,0.06746339096261782,0.08609980813527911,0.026134815761126223,0.05390882741838119,0.6041370071466475,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.99,0.262523,validated_platt_v1,0.698269,0.45328,validated_platt_v1,31.4434,46.496,84.5794,85.8547,49.8772,49.8772,4,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.262523,0.262523,0.262523,0.489647,0.503784,0.159226,56.7953,40.8895,42.8187,46.0614,0.0,0.0,81.992,81.992,0.139711,50.0,50.0,37.1414,48.8419,35.8687,0.358687,39.3709,0.393709,0,0,WATCH,t_attack<0.55;t1_accept<0.52;t1_high_profit<0.50,professional_score_rule_guarded,8,8,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,13.0474,16.0874,1.61,,,2670385.476,,,10.0102,0.0463478093611599,0.0664528243264782,0.0708917051337258,-0.3142259414225941,0.421694752167977,3.0,9.0,1.0,9.0,3.0,0.0,0.0,165612735.0,165612735.0,,,,,,,,,,,,,,,,,0.0,0.3890243902439026,18163152.0,21.65,17.71,1.0,0.0,2.533131876331571,0,1.0,0.673354,0.0,0.0,0.0,0,0.0,0.5,0.0,0.3890243902439026,0.42818666048780496,0.46061355804878046,0.0,0.0,0.03083212113034647,0.03083212113034647,up,high,0.946063,ehx:coldstart_v1,-0.10175912874030019,-0.023813103683416516,0.030366360671012612,0.08454582502544174,0.1624918500823268,19.555299536020666,21.140536335431495,22.317515422472,23.56002169147945,25.469898515992227,0.6472981502608788,0.6472981502608788,5,10,10,0.265134946984285,0.0,0.309548,,,,3,,,0.8114229348674638,
9,20260806,20260806,20260807,20260810,002792.SZ,通宇通讯,1→2,通信设备,33.81,MAIN_BOARD_10PCT,TOP10,1,1,TOP10,只观察不追,≤33.98,只观察不追,≤33.98,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,只观察不追,≤33.98,只观察不追,≤33.98,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,观察池：t_attack<0.55;t1_accept<0.52；若竞价弱于预期不追,0.226584,0.226584,71.9243,71.9243,0.467072,0.467072,82.1399,82.1399,0.958347,71.9243,0.760587,82.1399,0.5778110985493176,0.9080808756749074,0.5361225611858002,0.6317008782437679,0.5749153151462955,0.6584774623533659,0.6438159648129467,0.32038742119712293,0.40428994208009883,0.07176673352319075,0.08341808984458186,0.007624590001144052,0.04472361884511702,0.603018381083866,limitup_probability_engine:shadow_gate_failed,False,disabled_validation_not_pass:days=16;samples=480;t1_accept_auc=0.49488864549105516;t1_accept_brier=0.2700313117103626;t1_ret_spearman_ic=-0.05027410609663284,degraded,0.958347,0.226584,validated_platt_v1,0.760587,0.467072,validated_platt_v1,27.585,47.5304,79.6763,70.421,45.273,45.273,10,0.5678050404884247,0.12222735047346524,0.21310273121370063,0.09686487782440939,0.226584,0.226584,0.226584,0.501063,0.489708,0.151166,58.9695,40.8895,60.0963,57.6238,0.0,0.0,75.7458,75.7458,0.135404,50.0,50.0,36.7547,50.073,36.4245,0.364245,38.6366,0.386366,0,0,WATCH,t_attack<0.55;t1_accept<0.52,professional_score_rule_guarded,9,9,5531.0,0.503344783945037,0.005288637512039221,0.0005302226935313126,114.0,0.02061110106671488,195.0,0.035255830772012296,2545884385.4083,0.40889490604403134,6.9425,8.4746,0.8,,,1771089.516,,,9.987,0.0195038477283774,0.0601950948103609,0.0621260485274694,-0.3444767441860464,0.4338313757090845,8.0,1.0,1.0,1.0,8.0,0.0,0.0,362430656.0,362430656.0,,,,,,,,,,,,,,,,,0.0,0.8286597267404037,89281760.0,33.81,27.67,1.0,0.0,2.869612203574574,0,1.0,0.739299,0.0,0.0,0.0,0,0.0,0.5,0.0,0.8286597267404037,0.6009632816265453,0.5762375253480807,0.0,0.0,0.04127118194114974,0.04127118194114974,up,high,0.971646,ehx:coldstart_v1,-0.06592248508847304,-0.0031737384525558354,0.04044225709262743,0.0840582526378107,0.14680699927372903,31.65303800904831,33.70286600049262,35.205378661430274,36.77487507076028,39.1563895490977,0.7341490607175811,0.7341490607175811,7,4,4,0.2334537946250705,0.0,0.314367,,,,7,,,0.5602066160461672,
