rank,trade_date,target_date,ts_code,name,close_T,close_T2_actual,r_actual,r_p50,eret_pred_raw,eret_plus_value,eret_plus_delta,eret_plus_direction,eret_plus_conf,in_p10,in_p50,err_r_p50,err_close_p50,actual_ret,raw_abs_err,plus_abs_err,improve_flag,hit_up
1,20260320,20260324,603687.SH,大胜达,13.39,14.75,0.09673492308274774,0.01858949687382436,0.0,0.018763357225345726,0.018763357225345726,up,high,True,False,0.07814542620892338,1.1087586467526194,0.10156833457804337,0.10156833457804337,0.08280497735269765,1,是
2,20260320,20260324,000020.SZ,深华发Ａ,23.33,18.95,-0.20793615450490321,0.0179378597990755,0.0,0.018099709503595882,0.018099709503595882,up,high,False,False,-0.22587401430397872,-4.802266222718892,-0.18774110587226744,0.18774110587226744,0.20584081537586332,0,否
3,20260320,20260324,603165.SH,荣晟环保,14.96,15.32,0.023779191766113934,0.005830994933705465,0.0,0.005848028275680635,0.005848028275680635,up,high,True,True,0.017948196832408468,0.2725134969958187,0.024064171122994527,0.024064171122994527,0.01821614284731389,1,是
4,20260320,20260324,002428.SZ,云南锗业,43.46,44.66,0.02723727158372815,0.005372628081902326,0.0,0.005387086529846296,0.005387086529846296,up,high,True,True,0.021864643501825824,0.9658772194128815,0.027611596870685595,0.027611596870685595,0.022224510340839297,1,是
5,20260320,20260324,600683.SH,京投发展,10.86,10.88,0.0018399269220072951,0.00121335140072786,0.0,0.0012140878093493772,0.0012140878093493772,flat,high,True,True,0.0006265755212794351,0.006815006390466394,0.0018416206261511192,0.0018416206261511192,0.000627532816801742,1,是
6,20260320,20260324,002150.SZ,正泰电源,34.88,37.04,0.060084810737199665,0.0011699758776854935,0.0,0.0011706605664597567,0.0011706605664597567,flat,high,True,False,0.058914834859514174,2.1191673594418816,0.06192660550458706,0.06192660550458706,0.060755944938127304,1,是
7,20260320,20260324,603778.SH,国晟科技,24.21,24.71,0.020442249050551527,0.00045416720081878484,0.0,0.0004542703503570559,0.0004542703503570559,flat,high,True,True,0.019988081849732744,0.48900211481785405,0.020652622883106098,0.020652622883106098,0.020198352532749042,1,是
8,20260320,20260324,603026.SH,石大胜华,75.41,78.4,0.038884035141806716,-0.00015801836510063826,0.0,-0.00015800588085637234,-0.00015800588085637234,flat,high,True,False,0.03904205350690736,3.001915223475393,0.03964991380453542,0.03964991380453542,0.03980791968539179,0,是
9,20260320,20260324,600617.SH,国新能源,3.99,4.24,0.06077203834209425,-0.000497224435832055,0.0,-0.0004971008402480244,-0.0004971008402480244,flat,high,True,False,0.061269262777926305,0.25198343235258935,0.06265664160400997,0.06265664160400997,0.06315374244425799,0,是
10,20260320,20260324,301658.SZ,首航新能,60.35,59.88,-0.007818387992112852,-0.001489573238355876,0.0,-0.001488464374785833,-0.001488464374785833,flat,high,True,True,-0.0063288147537569756,-0.3801711749816761,-0.007787903893951897,0.007787903893951897,0.006299439519166065,1,否
11,20260320,20260324,600310.SH,广西能源,4.88,5.17,0.05772746865528189,-0.001653084569979659,0.0,-0.0016517189782650852,-0.0016517189782650852,flat,high,True,False,0.05938055322526155,0.29806038861393347,0.05942622950819665,0.05942622950819665,0.06107794848646173,0,是
