ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000004.SZ,20260702,1min,241,1,09:53:00,15:00:00,13,12,7.3171,12,17.8333,47.1667,0.0,0.148813,0.0,15,48.0,0.0,13.0,75.2083,high_open_board_risk
000506.SZ,20260702,1min,241,1,10:36:00,15:00:00,1,0,1.2688,0,,0.0,57.387,0.046827,0.0,31,0.0,57.0,67.8661,10.2,neutral_limitup
000520.SZ,20260702,1min,241,1,09:31:00,15:00:00,1,0,1.5521,0,,0.0,55.6874,0.016727,0.0,31,0.0,70.0,73.2062,8.25,neutral_limitup
000536.SZ,20260702,1min,241,1,09:52:00,15:00:00,1,0,1.2315,0,,0.0,57.6108,0.024582,0.0,31,0.0,70.0,73.7833,8.25,neutral_limitup
000566.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,1.4901,0,,0.0,56.0596,0.020304,0.0,31,0.0,70.0,73.3179,8.25,neutral_limitup
000572.SZ,20260702,1min,241,1,09:39:00,15:00:00,1,0,4.0964,0,,0.0,40.4217,0.05869,0.0,31,0.0,70.0,68.6265,8.25,neutral_limitup
000576.SZ,20260702,1min,241,1,10:09:00,15:00:00,1,0,1.3514,0,,0.0,56.8919,0.040124,0.0,31,0.0,57.0,67.7176,10.2,neutral_limitup
000592.SZ,20260702,1min,241,1,09:40:00,15:00:00,1,0,1.2887,0,,0.0,57.268,0.057618,0.0,31,0.0,70.0,73.6804,8.25,neutral_limitup
000595.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.009227,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000601.SZ,20260702,1min,241,1,09:31:00,15:00:00,1,0,4.2373,0,,0.0,39.5763,0.026214,0.0,31,0.0,70.0,68.3729,8.25,neutral_limitup
000656.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.010614,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000700.SZ,20260702,1min,241,1,10:10:00,15:00:00,2,1,2.4303,1,6.0,82.0,67.1179,0.048975,0.0,31,0.0,63.4,73.6654,17.69,neutral_limitup
000890.SZ,20260702,1min,241,1,09:36:00,15:00:00,1,0,2.5499,0,,0.0,49.7007,0.039005,0.0,31,0.0,70.0,71.4102,8.25,neutral_limitup
000892.SZ,20260702,1min,241,1,09:33:00,15:00:00,1,0,3.1579,0,,0.0,46.0526,0.070475,0.0,31,0.0,70.0,70.3158,8.25,neutral_limitup
000908.SZ,20260702,1min,241,1,09:33:00,15:00:00,1,0,2.4,0,,0.0,50.6,0.015867,0.0,31,0.0,70.0,71.68,8.25,neutral_limitup
000951.SZ,20260702,1min,241,1,13:06:00,15:00:00,1,0,0.7326,0,,0.0,60.6044,0.039258,0.0,31,0.0,45.0,63.4313,12.0,neutral_limitup
000955.SZ,20260702,1min,241,1,09:42:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.060895,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000972.SZ,20260702,1min,241,1,10:04:00,15:00:00,1,0,0.813,0,,0.0,60.122,0.019447,0.0,31,0.0,57.0,68.6866,10.2,neutral_limitup
001313.SZ,20260702,1min,241,1,13:02:00,15:00:00,1,0,0.3497,0,,0.0,62.9021,0.017014,0.0,31,0.0,45.0,64.1206,12.0,neutral_limitup
001317.SZ,20260702,1min,241,1,11:18:00,15:00:00,1,0,1.1583,0,,0.0,58.0502,0.007233,0.0,31,0.0,45.0,62.6651,12.0,neutral_limitup
001319.SZ,20260702,1min,241,1,10:46:00,15:00:00,1,0,1.5392,0,,0.0,55.7651,0.032264,0.0,31,0.0,57.0,67.3795,10.2,neutral_limitup
001378.SZ,20260702,1min,241,1,10:07:00,15:00:00,1,0,0.8362,0,,0.0,59.9828,0.032654,0.0,31,0.0,57.0,68.6448,10.2,neutral_limitup
002020.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.063946,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002029.SZ,20260702,1min,241,1,13:10:00,15:00:00,1,0,0.8149,0,,0.0,60.1106,0.017768,0.0,31,0.0,45.0,63.2832,12.0,neutral_limitup
002250.SZ,20260702,1min,241,1,09:42:00,15:00:00,1,0,1.0316,0,,0.0,58.8104,0.024699,0.0,31,0.0,70.0,74.1431,8.25,neutral_limitup
002258.SZ,20260702,1min,241,1,13:05:00,15:00:00,1,0,0.6508,0,,0.0,61.0954,0.07564,0.0,31,0.0,45.0,63.5786,12.0,neutral_limitup
002354.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,3.2882,0,,0.0,45.2708,0.058484,0.0,31,0.0,70.0,70.0812,8.25,neutral_limitup
002392.SZ,20260702,1min,241,1,10:27:00,15:00:00,1,0,0.9112,0,,0.0,59.533,0.071821,0.0,31,0.0,57.0,68.5099,10.2,neutral_limitup
002427.SZ,20260702,1min,241,1,09:40:00,15:00:00,1,0,0.9434,0,,0.0,59.3396,0.032889,0.0,31,0.0,70.0,74.3019,8.25,neutral_limitup
002458.SZ,20260702,1min,241,1,09:31:00,15:00:00,2,3,4.3571,3,2.3333,93.3333,35.5243,0.027138,0.0,31,0.0,58.6667,62.0573,30.9667,high_open_board_risk
002559.SZ,20260702,1min,241,1,09:37:00,15:00:00,1,0,2.9259,0,,0.0,47.4447,0.225717,0.0,31,8.2291,67.9427,67.7504,10.6159,neutral_limitup
002580.SZ,20260702,1min,241,1,11:26:00,15:00:00,1,0,2.8404,0,,0.0,47.9576,0.05356,0.0,31,0.0,45.0,59.6373,12.0,neutral_limitup
002584.SZ,20260702,1min,241,1,10:49:00,15:00:00,1,0,3.4545,0,,0.0,44.2727,0.026519,0.0,31,0.0,57.0,63.9318,10.2,neutral_limitup
002596.SZ,20260702,1min,241,1,09:47:00,15:00:00,1,0,2.7864,0,,0.0,48.2817,0.036459,0.0,31,0.0,70.0,70.9845,8.25,neutral_limitup
002652.SZ,20260702,1min,241,1,09:55:00,15:00:00,1,0,1.9523,0,,0.0,53.2863,0.026697,0.0,31,0.0,70.0,72.4859,8.25,neutral_limitup
002674.SZ,20260702,1min,241,1,13:32:00,15:00:00,4,4,2.2301,4,2.75,91.25,35.557,0.014899,0.0,31,0.0,23.25,46.1296,44.5,high_open_board_risk
002693.SZ,20260702,1min,241,1,13:47:00,15:00:00,2,1,1.3121,1,5.0,86.0,75.2275,0.076753,0.0,31,0.0,52.2,71.0582,18.37,neutral_limitup
002696.SZ,20260702,1min,241,1,14:15:00,15:00:00,2,2,1.9504,2,2.0,95.0,62.5479,0.07608,0.0,31,0.0,44.0,63.5644,25.05,neutral_limitup
002798.SZ,20260702,1min,241,1,09:47:00,15:00:00,1,0,1.6187,0,,0.0,55.2878,0.045167,0.0,31,0.0,70.0,73.0863,8.25,neutral_limitup
002808.SZ,20260702,1min,241,1,09:30:00,15:00:00,13,18,8.0,18,7.5556,75.7778,0.0,0.022067,0.0,29,12.0,0.0,22.0,59.0556,high_open_board_risk
002826.SZ,20260702,1min,241,1,09:32:00,15:00:00,1,0,2.9703,0,,0.0,47.1782,0.015166,0.0,31,0.0,70.0,70.6535,8.25,neutral_limitup
002842.SZ,20260702,1min,241,1,10:28:00,15:00:00,1,0,2.3321,0,,0.0,51.0076,0.084702,0.0,31,0.0,57.0,65.9523,10.2,neutral_limitup
002931.SZ,20260702,1min,241,1,09:57:00,15:00:00,1,0,2.7778,0,,0.0,48.3333,0.037476,0.0,31,0.0,70.0,71.0,8.25,neutral_limitup
002971.SZ,20260702,1min,241,1,09:41:00,15:00:00,1,2,2.3327,2,1.0,100.0,62.0037,0.05275,0.0,31,0.0,70.0,75.1011,19.9,healthy_limitup
002979.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.084074,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002995.SZ,20260702,1min,241,1,09:33:00,15:00:00,1,0,3.0996,0,,0.0,46.4024,0.026534,0.0,31,0.0,70.0,70.4207,8.25,neutral_limitup
002998.SZ,20260702,1min,241,1,09:30:00,15:00:00,1,1,2.2222,1,1.0,100.0,74.6667,0.084963,0.0,31,0.0,80.0,83.4,10.7,healthy_limitup
003030.SZ,20260702,1min,241,1,09:34:00,15:00:00,1,0,3.164,0,,0.0,46.016,0.016795,0.0,31,0.0,70.0,70.3048,8.25,neutral_limitup
300071.SZ,20260702,1min,241,1,09:33:00,15:00:00,2,1,10.2273,1,197.0,20.0,0.0,0.053202,0.0,31,0.0,64.0,53.8,33.1,weak_limitup
300163.SZ,20260702,1min,241,1,09:58:00,15:00:00,1,0,2.6275,0,,0.0,49.2349,0.02799,0.0,31,0.0,70.0,71.2705,8.25,neutral_limitup
300695.SZ,20260702,1min,241,1,14:24:00,15:00:00,1,0,0.3479,0,,0.0,62.9129,0.03643,0.0,31,0.0,45.0,64.1239,12.0,neutral_limitup
300740.SZ,20260702,1min,241,1,11:24:00,15:00:00,1,2,2.5595,2,1.0,100.0,60.643,0.00739,0.0,31,0.0,45.0,63.4429,23.65,neutral_limitup
301008.SZ,20260702,1min,241,1,10:10:00,15:00:00,2,1,4.322,1,19.0,46.0,43.1683,0.027627,0.0,31,0.0,56.2,63.2405,27.77,neutral_limitup
301019.SZ,20260702,1min,241,1,10:02:00,15:00:00,1,0,1.5792,0,,0.0,55.5248,0.01223,0.0,31,0.0,57.0,67.3075,10.2,neutral_limitup
301092.SZ,20260702,1min,241,1,09:36:00,15:00:00,1,1,1.5447,1,1.0,100.0,78.7316,0.093375,0.0,31,0.0,80.0,84.6195,10.7,healthy_limitup
600156.SH,20260702,1min,241,1,10:00:00,15:00:00,1,0,1.2592,0,,0.0,57.4449,0.027292,0.0,31,0.0,70.0,73.7335,8.25,neutral_limitup
600172.SH,20260702,1min,241,1,10:38:00,15:00:00,1,0,2.9395,0,,0.0,47.3627,0.069102,0.0,31,0.0,57.0,64.8588,10.2,neutral_limitup
600182.SH,20260702,1min,241,1,09:43:00,15:00:00,1,0,0.424,0,,0.0,62.4558,0.027128,0.0,31,0.0,70.0,75.2367,8.25,healthy_limitup
600449.SH,20260702,1min,241,1,11:11:00,15:00:00,2,1,1.2914,1,94.0,20.0,52.2518,0.036223,0.0,31,0.0,39.0,58.2255,36.85,neutral_limitup
600480.SH,20260702,1min,241,1,13:45:00,15:00:00,1,0,0.7576,0,,0.0,60.4545,0.051277,0.0,31,0.0,45.0,63.3864,12.0,neutral_limitup
600490.SH,20260702,1min,241,1,14:37:00,15:00:00,1,0,0.6211,0,,0.0,61.2733,0.226624,0.0,24,20.3924,14.9019,44.9897,21.6128,weak_limitup
600630.SH,20260702,1min,241,1,09:49:00,15:00:00,2,1,0.9355,1,5.0,86.0,77.4873,0.012428,0.0,31,0.0,77.2,82.9862,14.62,healthy_limitup
600641.SH,20260702,1min,241,1,09:30:00,15:00:00,2,2,6.7579,2,2.5,92.5,32.8277,0.043732,0.0,31,0.0,68.5,65.6733,22.0,neutral_limitup
600793.SH,20260702,1min,241,1,09:32:00,15:00:00,1,0,3.0241,0,,0.0,46.8557,0.043611,0.0,31,0.0,70.0,70.5567,8.25,neutral_limitup
600815.SH,20260702,1min,241,1,09:46:00,15:00:00,1,0,2.0761,0,,0.0,52.5433,0.043671,0.0,31,0.0,70.0,72.263,8.25,neutral_limitup
600988.SH,20260702,1min,241,1,10:35:00,15:00:00,1,0,1.1624,0,,0.0,58.0257,0.018343,0.0,31,0.0,57.0,68.0577,10.2,neutral_limitup
601678.SH,20260702,1min,241,1,09:51:00,15:00:00,1,0,0.9091,0,,0.0,59.5455,0.05222,0.0,31,0.0,70.0,74.3636,8.25,neutral_limitup
603135.SH,20260702,1min,241,1,13:02:00,15:00:00,1,0,0.9468,0,,0.0,59.319,0.012004,0.0,31,0.0,45.0,63.0457,12.0,neutral_limitup
603137.SH,20260702,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.060022,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
603261.SH,20260702,1min,241,1,10:26:00,15:00:00,2,1,1.0089,1,3.0,90.0,78.4467,0.023056,0.0,31,0.0,65.0,77.784,15.45,healthy_limitup
603273.SH,20260702,1min,241,1,09:44:00,15:00:00,1,0,0.2073,0,,0.0,63.756,0.013975,0.0,31,0.0,70.0,75.6268,8.25,healthy_limitup
603286.SH,20260702,1min,241,1,09:33:00,15:00:00,1,1,1.6029,1,1.0,100.0,78.3824,0.015897,0.0,31,0.0,80.0,84.5147,10.7,healthy_limitup
603337.SH,20260702,1min,241,1,10:17:00,15:00:00,1,0,0.4046,0,,0.0,62.5727,0.018949,0.0,31,0.0,57.0,69.4218,10.2,neutral_limitup
603338.SH,20260702,1min,241,1,13:01:00,15:00:00,1,0,2.4697,0,,0.0,50.182,0.041766,0.0,31,0.0,45.0,60.3046,12.0,neutral_limitup
603416.SH,20260702,1min,241,1,10:03:00,15:00:00,1,0,0.451,0,,0.0,62.2941,0.032524,0.0,31,0.0,57.0,69.3382,10.2,neutral_limitup
603505.SH,20260702,1min,241,1,11:29:00,15:00:00,1,1,0.492,1,91.0,20.0,57.048,0.138588,0.0,31,0.0,39.0,59.6644,36.85,neutral_limitup
603538.SH,20260702,1min,241,1,09:32:00,15:00:00,1,0,0.0254,0,,0.0,64.8477,0.033392,0.0,31,0.0,70.0,75.9543,8.25,healthy_limitup
603559.SH,20260702,1min,241,1,10:01:00,15:00:00,1,0,1.6648,0,,0.0,55.0111,0.001052,0.0,31,0.0,57.0,67.1533,10.2,neutral_limitup
603580.SH,20260702,1min,241,1,10:02:00,15:00:00,2,0,1.789,0,,0.0,54.2662,0.005026,0.0,31,0.0,57.0,66.9298,10.2,neutral_limitup
603608.SH,20260702,1min,241,1,11:11:00,15:00:00,1,0,0.4769,0,,0.0,62.1383,0.010145,0.0,31,0.0,45.0,63.8915,12.0,neutral_limitup
