ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000004.SZ,20260702,国华退,0.41,10.8108,7.52,3823929.0,1782158.0,2510516.8,4292674.8,728358.8,19.05,112.26,51778517.88,退市整理期
000010.SZ,20260702,*ST美丽,1.88,5.0279,3.33,87685390.0,12935566.0,12685470.0,25621036.0,-250096.0,-0.29,29.22,1641343337.96,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000016.SZ,20260702,*ST康佳A,2.54,4.9587,1.44,88453777.0,18734126.0,9842483.52,28576609.52,-8891642.48,-10.05,32.31,4655748441.92,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000021.SZ,20260702,深科技,56.03,-10.0064,11.19,9940689255.0,1186951211.47,910927356.24,2097878567.71,-276023855.23,-2.78,21.1,88199937147.4,日跌幅偏离值达到7%的前5只证券
000078.SZ,20260702,ST海王,1.42,5.1852,1.32,128962614.0,11698963.26,15800802.86,27499766.12,4101839.6,3.18,21.32,3727806299.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000520.SZ,20260702,凤凰航运,4.51,10.0,3.72,412857738.0,46768648.0,96942469.75,143711117.75,50173821.75,12.15,34.81,4564496382.05,连续三个交易日内，涨幅偏离值累计达到20%的证券
000536.SZ,20260702,华映科技,4.06,10.0271,5.85,1008732067.0,107278651.17,231576597.6,338855248.77,124297946.43,12.32,33.59,11218084564.96,连续三个交易日内，涨幅偏离值累计达到20%的证券
000601.SZ,20260702,韶能股份,7.08,9.9379,6.9,577297658.0,58778929.99,111466777.4,170245707.39,52687847.41,9.13,29.49,7431299149.92,连续三个交易日内，涨幅偏离值累计达到20%的证券
000632.SZ,20260702,ST三木,3.36,5.0,3.73,79588972.0,12915138.0,23023335.0,35938473.0,10108197.0,12.7,45.16,1564018196.16,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
000639.SZ,20260702,ST西王,1.22,5.1724,2.46,70938980.0,6415296.0,10224178.0,16639474.0,3808882.0,5.37,23.46,1316900661.84,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
