trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260702,000004.SZ,国华退,U,0.41,0.41,0.33,11,,130351,,,3/4,软件开发,7.52,3823929.0,51778517.88,54275915.62,
20260702,000506.SZ,招金黄金,U,12.61,12.61,10.31,0,92958398.0,103551,103551,1.0,1/1,贵金属,5.66,634527920.0,11710994778.21,11714913953.6,92958398.0
20260702,000520.SZ,凤凰航运,U,4.51,4.51,3.69,2,37478866.0,93012,93345,2.0,2/2,航运港口,3.72,168464283.0,4564496382.05,4564496386.56,37478866.0
20260702,000536.SZ,华映科技,U,4.06,4.06,3.32,0,72384586.0,95118,95118,2.0,2/2,光学光电,5.85,631924464.0,11218084564.96,11230093168.0,72384586.0
20260702,000566.SZ,海南海药,U,6.04,6.04,4.94,1,120544483.0,93000,101600,4.0,6/8,化学制药,9.53,745451408.0,7832283223.32,7836085324.8,120544483.0
20260702,000572.SZ,海马汽车,U,4.15,4.15,3.39,0,105559487.0,93836,93836,1.0,1/1,乘用车,2.71,180256301.0,6815350228.05,6825241192.8,105559487.0
20260702,000576.SZ,甘化科工,U,7.4,7.4,6.06,0,64438460.0,100821,100821,1.0,1/1,地面兵装,2.81,87336393.0,3210232931.4,3229494739.2,64438460.0
20260702,000592.SZ,平潭发展,U,7.76,7.76,6.35,0,118444829.0,93924,93924,1.0,1/1,林业Ⅱ,4.45,642012128.0,14861117404.24,14990619752.96,118444829.0
20260702,000595.SZ,宝塔实业,U,5.67,5.67,4.64,0,135255582.0,92500,92500,1.0,1/1,电力,0.13,8173305.0,6456181595.22,6456181606.56,135255582.0
20260702,000601.SZ,韶能股份,U,7.08,7.08,5.8,1,89712634.0,93109,93339,2.0,2/2,电力,6.9,506998064.0,7431299149.92,7535550762.24,89712634.0
20260702,000656.SZ,金科股份,U,1.18,1.18,0.96,0,224196261.0,92500,92500,1.0,1/1,房地产开发,0.08,7426764.0,8953071828.26,12494703344.64,224196261.0
