prediction_id,signal_date,expected_buy_date,expected_exit_date,ts_code,name,industry,stage,stage_transition,stage_focus,source_rank,d_close,estimated_up_limit,recommended_max_price,max_auction_change_pct,take_profit_pct,stop_loss_pct,take_profit_price,stop_loss_price,latest_exit_time,exit_policy_version,predicted_net_return,predicted_return_lcb,predicted_return_ucb,predicted_outcome_q10,predicted_outcome_q90,predicted_fill_probability,predicted_exit_probability,predicted_profit_probability,predicted_big_loss_probability,predicted_continuation_limit_up_probability,max_big_loss_probability,big_loss_threshold,min_return_lcb,conservative_ev,selection_score,risk_gate_pass,selected,action,price_action,entry_rule,exit_rule,guidance_only,broker_connected,order_type,market_order_allowed,mechanism_limit_pct,decision_universe_rule,decision_universe_reason,minute_available,model_ready,model_promoted,model_reason,model_version,generated_at_utc,source_snapshot_sha256,feature_contract,actual_buy_date,actual_buy_price,actual_exit_date,actual_exit_price,actual_gross_return,actual_net_return,truth_source,verification_status,actual_fill,actual_fill_reason,price_guidance_success,direction_success,trade_success,risk_prediction_success,forecast_error,correct_rejection,missed_opportunity,exit_reason
20260723-603221.SH-auction_v5_manual_guidance_4,20260723,20260724,20260727,603221.SH,爱丽家居,家居用品,3→4,3→4,1.0,6.0,12.73,14.01,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0740661447979453,-0.081644989903513,-0.0664872996923776,-0.1452884717034976,-0.014466126248618,0.0081458498438312,0.9983018867924528,0.1982966359806991,0.7438167127446493,0.2768855541537282,0.15,-0.03,0.0,-0.0007857939003963,0.0005986338703722,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,1.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,14.0,20260727,15.4,0.10000000000000009,0.09550000000000008,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.16956614479794538,0,1,fixed_open_0930
20260723-002412.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,002412.SZ,汉森制药,中药Ⅱ,2→3,2→3,1.0,41.0,7.38,8.12,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0581435781314897,-0.0657224232370574,-0.050564733025922,-0.1293659050370419,0.0014564404178376,0.0190670867569849,0.9983018867924528,0.2446819825330882,0.5681603815826995,0.2415371644288701,0.15,-0.03,0.0,-0.0014352424508127,-0.0002275566286684,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,8.12,20260727,7.09,-0.12684729064039402,-0.13134729064039402,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,1,,0,-0.07320371250890431,1,0,fixed_open_0930
20260723-000595.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,000595.SZ,新能股份,电力,2→3,2→3,1.0,74.0,5.52,6.07,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0653343251838235,-0.0729131702893912,-0.0577554800782558,-0.1365566520893757,-0.0057343066344961,0.0177171336110881,0.9983018867924528,0.2232332284108998,0.6270247390336519,0.2473061217220378,0.15,-0.03,0.0,-0.0014923136859688,-0.0002557830773586,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,6.07,20260727,5.58,-0.08072487644151571,-0.08522487644151572,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,1,,0,-0.01989055125769222,1,0,fixed_open_0930
20260723-002762.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,002762.SZ,金发拉比,服装家纺,1→2,1→2,0.0,65.0,7.45,8.2,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0394515043161349,-0.0470303494217026,-0.0318726592105672,-0.1106738312216872,0.0201485142331923,0.0065159457533148,0.9983018867924528,0.2373301987936073,0.4980857067250592,0.2034616830698804,0.15,-0.03,0.0,-0.0003549820860534,-0.0003549820860534,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,7.5,20260727,7.82,0.04266666666666663,0.038166666666666633,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.07761817098280153,0,1,fixed_open_0930
20260723-000017.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,000017.SZ,深中华A,饰品,1→2,1→2,0.0,114.0,5.68,6.25,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0377431582314123,-0.04532200333698,-0.0301643131258446,-0.1089654851369646,0.0218568603179149,0.0074225488883419,0.9983018867924528,0.2535213258482506,0.4725074868900506,0.2286888767355356,0.15,-0.03,0.0,-0.0003859969512346,-0.0003859969512346,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,5.75,20260727,5.9,0.026086956521739202,0.0215869565217392,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.0593301147531515,0,1,fixed_open_0930
20260723-002775.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,002775.SZ,文科股份,基础建设,1→2,1→2,0.0,116.0,3.53,3.88,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0361013303156119,-0.0436801754211797,-0.0285224852100442,-0.1073236572211642,0.0234986882337153,0.0080693761141103,0.9983018867924528,0.2965501798151516,0.4446579984738788,0.1412642612901607,0.15,-0.03,0.0,-0.0003996437271992,-0.0003996437271992,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,3.5,20260727,3.55,0.014285714285714013,0.009785714285714012,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.04588704460132591,0,1,fixed_open_0930
20260723-600173.SH-auction_v5_manual_guidance_4,20260723,20260724,20260727,600173.SH,卧龙新能,房地产开发,1→2,1→2,0.0,110.0,6.14,6.76,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0323365028309388,-0.0399153479365065,-0.0247576577253711,-0.103558829736491,0.0272635157183885,0.0097931342199086,0.9983018867924528,0.3337619481585551,0.4258433203332386,0.1657619311950439,0.15,-0.03,0.0,-0.0004426174287341,-0.0004426174287341,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,6.05,20260727,5.9,-0.024793388429751984,-0.029293388429751984,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,1,,1,0.003043114401186816,1,0,fixed_open_0930
20260723-000668.SZ-auction_v5_manual_guidance_4,20260723,20260724,20260727,000668.SZ,荣丰控股,房地产开发,1→2,1→2,0.0,117.0,16.06,17.67,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0447048864745017,-0.0522837315800694,-0.037126041368934,-0.1159272133800539,0.0148951320748256,0.0073472422995328,0.9983018867924528,0.2185942092294798,0.5459213911102716,0.0697514720480409,0.15,-0.03,0.0,-0.0004494119574702,-0.0004494119574702,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,17.12,20260727,17.67,0.032126168224299034,0.027626168224299034,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.07233105469880073,0,1,fixed_open_0930
20260723-603488.SH-auction_v5_manual_guidance_4,20260723,20260724,20260727,603488.SH,展鹏科技,专用设备,1→2,1→2,0.0,101.0,7.71,8.48,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0420836624191564,-0.0496625075247241,-0.0345048173135887,-0.1133059893247086,0.0175163561301709,0.0080309850587164,0.9983018867924528,0.2192842300739065,0.5481979423556639,0.0692931416265333,0.15,-0.03,0.0,-0.0004707322247225,-0.0004707322247225,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,7.78,20260727,7.55,-0.029562982005141514,-0.03406298200514151,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,1,,0,0.008020680414014887,1,0,fixed_open_0930
20260723-603331.SH-auction_v5_manual_guidance_4,20260723,20260724,20260727,603331.SH,百达精工,通用设备,1→2,1→2,0.0,113.0,10.91,12.0,,,0.03,-0.025,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,-0.0424801644470146,-0.0500590095525823,-0.0349013193414469,-0.1137024913525668,0.0171198541023127,0.0082678368261472,0.9983018867924528,0.2220114629366958,0.5497894921440571,0.0970682944853413,0.15,-0.03,0.0,-0.0004882881484347,-0.0004882881484347,0.0,0,REJECT,没有安全买入价格，放弃,系统仅供人工参考：T日9:25前仅用限价单参与集合竞价；不得使用无上限市价单，高于上限或未成交均放弃,T+1按实际成交价计算止盈/止损，首次触发即人工退出；均未触发则14:50退出；一字跌停顺延,1,0,LIMIT_ONLY_MANUAL,0,10.0,a_share_price_limit_le_10_v2,eligible_limit_le_10:10.00%:main_board_10pct,0.0,1,0,big_loss_probability_exceeds_cap,auction_v5_manual_guidance_4,2026-07-23T13:12:33+00:00,3b097d03425c55876e0c42b24f1fefdf96ba6524157f62da6126326f9a16fe1b,D_CLOSE_PLUS_D_MINUTE_NO_T_LEAKAGE_V4_DERIVED_LIMIT_STREAK,20260724,10.71,20260727,10.97,0.024276377217553602,0.0197763772175536,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,0,,1,0.062256541664568205,0,1,fixed_open_0930
