prediction_id,signal_date,expected_buy_date,expected_exit_date,ts_code,name,stage,source_rank,d_close,recommended_max_price,max_auction_change_pct,predicted_net_return,predicted_return_lcb,predicted_return_ucb,predicted_fill_probability,predicted_profit_probability,predicted_big_loss_probability,conservative_ev,selected,action,price_action,model_ready,model_promoted,model_reason,model_version,generated_at_utc,source_snapshot_sha256,feature_contract,actual_buy_date,actual_buy_price,actual_exit_date,actual_exit_price,actual_gross_return,actual_net_return,truth_source,verification_status,actual_fill,actual_fill_reason,price_guidance_success,direction_success,trade_success,risk_prediction_success,forecast_error,correct_rejection,missed_opportunity,exit_reason
20260717-002432.SZ-auction_v3_walkforward_3,20260717,20260720,20260721,002432.SZ,九安医疗,1→2,1.0,79.2,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,87.12,20260721,75.05,-0.13854453627180918,-0.1430445362718092,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260717-603118.SH-auction_v3_walkforward_3,20260717,20260720,20260721,603118.SH,共进股份,1→2,2.0,14.95,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,16.45,20260721,13.13,-0.20182370820668682,-0.20632370820668683,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260717-300577.SZ-auction_v3_walkforward_3,20260717,20260720,20260721,300577.SZ,开润股份,1→2,3.0,20.36,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,20.36,20260721,17.0,-0.16502946954813358,-0.16952946954813358,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260717-600722.SH-auction_v3_walkforward_3,20260717,20260720,20260721,600722.SH,金牛化工,1→2,4.0,8.53,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,9.17,20260721,9.56,0.04252998909487471,0.03802998909487471,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260717-002677.SZ-auction_v3_walkforward_3,20260717,20260720,20260721,002677.SZ,浙江美大,3→4,5.0,7.95,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,8.2,20260721,6.49,-0.2085365853658535,-0.21303658536585351,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260717-001258.SZ-auction_v3_walkforward_3,20260717,20260720,20260721,001258.SZ,立新能源,2→3,6.0,8.27,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,8.84,20260721,10.01,0.13235294117647056,0.12785294117647056,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260717-600644.SH-auction_v3_walkforward_3,20260717,20260720,20260721,600644.SH,乐山电力,1→2,7.0,9.01,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,9.1,20260721,9.85,0.08241758241758257,0.07791758241758256,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260717-000676.SZ-auction_v3_walkforward_3,20260717,20260720,20260721,000676.SZ,智度股份,3→4,8.0,6.84,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,6.55,20260721,6.36,-0.02900763358778624,-0.03350763358778624,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260717-605011.SH-auction_v3_walkforward_3,20260717,20260720,20260721,605011.SH,杭州热电,1→2,9.0,18.48,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,18.48,20260721,19.17,0.03733766233766245,0.03283766233766245,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260717-600992.SH-auction_v3_walkforward_3,20260717,20260720,20260721,600992.SH,贵绳股份,1→2,10.0,11.72,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-17T12:36:19+00:00,c4e96c4bd9bde1096b2fa849313a780ede4a3897c3edef1d9f83555202ace5c5,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260720,11.72,20260721,10.9,-0.06996587030716728,-0.07446587030716728,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
