prediction_id,signal_date,expected_buy_date,expected_exit_date,ts_code,name,stage,source_rank,d_close,recommended_max_price,max_auction_change_pct,predicted_net_return,predicted_return_lcb,predicted_return_ucb,predicted_fill_probability,predicted_profit_probability,predicted_big_loss_probability,conservative_ev,selected,action,price_action,model_ready,model_promoted,model_reason,model_version,generated_at_utc,source_snapshot_sha256,feature_contract,actual_buy_date,actual_buy_price,actual_exit_date,actual_exit_price,actual_gross_return,actual_net_return,truth_source,verification_status,actual_fill,actual_fill_reason,price_guidance_success,direction_success,trade_success,risk_prediction_success,forecast_error,correct_rejection,missed_opportunity,exit_reason
20260715-600829.SH-auction_v3_walkforward_3,20260715,20260716,20260717,600829.SH,人民同泰,2→3,1.0,9.89,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,10.01,20260717,9.6,-0.040959040959040904,-0.0454590409590409,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-600664.SH-auction_v3_walkforward_3,20260715,20260716,20260717,600664.SH,哈药股份,4→5,2.0,4.49,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,4.94,20260717,5.06,0.024291497975708287,0.019791497975708287,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002739.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002739.SZ,儒意电影,1→2,3.0,9.38,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,10.03,20260717,10.99,0.09571286141575275,0.09121286141575274,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002303.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002303.SZ,美盈森,1→2,4.0,5.01,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,5.01,20260717,5.02,0.001996007984031989,-0.002503992015968011,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-002365.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002365.SZ,永安药业,1→2,5.0,11.98,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,12.45,20260717,14.0,0.12449799196787148,0.11999799196787148,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002558.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002558.SZ,巨人网络,1→2,6.0,29.56,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,30.33,20260717,30.28,-0.0016485328058027937,-0.006148532805802793,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-603538.SH-auction_v3_walkforward_3,20260715,20260716,20260717,603538.SH,美诺华,1→2,7.0,39.0,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,37.8,20260717,37.0,-0.021164021164021052,-0.025664021164021052,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-603127.SH-auction_v3_walkforward_3,20260715,20260716,20260717,603127.SH,昭衍新药,1→2,8.0,50.62,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,51.58,20260717,51.0,-0.011244668476153574,-0.015744668476153575,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-603580.SH-auction_v3_walkforward_3,20260715,20260716,20260717,603580.SH,艾艾精工,2→3,9.0,37.13,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,40.84,20260717,44.92,0.09990205680705189,0.09540205680705188,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002517.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002517.SZ,恺英网络,1→2,10.0,17.18,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,17.18,20260717,16.85,-0.019208381839348032,-0.023708381839348033,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-600199.SH-auction_v3_walkforward_3,20260715,20260716,20260717,600199.SH,金种子酒,1→2,11.0,6.94,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,6.99,20260717,7.19,0.028612303290414864,0.024112303290414864,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-001896.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,001896.SZ,豫能控股,1→2,12.0,14.95,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,14.95,20260717,13.31,-0.1096989966555183,-0.1141989966555183,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-300528.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,300528.SZ,幸福蓝海,1→2,13.0,16.99,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,16.37,20260717,17.35,0.05986560781918149,0.05536560781918149,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002821.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002821.SZ,凯莱英,1→2,14.0,195.75,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,191.08,20260717,176.38,-0.07693112832321547,-0.08143112832321547,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-600257.SH-auction_v3_walkforward_3,20260715,20260716,20260717,600257.SH,大湖股份,1→2,15.0,4.9,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,5.0,20260717,4.83,-0.03399999999999992,-0.038499999999999916,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-605189.SH-auction_v3_walkforward_3,20260715,20260716,20260717,605189.SH,富春染织,2→3,16.0,15.64,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,14.98,20260717,15.3,0.021361815754339153,0.016861815754339152,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-002940.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,002940.SZ,昂利康,1→2,17.0,28.94,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,29.81,20260717,29.46,-0.011741026501173923,-0.016241026501173924,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-603969.SH-auction_v3_walkforward_3,20260715,20260716,20260717,603969.SH,银龙股份,1→2,18.0,7.8,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,7.76,20260717,7.86,0.012886597938144284,0.008386597938144284,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-600227.SH-auction_v3_walkforward_3,20260715,20260716,20260717,600227.SH,赤天化,2→3,19.0,2.92,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,2.98,20260717,2.8,-0.06040268456375841,-0.06490268456375842,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,1,0,fixed_open_0930
20260715-300149.SZ-auction_v3_walkforward_3,20260715,20260716,20260717,300149.SZ,睿智医药,1→2,20.0,10.39,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,10.17,20260717,10.7,0.05211406096361859,0.047614060963618594,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
20260715-688166.SH-auction_v3_walkforward_3,20260715,20260716,20260717,688166.SH,博瑞医药,1→2,21.0,35.44,,,,,,,,,,0,REJECT,没有安全买入价格，放弃,1,0,no_safe_price,auction_v3_walkforward_3,2026-07-15T18:36:54+00:00,8cf4f8f18cb7dd28ef02cba781765d7c922e8be449f19f3cb32bede796d2672a,D_CLOSE_ONLY_NO_T_AUCTION_LEAKAGE_V1,20260716,36.86,20260717,40.31,0.09359739555073254,0.08909739555073254,market_repo_auction,COUNTERFACTUAL_READY,0,price_above_cap,1,,,,,0,1,fixed_open_0930
