ts_code,trade_date,close,open,high,low,vol,amount,vwap
000593.SZ,20260813,26.67,26.47,26.8,26.46,1278708.0,33859443.2,26.48
000720.SZ,20260813,4.03,4.0,4.04,3.92,6331000.32,25310727.68,4.0
000736.SZ,20260813,4.89,4.86,4.93,4.84,2382800.0,11599808.0,4.87
000779.SZ,20260813,11.39,11.5,11.53,11.36,2045800.0,23494791.68,11.48
000802.SZ,20260813,6.26,6.26,6.26,6.26,40452999.68,253235773.44,6.26
000859.SZ,20260813,10.31,10.31,10.37,10.28,2748995.84,28344721.92,10.31
000936.SZ,20260813,6.34,6.33,6.34,6.33,13982200.32,88575293.44,6.34
001258.SZ,20260813,15.05,14.9,15.06,14.84,3277600.0,48845148.16,14.9
001260.SZ,20260813,21.03,21.03,21.03,21.03,1227348.96,25811148.8,21.03
001313.SZ,20260813,8.11,8.1,8.12,8.07,1154400.0,9351143.04,8.1
001696.SZ,20260813,17.9,17.98,17.99,17.8,3354099.84,60249006.08,17.96
002005.SZ,20260813,2.63,2.61,2.63,2.55,3807000.0,9927040.0,2.61
002031.SZ,20260813,6.64,6.63,6.66,6.55,26048599.04,172686172.16,6.63
002047.SZ,20260813,4.26,4.28,4.28,4.18,11144299.52,47567093.76,4.27
002081.SZ,20260813,4.81,4.81,4.81,4.81,8181582.08,39353408.0,4.81
002146.SZ,20260813,1.27,1.27,1.28,1.26,19106599.68,24260090.88,1.27
002194.SZ,20260813,11.14,11.14,11.26,11.08,2435174.08,27135224.32,11.14
002212.SZ,20260813,6.94,6.91,6.94,6.91,1238400.0,8560965.12,6.91
002229.SZ,20260813,13.79,13.85,13.85,13.61,17640999.68,244030320.64,13.83
002235.SZ,20260813,9.9,10.0,10.0,9.89,1223900.0,12210502.4,9.98
002246.SZ,20260813,22.1,22.08,22.26,22.08,167500.0,3699894.08,22.09
002248.SZ,20260813,11.7,11.91,11.93,11.61,4932600.0,58641336.32,11.89
002256.SZ,20260813,3.83,3.85,3.86,3.82,1407200.0,5413162.24,3.85
002329.SZ,20260813,4.62,4.62,4.62,4.62,21642135.04,99986657.28,4.62
002357.SZ,20260813,10.21,10.22,10.22,10.14,669100.0,6834705.92,10.22
002483.SZ,20260813,6.16,6.24,6.24,6.08,8316600.32,51791498.24,6.23
002573.SZ,20260813,3.56,3.54,3.57,3.51,2958041.92,10469685.76,3.54
002582.SZ,20260813,10.95,11.0,11.0,10.88,1641900.0,18044111.36,10.99
002585.SZ,20260813,11.21,11.17,11.27,11.17,6806106.88,76095518.72,11.18
002685.SZ,20260813,6.12,6.11,6.15,6.11,2072595.04,12669053.44,6.11
002687.SZ,20260813,6.23,6.27,6.32,6.22,1814900.0,11388230.4,6.28
002715.SZ,20260813,14.72,14.65,14.72,14.65,313487.0,4594297.92,14.66
002721.SZ,20260813,3.0,3.01,3.04,3.0,4395900.16,13245314.56,3.01
002762.SZ,20260813,10.65,10.68,10.7,10.63,1941900.0,20729684.48,10.68
002859.SZ,20260813,79.92,80.07,80.09,79.78,776100.0,62123136.0,80.05
002963.SZ,20260813,19.05,19.09,19.1,18.99,509600.0,9724903.04,19.08
600126.SH,20260813,7.23,7.23,7.23,7.23,3667023.04,26512576.0,7.23
600162.SH,20260813,4.97,5.0,5.0,4.92,12018699.52,60067353.6,5.0
600234.SH,20260813,24.0,24.0,24.0,24.0,81800.0,1963200.0,24.0
600266.SH,20260813,4.76,4.76,4.76,4.76,5347087.04,25452134.4,4.76
600272.SH,20260813,15.56,15.56,15.56,15.56,1761800.0,27413608.96,15.56
600602.SH,20260813,21.72,21.72,21.72,21.72,7997100.16,173697003.52,21.72
600604.SH,20260813,5.21,5.21,5.21,5.21,4064099.84,21173959.68,5.21
600611.SH,20260813,5.08,5.08,5.08,5.07,3963200.0,20132957.44,5.08
600664.SH,20260813,8.9,8.9,8.9,8.9,13244500.48,117876049.92,8.9
600667.SH,20260813,22.8,22.8,22.8,22.8,8077265.92,184161669.12,22.8
600683.SH,20260813,12.93,12.93,12.93,12.93,355200.0,4592736.0,12.93
600715.SH,20260813,1.71,1.71,1.71,1.71,2383400.0,4075614.08,1.71
600721.SH,20260813,13.67,13.6,13.7,13.6,7764700.16,105620541.44,13.6
600833.SH,20260813,12.43,12.43,12.43,12.43,997200.0,12395196.16,12.43
600863.SH,20260813,5.13,5.11,5.15,5.11,3834200.0,19602612.48,5.11
600881.SH,20260813,2.15,2.15,2.15,2.15,16994211.84,36537559.04,2.15
603009.SH,20260813,46.07,46.07,46.07,46.07,206400.0,9508848.0,46.07
603012.SH,20260813,8.98,8.97,9.02,8.97,862600.0,7738353.28,8.97
603052.SH,20260813,60.7,60.7,60.7,60.7,121900.0,7399329.92,60.7
603076.SH,20260813,22.48,22.48,22.48,22.48,162400.0,3650752.0,22.48
603087.SH,20260813,74.7,74.7,74.7,74.7,564665.0,42180474.88,74.7
603095.SH,20260813,14.5,14.45,14.58,14.45,260004.0,3758424.96,14.46
603102.SH,20260813,44.62,44.13,44.62,44.13,394900.0,17431950.08,44.14
603106.SH,20260813,9.5,9.5,9.5,9.5,1164900.0,11066549.76,9.5
603137.SH,20260813,30.87,30.87,30.87,30.87,705651.04,21783447.04,30.87
603179.SH,20260813,41.56,41.56,41.56,41.56,71800.0,2984008.0,41.56
603188.SH,20260813,4.82,4.82,4.82,4.82,1288600.0,6211052.16,4.82
603191.SH,20260813,15.49,15.49,15.49,15.49,724500.0,11222504.96,15.49
603277.SH,20260813,12.53,12.53,12.53,12.5,547400.0,6858782.08,12.53
603284.SH,20260813,44.7,44.7,44.7,44.7,56500.0,2525550.08,44.7
603289.SH,20260813,9.19,9.2,9.24,9.19,318100.0,2926545.92,9.2
603488.SH,20260813,8.9,8.9,8.9,8.9,164800.0,1466720.0,8.9
603615.SH,20260813,17.94,17.94,17.94,17.94,89100.0,1598454.08,17.94
603655.SH,20260813,33.3,33.3,33.3,33.3,30500.0,1015650.0,33.3
603696.SH,20260813,15.15,15.15,15.15,15.15,612800.0,9283920.0,15.15
603758.SH,20260813,15.35,15.35,15.35,15.35,1550558.08,23801064.96,15.35
603797.SH,20260813,4.81,4.81,4.81,4.81,836500.0,4023565.12,4.81
603823.SH,20260813,76.91,76.3,77.0,76.3,189312.0,14447546.88,76.32
603883.SH,20260813,13.65,13.62,13.65,13.62,556400.0,7578512.0,13.62
603887.SH,20260813,12.49,12.49,12.49,12.49,7078170.88,88406353.92,12.49
603897.SH,20260813,32.04,32.04,32.04,32.04,1130000.0,36205199.36,32.04
605179.SH,20260813,32.0,32.0,32.0,32.0,883100.0,28259200.0,32.0
605286.SH,20260813,34.09,34.09,34.09,34.09,585200.0,19949468.16,34.09
605288.SH,20260813,64.38,64.38,64.38,64.38,88500.0,5697630.08,64.38
