ts_code,trade_date,turnover_rate,turnover_rate_f,volume_ratio,total_mv,float_mv
002138.SZ,20260416,2.564,2.7679,0.88,2881781.7972,
002840.SZ,20260416,7.322,12.6744,1.05,1108593.9551,
300370.SZ,20260416,1.2304,1.8949,0.98,399170.9374,
600088.SH,20260416,0.7708,1.7878,0.95,584230.7016,
300380.SZ,20260416,1.9489,3.2006,1.04,486474.8217,
002409.SZ,20260416,3.0114,3.6052,0.97,4098689.1629,
301538.SZ,20260416,2.517,2.9196,0.73,637392.0,
600558.SH,20260416,1.4897,2.2359,0.95,490092.2377,
002208.SZ,20260416,2.9008,7.1375,0.85,992868.781,
002254.SZ,20260416,2.313,3.6291,0.91,865627.7548,
601068.SH,20260416,0.5593,4.8377,0.59,1870385.5031,
301057.SZ,20260416,2.3811,3.4925,1.22,375822.8043,
300120.SZ,20260416,2.1285,2.2974,1.58,431944.2346,
603880.SH,20260416,2.2352,4.237,0.88,186721.132,
603595.SH,20260416,0.8303,1.6432,0.69,387016.4728,
300218.SZ,20260416,4.1808,6.6137,2.11,322442.682,
920119.BJ,20260416,3.7187,3.7187,1.39,648388.1703,
000560.SZ,20260416,2.6782,3.6182,0.6,697228.2519,
301555.SZ,20260416,4.1094,5.0331,0.93,333359.5871,
688619.SH,20260416,1.4444,3.0677,0.61,287428.9651,
300182.SZ,20260416,5.3134,5.7049,0.93,1550346.5178,
603956.SH,20260416,1.254,2.2328,1.12,328266.0207,
688287.SH,20260416,17.24,34.9679,2.53,87071.166,
001222.SZ,20260416,2.027,2.8458,1.64,384452.46,
300338.SZ,20260416,4.3872,4.6993,2.25,154205.257,
002222.SZ,20260416,5.7145,7.0262,0.72,4024399.5,
002240.SZ,20260416,9.4978,12.8055,1.28,4558163.4826,
603055.SH,20260416,0.679,2.287,0.64,848449.4663,
600285.SH,20260416,2.0508,2.6134,1.78,1204553.2923,
002062.SZ,20260416,2.4081,3.7973,1.81,996003.0656,
600854.SH,20260416,1.769,2.6092,1.34,265443.3129,
688308.SH,20260416,7.4702,11.4336,0.93,1651329.7632,
000626.SZ,20260416,3.925,9.609,0.97,428099.7001,
603042.SH,20260416,9.6272,12.4997,0.52,348479.9528,
688377.SH,20260416,0.8898,1.3879,0.74,772731.6063,
000813.SZ,20260416,1.2396,2.0877,0.9,721404.3058,
603004.SH,20260416,3.9689,3.9689,1.32,539105.28,
600722.SH,20260416,6.3489,14.443,0.57,947004.989,
000600.SZ,20260416,1.5103,2.6741,0.76,1677007.9697,
600322.SH,20260416,1.3651,1.7937,0.48,266473.7,
600448.SH,20260416,2.791,3.4302,1.01,205951.0295,
688253.SH,20260416,2.7383,5.4099,1.48,566293.1623,
603377.SH,20260416,1.5358,2.4173,1.92,272575.9287,
