ts_code,time,open,close,high,low,vol,amount
000572.SZ,2026-07-06 09:30:00,3.88,3.87,3.88,3.85,2302000.0,8921815.0
000572.SZ,2026-07-06 09:31:00,3.87,3.86,3.87,3.82,3219200.0,12415330.0
000572.SZ,2026-07-06 09:32:00,3.85,3.83,3.86,3.83,1673800.0,6431310.0
000572.SZ,2026-07-06 09:33:00,3.83,3.86,3.86,3.83,1077900.0,4144064.0
000572.SZ,2026-07-06 09:34:00,3.86,3.85,3.86,3.84,844900.0,3254708.0
000572.SZ,2026-07-06 09:35:00,3.85,3.9,3.9,3.84,1431200.0,5535760.0
000572.SZ,2026-07-06 09:36:00,3.91,3.97,4.0,3.9,4375200.0,17300708.0
000572.SZ,2026-07-06 09:37:00,4.02,4.02,4.05,4.01,5567500.0,22373280.0
000572.SZ,2026-07-06 09:38:00,4.03,4.15,4.15,4.03,7126700.0,28989448.0
000572.SZ,2026-07-06 09:39:00,4.18,4.08,4.18,4.06,5720589.0,23412008.0
000572.SZ,2026-07-06 09:40:00,4.08,4.14,4.15,4.08,5036300.0,20676388.0
000572.SZ,2026-07-06 09:41:00,4.15,4.18,4.2,4.12,6591900.0,27487880.0
000572.SZ,2026-07-06 09:42:00,4.17,4.11,4.17,4.11,2924100.0,12116287.0
000572.SZ,2026-07-06 09:43:00,4.11,4.06,4.11,4.04,3285600.0,13372427.0
000572.SZ,2026-07-06 09:44:00,4.07,4.02,4.07,4.02,3188400.0,12869698.0
000572.SZ,2026-07-06 09:45:00,4.02,4.01,4.02,4.0,1888900.0,7580706.0
000572.SZ,2026-07-06 09:46:00,4.01,4.01,4.01,4.0,1280700.0,5131577.0
000572.SZ,2026-07-06 09:47:00,4.0,3.97,4.0,3.97,1993800.0,7956691.0
000572.SZ,2026-07-06 09:48:00,3.98,4.0,4.0,3.97,1045400.0,4169331.0
000572.SZ,2026-07-06 09:49:00,4.0,3.98,4.0,3.97,1959000.0,7799505.0
