trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260519,000026.SZ,飞亚达,U,22.22,22.22,18.18,0,157449720.0,130721,130721,157449720.0
20260519,000417.SZ,合百集团,U,8.66,8.66,7.08,0,226296382.0,92500,92500,226296382.0
20260519,000586.SZ,汇源通信,U,20.57,20.57,16.83,2,109572296.0,93203,93527,109572296.0
20260519,000600.SZ,建投能源,U,10.88,10.88,8.9,1,138160768.0,111951,112300,138160768.0
20260519,000636.SZ,风华高科,U,32.37,32.37,26.49,1,176742012.0,94015,94815,176742012.0
20260519,000811.SZ,冰轮环境,U,38.06,38.06,31.14,2,15572705.0,144624,145015,15572705.0
20260519,000899.SZ,赣能股份,U,14.3,14.3,11.7,0,115329199.0,131451,131451,115329199.0
20260519,000910.SZ,大亚圣象,U,7.06,7.06,5.78,0,67073530.0,95006,95006,67073530.0
20260519,001259.SZ,利仁科技,U,73.21,73.21,59.9,0,74066557.0,93036,93036,74066557.0
20260519,001326.SZ,联域股份,U,64.9,64.9,53.1,0,37505710.0,134351,134351,37505710.0
20260519,001896.SZ,豫能控股,U,16.19,16.19,13.25,0,177140990.0,130945,130945,177140990.0
20260519,002067.SZ,景兴纸业,U,5.28,5.28,4.32,1,87113547.0,92500,94045,87113547.0
20260519,002123.SZ,梦网科技,U,10.27,10.27,8.41,0,78030484.0,112936,112936,78030484.0
20260519,002135.SZ,东南网架,U,8.9,8.9,7.28,0,125554863.0,94806,94806,125554863.0
20260519,002150.SZ,正泰电源,U,32.7,32.7,26.76,0,75517380.0,93539,93539,75517380.0
20260519,002173.SZ,创新医疗,U,25.39,25.39,20.77,0,178913174.0,93203,93203,178913174.0
20260519,002178.SZ,延华智能,U,6.14,6.14,5.02,0,75806896.0,93203,93203,75806896.0
20260519,002208.SZ,合肥城建,U,25.12,25.12,20.56,6,114489373.0,93630,135924,114489373.0
20260519,002226.SZ,江南化工,U,6.2,6.2,5.08,2,29765952.0,134433,135954,29765952.0
20260519,002246.SZ,北化股份,U,24.72,24.72,20.22,7,43290158.0,130315,132100,43290158.0
20260519,002272.SZ,川润股份,U,22.67,22.67,18.55,1,98159921.0,93612,93709,98159921.0
20260519,002281.SZ,光迅科技,U,230.89,230.89,188.91,0,376703961.0,144409,144409,376703961.0
20260519,002375.SZ,亚厦股份,U,4.87,4.87,3.99,0,90450052.0,93736,93736,90450052.0
20260519,002421.SZ,达实智能,U,3.88,3.88,3.18,0,322834585.0,92500,92500,322834585.0
20260519,002484.SZ,江海股份,U,58.69,58.69,48.02,2,108263388.0,132842,144218,108263388.0
20260519,002552.SZ,宝鼎科技,U,38.87,38.87,31.81,0,154142872.0,93539,93539,154142872.0
20260519,002782.SZ,可立克,U,27.59,27.59,22.57,0,136715623.0,110106,110106,136715623.0
20260519,002831.SZ,裕同科技,U,44.64,44.64,36.52,0,156644438.0,143106,143106,156644438.0
20260519,002845.SZ,同兴达,U,16.13,16.13,13.19,0,86113956.0,140833,140833,86113956.0
20260519,002893.SZ,京能热力,U,12.43,12.43,10.17,1,32700533.0,110542,132415,32700533.0
20260519,002988.SZ,豪美新材,U,34.76,34.76,28.44,0,32215568.0,142530,142530,32215568.0
20260519,300608.SZ,思特奇,U,18.46,18.46,12.3,0,37728603.0,95236,95236,37728603.0
20260519,300616.SZ,尚品宅配,U,18.48,18.48,12.32,0,72714678.0,131527,131527,72714678.0
20260519,300632.SZ,光莆股份,U,42.24,42.24,28.16,4,56815080.0,135718,141739,56815080.0
20260519,300634.SZ,彩讯股份,U,29.15,29.15,19.43,0,198604780.0,143451,143451,198604780.0
20260519,300657.SZ,弘信电子,U,52.08,52.08,34.72,0,375695120.0,93745,93745,375695120.0
20260519,301120.SZ,新特电气,U,24.9,24.9,16.6,0,160930218.0,135903,135903,160930218.0
20260519,301176.SZ,逸豪新材,U,44.52,44.52,29.68,0,88523568.0,105127,105127,88523568.0
20260519,301379.SZ,天山电子,U,37.66,37.66,25.1,0,109711187.0,132733,132733,109711187.0
20260519,600021.SH,上海电力,U,18.45,18.45,15.09,0,273518814.0,100437,100437,273518814.0
20260519,600186.SH,莲花控股,U,11.56,11.56,9.46,2,104375240.0,103710,132437,104375240.0
20260519,600246.SH,万通发展,U,13.92,13.92,11.39,2,109893110.0,134956,135156,109893110.0
20260519,600310.SH,广西能源,U,5.62,5.62,4.6,3,77110693.0,102323,102653,77110693.0
20260519,600353.SH,旭光电子,U,23.23,23.23,19.01,0,67978158.0,130116,130116,67978158.0
20260519,600452.SH,涪陵电力,U,13.62,13.62,11.14,3,53578356.0,100441,130432,53578356.0
20260519,600481.SH,双良节能,U,7.21,7.21,5.9,1,103362408.0,94519,94807,103362408.0
20260519,600506.SH,统一股份,U,19.98,19.98,16.34,0,110726562.0,92503,92503,110726562.0
20260519,600563.SH,法拉电子,U,147.6,147.6,120.76,1,87039720.0,131203,131442,87039720.0
20260519,600626.SH,申达股份,U,4.21,4.21,3.45,1,21490782.0,93433,93515,21490782.0
20260519,600758.SH,辽宁能源,U,5.17,5.17,4.23,1,77429854.0,100504,100534,77429854.0
20260519,600831.SH,广电网络,U,4.39,4.39,3.59,3,26497601.0,95841,101511,26497601.0
20260519,600835.SH,上海机电,U,25.99,25.99,21.27,2,53882468.0,142336,143148,53882468.0
20260519,600850.SH,电科数字,U,22.51,22.51,18.41,6,50481848.0,95258,102143,50481848.0
20260519,600863.SH,华能蒙电,U,5.42,5.42,4.44,1,212703293.0,93556,94223,212703293.0
