ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000011.SZ,20260908,1min,241,1,09:44:00,15:00:00,2,1,3.372,1,57.0,20.0,39.7682,9.2817,2.2443,0.030714,0.0,0.0,31,0.0,64.0,65.7305,33.1,neutral_limitup
000020.SZ,20260908,1min,241,1,10:09:00,15:00:00,1,0,1.9708,0,,0.0,53.1752,13.3104,2.927,0.009439,0.0,0.0,31,0.0,57.0,66.6026,10.2,neutral_limitup
000059.SZ,20260908,1min,241,1,14:39:00,15:00:00,1,0,1.626,0,,0.0,55.2439,5.8924,4.3718,0.207639,1.8212,0.0,22,16.975,15.7562,44.4197,20.6303,weak_limitup
000523.SZ,20260908,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,3.96,0.0,0.497842,0.0,0.0,31,57.2115,55.6971,55.2608,24.6983,neutral_limitup
000560.SZ,20260908,1min,241,1,09:32:00,15:00:00,3,1,6.1047,1,76.0,20.0,23.3721,3.3644,2.2466,0.003819,0.0,0.0,31,0.0,64.0,60.8116,33.1,neutral_limitup
000620.SZ,20260908,1min,241,1,10:24:00,15:00:00,2,2,3.012,2,2.5,92.5,55.3027,3.2354,2.6159,0.080102,0.0,0.0,31,0.0,55.5,66.5658,23.95,neutral_limitup
000679.SZ,20260908,1min,241,1,14:15:00,15:00:00,1,0,1.5257,0,,0.0,55.846,6.924,4.1307,0.052895,0.0,0.0,31,0.0,45.0,62.0038,12.0,neutral_limitup
000759.SZ,20260908,1min,241,1,09:30:00,15:00:00,1,0,2.5974,0,,0.0,49.4156,7.6915,0.1104,0.013693,0.0,0.0,31,0.0,70.0,71.3247,8.25,neutral_limitup
000833.SZ,20260908,1min,241,1,09:54:00,15:00:00,1,0,0.4818,0,,0.0,62.1091,22.3063,2.3476,0.030697,0.0,0.0,31,0.0,70.0,75.1327,8.25,healthy_limitup
000890.SZ,20260908,1min,241,1,10:38:00,15:00:00,2,1,2.5109,1,1.0,100.0,72.9345,8.8615,3.368,0.01043,0.0,0.0,31,0.0,67.0,77.0303,12.65,healthy_limitup
000912.SZ,20260908,1min,241,1,09:35:00,15:00:00,1,0,4.4397,0,,0.0,38.3615,4.6264,2.2386,0.013965,0.0,0.0,31,0.0,70.0,68.0085,8.25,neutral_limitup
000928.SZ,20260908,1min,241,1,11:03:00,15:00:00,4,5,3.0201,5,3.0,90.0,18.3792,5.8707,1.5207,0.129975,0.0,0.0,23,24.0,7.0,27.6638,57.45,high_open_board_risk
000930.SZ,20260908,1min,241,1,09:32:00,15:00:00,1,0,2.5729,0,,0.0,49.5626,5.7686,1.0647,0.026508,0.0,0.0,31,0.0,70.0,71.3688,8.25,neutral_limitup
000978.SZ,20260908,1min,241,1,09:30:00,15:00:00,1,0,0.1248,0,,0.0,64.2509,8.0069,0.0382,0.006102,0.0,0.0,31,0.0,70.0,75.7753,8.25,healthy_limitup
000980.SZ,20260908,1min,241,1,09:34:00,15:00:00,2,2,3.8043,2,6.5,80.0,46.1739,1.8163,1.3069,0.010316,0.0,0.0,31,0.0,66.0,68.5522,25.5,neutral_limitup
002068.SZ,20260908,1min,241,1,10:09:00,15:00:00,1,0,0.8791,0,,0.0,59.7253,8.8713,2.5776,0.013958,0.0,0.0,31,0.0,57.0,68.5676,10.2,neutral_limitup
002093.SZ,20260908,1min,241,1,09:42:00,15:00:00,1,0,1.4304,0,,0.0,56.4174,7.5618,1.6953,0.016259,0.0,0.0,31,0.0,70.0,73.4252,8.25,neutral_limitup
002095.SZ,20260908,1min,241,1,09:51:00,15:00:00,1,1,4.5371,1,1.0,100.0,60.7774,16.1381,1.0651,0.011806,0.0,0.0,31,0.0,80.0,79.2332,10.7,healthy_limitup
002172.SZ,20260908,1min,241,1,13:44:00,15:00:00,1,0,4.9116,0,,0.0,35.5305,4.8012,6.0155,0.013626,0.0,0.0,31,0.0,45.0,55.9091,12.0,neutral_limitup
002194.SZ,20260908,1min,241,1,09:40:00,15:00:00,1,0,0.0,0,,0.0,65.0,10.911,1.5488,0.026796,0.0,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002264.SZ,20260908,1min,241,1,09:40:00,15:00:00,2,0,3.5019,0,,0.0,43.9883,7.5536,2.0708,0.039179,0.0,0.0,31,0.0,70.0,69.6965,8.25,neutral_limitup
002274.SZ,20260908,1min,241,1,10:52:00,15:00:00,1,0,1.6442,0,,0.0,55.1345,6.4055,4.4417,0.00921,0.0,0.0,31,0.0,57.0,67.1904,10.2,neutral_limitup
002285.SZ,20260908,1min,241,1,11:08:00,15:00:00,2,1,3.0769,1,2.0,95.0,67.7885,2.5051,3.7888,0.162386,0.0,0.0,29,12.0,51.0,65.2865,19.3,neutral_limitup
002286.SZ,20260908,1min,241,1,09:32:00,15:00:00,3,2,3.8919,2,11.0,64.0,40.0486,9.1213,1.4105,0.012541,0.0,0.0,31,0.0,62.8,65.2746,29.98,neutral_limitup
002295.SZ,20260908,1min,241,1,09:31:00,15:00:00,2,0,3.6087,0,,0.0,43.3476,10.4367,0.8935,0.009149,0.0,0.0,31,0.0,70.0,69.5043,8.25,neutral_limitup
002312.SZ,20260908,1min,241,1,09:52:00,15:00:00,1,0,1.3919,0,,0.0,56.6488,9.1117,2.5058,0.027381,0.0,0.0,31,0.0,70.0,73.4946,8.25,neutral_limitup
002343.SZ,20260908,1min,241,1,09:54:00,15:00:00,1,0,2.5848,0,,0.0,49.4911,6.0103,2.9902,0.02262,0.0,0.0,31,0.0,70.0,71.3473,8.25,neutral_limitup
002349.SZ,20260908,1min,241,1,11:23:00,15:00:00,1,0,3.9192,0,,0.0,41.4846,8.0699,4.3381,0.024725,0.0,0.0,31,0.0,45.0,57.6954,12.0,neutral_limitup
002357.SZ,20260908,1min,241,1,11:23:00,15:00:00,3,3,1.2698,3,31.6667,33.3333,33.0476,12.2705,2.6852,0.007394,0.0,0.0,31,0.0,21.6667,44.6643,51.5167,high_open_board_risk
002365.SZ,20260908,1min,241,1,10:42:00,15:00:00,1,0,0.8706,0,,0.0,59.7761,15.595,3.1099,0.010255,0.0,0.0,31,0.0,57.0,68.5828,10.2,neutral_limitup
