ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000560.SZ,20260908,我爱我家,3.44,9.9042,27.65,2179212480.0,282708719.0,279170071.74,561878790.74,-3538647.26,-0.16,25.78,8058847129.36,日换手率达到20%的前5只证券
000582.SZ,20260908,北部湾港,11.08,-8.2781,4.9,1198509121.0,77219003.85,61027357.47,138246361.32,-16191646.38,-1.35,11.53,23897878310.84,日跌幅偏离值达到7%的前5只证券
000620.SZ,20260908,盈新发展,3.32,9.9338,12.08,1826275842.0,134802667.78,558521078.9,693323746.68,423718411.12,23.2,37.96,15510206065.8,日涨幅偏离值达到7%的前5只证券
000833.SZ,20260908,粤桂股份,22.83,10.0241,8.9,900474662.0,117625955.18,262409774.58,380035729.76,144783819.4,16.08,42.2,10358122865.16,日涨幅偏离值达到7%的前5只证券
000892.SZ,20260908,欢瑞世纪,5.58,-4.7782,32.85,1305483428.0,180652598.5,170306013.0,350958611.5,-10346585.5,-0.79,26.88,3966257326.32,日换手率达到20%的前5只证券
000978.SZ,20260908,桂林旅游,8.01,10.0275,5.46,816024781.0,63348792.85,114130347.1,177479139.95,50781554.25,6.22,21.75,3749653719.63,连续三个交易日内，涨幅偏离值累计达到20%的证券
001366.SZ,20260908,播恩集团,16.38,3.6709,21.87,573445820.0,119735450.85,46730119.0,166465569.85,-73005331.85,-12.73,29.03,2631938400.0,日振幅值达到15%的前5只证券
002297.SZ,20260908,博云新材,22.32,7.1017,28.8,3526353871.0,580792656.54,279963292.73,860755949.27,-300829363.81,-8.53,24.41,12791699560.08,日换手率达到20%的前5只证券
002470.SZ,20260908,金正大,2.53,10.0,10.12,2048622526.0,288395441.0,493784646.56,782180087.56,205389205.56,10.03,38.18,8312936537.51,连续三个交易日内，涨幅偏离值累计达到20%的证券
002579.SZ,20260908,中京电子,17.06,9.9936,8.47,3974074084.0,412585811.0,766832666.83,1179418477.83,354246855.83,8.91,29.68,9953456664.42,连续三个交易日内，涨幅偏离值累计达到20%的证券
002743.SZ,20260908,ST富煌,4.4,-10.0204,17.54,340201943.0,44949657.0,34481418.6,79431075.6,-10468238.4,-3.08,23.35,1912112303.2,日跌幅偏离值达到7%的前5只证券
002827.SZ,20260908,高争民爆,64.15,-9.7115,9.0,1609378864.0,175582812.44,407256946.44,582839758.88,231674134.0,14.4,36.22,17705327831.25,日跌幅偏离值达到7%的前5只证券
002856.SZ,20260908,*ST美芝,22.35,2.9954,8.56,543435851.0,77469732.56,82901312.6,160371045.16,5431580.04,1.0,29.51,2769264301.05,连续三个交易日内，涨幅偏离值累计达到20%的证券
002909.SZ,20260908,集泰股份,8.72,9.9622,35.75,1142562556.0,136982687.02,134808739.19,271791426.21,-2173947.83,-0.19,23.79,3317326779.76,日涨幅偏离值达到7%的前5只证券
002980.SZ,20260908,华盛昌,129.91,10.0,17.61,2288500805.0,476928482.49,439657748.6,916586231.09,-37270733.89,-1.63,40.05,13158170656.29,日涨幅偏离值达到7%的前5只证券
003005.SZ,20260908,竞业达,18.72,-2.3983,36.06,925872137.0,107918061.83,62835107.2,170753169.03,-45082954.63,-4.87,18.44,2512124316.0,日换手率达到20%的前5只证券
300189.SZ,20260908,神农种业,7.68,-0.5181,44.89,3139410075.0,352752364.57,286201531.06,638953895.63,-66550833.51,-2.12,20.35,6806403256.32,日换手率达到30%的前5只证券
300684.SZ,20260908,中石科技,88.23,-15.4561,19.96,3711768176.0,537729507.58,205141924.16,742871431.74,-332587583.42,-8.96,20.01,18085312786.71,日跌幅达到15%的前5只证券
300788.SZ,20260908,中信出版,31.75,19.9924,8.04,474235860.0,54217754.4,163489686.8,217707441.2,109271932.4,23.04,45.91,6037310601.25,日涨幅达到15%的前5只证券
301516.SZ,20260908,中远通,19.45,-2.6527,44.54,624365070.0,162099749.16,80522197.85,242621947.01,-81577551.31,-13.07,38.86,1364912288.55,日换手率达到30%的前5只证券
301520.SZ,20260908,万邦医药,66.0,8.7136,40.5,841469755.0,69937625.99,51238502.16,121176128.15,-18699123.83,-2.22,14.4,2158097238.0,日换手率达到30%的前5只证券
301591.SZ,20260908,肯特股份,46.22,-5.3838,31.77,662415635.0,80191027.94,127399216.79,207590244.73,47208188.85,7.13,31.34,2065791252.56,日换手率达到30%的前5只证券
600108.SH,20260908,亚盛集团,5.28,10.0,0.87,190586175.0,18198624.0,51801168.0,69999792.0,33602544.0,17.63,36.73,10279711838.88,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600127.SH,20260908,金健米业,14.79,9.3126,46.62,4347812635.0,286362688.57,442269963.76,728632652.33,155907275.19,3.59,16.76,9491973794.22,有价格涨跌幅限制的日换手率达到20%的前五只证券
600371.SH,20260908,万向德农,15.83,5.0431,32.7,3821605638.0,289639629.27,290241503.52,579881132.79,601874.25,0.02,15.17,4631509740.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600479.SH,20260908,千金药业,14.81,6.8543,31.62,1870186897.0,172883908.3,110543096.69,283427004.99,-62340811.61,-3.33,15.16,6198090402.77,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
600540.SH,20260908,新赛股份,6.55,-2.5298,37.46,1470954059.0,171439103.6,134828102.28,306267205.88,-36611001.32,-2.49,20.82,3808019088.0,有价格涨跌幅限制的日换手率达到20%的前五只证券
600691.SH,20260908,潞化科技,3.36,10.1639,7.33,561832566.0,42621817.63,93747775.44,136369593.07,51125957.81,9.1,24.27,7981968798.72,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600721.SH,20260908,百花医药,12.28,2.1631,32.92,1528066345.0,97906751.74,88519327.0,186426078.74,-9387424.74,-0.61,12.2,4722244957.8,有价格涨跌幅限制的日换手率达到20%的前五只证券
