signal_date,stage,board,samples,hits
20230329,3.0,SH_MAIN,1,1.0
20230330,2.0,SZ_MAIN,1,0.0
20230330,3.0,SH_MAIN,1,1.0
20230403,2.0,SZ_MAIN,1,1.0
20230404,2.0,SH_MAIN,3,1.0
20230404,2.0,SZ_MAIN,1,0.0
20230404,3.0,SZ_MAIN,1,0.0
20230406,2.0,SZ_MAIN,2,0.0
20230406,3.0,SH_MAIN,1,0.0
20230407,2.0,SZ_MAIN,2,0.0
20230410,2.0,SH_MAIN,1,1.0
20230410,2.0,SZ_MAIN,4,2.0
20230411,2.0,SH_MAIN,1,1.0
20230411,3.0,SH_MAIN,1,0.0
20230411,3.0,SZ_MAIN,2,1.0
20230412,2.0,SH_MAIN,2,1.0
20230412,2.0,SZ_MAIN,3,1.0
20230412,3.0,SH_MAIN,1,1.0
20230413,2.0,SH_MAIN,3,0.0
20230413,2.0,SZ_MAIN,1,0.0
20230413,3.0,SH_MAIN,1,1.0
20230413,3.0,SZ_MAIN,1,0.0
20230414,2.0,SZ_MAIN,1,0.0
20230417,2.0,SH_MAIN,1,0.0
20230417,2.0,SZ_MAIN,1,0.0
20230418,2.0,SH_MAIN,1,0.0
20230418,2.0,SZ_MAIN,4,0.0
20230419,2.0,SH_MAIN,2,1.0
20230419,2.0,SZ_MAIN,1,0.0
20230420,2.0,SH_MAIN,1,0.0
20230420,2.0,SZ_MAIN,1,0.0
20230420,3.0,SH_MAIN,1,0.0
20230421,2.0,SH_MAIN,1,1.0
20230424,2.0,SH_MAIN,3,0.0
20230424,3.0,SH_MAIN,1,0.0
20230425,2.0,SH_MAIN,4,2.0
20230425,2.0,SZ_MAIN,2,1.0
20230426,2.0,SH_MAIN,1,0.0
20230426,2.0,SZ_MAIN,2,0.0
20230426,3.0,SH_MAIN,2,0.0
20230426,3.0,SZ_MAIN,1,0.0
20230427,2.0,SH_MAIN,2,0.0
20230428,2.0,SH_MAIN,1,1.0
20230428,2.0,SZ_MAIN,1,0.0
20230504,2.0,SH_MAIN,10,4.0
20230504,2.0,SZ_MAIN,7,1.0
20230504,3.0,SH_MAIN,1,1.0
20230505,2.0,SH_MAIN,2,1.0
20230505,2.0,SZ_MAIN,2,0.0
20230505,3.0,SH_MAIN,4,1.0
20230505,3.0,SZ_MAIN,1,0.0
20230508,2.0,SH_MAIN,6,2.0
20230508,2.0,SZ_MAIN,3,0.0
20230508,3.0,SH_MAIN,1,0.0
20230509,2.0,SH_MAIN,4,1.0
20230509,3.0,SH_MAIN,2,0.0
20230510,2.0,SZ_MAIN,1,1.0
20230510,3.0,SH_MAIN,1,0.0
20230511,2.0,SH_MAIN,2,0.0
20230511,2.0,SZ_MAIN,1,0.0
20230511,3.0,SZ_MAIN,1,0.0
20230512,2.0,SH_MAIN,3,1.0
20230512,2.0,SZ_MAIN,1,0.0
20230515,2.0,SH_MAIN,1,1.0
20230515,2.0,SZ_MAIN,1,0.0
20230515,3.0,SH_MAIN,1,0.0
20230516,2.0,SZ_MAIN,1,0.0
20230516,3.0,SH_MAIN,1,1.0
20230517,2.0,SH_MAIN,2,1.0
20230518,2.0,SH_MAIN,3,1.0
20230518,2.0,SZ_MAIN,1,0.0
20230518,3.0,SH_MAIN,1,1.0
20230519,2.0,SH_MAIN,1,1.0
20230519,2.0,SZ_MAIN,3,0.0
20230519,3.0,SH_MAIN,1,0.0
20230522,2.0,SH_MAIN,2,2.0
20230522,3.0,SH_MAIN,1,0.0
20230523,2.0,SH_MAIN,3,1.0
20230523,2.0,SZ_MAIN,1,1.0
20230523,3.0,SH_MAIN,2,2.0
20230524,2.0,SZ_MAIN,2,1.0
20230524,3.0,SH_MAIN,1,1.0
20230524,3.0,SZ_MAIN,1,1.0
20230525,2.0,SH_MAIN,4,1.0
20230525,2.0,SZ_MAIN,1,0.0
20230525,3.0,SZ_MAIN,1,0.0
20230526,2.0,SH_MAIN,1,0.0
20230526,2.0,SZ_MAIN,2,1.0
20230526,3.0,SH_MAIN,1,1.0
20230529,2.0,SH_MAIN,4,3.0
20230529,2.0,SZ_MAIN,4,1.0
20230529,3.0,SZ_MAIN,1,1.0
20230530,2.0,SH_MAIN,1,0.0
20230530,3.0,SH_MAIN,3,1.0
20230530,3.0,SZ_MAIN,1,1.0
20230531,2.0,SH_MAIN,5,3.0
20230531,2.0,SZ_MAIN,1,0.0
20230601,2.0,SH_MAIN,3,1.0
20230601,2.0,SZ_MAIN,3,0.0
20230601,3.0,SH_MAIN,3,0.0
20230602,2.0,SH_MAIN,2,1.0
20230602,2.0,SZ_MAIN,5,2.0
20230602,3.0,SH_MAIN,1,1.0
20230605,2.0,SZ_MAIN,2,1.0
20230605,3.0,SH_MAIN,1,1.0
20230605,3.0,SZ_MAIN,2,1.0
20230606,2.0,SH_MAIN,4,1.0
20230606,2.0,SZ_MAIN,2,1.0
20230606,3.0,SZ_MAIN,1,0.0
20230607,2.0,SH_MAIN,6,4.0
20230607,2.0,SZ_MAIN,1,0.0
20230607,3.0,SH_MAIN,1,1.0
20230607,3.0,SZ_MAIN,1,0.0
20230608,2.0,SH_MAIN,2,0.0
20230608,2.0,SZ_MAIN,1,0.0
20230608,3.0,SH_MAIN,4,1.0
20230609,2.0,SH_MAIN,4,2.0
20230609,2.0,SZ_MAIN,2,1.0
20230612,2.0,SH_MAIN,3,1.0
20230612,2.0,SZ_MAIN,7,3.0
20230612,3.0,SH_MAIN,2,2.0
20230612,3.0,SZ_MAIN,1,0.0
20230613,2.0,SH_MAIN,1,0.0
20230613,2.0,SZ_MAIN,3,1.0
20230613,3.0,SH_MAIN,1,1.0
20230613,3.0,SZ_MAIN,3,1.0
20230614,2.0,SH_MAIN,5,1.0
20230614,3.0,SZ_MAIN,1,0.0
20230615,2.0,SH_MAIN,1,0.0
20230615,2.0,SZ_MAIN,5,2.0
20230615,3.0,SH_MAIN,1,0.0
20230616,2.0,SH_MAIN,1,0.0
20230616,2.0,SZ_MAIN,1,0.0
20230616,3.0,SZ_MAIN,2,2.0
20230619,2.0,SH_MAIN,2,1.0
20230619,2.0,SZ_MAIN,3,0.0
20230620,2.0,SH_MAIN,2,0.0
20230620,2.0,SZ_MAIN,2,0.0
20230620,3.0,SH_MAIN,1,0.0
20230621,2.0,SH_MAIN,2,1.0
20230621,2.0,SZ_MAIN,3,1.0
20230626,2.0,SH_MAIN,3,2.0
20230626,2.0,SZ_MAIN,4,2.0
20230626,3.0,SH_MAIN,1,1.0
20230626,3.0,SZ_MAIN,1,1.0
20230627,2.0,SH_MAIN,1,0.0
20230627,2.0,SZ_MAIN,1,0.0
20230627,3.0,SH_MAIN,2,1.0
20230627,3.0,SZ_MAIN,2,1.0
20230628,2.0,SH_MAIN,2,1.0
20230628,2.0,SZ_MAIN,2,0.0
20230629,2.0,SZ_MAIN,2,1.0
20230629,3.0,SH_MAIN,1,0.0
20230630,2.0,SH_MAIN,1,0.0
20230630,2.0,SZ_MAIN,2,0.0
20230630,3.0,SZ_MAIN,1,1.0
20230703,2.0,SH_MAIN,2,1.0
20230703,2.0,SZ_MAIN,5,3.0
20230704,2.0,SZ_MAIN,2,0.0
20230704,3.0,SH_MAIN,1,0.0
20230704,3.0,SZ_MAIN,3,3.0
20230705,2.0,SH_MAIN,2,1.0
20230705,2.0,SZ_MAIN,1,1.0
20230706,2.0,SH_MAIN,1,1.0
20230706,2.0,SZ_MAIN,2,0.0
20230706,3.0,SH_MAIN,1,0.0
20230706,3.0,SZ_MAIN,1,0.0
20230707,2.0,SH_MAIN,1,0.0
20230707,2.0,SZ_MAIN,2,2.0
20230707,3.0,SH_MAIN,1,1.0
20230710,2.0,SZ_MAIN,4,2.0
20230710,3.0,SZ_MAIN,2,1.0
20230711,2.0,SH_MAIN,1,0.0
20230711,2.0,SZ_MAIN,2,1.0
20230711,3.0,SZ_MAIN,2,1.0
20230712,2.0,SH_MAIN,3,2.0
20230712,2.0,SZ_MAIN,2,0.0
20230712,3.0,SZ_MAIN,1,1.0
20230713,2.0,SH_MAIN,1,1.0
20230713,2.0,SZ_MAIN,2,0.0
20230713,3.0,SH_MAIN,2,0.0
20230714,2.0,SH_MAIN,2,0.0
20230714,2.0,SZ_MAIN,4,1.0
20230714,3.0,SH_MAIN,1,0.0
20230717,2.0,SH_MAIN,2,1.0
20230717,2.0,SZ_MAIN,2,1.0
20230717,3.0,SZ_MAIN,1,0.0
20230718,2.0,SZ_MAIN,1,0.0
20230718,3.0,SH_MAIN,1,1.0
20230718,3.0,SZ_MAIN,1,0.0
20230720,2.0,SH_MAIN,1,0.0
20230720,2.0,SZ_MAIN,5,3.0
20230721,2.0,SH_MAIN,2,0.0
20230721,2.0,SZ_MAIN,2,0.0
20230721,3.0,SZ_MAIN,3,0.0
20230724,2.0,SH_MAIN,1,1.0
20230724,2.0,SZ_MAIN,3,3.0
20230725,2.0,SH_MAIN,2,2.0
20230725,2.0,SZ_MAIN,2,0.0
20230725,3.0,SH_MAIN,1,0.0
20230725,3.0,SZ_MAIN,3,1.0
20230726,2.0,SH_MAIN,7,0.0
20230726,2.0,SZ_MAIN,2,0.0
20230726,3.0,SH_MAIN,2,1.0
20230727,2.0,SH_MAIN,2,1.0
20230727,2.0,SZ_MAIN,4,1.0
20230728,2.0,SZ_MAIN,2,1.0
20230728,3.0,SH_MAIN,1,1.0
20230728,3.0,SZ_MAIN,1,1.0
20230731,2.0,SH_MAIN,5,0.0
20230731,2.0,SZ_MAIN,3,0.0
20230731,3.0,SZ_MAIN,1,0.0
20230801,2.0,SZ_MAIN,2,0.0
20230802,2.0,SH_MAIN,6,2.0
20230802,2.0,SZ_MAIN,1,0.0
20230803,2.0,SH_MAIN,1,1.0
20230803,3.0,SH_MAIN,2,0.0
20230804,2.0,SH_MAIN,3,1.0
20230804,3.0,SH_MAIN,1,0.0
20230807,2.0,SH_MAIN,2,1.0
20230807,2.0,SZ_MAIN,3,0.0
20230807,3.0,SH_MAIN,1,0.0
20230808,2.0,SH_MAIN,1,0.0
20230808,2.0,SZ_MAIN,2,0.0
20230808,3.0,SH_MAIN,1,1.0
20230809,2.0,SH_MAIN,1,1.0
20230809,2.0,SZ_MAIN,1,0.0
20230810,2.0,SZ_MAIN,1,0.0
20230810,3.0,SH_MAIN,1,1.0
20230811,2.0,SH_MAIN,1,0.0
20230811,2.0,SZ_MAIN,1,0.0
20230814,2.0,SH_MAIN,1,1.0
20230814,2.0,SZ_MAIN,2,0.0
20230815,2.0,SZ_MAIN,3,1.0
20230815,3.0,SH_MAIN,1,1.0
20230816,2.0,SH_MAIN,1,0.0
20230816,2.0,SZ_MAIN,1,0.0
20230816,3.0,SZ_MAIN,1,1.0
20230817,2.0,SH_MAIN,2,0.0
20230817,2.0,SZ_MAIN,2,0.0
20230818,2.0,SZ_MAIN,3,2.0
20230821,2.0,SH_MAIN,4,2.0
20230821,2.0,SZ_MAIN,2,0.0
20230821,3.0,SZ_MAIN,2,1.0
20230822,2.0,SH_MAIN,1,1.0
20230822,2.0,SZ_MAIN,2,0.0
20230822,3.0,SH_MAIN,2,1.0
20230823,2.0,SH_MAIN,4,1.0
20230823,2.0,SZ_MAIN,1,0.0
20230823,3.0,SH_MAIN,1,1.0
20230824,2.0,SH_MAIN,2,1.0
20230824,2.0,SZ_MAIN,1,0.0
20230824,3.0,SH_MAIN,1,0.0
20230825,2.0,SH_MAIN,1,0.0
20230825,2.0,SZ_MAIN,2,1.0
20230825,3.0,SH_MAIN,1,1.0
20230828,2.0,SH_MAIN,1,1.0
20230828,2.0,SZ_MAIN,5,1.0
20230828,3.0,SZ_MAIN,1,0.0
20230829,2.0,SH_MAIN,3,2.0
20230829,2.0,SZ_MAIN,2,0.0
20230829,3.0,SH_MAIN,1,0.0
20230829,3.0,SZ_MAIN,1,0.0
20230830,2.0,SH_MAIN,4,2.0
20230830,2.0,SZ_MAIN,1,0.0
20230830,3.0,SH_MAIN,2,1.0
20230831,2.0,SH_MAIN,1,0.0
20230831,2.0,SZ_MAIN,2,1.0
20230831,3.0,SH_MAIN,2,1.0
20230901,2.0,SH_MAIN,1,0.0
20230901,2.0,SZ_MAIN,1,0.0
20230901,3.0,SZ_MAIN,1,1.0
20230904,2.0,SH_MAIN,2,1.0
20230904,2.0,SZ_MAIN,2,0.0
20230905,2.0,SZ_MAIN,2,1.0
20230905,3.0,SH_MAIN,1,0.0
20230906,2.0,SZ_MAIN,1,0.0
20230906,3.0,SZ_MAIN,1,1.0
20230907,2.0,SH_MAIN,2,2.0
20230908,2.0,SZ_MAIN,2,0.0
20230908,3.0,SH_MAIN,2,2.0
20230911,2.0,SZ_MAIN,6,2.0
20230912,2.0,SZ_MAIN,3,1.0
20230912,3.0,SZ_MAIN,2,1.0
20230913,2.0,SH_MAIN,2,1.0
20230913,2.0,SZ_MAIN,1,0.0
20230913,3.0,SZ_MAIN,1,1.0
20230914,2.0,SZ_MAIN,2,0.0
20230914,3.0,SH_MAIN,1,0.0
20230915,2.0,SH_MAIN,4,2.0
20230915,2.0,SZ_MAIN,2,1.0
20230918,2.0,SH_MAIN,1,0.0
20230918,2.0,SZ_MAIN,3,0.0
20230918,3.0,SH_MAIN,2,1.0
20230918,3.0,SZ_MAIN,1,0.0
20230919,2.0,SH_MAIN,2,1.0
20230919,2.0,SZ_MAIN,1,0.0
20230920,2.0,SZ_MAIN,1,1.0
20230920,3.0,SH_MAIN,1,0.0
20230921,2.0,SH_MAIN,1,1.0
20230921,2.0,SZ_MAIN,2,1.0
20230921,3.0,SZ_MAIN,1,0.0
20230922,2.0,SH_MAIN,2,2.0
20230922,2.0,SZ_MAIN,1,1.0
20230922,3.0,SH_MAIN,1,1.0
20230922,3.0,SZ_MAIN,1,1.0
20230925,2.0,SH_MAIN,3,1.0
20230925,2.0,SZ_MAIN,3,0.0
20230925,3.0,SH_MAIN,2,1.0
20230925,3.0,SZ_MAIN,1,1.0
20230926,2.0,SH_MAIN,1,0.0
20230926,2.0,SZ_MAIN,3,2.0
20230926,3.0,SH_MAIN,1,1.0
20230927,2.0,SH_MAIN,2,1.0
20230927,2.0,SZ_MAIN,5,4.0
20230927,3.0,SZ_MAIN,2,0.0
20230928,2.0,SH_MAIN,1,1.0
20230928,2.0,SZ_MAIN,1,1.0
20230928,3.0,SH_MAIN,1,0.0
20230928,3.0,SZ_MAIN,4,3.0
20231009,2.0,SH_MAIN,6,4.0
20231009,2.0,SZ_MAIN,3,2.0
20231009,3.0,SH_MAIN,1,0.0
20231009,3.0,SZ_MAIN,1,0.0
20231010,2.0,SH_MAIN,3,0.0
20231010,2.0,SZ_MAIN,2,1.0
20231010,3.0,SH_MAIN,4,1.0
20231010,3.0,SZ_MAIN,2,1.0
20231011,2.0,SH_MAIN,2,0.0
20231011,2.0,SZ_MAIN,3,1.0
20231012,2.0,SH_MAIN,2,2.0
20231012,2.0,SZ_MAIN,1,0.0
20231012,3.0,SZ_MAIN,1,0.0
20231013,2.0,SZ_MAIN,3,1.0
20231013,3.0,SH_MAIN,2,2.0
20231016,2.0,SH_MAIN,4,0.0
20231016,2.0,SZ_MAIN,3,0.0
20231016,3.0,SZ_MAIN,1,0.0
20231017,2.0,SH_MAIN,2,1.0
20231017,2.0,SZ_MAIN,2,1.0
20231018,2.0,SH_MAIN,3,3.0
20231018,2.0,SZ_MAIN,2,0.0
20231018,3.0,SH_MAIN,1,0.0
20231018,3.0,SZ_MAIN,1,1.0
20231019,2.0,SH_MAIN,1,0.0
20231019,2.0,SZ_MAIN,2,0.0
20231019,3.0,SH_MAIN,3,1.0
20231020,2.0,SH_MAIN,2,0.0
20231020,2.0,SZ_MAIN,3,1.0
20231023,2.0,SH_MAIN,2,0.0
20231023,2.0,SZ_MAIN,2,2.0
20231023,3.0,SZ_MAIN,1,1.0
20231024,2.0,SH_MAIN,4,4.0
20231024,2.0,SZ_MAIN,1,1.0
20231024,3.0,SZ_MAIN,2,2.0
20231025,2.0,SH_MAIN,4,2.0
20231025,2.0,SZ_MAIN,4,1.0
20231025,3.0,SH_MAIN,4,2.0
20231025,3.0,SZ_MAIN,1,0.0
20231026,2.0,SH_MAIN,3,2.0
20231026,2.0,SZ_MAIN,3,3.0
20231026,3.0,SH_MAIN,2,2.0
20231026,3.0,SZ_MAIN,1,0.0
20231027,2.0,SH_MAIN,1,0.0
20231027,2.0,SZ_MAIN,2,1.0
20231027,3.0,SH_MAIN,2,1.0
20231027,3.0,SZ_MAIN,3,1.0
20231030,2.0,SH_MAIN,4,1.0
20231030,2.0,SZ_MAIN,2,2.0
20231030,3.0,SZ_MAIN,1,0.0
20231031,2.0,SH_MAIN,2,0.0
20231031,2.0,SZ_MAIN,3,2.0
20231031,3.0,SH_MAIN,1,1.0
20231031,3.0,SZ_MAIN,2,1.0
20231101,2.0,SZ_MAIN,2,1.0
20231101,3.0,SZ_MAIN,2,2.0
20231102,2.0,SH_MAIN,2,1.0
20231102,3.0,SZ_MAIN,1,0.0
20231103,2.0,SH_MAIN,2,1.0
20231103,2.0,SZ_MAIN,1,1.0
20231103,3.0,SH_MAIN,1,1.0
20231106,2.0,SH_MAIN,2,1.0
20231106,2.0,SZ_MAIN,3,2.0
20231106,3.0,SH_MAIN,1,1.0
20231106,3.0,SZ_MAIN,1,1.0
20231107,2.0,SH_MAIN,7,3.0
20231107,2.0,SZ_MAIN,3,2.0
20231107,3.0,SH_MAIN,1,1.0
20231107,3.0,SZ_MAIN,2,1.0
20231108,2.0,SH_MAIN,5,2.0
20231108,2.0,SZ_MAIN,4,2.0
20231108,3.0,SH_MAIN,3,0.0
20231108,3.0,SZ_MAIN,2,1.0
20231109,2.0,SH_MAIN,1,0.0
20231109,2.0,SZ_MAIN,2,1.0
20231109,3.0,SH_MAIN,2,0.0
20231109,3.0,SZ_MAIN,2,2.0
20231110,2.0,SH_MAIN,5,2.0
20231110,3.0,SZ_MAIN,1,1.0
20231113,2.0,SH_MAIN,2,1.0
20231113,2.0,SZ_MAIN,3,3.0
20231113,3.0,SH_MAIN,2,1.0
20231114,2.0,SH_MAIN,1,1.0
20231114,2.0,SZ_MAIN,2,1.0
20231114,3.0,SH_MAIN,1,1.0
20231114,3.0,SZ_MAIN,3,2.0
20231115,2.0,SH_MAIN,5,2.0
20231115,2.0,SZ_MAIN,4,0.0
20231115,3.0,SH_MAIN,1,1.0
20231115,3.0,SZ_MAIN,1,0.0
20231116,2.0,SH_MAIN,2,1.0
20231116,2.0,SZ_MAIN,1,1.0
20231116,3.0,SH_MAIN,2,1.0
20231117,2.0,SH_MAIN,2,2.0
20231117,2.0,SZ_MAIN,5,4.0
20231117,3.0,SH_MAIN,1,1.0
20231117,3.0,SZ_MAIN,1,1.0
20231120,2.0,SH_MAIN,3,1.0
20231120,2.0,SZ_MAIN,2,2.0
20231120,3.0,SH_MAIN,2,2.0
20231120,3.0,SZ_MAIN,4,3.0
20231121,2.0,SH_MAIN,8,4.0
20231121,2.0,SZ_MAIN,4,3.0
20231121,3.0,SH_MAIN,1,1.0
20231121,3.0,SZ_MAIN,2,0.0
20231122,2.0,SH_MAIN,5,2.0
20231122,2.0,SZ_MAIN,4,0.0
20231122,3.0,SH_MAIN,4,1.0
20231122,3.0,SZ_MAIN,3,0.0
20231123,2.0,SH_MAIN,3,1.0
20231123,2.0,SZ_MAIN,3,2.0
20231123,3.0,SH_MAIN,2,2.0
20231124,2.0,SH_MAIN,3,2.0
20231124,2.0,SZ_MAIN,3,1.0
20231124,3.0,SH_MAIN,1,0.0
20231124,3.0,SZ_MAIN,2,2.0
20231127,2.0,SH_MAIN,1,1.0
20231127,2.0,SZ_MAIN,1,0.0
20231127,3.0,SH_MAIN,2,2.0
20231127,3.0,SZ_MAIN,1,1.0
20231128,2.0,SH_MAIN,2,0.0
20231128,2.0,SZ_MAIN,3,0.0
20231128,3.0,SH_MAIN,1,1.0
20231129,2.0,SH_MAIN,5,2.0
20231129,2.0,SZ_MAIN,1,1.0
20231130,2.0,SH_MAIN,1,1.0
20231130,2.0,SZ_MAIN,1,0.0
20231130,3.0,SH_MAIN,2,2.0
20231130,3.0,SZ_MAIN,1,0.0
20231201,2.0,SH_MAIN,3,2.0
20231201,2.0,SZ_MAIN,2,1.0
20231201,3.0,SH_MAIN,1,1.0
20231204,2.0,SH_MAIN,9,4.0
20231204,3.0,SH_MAIN,2,2.0
20231204,3.0,SZ_MAIN,1,0.0
20231205,2.0,SH_MAIN,3,1.0
20231205,2.0,SZ_MAIN,3,0.0
20231205,3.0,SH_MAIN,4,2.0
20231206,2.0,SH_MAIN,4,1.0
20231206,2.0,SZ_MAIN,1,1.0
20231206,3.0,SH_MAIN,1,0.0
20231207,2.0,SH_MAIN,7,3.0
20231207,2.0,SZ_MAIN,3,0.0
20231207,3.0,SH_MAIN,1,0.0
20231207,3.0,SZ_MAIN,1,0.0
20231208,2.0,SH_MAIN,5,1.0
20231208,2.0,SZ_MAIN,1,1.0
20231208,3.0,SH_MAIN,3,2.0
20231211,2.0,SH_MAIN,1,0.0
20231211,2.0,SZ_MAIN,1,1.0
20231211,3.0,SH_MAIN,1,1.0
20231211,3.0,SZ_MAIN,1,0.0
20231212,2.0,SH_MAIN,4,3.0
20231212,2.0,SZ_MAIN,2,1.0
20231212,3.0,SZ_MAIN,1,0.0
20231213,2.0,SH_MAIN,3,3.0
20231213,2.0,SZ_MAIN,3,0.0
20231213,3.0,SH_MAIN,3,3.0
20231213,3.0,SZ_MAIN,1,0.0
20231214,2.0,SH_MAIN,4,4.0
20231214,2.0,SZ_MAIN,2,1.0
20231214,3.0,SH_MAIN,3,2.0
20231215,2.0,SH_MAIN,4,2.0
20231215,2.0,SZ_MAIN,3,1.0
20231215,3.0,SH_MAIN,4,0.0
20231215,3.0,SZ_MAIN,1,0.0
20231218,2.0,SH_MAIN,5,2.0
20231218,2.0,SZ_MAIN,2,0.0
20231218,3.0,SH_MAIN,2,0.0
20231218,3.0,SZ_MAIN,1,1.0
20231219,2.0,SH_MAIN,1,0.0
20231219,2.0,SZ_MAIN,2,2.0
20231219,3.0,SH_MAIN,2,1.0
20231220,2.0,SH_MAIN,4,1.0
20231220,2.0,SZ_MAIN,2,1.0
20231220,3.0,SZ_MAIN,2,1.0
20231221,2.0,SH_MAIN,4,1.0
20231221,2.0,SZ_MAIN,1,1.0
20231221,3.0,SH_MAIN,1,0.0
20231221,3.0,SZ_MAIN,1,1.0
20231222,2.0,SH_MAIN,1,1.0
20231222,2.0,SZ_MAIN,3,2.0
20231222,3.0,SH_MAIN,1,0.0
20231222,3.0,SZ_MAIN,1,1.0
20231225,2.0,SH_MAIN,1,0.0
20231225,2.0,SZ_MAIN,1,0.0
20231225,3.0,SH_MAIN,1,1.0
20231225,3.0,SZ_MAIN,2,2.0
20231226,2.0,SH_MAIN,2,0.0
20231226,2.0,SZ_MAIN,5,3.0
20231227,2.0,SH_MAIN,1,0.0
20231227,2.0,SZ_MAIN,1,0.0
20231227,3.0,SZ_MAIN,3,1.0
20231228,2.0,SH_MAIN,5,3.0
20231228,2.0,SZ_MAIN,2,2.0
20231229,2.0,SH_MAIN,6,5.0
20231229,2.0,SZ_MAIN,8,4.0
20231229,3.0,SH_MAIN,3,2.0
20231229,3.0,SZ_MAIN,2,0.0
20240102,2.0,SH_MAIN,1,1.0
20240102,2.0,SZ_MAIN,2,1.0
20240102,3.0,SH_MAIN,5,2.0
20240102,3.0,SZ_MAIN,4,1.0
20240103,2.0,SH_MAIN,5,1.0
20240103,2.0,SZ_MAIN,3,1.0
20240103,3.0,SH_MAIN,1,1.0
20240103,3.0,SZ_MAIN,1,0.0
20240104,2.0,SH_MAIN,3,1.0
20240104,2.0,SZ_MAIN,4,2.0
20240104,3.0,SH_MAIN,1,1.0
20240104,3.0,SZ_MAIN,1,0.0
20240105,2.0,SH_MAIN,1,0.0
20240105,2.0,SZ_MAIN,2,1.0
20240105,3.0,SH_MAIN,1,1.0
20240105,3.0,SZ_MAIN,2,1.0
20240108,2.0,SH_MAIN,3,0.0
20240108,2.0,SZ_MAIN,3,1.0
20240108,3.0,SZ_MAIN,1,1.0
20240109,2.0,SZ_MAIN,2,1.0
20240109,3.0,SZ_MAIN,1,1.0
20240110,2.0,SH_MAIN,5,2.0
20240110,2.0,SZ_MAIN,3,2.0
20240110,3.0,SZ_MAIN,1,1.0
20240111,2.0,SH_MAIN,4,0.0
20240111,2.0,SZ_MAIN,2,1.0
20240111,3.0,SH_MAIN,2,0.0
20240111,3.0,SZ_MAIN,2,2.0
20240112,2.0,SH_MAIN,4,2.0
20240112,2.0,SZ_MAIN,2,1.0
20240112,3.0,SZ_MAIN,1,0.0
20240115,2.0,SH_MAIN,2,2.0
20240115,2.0,SZ_MAIN,2,1.0
20240115,3.0,SH_MAIN,2,0.0
20240115,3.0,SZ_MAIN,1,1.0
20240116,2.0,SH_MAIN,2,0.0
20240116,2.0,SZ_MAIN,2,2.0
20240116,3.0,SH_MAIN,2,0.0
20240116,3.0,SZ_MAIN,1,0.0
20240117,2.0,SH_MAIN,5,3.0
20240117,2.0,SZ_MAIN,2,0.0
20240117,3.0,SZ_MAIN,2,0.0
20240118,2.0,SH_MAIN,4,1.0
20240118,2.0,SZ_MAIN,3,2.0
20240118,3.0,SH_MAIN,3,2.0
20240119,2.0,SH_MAIN,3,0.0
20240119,2.0,SZ_MAIN,2,0.0
20240119,3.0,SH_MAIN,1,1.0
20240119,3.0,SZ_MAIN,2,2.0
20240122,2.0,SH_MAIN,1,0.0
20240123,2.0,SH_MAIN,1,0.0
20240123,2.0,SZ_MAIN,1,1.0
20240124,2.0,SH_MAIN,16,12.0
20240124,3.0,SZ_MAIN,1,1.0
20240125,2.0,SH_MAIN,12,3.0
20240125,2.0,SZ_MAIN,6,5.0
20240125,3.0,SH_MAIN,12,10.0
20240126,2.0,SH_MAIN,4,1.0
20240126,2.0,SZ_MAIN,1,0.0
20240126,3.0,SH_MAIN,3,0.0
20240126,3.0,SZ_MAIN,5,3.0
20240129,2.0,SZ_MAIN,1,0.0
20240129,3.0,SH_MAIN,1,0.0
20240130,2.0,SZ_MAIN,2,1.0
20240131,2.0,SH_MAIN,3,1.0
20240131,3.0,SZ_MAIN,1,0.0
20240201,2.0,SH_MAIN,1,0.0
20240201,2.0,SZ_MAIN,3,1.0
20240201,3.0,SH_MAIN,1,1.0
20240202,2.0,SH_MAIN,2,2.0
20240202,2.0,SZ_MAIN,2,0.0
20240202,3.0,SZ_MAIN,1,1.0
20240205,2.0,SH_MAIN,1,0.0
20240205,3.0,SH_MAIN,2,1.0
20240206,2.0,SH_MAIN,2,2.0
20240207,2.0,SH_MAIN,10,1.0
20240207,2.0,SZ_MAIN,21,7.0
20240207,3.0,SH_MAIN,2,0.0
20240208,2.0,SH_MAIN,4,2.0
20240208,2.0,SZ_MAIN,4,0.0
20240208,3.0,SH_MAIN,1,0.0
20240208,3.0,SZ_MAIN,7,1.0
20240219,2.0,SH_MAIN,33,8.0
20240219,2.0,SZ_MAIN,39,5.0
20240219,3.0,SH_MAIN,2,1.0
20240220,2.0,SH_MAIN,20,6.0
20240220,2.0,SZ_MAIN,9,3.0
20240220,3.0,SH_MAIN,8,2.0
20240220,3.0,SZ_MAIN,5,2.0
20240221,2.0,SH_MAIN,1,1.0
20240221,2.0,SZ_MAIN,2,0.0
20240221,3.0,SH_MAIN,6,5.0
20240221,3.0,SZ_MAIN,3,2.0
20240222,2.0,SH_MAIN,3,2.0
20240222,2.0,SZ_MAIN,4,2.0
20240222,3.0,SH_MAIN,1,1.0
20240223,2.0,SH_MAIN,8,3.0
20240223,2.0,SZ_MAIN,6,3.0
20240223,3.0,SH_MAIN,2,2.0
20240223,3.0,SZ_MAIN,2,2.0
20240226,2.0,SH_MAIN,1,0.0
20240226,2.0,SZ_MAIN,7,4.0
