signal_date,stage,board,samples,hits
20220525,3.0,SZ_MAIN,3,1.0
20220526,2.0,SH_MAIN,4,2.0
20220526,2.0,SZ_MAIN,9,4.0
20220526,3.0,SH_MAIN,1,1.0
20220526,3.0,SZ_MAIN,2,2.0
20220527,2.0,SH_MAIN,5,1.0
20220527,2.0,SZ_MAIN,7,4.0
20220527,3.0,SH_MAIN,2,1.0
20220527,3.0,SZ_MAIN,4,2.0
20220530,2.0,SH_MAIN,9,0.0
20220530,2.0,SZ_MAIN,7,4.0
20220530,3.0,SH_MAIN,1,0.0
20220530,3.0,SZ_MAIN,4,1.0
20220531,2.0,SH_MAIN,5,2.0
20220531,2.0,SZ_MAIN,5,1.0
20220531,3.0,SZ_MAIN,4,2.0
20220601,2.0,SH_MAIN,3,3.0
20220601,2.0,SZ_MAIN,4,2.0
20220601,3.0,SH_MAIN,2,1.0
20220601,3.0,SZ_MAIN,1,0.0
20220602,2.0,SH_MAIN,2,0.0
20220602,2.0,SZ_MAIN,11,4.0
20220602,3.0,SH_MAIN,3,1.0
20220602,3.0,SZ_MAIN,2,1.0
20220606,2.0,SH_MAIN,5,1.0
20220606,2.0,SZ_MAIN,8,3.0
20220606,3.0,SZ_MAIN,4,1.0
20220607,2.0,SH_MAIN,4,1.0
20220607,2.0,SZ_MAIN,7,1.0
20220607,3.0,SH_MAIN,1,1.0
20220607,3.0,SZ_MAIN,3,1.0
20220608,2.0,SH_MAIN,2,0.0
20220608,2.0,SZ_MAIN,6,2.0
20220608,3.0,SH_MAIN,1,0.0
20220608,3.0,SZ_MAIN,1,1.0
20220609,2.0,SH_MAIN,5,4.0
20220609,2.0,SZ_MAIN,3,0.0
20220609,3.0,SZ_MAIN,2,2.0
20220610,2.0,SH_MAIN,1,1.0
20220610,2.0,SZ_MAIN,2,1.0
20220610,3.0,SH_MAIN,4,1.0
20220613,2.0,SH_MAIN,4,0.0
20220613,2.0,SZ_MAIN,7,5.0
20220613,3.0,SH_MAIN,1,1.0
20220613,3.0,SZ_MAIN,1,0.0
20220614,2.0,SH_MAIN,1,0.0
20220614,2.0,SZ_MAIN,8,1.0
20220614,3.0,SZ_MAIN,5,2.0
20220615,2.0,SH_MAIN,5,0.0
20220615,2.0,SZ_MAIN,5,1.0
20220615,3.0,SZ_MAIN,1,1.0
20220616,2.0,SH_MAIN,4,0.0
20220616,2.0,SZ_MAIN,4,1.0
20220616,3.0,SZ_MAIN,1,0.0
20220617,2.0,SZ_MAIN,6,2.0
20220617,3.0,SZ_MAIN,1,1.0
20220620,2.0,SH_MAIN,6,1.0
20220620,2.0,SZ_MAIN,9,2.0
20220620,3.0,SZ_MAIN,2,0.0
20220621,2.0,SH_MAIN,1,1.0
20220621,2.0,SZ_MAIN,5,3.0
20220621,3.0,SH_MAIN,1,1.0
20220621,3.0,SZ_MAIN,2,2.0
20220622,2.0,SH_MAIN,3,0.0
20220622,2.0,SZ_MAIN,9,2.0
20220622,3.0,SH_MAIN,1,0.0
20220622,3.0,SZ_MAIN,3,2.0
20220623,2.0,SH_MAIN,3,1.0
20220623,2.0,SZ_MAIN,11,5.0
20220623,3.0,SZ_MAIN,2,1.0
20220624,2.0,SH_MAIN,6,1.0
20220624,2.0,SZ_MAIN,10,5.0
20220624,3.0,SH_MAIN,1,1.0
20220624,3.0,SZ_MAIN,5,4.0
20220627,2.0,SH_MAIN,2,2.0
20220627,2.0,SZ_MAIN,10,9.0
20220627,3.0,SH_MAIN,1,1.0
20220627,3.0,SZ_MAIN,5,4.0
20220628,2.0,SH_MAIN,5,1.0
20220628,2.0,SZ_MAIN,13,2.0
20220628,3.0,SH_MAIN,2,0.0
20220628,3.0,SZ_MAIN,9,4.0
20220629,2.0,SH_MAIN,1,0.0
20220629,2.0,SZ_MAIN,12,4.0
20220629,3.0,SH_MAIN,1,0.0
20220629,3.0,SZ_MAIN,2,1.0
20220630,2.0,SH_MAIN,3,1.0
20220630,2.0,SZ_MAIN,2,0.0
20220630,3.0,SZ_MAIN,4,1.0
20220701,2.0,SH_MAIN,2,0.0
20220701,2.0,SZ_MAIN,5,2.0
20220701,3.0,SH_MAIN,1,0.0
20220704,2.0,SH_MAIN,1,0.0
20220704,2.0,SZ_MAIN,11,4.0
20220704,3.0,SZ_MAIN,2,1.0
20220705,2.0,SZ_MAIN,5,3.0
20220705,3.0,SZ_MAIN,4,3.0
20220706,2.0,SH_MAIN,1,0.0
20220706,2.0,SZ_MAIN,3,1.0
20220706,3.0,SZ_MAIN,3,3.0
20220707,2.0,SH_MAIN,2,0.0
20220707,2.0,SZ_MAIN,8,6.0
20220707,3.0,SZ_MAIN,1,0.0
20220708,2.0,SH_MAIN,3,0.0
20220708,2.0,SZ_MAIN,7,3.0
20220708,3.0,SZ_MAIN,6,3.0
20220711,2.0,SH_MAIN,2,1.0
20220711,2.0,SZ_MAIN,6,2.0
20220711,3.0,SZ_MAIN,3,2.0
20220712,2.0,SH_MAIN,3,0.0
20220712,2.0,SZ_MAIN,5,3.0
20220712,3.0,SH_MAIN,1,1.0
20220712,3.0,SZ_MAIN,2,2.0
20220713,2.0,SH_MAIN,5,1.0
20220713,2.0,SZ_MAIN,8,2.0
20220713,3.0,SZ_MAIN,3,1.0
20220714,2.0,SH_MAIN,2,1.0
20220714,2.0,SZ_MAIN,6,3.0
20220714,3.0,SH_MAIN,1,1.0
20220714,3.0,SZ_MAIN,2,1.0
20220715,2.0,SH_MAIN,1,1.0
20220715,2.0,SZ_MAIN,4,2.0
20220715,3.0,SH_MAIN,1,0.0
20220715,3.0,SZ_MAIN,3,1.0
20220718,2.0,SH_MAIN,6,2.0
20220718,2.0,SZ_MAIN,12,2.0
20220718,3.0,SH_MAIN,1,0.0
20220718,3.0,SZ_MAIN,2,1.0
20220719,2.0,SH_MAIN,4,1.0
20220719,2.0,SZ_MAIN,11,6.0
20220719,3.0,SH_MAIN,2,1.0
20220719,3.0,SZ_MAIN,2,1.0
20220720,2.0,SH_MAIN,8,0.0
20220720,2.0,SZ_MAIN,6,2.0
20220720,3.0,SH_MAIN,1,0.0
20220720,3.0,SZ_MAIN,6,3.0
20220721,2.0,SH_MAIN,2,0.0
20220721,2.0,SZ_MAIN,8,2.0
20220721,3.0,SZ_MAIN,2,0.0
20220722,2.0,SH_MAIN,1,0.0
20220722,2.0,SZ_MAIN,7,4.0
20220722,3.0,SZ_MAIN,2,0.0
20220725,2.0,SH_MAIN,2,0.0
20220725,2.0,SZ_MAIN,3,2.0
20220725,3.0,SZ_MAIN,4,3.0
20220726,2.0,SH_MAIN,2,1.0
20220726,2.0,SZ_MAIN,5,2.0
20220726,3.0,SZ_MAIN,2,1.0
20220727,2.0,SH_MAIN,3,3.0
20220727,2.0,SZ_MAIN,9,2.0
20220727,3.0,SH_MAIN,1,1.0
20220727,3.0,SZ_MAIN,2,2.0
20220728,2.0,SH_MAIN,2,2.0
20220728,2.0,SZ_MAIN,14,4.0
20220728,3.0,SH_MAIN,3,1.0
20220728,3.0,SZ_MAIN,2,2.0
20220729,2.0,SH_MAIN,1,1.0
20220729,2.0,SZ_MAIN,7,4.0
20220729,3.0,SH_MAIN,2,1.0
20220729,3.0,SZ_MAIN,4,3.0
20220801,2.0,SH_MAIN,4,2.0
20220801,2.0,SZ_MAIN,4,1.0
20220801,3.0,SH_MAIN,1,1.0
20220801,3.0,SZ_MAIN,4,2.0
20220802,2.0,SH_MAIN,2,0.0
20220802,2.0,SZ_MAIN,8,3.0
20220802,3.0,SH_MAIN,2,1.0
20220802,3.0,SZ_MAIN,1,0.0
20220803,2.0,SH_MAIN,1,0.0
20220803,2.0,SZ_MAIN,4,1.0
20220803,3.0,SZ_MAIN,3,2.0
20220804,2.0,SH_MAIN,3,1.0
20220804,2.0,SZ_MAIN,1,0.0
20220804,3.0,SZ_MAIN,1,1.0
20220805,2.0,SH_MAIN,1,0.0
20220805,2.0,SZ_MAIN,4,3.0
20220805,3.0,SH_MAIN,1,0.0
20220808,2.0,SH_MAIN,3,0.0
20220808,2.0,SZ_MAIN,8,4.0
20220808,3.0,SZ_MAIN,3,1.0
20220809,2.0,SH_MAIN,4,0.0
20220809,2.0,SZ_MAIN,7,2.0
20220809,3.0,SZ_MAIN,4,2.0
20220810,2.0,SH_MAIN,5,3.0
20220810,2.0,SZ_MAIN,2,1.0
20220810,3.0,SZ_MAIN,2,1.0
20220811,2.0,SZ_MAIN,10,5.0
20220811,3.0,SH_MAIN,3,0.0
20220811,3.0,SZ_MAIN,1,1.0
20220812,2.0,SZ_MAIN,6,2.0
20220812,3.0,SZ_MAIN,5,2.0
20220815,2.0,SH_MAIN,1,0.0
20220815,2.0,SZ_MAIN,7,2.0
20220815,3.0,SZ_MAIN,2,1.0
20220816,2.0,SH_MAIN,7,3.0
20220816,2.0,SZ_MAIN,6,1.0
20220816,3.0,SZ_MAIN,2,2.0
20220817,2.0,SH_MAIN,5,1.0
20220817,2.0,SZ_MAIN,4,2.0
20220817,3.0,SH_MAIN,3,0.0
20220817,3.0,SZ_MAIN,1,0.0
20220818,2.0,SZ_MAIN,9,4.0
20220818,3.0,SH_MAIN,1,0.0
20220818,3.0,SZ_MAIN,2,1.0
20220819,2.0,SH_MAIN,3,1.0
20220819,2.0,SZ_MAIN,10,5.0
20220819,3.0,SZ_MAIN,4,2.0
20220822,2.0,SH_MAIN,1,0.0
20220822,2.0,SZ_MAIN,5,2.0
20220822,3.0,SH_MAIN,1,0.0
20220822,3.0,SZ_MAIN,5,3.0
20220823,2.0,SH_MAIN,2,1.0
20220823,2.0,SZ_MAIN,6,2.0
20220823,3.0,SZ_MAIN,2,1.0
20220824,2.0,SH_MAIN,3,1.0
20220824,2.0,SZ_MAIN,4,1.0
20220824,3.0,SH_MAIN,1,0.0
20220824,3.0,SZ_MAIN,2,1.0
20220825,2.0,SH_MAIN,1,0.0
20220825,2.0,SZ_MAIN,5,2.0
20220825,3.0,SH_MAIN,1,0.0
20220825,3.0,SZ_MAIN,1,0.0
20220826,2.0,SH_MAIN,4,0.0
20220826,2.0,SZ_MAIN,2,2.0
20220826,3.0,SZ_MAIN,2,1.0
20220829,2.0,SZ_MAIN,6,2.0
20220829,3.0,SZ_MAIN,2,1.0
20220830,2.0,SZ_MAIN,3,2.0
20220830,3.0,SZ_MAIN,2,0.0
20220831,2.0,SZ_MAIN,4,1.0
20220831,3.0,SZ_MAIN,2,1.0
20220901,2.0,SH_MAIN,2,1.0
20220901,2.0,SZ_MAIN,5,2.0
20220901,3.0,SZ_MAIN,1,0.0
20220902,2.0,SH_MAIN,1,0.0
20220902,2.0,SZ_MAIN,7,2.0
20220902,3.0,SH_MAIN,1,0.0
20220902,3.0,SZ_MAIN,2,1.0
20220905,2.0,SZ_MAIN,6,5.0
20220905,3.0,SZ_MAIN,2,2.0
20220906,2.0,SH_MAIN,1,0.0
20220906,2.0,SZ_MAIN,5,1.0
20220906,3.0,SZ_MAIN,5,2.0
20220907,2.0,SH_MAIN,1,1.0
20220907,2.0,SZ_MAIN,4,0.0
20220907,3.0,SZ_MAIN,1,0.0
20220908,2.0,SH_MAIN,3,0.0
20220908,2.0,SZ_MAIN,5,1.0
20220908,3.0,SH_MAIN,1,0.0
20220909,2.0,SZ_MAIN,5,4.0
20220909,3.0,SZ_MAIN,1,0.0
20220913,2.0,SH_MAIN,2,1.0
20220913,2.0,SZ_MAIN,4,1.0
20220913,3.0,SZ_MAIN,4,3.0
20220914,2.0,SH_MAIN,3,0.0
20220914,2.0,SZ_MAIN,3,1.0
20220914,3.0,SH_MAIN,1,1.0
20220914,3.0,SZ_MAIN,1,0.0
20220915,2.0,SZ_MAIN,4,1.0
20220915,3.0,SZ_MAIN,1,0.0
20220916,2.0,SZ_MAIN,3,1.0
20220916,3.0,SZ_MAIN,1,1.0
20220919,2.0,SZ_MAIN,5,2.0
20220919,3.0,SZ_MAIN,1,1.0
20220920,2.0,SZ_MAIN,5,3.0
20220920,3.0,SZ_MAIN,2,1.0
20220921,2.0,SZ_MAIN,4,1.0
20220921,3.0,SZ_MAIN,3,2.0
20220922,2.0,SZ_MAIN,2,1.0
20220922,3.0,SZ_MAIN,1,0.0
20220923,2.0,SH_MAIN,1,0.0
20220923,2.0,SZ_MAIN,2,0.0
20220923,3.0,SZ_MAIN,1,0.0
20220926,2.0,SZ_MAIN,1,1.0
20220927,2.0,SH_MAIN,3,3.0
20220927,2.0,SZ_MAIN,6,3.0
20220927,3.0,SZ_MAIN,1,1.0
20220928,2.0,SH_MAIN,2,0.0
20220928,2.0,SZ_MAIN,5,1.0
20220928,3.0,SH_MAIN,3,2.0
20220928,3.0,SZ_MAIN,3,1.0
20220929,2.0,SZ_MAIN,4,2.0
20220929,3.0,SZ_MAIN,1,1.0
20220930,2.0,SZ_MAIN,3,0.0
20220930,3.0,SZ_MAIN,2,1.0
20221010,2.0,SH_MAIN,1,0.0
20221010,2.0,SZ_MAIN,7,2.0
20221011,2.0,SZ_MAIN,3,3.0
20221011,3.0,SZ_MAIN,2,2.0
20221012,2.0,SH_MAIN,5,1.0
20221012,2.0,SZ_MAIN,10,4.0
20221012,3.0,SZ_MAIN,3,2.0
20221013,2.0,SH_MAIN,5,0.0
20221013,2.0,SZ_MAIN,10,2.0
20221013,3.0,SH_MAIN,1,1.0
20221013,3.0,SZ_MAIN,4,1.0
20221014,2.0,SH_MAIN,2,0.0
20221014,2.0,SZ_MAIN,7,5.0
20221014,3.0,SZ_MAIN,2,2.0
20221017,2.0,SH_MAIN,4,1.0
20221017,2.0,SZ_MAIN,4,3.0
20221017,3.0,SZ_MAIN,5,1.0
20221018,2.0,SH_MAIN,3,0.0
20221018,2.0,SZ_MAIN,5,1.0
20221018,3.0,SH_MAIN,1,0.0
20221018,3.0,SZ_MAIN,3,2.0
20221019,2.0,SH_MAIN,1,0.0
20221019,2.0,SZ_MAIN,6,2.0
20221019,3.0,SZ_MAIN,1,1.0
20221020,2.0,SZ_MAIN,8,4.0
20221020,3.0,SZ_MAIN,2,1.0
20221021,2.0,SZ_MAIN,5,1.0
20221021,3.0,SZ_MAIN,4,1.0
20221024,2.0,SH_MAIN,1,0.0
20221024,2.0,SZ_MAIN,4,3.0
20221024,3.0,SZ_MAIN,1,0.0
20221025,2.0,SH_MAIN,1,1.0
20221025,2.0,SZ_MAIN,8,1.0
20221025,3.0,SZ_MAIN,3,1.0
20221026,2.0,SZ_MAIN,2,1.0
20221026,3.0,SH_MAIN,1,0.0
20221026,3.0,SZ_MAIN,1,1.0
20221027,2.0,SZ_MAIN,10,3.0
20221027,3.0,SZ_MAIN,1,0.0
20221028,2.0,SH_MAIN,1,1.0
20221028,2.0,SZ_MAIN,1,1.0
20221028,3.0,SZ_MAIN,3,2.0
20221031,2.0,SH_MAIN,2,2.0
20221031,2.0,SZ_MAIN,2,0.0
20221031,3.0,SH_MAIN,1,0.0
20221031,3.0,SZ_MAIN,1,1.0
20221101,2.0,SH_MAIN,2,1.0
20221101,2.0,SZ_MAIN,7,4.0
20221101,3.0,SH_MAIN,2,0.0
20221102,2.0,SH_MAIN,2,1.0
20221102,2.0,SZ_MAIN,10,1.0
20221102,3.0,SH_MAIN,1,1.0
20221102,3.0,SZ_MAIN,4,2.0
20221103,2.0,SH_MAIN,3,1.0
20221103,2.0,SZ_MAIN,3,2.0
20221103,3.0,SH_MAIN,1,0.0
20221103,3.0,SZ_MAIN,1,0.0
20221104,2.0,SH_MAIN,2,2.0
20221104,2.0,SZ_MAIN,5,3.0
20221104,3.0,SH_MAIN,1,1.0
20221104,3.0,SZ_MAIN,2,1.0
20221107,2.0,SH_MAIN,3,0.0
20221107,2.0,SZ_MAIN,9,1.0
20221107,3.0,SH_MAIN,2,0.0
20221107,3.0,SZ_MAIN,3,1.0
20221108,2.0,SH_MAIN,1,0.0
20221108,2.0,SZ_MAIN,7,1.0
20221108,3.0,SZ_MAIN,1,1.0
20221109,2.0,SH_MAIN,5,3.0
20221109,2.0,SZ_MAIN,3,0.0
20221109,3.0,SZ_MAIN,1,1.0
20221110,2.0,SZ_MAIN,10,3.0
20221110,3.0,SH_MAIN,3,1.0
20221111,2.0,SH_MAIN,4,3.0
20221111,2.0,SZ_MAIN,6,3.0
20221111,3.0,SZ_MAIN,3,0.0
20221114,2.0,SH_MAIN,5,3.0
20221114,2.0,SZ_MAIN,5,2.0
20221114,3.0,SH_MAIN,3,2.0
20221114,3.0,SZ_MAIN,3,1.0
20221115,2.0,SH_MAIN,3,1.0
20221115,2.0,SZ_MAIN,7,2.0
20221115,3.0,SH_MAIN,3,0.0
20221115,3.0,SZ_MAIN,2,1.0
20221116,2.0,SH_MAIN,3,0.0
20221116,2.0,SZ_MAIN,4,1.0
20221116,3.0,SH_MAIN,1,0.0
20221116,3.0,SZ_MAIN,2,1.0
20221117,2.0,SH_MAIN,3,2.0
20221117,2.0,SZ_MAIN,5,2.0
20221117,3.0,SZ_MAIN,1,0.0
20221118,2.0,SH_MAIN,4,1.0
20221118,2.0,SZ_MAIN,3,1.0
20221118,3.0,SH_MAIN,2,1.0
20221118,3.0,SZ_MAIN,2,2.0
20221121,2.0,SH_MAIN,4,2.0
20221121,2.0,SZ_MAIN,5,1.0
20221121,3.0,SH_MAIN,1,1.0
20221121,3.0,SZ_MAIN,1,0.0
20221122,2.0,SH_MAIN,1,1.0
20221122,2.0,SZ_MAIN,1,1.0
20221122,3.0,SH_MAIN,2,1.0
20221122,3.0,SZ_MAIN,1,0.0
20221123,2.0,SH_MAIN,3,1.0
20221123,2.0,SZ_MAIN,4,1.0
20221123,3.0,SH_MAIN,1,0.0
20221123,3.0,SZ_MAIN,1,1.0
20221124,2.0,SZ_MAIN,3,1.0
20221124,3.0,SH_MAIN,1,1.0
20221124,3.0,SZ_MAIN,1,1.0
20221125,2.0,SZ_MAIN,5,4.0
20221125,3.0,SZ_MAIN,1,1.0
20221128,2.0,SH_MAIN,2,1.0
20221128,2.0,SZ_MAIN,5,3.0
20221128,3.0,SZ_MAIN,4,4.0
20221129,2.0,SH_MAIN,2,1.0
20221129,2.0,SZ_MAIN,5,4.0
20221129,3.0,SH_MAIN,1,0.0
20221129,3.0,SZ_MAIN,3,1.0
20221130,2.0,SH_MAIN,5,0.0
20221130,2.0,SZ_MAIN,2,2.0
20221130,3.0,SH_MAIN,1,0.0
20221130,3.0,SZ_MAIN,4,2.0
20221201,2.0,SH_MAIN,2,0.0
20221201,2.0,SZ_MAIN,3,0.0
20221201,3.0,SZ_MAIN,2,1.0
20221202,2.0,SH_MAIN,2,1.0
20221202,2.0,SZ_MAIN,5,2.0
20221205,2.0,SH_MAIN,3,0.0
20221205,2.0,SZ_MAIN,5,1.0
20221205,3.0,SH_MAIN,1,0.0
20221205,3.0,SZ_MAIN,2,1.0
20221206,2.0,SZ_MAIN,5,2.0
20221206,3.0,SZ_MAIN,1,1.0
20221207,2.0,SH_MAIN,2,0.0
20221207,2.0,SZ_MAIN,2,2.0
20221207,3.0,SZ_MAIN,2,1.0
20221208,2.0,SZ_MAIN,7,3.0
20221208,3.0,SZ_MAIN,2,1.0
20221209,2.0,SH_MAIN,2,1.0
20221209,2.0,SZ_MAIN,2,0.0
20221209,3.0,SZ_MAIN,3,1.0
20221212,2.0,SH_MAIN,1,1.0
20221212,2.0,SZ_MAIN,3,1.0
20221212,3.0,SH_MAIN,1,1.0
20221213,2.0,SH_MAIN,3,0.0
20221213,2.0,SZ_MAIN,5,2.0
20221213,3.0,SH_MAIN,1,1.0
20221213,3.0,SZ_MAIN,1,0.0
20221214,2.0,SH_MAIN,1,0.0
20221214,2.0,SZ_MAIN,6,1.0
20221214,3.0,SZ_MAIN,2,1.0
20221215,2.0,SH_MAIN,1,1.0
20221215,2.0,SZ_MAIN,3,0.0
20221215,3.0,SZ_MAIN,1,0.0
20221216,2.0,SH_MAIN,1,1.0
20221216,2.0,SZ_MAIN,4,0.0
20221216,3.0,SH_MAIN,1,0.0
20221219,2.0,SH_MAIN,1,0.0
20221219,2.0,SZ_MAIN,4,3.0
20221219,3.0,SH_MAIN,1,0.0
20221220,2.0,SH_MAIN,2,0.0
20221220,2.0,SZ_MAIN,2,0.0
20221220,3.0,SZ_MAIN,3,1.0
20221221,2.0,SZ_MAIN,2,1.0
20221222,2.0,SZ_MAIN,3,1.0
20221222,3.0,SZ_MAIN,1,0.0
20221223,2.0,SH_MAIN,1,1.0
20221223,2.0,SZ_MAIN,7,3.0
20221223,3.0,SZ_MAIN,1,1.0
20221226,2.0,SZ_MAIN,1,1.0
20221226,3.0,SH_MAIN,1,1.0
20221226,3.0,SZ_MAIN,3,1.0
20221227,2.0,SH_MAIN,2,1.0
20221227,2.0,SZ_MAIN,9,5.0
20221227,3.0,SZ_MAIN,1,0.0
20221228,2.0,SH_MAIN,2,1.0
20221228,2.0,SZ_MAIN,1,1.0
20221228,3.0,SH_MAIN,1,1.0
20221228,3.0,SZ_MAIN,5,3.0
20221229,2.0,SH_MAIN,1,0.0
20221229,2.0,SZ_MAIN,4,4.0
20221229,3.0,SH_MAIN,1,0.0
20221229,3.0,SZ_MAIN,1,0.0
20221230,2.0,SH_MAIN,2,2.0
20221230,2.0,SZ_MAIN,3,3.0
20221230,3.0,SZ_MAIN,4,2.0
20230103,2.0,SZ_MAIN,8,1.0
20230103,3.0,SH_MAIN,2,1.0
20230103,3.0,SZ_MAIN,3,1.0
20230104,2.0,SH_MAIN,2,0.0
20230104,2.0,SZ_MAIN,7,3.0
20230104,3.0,SZ_MAIN,1,0.0
20230105,2.0,SZ_MAIN,3,1.0
20230105,3.0,SZ_MAIN,3,0.0
20230106,2.0,SH_MAIN,2,0.0
20230106,2.0,SZ_MAIN,3,2.0
20230106,3.0,SZ_MAIN,1,0.0
20230109,2.0,SZ_MAIN,1,0.0
20230109,3.0,SZ_MAIN,2,1.0
20230110,2.0,SH_MAIN,3,2.0
20230110,2.0,SZ_MAIN,3,1.0
20230111,2.0,SZ_MAIN,5,1.0
20230111,3.0,SH_MAIN,2,1.0
20230111,3.0,SZ_MAIN,1,0.0
20230112,2.0,SZ_MAIN,2,1.0
20230112,3.0,SZ_MAIN,1,1.0
20230113,2.0,SZ_MAIN,3,2.0
20230113,3.0,SZ_MAIN,1,1.0
20230116,2.0,SH_MAIN,2,1.0
20230116,2.0,SZ_MAIN,5,3.0
20230116,3.0,SZ_MAIN,2,1.0
20230117,2.0,SH_MAIN,1,1.0
20230117,2.0,SZ_MAIN,2,1.0
20230117,3.0,SH_MAIN,1,0.0
20230117,3.0,SZ_MAIN,3,1.0
20230118,2.0,SZ_MAIN,4,2.0
20230118,3.0,SH_MAIN,1,0.0
20230118,3.0,SZ_MAIN,1,1.0
20230119,2.0,SZ_MAIN,2,1.0
20230119,3.0,SZ_MAIN,2,0.0
20230120,2.0,SH_MAIN,1,0.0
20230120,2.0,SZ_MAIN,3,2.0
20230120,3.0,SZ_MAIN,1,1.0
20230130,2.0,SH_MAIN,1,0.0
20230130,2.0,SZ_MAIN,8,3.0
20230130,3.0,SZ_MAIN,2,0.0
20230131,2.0,SH_MAIN,4,3.0
20230131,2.0,SZ_MAIN,8,5.0
20230131,3.0,SZ_MAIN,3,3.0
20230201,2.0,SH_MAIN,3,1.0
20230201,2.0,SZ_MAIN,2,1.0
20230201,3.0,SH_MAIN,3,1.0
20230201,3.0,SZ_MAIN,5,2.0
20230202,2.0,SH_MAIN,1,1.0
20230202,2.0,SZ_MAIN,3,2.0
20230202,3.0,SH_MAIN,1,0.0
20230202,3.0,SZ_MAIN,1,0.0
20230203,2.0,SZ_MAIN,2,0.0
20230203,3.0,SH_MAIN,1,1.0
20230203,3.0,SZ_MAIN,2,0.0
20230206,2.0,SH_MAIN,1,0.0
20230206,2.0,SZ_MAIN,5,4.0
20230207,2.0,SH_MAIN,2,1.0
20230207,2.0,SZ_MAIN,1,0.0
20230207,3.0,SZ_MAIN,4,1.0
20230208,2.0,SH_MAIN,1,1.0
20230208,2.0,SZ_MAIN,4,2.0
20230208,3.0,SH_MAIN,1,1.0
20230209,2.0,SZ_MAIN,3,1.0
20230209,3.0,SH_MAIN,1,0.0
20230209,3.0,SZ_MAIN,2,2.0
20230210,2.0,SZ_MAIN,1,1.0
20230210,3.0,SZ_MAIN,1,0.0
20230213,2.0,SZ_MAIN,4,0.0
20230213,3.0,SZ_MAIN,1,0.0
20230214,2.0,SH_MAIN,2,1.0
20230214,2.0,SZ_MAIN,1,0.0
20230215,2.0,SH_MAIN,1,0.0
20230215,2.0,SZ_MAIN,5,1.0
20230215,3.0,SH_MAIN,1,1.0
20230216,2.0,SZ_MAIN,3,2.0
20230216,3.0,SZ_MAIN,1,0.0
20230217,2.0,SH_MAIN,1,1.0
20230217,2.0,SZ_MAIN,3,1.0
20230217,3.0,SZ_MAIN,2,0.0
20230220,2.0,SZ_MAIN,2,0.0
20230220,3.0,SH_MAIN,1,1.0
20230220,3.0,SZ_MAIN,1,1.0
20230221,2.0,SZ_MAIN,2,1.0
20230222,2.0,SH_MAIN,1,1.0
20230222,3.0,SZ_MAIN,1,0.0
20230223,2.0,SH_MAIN,1,0.0
20230223,2.0,SZ_MAIN,1,1.0
20230223,3.0,SH_MAIN,1,1.0
20230224,3.0,SZ_MAIN,1,0.0
20230227,2.0,SH_MAIN,1,1.0
20230228,2.0,SH_MAIN,1,1.0
20230228,2.0,SZ_MAIN,3,0.0
20230228,3.0,SH_MAIN,1,1.0
20230301,2.0,SH_MAIN,1,0.0
20230301,2.0,SZ_MAIN,1,1.0
20230301,3.0,SH_MAIN,1,1.0
20230302,2.0,SH_MAIN,1,0.0
20230302,2.0,SZ_MAIN,1,0.0
20230302,3.0,SZ_MAIN,1,0.0
20230303,2.0,SH_MAIN,1,1.0
20230306,2.0,SH_MAIN,2,1.0
20230306,2.0,SZ_MAIN,2,1.0
20230306,3.0,SH_MAIN,1,1.0
20230307,2.0,SH_MAIN,1,1.0
20230307,2.0,SZ_MAIN,1,1.0
20230307,3.0,SH_MAIN,1,1.0
20230307,3.0,SZ_MAIN,1,1.0
20230308,2.0,SZ_MAIN,1,1.0
20230308,3.0,SH_MAIN,1,0.0
20230308,3.0,SZ_MAIN,1,0.0
20230309,2.0,SH_MAIN,2,0.0
20230309,2.0,SZ_MAIN,1,1.0
20230309,3.0,SZ_MAIN,1,1.0
20230310,2.0,SH_MAIN,1,0.0
20230310,2.0,SZ_MAIN,1,1.0
20230310,3.0,SZ_MAIN,1,0.0
20230313,2.0,SH_MAIN,1,1.0
20230313,3.0,SZ_MAIN,1,1.0
20230314,2.0,SH_MAIN,3,2.0
20230314,2.0,SZ_MAIN,1,0.0
20230314,3.0,SH_MAIN,1,1.0
20230315,2.0,SZ_MAIN,1,1.0
20230315,3.0,SH_MAIN,2,1.0
20230316,2.0,SH_MAIN,1,1.0
20230316,2.0,SZ_MAIN,1,1.0
20230316,3.0,SZ_MAIN,1,1.0
20230317,2.0,SZ_MAIN,1,0.0
20230317,3.0,SH_MAIN,1,1.0
20230317,3.0,SZ_MAIN,1,0.0
20230320,2.0,SH_MAIN,1,0.0
20230320,2.0,SZ_MAIN,2,1.0
20230321,2.0,SH_MAIN,1,0.0
20230321,2.0,SZ_MAIN,4,0.0
20230321,3.0,SZ_MAIN,1,1.0
20230322,2.0,SH_MAIN,1,1.0
20230322,2.0,SZ_MAIN,1,0.0
20230323,2.0,SH_MAIN,1,0.0
20230323,2.0,SZ_MAIN,3,2.0
20230323,3.0,SH_MAIN,1,0.0
20230324,3.0,SZ_MAIN,2,1.0
20230327,2.0,SH_MAIN,3,0.0
20230327,2.0,SZ_MAIN,2,0.0
20230328,2.0,SH_MAIN,1,1.0
20230328,2.0,SZ_MAIN,1,0.0
20230329,2.0,SH_MAIN,1,1.0
20230329,2.0,SZ_MAIN,1,0.0
