ts_code,time,open,close,high,low,vol,amount
002793.SZ,2026-07-08 09:30:00,4.65,4.65,4.66,4.64,1019200.0,4739346.0
002793.SZ,2026-07-08 09:31:00,4.64,4.56,4.67,4.55,2435400.0,11216951.0
002793.SZ,2026-07-08 09:32:00,4.6,4.54,4.61,4.54,2676700.0,12256025.0
002793.SZ,2026-07-08 09:33:00,4.55,4.58,4.59,4.55,1869400.0,8541669.0
002793.SZ,2026-07-08 09:34:00,4.57,4.52,4.57,4.5,2942450.0,13311654.0
002793.SZ,2026-07-08 09:35:00,4.53,4.51,4.54,4.5,1780600.0,8029254.0
002793.SZ,2026-07-08 09:36:00,4.53,4.52,4.54,4.51,3082900.0,13929729.0
002793.SZ,2026-07-08 09:37:00,4.53,4.57,4.57,4.53,777100.0,3541322.0
002793.SZ,2026-07-08 09:38:00,4.57,4.54,4.58,4.53,573100.0,2611638.0
002793.SZ,2026-07-08 09:39:00,4.54,4.58,4.58,4.54,602900.0,2750872.0
002793.SZ,2026-07-08 09:40:00,4.59,4.56,4.6,4.56,569800.0,2613481.0
002793.SZ,2026-07-08 09:41:00,4.56,4.57,4.58,4.54,826800.0,3764147.0
002793.SZ,2026-07-08 09:42:00,4.58,4.6,4.6,4.58,387900.0,1783440.0
002793.SZ,2026-07-08 09:43:00,4.61,4.69,4.69,4.61,1347600.0,6263558.0
002793.SZ,2026-07-08 09:44:00,4.7,4.72,4.75,4.7,2208800.0,10415985.0
002793.SZ,2026-07-08 09:45:00,4.72,4.74,4.76,4.69,1712600.0,8098901.0
002793.SZ,2026-07-08 09:46:00,4.73,4.63,4.73,4.63,1515900.0,7127778.0
002793.SZ,2026-07-08 09:47:00,4.63,4.59,4.63,4.59,1253600.0,5771477.0
002793.SZ,2026-07-08 09:48:00,4.58,4.61,4.62,4.56,1129400.0,5176758.0
002793.SZ,2026-07-08 09:49:00,4.6,4.65,4.66,4.6,709900.0,3287291.0
002793.SZ,2026-07-08 09:50:00,4.65,4.65,4.65,4.63,462800.0,2149079.0
002793.SZ,2026-07-08 09:51:00,4.66,4.67,4.68,4.65,339900.0,1584714.0
002793.SZ,2026-07-08 09:52:00,4.68,4.74,4.74,4.67,1256700.0,5910294.0
002793.SZ,2026-07-08 09:53:00,4.75,4.76,4.8,4.75,2160500.0,10322303.0
002793.SZ,2026-07-08 09:54:00,4.76,4.74,4.77,4.74,1229600.0,5852180.0
002793.SZ,2026-07-08 09:55:00,4.74,4.69,4.76,4.69,831900.0,3927126.0
002793.SZ,2026-07-08 09:56:00,4.68,4.73,4.73,4.68,217070.0,1020670.3
002793.SZ,2026-07-08 09:57:00,4.71,4.73,4.74,4.71,659000.0,3117027.0
002793.SZ,2026-07-08 09:58:00,4.72,4.7,4.73,4.7,482900.0,2274579.0
002793.SZ,2026-07-08 09:59:00,4.7,4.69,4.7,4.68,353230.0,1658221.0
002793.SZ,2026-07-08 10:00:00,4.69,4.7,4.72,4.69,331400.0,1557981.0
002793.SZ,2026-07-08 10:01:00,4.7,4.67,4.7,4.66,321300.0,1502179.0
002793.SZ,2026-07-08 10:02:00,4.67,4.69,4.69,4.66,290400.0,1358050.0
002793.SZ,2026-07-08 10:03:00,4.7,4.67,4.7,4.67,312400.0,1465962.0
002793.SZ,2026-07-08 10:04:00,4.68,4.67,4.68,4.67,301600.0,1409751.0
002793.SZ,2026-07-08 10:05:00,4.66,4.66,4.67,4.65,294100.0,1369949.0
002793.SZ,2026-07-08 10:06:00,4.66,4.64,4.67,4.64,329200.0,1533464.0
002793.SZ,2026-07-08 10:07:00,4.65,4.64,4.66,4.64,296500.0,1379652.0
002793.SZ,2026-07-08 10:08:00,4.64,4.6,4.64,4.6,473000.0,2184971.0
002793.SZ,2026-07-08 10:09:00,4.61,4.6,4.61,4.59,317100.0,1459074.0
002793.SZ,2026-07-08 10:10:00,4.59,4.58,4.6,4.58,198200.0,909750.0
002793.SZ,2026-07-08 10:11:00,4.59,4.6,4.6,4.58,170100.0,780770.0
002793.SZ,2026-07-08 10:12:00,4.6,4.61,4.62,4.6,252600.0,1164570.0
