trade_date,industry,limit_up_count,rank
20260528,元器件,14,1
20260528,电气设备,9,2
20260528,专用机械,8,3
20260528,塑料,5,4
20260528,化工原料,4,5
20260528,小金属,4,6
20260528,建筑工程,4,7
20260528,机械基件,4,8
20260528,供气供热,3,9
20260528,半导体,3,10
