trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,seal_amount
20260609,000029.SZ,深深房Ａ,U,24.54,24.54,20.08,0,36159051.0,94954,94954,36159051.0
20260609,000037.SZ,深南电A,U,11.39,11.39,9.32,0,82561554.0,102024,102024,82561554.0
20260609,000048.SZ,京基智农,U,16.21,16.21,13.27,0,37880776.0,130106,130106,37880776.0
20260609,000158.SZ,常山北明,U,15.3,15.3,12.52,0,116856779.0,95706,95706,116856779.0
20260609,000509.SZ,华塑控股,U,4.8,4.8,3.92,0,77747280.0,93157,93157,77747280.0
20260609,000571.SZ,新大洲A,U,5.73,5.73,4.69,0,27728203.0,130442,130442,27728203.0
20260609,000608.SZ,阳光股份,U,6.4,6.4,5.24,0,3343360.0,145657,145657,3343360.0
20260609,000636.SZ,风华高科,U,61.08,61.08,49.98,3,497227176.0,104627,130000,497227176.0
20260609,000670.SZ,盈方微,U,10.04,10.04,8.22,18,35501440.0,131333,134730,35501440.0
20260609,000681.SZ,视觉中国,U,24.75,24.75,20.25,0,124366844.0,95545,95545,124366844.0
20260609,000811.SZ,冰轮环境,U,32.14,32.14,26.3,4,53241934.0,130312,131715,53241934.0
20260609,000920.SZ,沃顿科技,U,12.98,12.98,10.62,0,96201270.0,93600,93600,96201270.0
20260609,001215.SZ,千味央厨,U,42.32,42.32,34.62,9,8794096.0,94915,140124,8794096.0
20260609,001269.SZ,欧晶科技,U,28.41,28.41,23.25,1,25679486.0,105633,110412,25679486.0
20260609,001369.SZ,双欣材料,U,14.88,14.88,12.18,3,32357051.0,132006,133403,32357051.0
20260609,001696.SZ,宗申动力,U,17.55,17.55,14.36,2,192484925.0,93742,94009,192484925.0
20260609,001896.SZ,豫能控股,U,21.56,21.56,17.64,1,149084705.0,143912,144930,149084705.0
20260609,002048.SZ,宁波华翔,U,29.25,29.25,23.93,14,23018404.0,135839,141800,23018404.0
20260609,002051.SZ,中工国际,U,12.23,12.23,10.01,0,66703435.0,95518,95518,66703435.0
20260609,002057.SZ,中钢天源,U,10.74,10.74,8.78,0,71731117.0,145357,145357,71731117.0
20260609,002080.SZ,中材科技,U,64.68,64.68,52.92,6,108466419.0,130118,131309,108466419.0
20260609,002129.SZ,TCL中环,U,9.81,9.81,8.03,0,147102912.0,103436,103436,147102912.0
20260609,002134.SZ,天津普林,U,28.59,28.59,23.39,6,5163354.0,112100,140700,5163354.0
20260609,002137.SZ,实益达,U,10.79,10.79,8.83,0,149744623.0,95212,95212,149744623.0
20260609,002138.SZ,顺络电子,U,61.23,61.23,50.09,8,80147988.0,130430,144348,80147988.0
20260609,002141.SZ,贤丰控股,U,3.33,3.33,2.73,0,88513398.0,93830,93830,88513398.0
20260609,002225.SZ,濮耐股份,U,4.58,4.58,3.74,2,35935596.0,134709,135700,35935596.0
20260609,002240.SZ,盛新锂能,U,46.88,46.88,38.36,0,197373707.0,142709,142709,197373707.0
20260609,002254.SZ,泰和新材,U,18.79,18.79,15.37,0,60595871.0,112927,112927,60595871.0
20260609,002263.SZ,大东南,U,4.03,4.03,3.29,1,64961182.0,93354,103954,64961182.0
20260609,002354.SZ,天娱数科,U,8.06,8.06,6.6,11,140121512.0,93348,140921,140121512.0
20260609,002362.SZ,汉王科技,U,19.68,19.68,16.1,1,51376608.0,93454,95609,51376608.0
20260609,002484.SZ,江海股份,U,91.98,91.98,75.26,10,19039860.0,130024,133227,19039860.0
20260609,002513.SZ,蓝丰生化,U,5.97,5.97,4.89,3,5008830.0,140942,141848,5008830.0
20260609,002515.SZ,金字火腿,U,7.36,7.36,6.02,3,28981619.0,93333,135142,28981619.0
20260609,002575.SZ,群兴玩具,U,6.17,6.17,5.05,0,46401688.0,95945,95945,46401688.0
20260609,002583.SZ,海能达,U,9.39,9.39,7.69,1,118080461.0,94730,94957,118080461.0
20260609,002584.SZ,西陇科学,U,7.88,7.88,6.44,1,37623840.0,101918,102415,37623840.0
20260609,002585.SZ,双星新材,U,12.2,12.2,9.98,0,130560191.0,100930,100930,130560191.0
20260609,002636.SZ,金安国纪,U,70.38,70.38,57.58,0,296466670.0,93054,93054,296466670.0
20260609,002669.SZ,康达新材,U,17.39,17.39,14.23,0,150534796.0,92500,92500,150534796.0
20260609,002676.SZ,顺威股份,U,5.82,5.82,4.76,0,45551976.0,94830,94830,45551976.0
20260609,002741.SZ,光华科技,U,28.31,28.31,23.17,0,190395960.0,130106,130106,190395960.0
20260609,002747.SZ,埃斯顿,U,37.53,37.53,30.71,0,267618548.0,94109,94109,267618548.0
20260609,002769.SZ,普路通,U,8.47,8.47,6.93,0,52660217.0,110909,110909,52660217.0
20260609,002771.SZ,真视通,U,16.92,16.92,13.84,0,25226028.0,95448,95448,25226028.0
20260609,002837.SZ,英维克,U,69.72,69.72,57.04,14,173483299.0,131321,133115,173483299.0
20260609,002859.SZ,洁美科技,U,88.33,88.33,72.27,6,15501915.0,130830,145548,15501915.0
20260609,002871.SZ,伟隆股份,U,21.58,21.58,17.66,0,107333158.0,93421,93421,107333158.0
20260609,002970.SZ,锐明技术,U,66.83,66.83,54.68,3,45270642.0,110057,111433,45270642.0
20260609,002971.SZ,和远气体,U,43.59,43.59,35.67,5,60373021.0,93536,102536,60373021.0
20260609,002976.SZ,瑞玛精密,U,31.27,31.27,25.59,0,52396637.0,93212,93212,52396637.0
20260609,002993.SZ,奥海科技,U,65.45,65.45,53.55,0,121719001.0,103727,103727,121719001.0
20260609,002995.SZ,天地在线,U,23.54,23.54,19.26,1,39495412.0,95248,95306,39495412.0
20260609,003018.SZ,金富科技,U,54.68,54.68,44.74,0,100802580.0,130203,130203,100802580.0
20260609,003026.SZ,中晶科技,U,32.85,32.85,26.87,0,80763236.0,104400,104400,80763236.0
20260609,003036.SZ,泰坦股份,U,81.95,81.95,67.05,0,40319891.0,111303,111303,40319891.0
20260609,003043.SZ,华亚智能,U,73.29,73.29,59.97,0,32432217.0,104133,104133,32432217.0
20260609,300221.SZ,银禧科技,U,16.93,16.93,11.29,2,63539983.0,130403,133233,63539983.0
20260609,300260.SZ,新莱应材,U,73.9,73.9,49.26,0,147988223.0,135630,135630,147988223.0
20260609,300411.SZ,金盾股份,U,10.0,10.0,6.66,0,50963200.0,141909,141909,50963200.0
20260609,300593.SZ,新雷能,U,37.64,37.64,25.1,1,79685987.0,100803,111715,79685987.0
20260609,300656.SZ,民德电子,U,34.88,34.88,23.26,0,56371870.0,140909,140909,56371870.0
20260609,301013.SZ,利和兴,U,60.97,60.97,40.65,7,93370616.0,132118,133033,93370616.0
20260609,301222.SZ,浙江恒威,U,36.43,36.43,24.29,0,119182202.0,93336,93336,119182202.0
20260609,301428.SZ,世纪恒通,U,40.07,40.07,26.71,0,47470929.0,95727,95727,47470929.0
20260609,301630.SZ,同宇新材,U,276.67,276.67,184.45,0,156020576.0,100939,100939,156020576.0
20260609,600110.SH,诺德股份,U,11.81,11.81,9.67,0,126833376.0,94529,94529,126833376.0
20260609,600176.SH,中国巨石,U,39.12,39.12,32.0,4,222788752.0,100829,110832,222788752.0
20260609,600183.SH,生益科技,U,147.47,147.47,120.65,0,442084386.0,130022,130022,442084386.0
20260609,600186.SH,莲花控股,U,11.54,11.54,9.44,19,3837050.0,134929,145626,3837050.0
20260609,600198.SH,大唐电信,U,9.34,9.34,7.64,0,106091808.0,93607,93607,106091808.0
20260609,600226.SH,亨通股份,U,7.43,7.43,6.08,0,50294167.0,132858,132858,50294167.0
20260609,600330.SH,天通股份,U,29.46,29.46,24.1,14,140021553.0,130911,134517,140021553.0
20260609,600345.SH,长江通信,U,58.85,58.85,48.15,1,86618607.0,93845,134033,86618607.0
20260609,600396.SH,华电辽能,U,21.23,21.23,17.37,1,49976906.0,145107,145213,49976906.0
20260609,600458.SH,时代新材,U,15.73,15.73,12.87,4,21318318.0,130646,131157,21318318.0
20260609,600487.SH,亨通光电,U,105.02,105.02,85.92,0,1010693576.0,130044,130044,1010693576.0
20260609,600500.SH,中化国际,U,5.95,5.95,4.87,0,82631220.0,93003,93003,82631220.0
20260609,600579.SH,中化装备,U,7.17,7.17,5.87,2,13357136.0,93854,95157,13357136.0
20260609,600596.SH,新安股份,U,14.94,14.94,12.22,1,65283377.0,130008,130226,65283377.0
20260609,600611.SH,大众交通,U,4.48,4.48,3.66,1,43918779.0,101052,101131,43918779.0
20260609,600641.SH,先导基电,U,27.03,27.03,22.11,0,46221300.0,141810,141810,46221300.0
20260609,600673.SH,东阳光,U,34.71,34.71,28.4,3,41474701.0,111128,144228,41474701.0
