ts_code,trade_date,close,open,high,low,vol,amount,vwap
000011.SZ,20260901,9.45,9.29,9.45,9.26,1874200.0,17417945.6,9.29
000017.SZ,20260901,10.92,10.91,11.0,10.89,5289432.0,57731558.4,10.92
000059.SZ,20260901,5.87,5.86,5.93,5.86,7341281.92,43091287.04,5.87
000062.SZ,20260901,24.53,24.5,24.56,24.4,484500.0,11872469.76,24.51
000560.SZ,20260901,3.08,3.05,3.1,3.04,89996820.48,274824806.4,3.05
000565.SZ,20260901,6.48,6.45,6.48,6.45,1559800.0,10064072.96,6.45
000567.SZ,20260901,6.85,6.88,6.89,6.85,878900.0,6046467.2,6.88
000626.SZ,20260901,8.79,8.78,8.81,8.78,628100.0,5517889.28,8.79
000712.SZ,20260901,12.02,12.08,12.19,11.98,10200499.84,123267338.24,12.08
000716.SZ,20260901,6.02,5.95,6.04,5.95,8228000.0,49014062.08,5.96
000798.SZ,20260901,9.54,9.56,9.57,9.53,936400.0,8949735.68,9.56
000912.SZ,20260901,4.43,4.39,4.5,4.39,4411000.0,19380682.24,4.39
000925.SZ,20260901,9.38,9.4,9.43,9.37,940100.0,8837978.88,9.4
001288.SZ,20260901,29.5,29.42,29.58,29.42,143000.0,4209464.96,29.44
001376.SZ,20260901,11.31,11.3,11.33,11.28,145500.0,1644441.92,11.3
002084.SZ,20260901,7.02,7.02,7.02,7.02,21276724.48,149362606.08,7.02
002107.SZ,20260901,6.68,6.7,6.7,6.67,430400.0,2882252.16,6.7
002165.SZ,20260901,8.76,8.71,8.78,8.71,8876400.0,77446922.24,8.73
002212.SZ,20260901,6.53,6.52,6.55,6.51,2755391.04,17973080.32,6.52
002229.SZ,20260901,12.22,12.19,12.23,12.19,713300.0,8697203.84,12.19
002279.SZ,20260901,7.0,6.97,7.0,6.97,1005000.0,7008981.76,6.97
002349.SZ,20260901,7.52,7.48,7.57,7.48,2760099.84,20660760.32,7.49
002354.SZ,20260901,8.2,8.15,8.23,8.15,16798969.6,137177169.92,8.17
002396.SZ,20260901,40.0,40.16,40.36,40.0,3112617.92,125113159.68,40.2
002427.SZ,20260901,5.02,5.01,5.03,5.01,537020.0,2691088.32,5.01
002437.SZ,20260901,4.17,4.12,4.19,4.1,15447315.2,63708011.52,4.12
002486.SZ,20260901,3.02,3.01,3.03,3.01,808100.0,2433572.32,3.01
002578.SZ,20260901,4.15,4.13,4.15,4.13,642900.0,2658148.96,4.14
002631.SZ,20260901,10.62,10.67,10.73,10.6,1264900.0,13495450.88,10.67
002660.SZ,20260901,8.11,8.06,8.12,8.04,814900.0,6570773.12,8.06
002679.SZ,20260901,12.91,12.91,12.91,12.91,3695000.0,47702446.08,12.91
002742.SZ,20260901,5.06,5.06,5.06,5.06,4598899.84,23270433.28,5.06
002855.SZ,20260901,17.39,17.4,17.71,17.37,4562400.0,79608913.92,17.45
002875.SZ,20260901,14.69,14.59,14.8,14.55,232900.0,3401189.12,14.6
002886.SZ,20260901,29.04,28.83,29.04,28.78,3147649.92,90816348.16,28.85
002915.SZ,20260901,18.76,18.8,18.88,18.7,534200.0,10041475.2,18.8
